"ページURL","分類","第1分類","第2分類","開催日時","ページタイトル","問い合わせ先1","問い合わせ先電話番号1","問い合わせ先ファックス番号1","問い合わせ先2","問い合わせ先電話番号2","問い合わせ先ファックス番号2","問い合わせ先3","問い合わせ先電話番号3","問い合わせ先ファックス番号3","問い合わせ先4","問い合わせ先電話番号4","問い合わせ先ファックス番号4","問い合わせ先5","問い合わせ先電話番号5","問い合わせ先ファックス番号5","問い合わせ先6","問い合わせ先電話番号6","問い合わせ先ファックス番号6","問い合わせ先フリー入力","内容","対象","開催日詳細","ところ","定員","費用","申し込み","持ち物","その他","関連資料URL1","関連資料タイトル1","関連資料URL2","関連資料タイトル2","関連資料URL3","関連資料タイトル3","関連資料URL4","関連資料タイトル4","関連資料URL5","関連資料タイトル5","関連リンクURL1","関連リンクタイトル1","関連リンクURL2","関連リンクタイトル2","関連リンクURL3","関連リンクタイトル3","関連リンクURL4","関連リンクタイトル4","関連リンクURL5","関連リンクタイトル5","緯度","経度",
"https://www.city.minato.tokyo.jp/kouhou/event/231107-majong.html","008003002000","港区イベントカレンダー","赤坂地区","2023年11月7日から2024年3月5日","初心者麻雀教室","","","","","","","","","","","","","","","","","","","青山いきいきプラザ
電話：03-3403-2011","","65歳以上の区民で、麻雀初心者","11月7日から令和6年3月5日（12月26日、令和6年1月2日を除く毎週火曜・全16回）午後1時30分から午後3時30分","青山いきいきプラザ","20人（初めての人優先で抽選）","1,800円（テキスト代）","郵送で、往復はがきの往信面に「初心者麻雀教室希望」・郵便番号・住所・氏名・年齢・生年月日・電話番号・麻雀歴、返信面に自分の郵便番号・住所・氏名を明記の上、10月20日（金曜・必着）までに、〒107-0062南青山二丁目16番5号　青山いきいきプラザへ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/231120-rikonkoza.html","008009000000","港区イベントカレンダー","地区指定なし","2023年11月20日から2024年3月19日","パパとママの離婚講座","","","","","","","","","","","","","","","","","","","子ども家庭支援センター家庭相談係
電話：03-5962-7214
","養育費や面会交流等を学ぶことで、子どもの生活を守るためのヒントを学びます。","区内在住で離婚を考えている親","（1）11月20日（月曜）午前10時から正午
（2）令和6年1月18日（木曜）午後2時から午後5時
（3）3月19日（火曜）午前10時から正午
※いずれも同じ内容","（1）（3）オンラインツール（Zoom）
（2）オンラインツール（Zoom）または子ども家庭総合支援センター
※一時保育あり。","オンライン各20人、会場7人（いずれも申込順）","","港区ホームページ（関連リンク参照）からお申し込みください。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kateisoudan/rikonkouza.html","港区ホームページ","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/231204-kaigoyobojigyo.html","008009002000","港区イベントカレンダー","地区指定なし","2023年12月4日から2024年3月25日","12月開始の介護予防総合センターの一般介護予防事業・各種教室","","","","","","","","","","","","","","","","","","","","","1人で会場まで通うことができ、期間中継続して参加が見込める60歳以上の区民","","介護予防総合センター","","","電話または直接、11月10日（金曜）までに、介護予防総合センターへ。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2023/202311/20231101top/12.html","広報みなと2023年11月1日号　高齢者関連情報　12月開始の介護予防総合センターの一般介護予防事業・各種教室","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/231227-yobou.html","008002002000","港区イベントカレンダー","麻布地区","2023年12月27日から2024年3月20日","膝痛予防改善教室","","03-3578-2036","03-3578-2034","","","","","","","","","","","","","","","","","","60歳以上の区民","（毎週水曜・全12回）午前10時から午前11時","ありすいきいきプラザ","15人（抽選）","","電話または直接、11月13日（月曜）までに、ありすいきいきプラザへ。
電話：03-3444-3656","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/231209-nokatsutaiken.html","008004002000","港区イベントカレンダー","高輪地区","2023年12月9日から2024年3月23日","理学療法士と始めるいきいき脳活体験塾","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","（12月30日を除く毎週土曜・全15回）午後3時から午後4時","高輪いきいきプラザ","20人（抽選）","","電話または直接、11月25日（土曜）までに、高輪いきいきプラザへ。
※当選者のみ、11月28日（火曜）以降に電話で連絡します。
電話：03-3449-1643","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/231220-yotsuyobo.html","008002002000","港区イベントカレンダー","麻布地区","2023年12月20日から2024年3月13日","腰痛予防改善教室","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","（1月3日を除く毎週水曜・全12回）午後2時30分から午後3時30分","西麻布いきいきプラザ","15人（抽選）","","電話または直接、11月30日（木曜）までに、西麻布いきいきプラザへ。
電話：03-3486-9166","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240105-kaigoyobo.html","008009002000","港区イベントカレンダー","地区指定なし","2024年1月5日から2024年3月29日","1月開始の介護予防総合センターの一般介護予防事業・各種教室","","","","","","","","","","","","","","","","","","","","","詳細は関連リンクをご参照ください。","","介護予防総合センター","","","電話または直接、12月10日（日曜）までに、介護予防総合センターへ。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2023/202312/20231201top/15.html","広報みなと2023年12月1日号　高齢者関連情報　1月開始の介護予防総合センターの一般介護予防事業・各種教室","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240105-yoga.html","008005000000","港区イベントカレンダー","芝浦港南地区","2024年1月5日から2024年3月17日","ヨガ教室","","","","","","","","","","","","","","","","","","","","","16歳以上の区内在住・在勤者","金曜コース：令和6年1月5日から3月8日（毎週金曜・全10回）午後7時30分から午後8時30分
土曜コース：令和6年1月6日から3月9日（毎週土曜・全10回）午前9時50分から午前10時50分
日曜コース：令和6年1月7日から3月17日（1月21日を除く毎週日曜・全10回）午前10時から午前11時","港南いきいきプラザ","各コース20人（抽選）","各コース5,100円（参加費）","電話または直接、12月10日（日曜）までに、港南いきいきプラザへ。
電話：03-3450-9915","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240111-tokisuieikyoshitsu.html","008009000000","港区イベントカレンダー","地区指定なし","2024年1月11日から2024年3月30日","冬期水泳教室","","","","","","","","","","","","","","","","","","","各水泳教室受付（受付時間：火曜から土曜午前10時から午後5時）
電話：090-4114-0198
","","区内在住・在勤者
※詳しくは港区ホームページ（関連リンク参照）をご覧ください。","","小学校：港南・本村
中学校：御成門・高松・高陵・赤坂・港陽","","","電話で、12月5日（火曜）から12月16日（土曜）に、みなとコール（受付時間：午前9時（初日は午後3時）から午後5時）へ。
電話：03-5472-3710
水泳教室（関連リンク参照）","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/231219-katakoriyobo.html","008002002000","港区イベントカレンダー","麻布地区","2023年12月19日から2024年3月12日","肩こり予防改善教室","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","（1月2日を除く毎週火曜・全12回）午前10時30分から午前11時30分","南麻布いきいきプラザ","14人（抽選）","","電話または直接、12月12日（火曜）までに、南麻布いきいきプラザへ
電話：03-5232-9671","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240105-machinetraining.html","008002002000","港区イベントカレンダー","麻布地区","2024年1月5日から2024年3月1日","マシントレーニング入門","","","","","","","","","","","","","","","","","","","","","65歳以上の区民","（2月23日（金曜・祝日）を除く毎週火曜・金曜、全16回）午後1時30分から午後3時","（1）ありすいきいきプラザ
（2）西麻布いきいきプラザ","（1）10人（抽選）
（2）6人（抽選）","","電話または直接、12月11日（月曜）までに、参加希望のいきいきプラザへ。
（1）電話：03-3444-3656
（2）電話：03-3486-9166","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240111-karadazukuri.html","008002002000","港区イベントカレンダー","麻布地区","2024年1月11日から2024年3月28日","動きやすいからだづくり教室","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","（毎週木曜・全12回）午後1時30分から午後2時30分","飯倉いきいきプラザ","14人（抽選）","","電話または直接、12月15日（金曜）までに、飯倉いきいきプラザへ。
電話：03-3583-6366","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240109-yogamix.html","008004002000","港区イベントカレンダー","高輪地区","2024年1月9日から2024年3月19日","ヨガミックス～体の軸を強めよう～","","","","","","","","","","","","","","","","","","","","ヨガにエクササイズをプラスした体幹強化目的のクラスです。","60歳以上の区民","（1月・2月第2火曜・第4火曜、3月第2火曜・第3火曜、全6回）午後1時から午後2時","神応いきいきプラザ","8人（抽選）","","電話または直接、12月20日（水曜）までに、神応いきいきプラザへ。
※当選者のみ、12月21日（木曜）以降に電話で連絡します。
電話：03-5422-8848","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240107-suichuwalking.html","008005002000","港区イベントカレンダー","芝浦港南地区","2024年1月7日から2024年3月17日","水中ウオーキングエクササイズ教室","","","","","","","","","","","","","","","","","","","港南いきいきプラザ
電話：03-3450-9915
","","60歳以上の区民（医師から運動の制限を受けていない人）","（1）令和6年1月10日から3月13日（毎週水曜）午前9時20分から午前10時5分　全10回
（2）1月7日から3月17日（1月21日を除く毎週日曜）午前9時20分から午前10時5分　全10回","港南いきいきプラザ","各12人（抽選）
※教室の重複申し込みはできません。","","直接、申込書に必要事項を明記の上、12月14日（木曜）までに、港南いきいきプラザへ。申込書は港南いきいきプラザで配布しています。
※申し込みには緊急連絡先（ご本人以外1人分の氏名・住所・電話番号）が必要です。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240105-shokyuaquabics.html","008005002000","港区イベントカレンダー","芝浦港南地区","2024年1月5日から2024年3月18日","初級アクアビクス教室","","","","","","","","","","","","","","","","","","","港南いきいきプラザ
電話：03-3450-9915
","","60歳以上の区民（医師から運動の制限を受けていない人）","（1）1月8日から3月18日（2月26日を除く毎週月曜）午前9時20分から午前10時5分　全10回
（2）1月5日から3月8日（毎週金曜）午前9時20分から午前10時5分　全10回
（3）1月6日から3月9日（毎週土曜）午前9時20分から午前10時5分　全10回","港南いきいきプラザ","各12人（抽選）
※教室の重複申し込みはできません。","","直接、申込書に必要事項を明記の上、12月14日（木曜）までに、港南いきいきプラザへ。申込書は港南いきいきプラザで配布しています。
※申し込みには緊急連絡先（ご本人以外1人分の氏名・住所・電話番号）が必要です。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240109-aromatherapy.html","008009003000","港区イベントカレンダー","地区指定なし","2024年1月9日から2024年3月12日","障害者のための講座「お手頃アロマテラピー講座」","","","","","","","","","","","","","","","","","","","","（1）クリーム
（2）ルームスプレー
（3）バスソルト","18歳以上で、次のいずれかに該当する区民
（1）身体障害者手帳・愛の手帳・精神障害者保健福祉手帳のいずれかを所持
（2）難病により障害支援区分認定を受けていること","（1）令和6年1月9日（火曜）
（2）令和6年2月13日（火曜）
（3）令和6年3月12日（火曜・全3回）
午後1時45分から午後3時30分","障害保健福祉センター","10人程度（抽選）","（1）300円
（2）（3）各150円（材料費）","電話・ファックスまたはメールで、講座名・氏名・連絡先を、12月15日（金曜）までに、障害保健福祉センターへ。申し込みの際、身体状況の確認をすることがあります。手話通訳・介護が必要な人は、ご相談ください。公共交通機関の利用が困難な人は、巡回送迎バスを利用できます。
電話：03-5439-2511　ファックス：03-5439-2514
メール：minato-chi@yuai.or.jp","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240111-yogakyoshitsu.html","008004002000","港区イベントカレンダー","高輪地区","2024年1月11日から2024年3月28日","体が硬い人のためのヨガ教室","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","（毎週木曜・全12回）午前9時30分から午前10時30分、午後1時15分から午後2時15分","高輪いきいきプラザ","各6人（抽選）","","電話または直接、12月24日（日曜）までに、高輪いきいきプラザへ。
※当選者のみ、1月5日（金曜）以降に電話で連絡します。
電話：03-3449-1643","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240111-chairyoga.html","008004002000","港区イベントカレンダー","高輪地区","2024年1月11日から2024年3月28日","膝が曲げにくい人のためのチェアヨガ（マットも使います）","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","（毎週木曜・全12回）午前11時から正午","高輪いきいきプラザ","6人（抽選）","","電話または直接、12月24日（日曜）までに、高輪いきいきプラザへ。
※当選者のみ、1月5日（金曜）以降に電話で連絡します。
電話：03-3449-1643","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240111-hatayoga.html","008004002000","港区イベントカレンダー","高輪地区","2024年1月11日から2024年3月28日","ハタヨガ","","","","","","","","","","","","","","","","","","","","","60歳以上の区民","（毎週木曜・全12回）午後2時45分から午後3時45分","高輪いきいきプラザ","8人（抽選）","","電話または直接、12月24日（日曜）までに、高輪いきいきプラザへ。
※当選者のみ、1月5日（金曜）以降に電話で連絡します。
電話：03-3449-1643","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240105-shochukankyo.html","008009000000","港区イベントカレンダー","地区指定なし","2024年1月5日から2024年3月7日","令和5年度小学生、中学生の環境に関する自主研究","","","","","","","","","","","","","","","","","","","","","どなたでも","","エコプラザ、区役所1階ロビー","","","当日直接会場へ","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2023/202312/20231221top/03.html","広報みなと2023年12月21日号　令和5年度小学生、中学生の環境に関する自主研究","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240109-chirimen.html","008002002000","港区イベントカレンダー","麻布地区","2024年1月9日から2024年3月12日","簡単手芸を楽しむちりめん細工教室（古布手芸）","","","","","","","","","","","","","","","","","","","","","50歳以上の区民","令和6年1月9日、2月13日、3月12日（火曜・全3回）午前10時から正午","南麻布いきいきプラザ","8人（60歳以上の新規の人優先で抽選）","2,000円（材料費）","電話または直接、1月5日（金曜）までに、南麻布いきいきプラザへ。
電話：03-5232-9671","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240113-kyodorekishikan.html","008009000000","港区イベントカレンダー","地区指定なし","2024年1月13日から2024年3月10日","郷土歴史館企画展「未来に伝えよう！みなと遺産　新指定文化財展/昔のくらし展」","","","","","","","","","","","","","","","","","","","郷土歴史館
電話：03-6450-2107
","","どなたでも","※毎月第3木曜は休館

区民無料公開日：2月11日（日曜・祝日）区内在住であることを証明できるものをお持ちください。","郷土歴史館","","観覧料：大人200円、高校生以下100円（常設展とのセット券　大人400円、高校生以下100円）
※区内在住・在学の小学生、中学生、高校生、区内在住の65歳以上の人および障害者とその介助者の観覧料は無料です。証明できるものをお持ちください。","当日直接会場へ","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240302-akirunokankyo.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月2日","あきる野環境学習「軍道紙の紙すき体験」","環境リサイクル支援部環境課地球環境係","03-3578-2496","03-3578-2489","","","","","","","","","","","","","","","","","","3歳以上の区民
※小学生以下は保護者同伴必須","午前8時30分から午後5時30分頃
※午前8時15分区役所集合、往復バスで移動","あきる野市","40人（抽選）","1人につき2,500円","電話またはファックスで、1月29日（月曜）までに、株式会社阪急交通社東京団体支店営業三課（営業時間：祝日を除く月曜から金曜午前9時30分から午後5時30分）へ。
電話：03-6745-1351　ファックス：03-6745-7372
株式会社阪急交通社特設ページ（関連リンク参照）からも申し込めます。","","","","","","","","","","","","","https://www.hot-link.jp/index.php/akirunokankyo","株式会社阪急交通社特設ページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240303-neopapa.html","008009000000","港区イベントカレンダー","地区指定なし","2024年3月3日から2024年3月24日","おしゃべりから始める令和のNEOパパ会（全3回）","","","","","","","","","","","","","","","","","","","","","未成年のお子さんを育てている男性
※いずれか1回のみの参加も可","3月3日（日曜）・3月17日（日曜）・3月24日（日曜）午前10時から正午","男女平等参画センター（みなとパーク芝浦2階）","15人（申込順）
※保育あり（4カ月から就学前、3人程度。2月15日（木曜）までに、申込時にお申し出ください）","","電話・ファックスまたは直接、男女平等参画センターへ。男女平等参画センターホームページ（関連リンク参照）からも申し込めます。
電話：03-3456-4149　ファックス：03-3456-1254","","","","","","","","","","","","","https://www.minatolibra.jp/","男女平等参画センターホームページ（外部サイトへリンク）","","","","","","","","","","",
