全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132250,132250000034,東京都稲城市,若葉台公園テニスコート,ワカバダイコウエンテニスコート,,,1116,,,132250,,東京都稲城市若葉台一丁目19番地,東京都,稲城市,若葉台一丁目,19番地,,35.624994,139.473845,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,06:00,22:00,12/29～1/3は休場日,砂入り人工芝コート　4面,,,,,,,,,,,有,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000035,東京都稲城市,南多摩スポーツ広場テニスコート,ミナミタマスポーツヒロバテニスコート,,,1116,,,132250,,東京都稲城市大丸1455番地の9,東京都,稲城市,大丸,1455番地の9,,35.650442,139.481807,,,,,,,,,2000020000000,稲城市,月火水木金土日,08:00,18:00,12/29～1/3は休場日,クレイコート　2面,,,,,,,,,,,,,,,,,,https://www.city.inagi.tokyo.jp,,,,,,,,,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000036,東京都稲城市,南多摩スポーツ広場サッカー場,ミナミタマスポーツヒロバサッカージョウ,,,1104,,,132250,,東京都稲城市大丸1455番地の9,東京都,稲城市,大丸,1455番地の9,,35.650442,139.481807,,,,,,,,,2000020000000,稲城市,月火水木金土日,08:00,18:00,12/29～1/3は休場日,天然芝,,,,,,,,,,,,,,,,,,https://www.city.inagi.tokyo.jp,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000037,東京都稲城市,多摩川緑地公園ゲートボール場,タマガワリョクチコウエンゲートボールジョウ,,,1143,,,132250,,東京都稲城市矢野口3750番地,東京都,稲城市,矢野口,3750番地,,35.644307,139.52216,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,06:00,18:00,12/29～1/3は休場日,,,,,,,,,,,,,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000038,東京都稲城市,多摩川緑地公園ソフトボール場,タマガワリョクチコウエンソフトボールジョウ,,,1103,,,132250,,東京都稲城市矢野口3750番地,東京都,稲城市,矢野口,3750番地,,35.643766,139.522714,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,06:00,18:00,12/29～1/3は休場日,,,,,,,,,,,,,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000039,東京都稲城市,南多摩スポーツ広場多目的広場,ミナミタマスポーツヒロバタモクテキヒロバ,,,1106,,,132250,,東京都稲城市大丸1452番地の１,東京都,稲城市,大丸,1452番地の１,,35.650442,139.481807,,,,,,,,,2000020000000,稲城市,月火水木金土日,08:00,18:00,12/29～1/3は休場日,天然芝,,,,,,,,,,,,,,,,,,https://www.city.inagi.tokyo.jp,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
132250,132250000040,東京都稲城市,若葉台公園多目的広場,ワカバダイコウエンタモクテキヒロバ,,,1106,,,132250,,東京都稲城市若葉台一丁目24番地の1,東京都,稲城市,若葉台一丁目,24番地の1,,35.62784,139.473067,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,09:00,21:00,毎月第2・第4月曜日（祝日に当たる場合はその翌日）及び12/29～1/3は休場日,,,,,,,,,,,,有,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000041,東京都稲城市,多摩川緑地公園多目的広場,タマガワリョクチコウエンタモクテキヒロバ,,,1106,,,132250,,東京都稲城市矢野口3750番地,東京都,稲城市,矢野口,3750番地,,35.64573,139.520981,,,,,,,,,9013410000000,公益財団法人いなぎグリーンウェルネス財団,月火水木金土日,06:00,18:00,12/29～1/3は休場日,天然芝,,,,,,,,,,,,,,,,,,http://greenwellness.or.jp/,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132250,132250000082,東京都稲城市,ふれんど平尾体育館,フレンドヒラオタイイクカン,,,1110,,,132250,,東京都稲城市平尾一丁目9番地の1,東京都,稲城市,平尾一丁目,9番地の1,,,,,,,,,,,,2000020000000,稲城市,月火水木金土日,09:00,21:00,12/29～1/3は休場日,,,,,,,,,,,,,,,,,,,https://www.city.inagi.tokyo.jp,,,,,,,,,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無
132250,132250000083,東京都稲城市,ふれんど平尾グラウンド,フレンドヒラオグラウンド,,,1106,,,132250,,東京都稲城市平尾一丁目9番地の1,東京都,稲城市,平尾一丁目,9番地の1,,,,,,,,,,,,2000020000000,稲城市,月火水木金土日,09:00,21:00,12/29～1/3は休場日,,,,,,,,,,,,,,,,,,,https://www.city.inagi.tokyo.jp,,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無
