"業態","施設名称","施設所在地","施設方書","施設電話番号","許可番号","許可開始日","緯度","経度"
"薬局","麻布十番調剤薬局","東京都港区麻布十番一丁目7番1号","ヨーロッパハウス1階","03-6434-9867","5港み生薬第49号","2024/2/1","35.656628","139.734607"
"薬局","そうごう薬局　麻布十番店","東京都港区麻布十番一丁目7番11号","麻布井上ビル1階","03-3401-8717","4港み生薬第55号","2023/1/1","35.656315","139.734587"
"薬局","南山堂薬局　麻布十番店","東京都港区麻布十番二丁目2番7号","野口ビル1階","03-6435-1572","4港み生薬第1号","2022/5/7","35.655289","139.735645"
"薬局","ウエルシア薬局麻布十番店","東京都港区麻布十番二丁目9番2号","2階","03-5439-6682","4港み生薬第44号","2022/11/28","35.655056","139.734454"
"薬局","ハピネス薬局　麻布十番店","東京都港区麻布十番二丁目13番1号","COLLET麻布1階","03-6665-8551","5港み生薬第48号","2024/1/1","35.655030","139.735006"
"薬局","薬樹薬局　麻布十番","東京都港区麻布十番二丁目18番1号",,"03-3457-0054","4港み生薬第24号","2022/8/1","35.654560","139.735975"
"薬局","薬局日本メディカルシステム　麻布十番店","東京都港区麻布十番二丁目20番6号","麻布十番エムエービルディング1F","03-6275-1057","4港み生薬第64号","2023/3/8","35.654950","139.736682"
"薬局","薬局トモズ　麻布十番店","東京都港区麻布十番三丁目7番11号","シャトーデスポワール麻布101号","03-5440-3250","3港み生薬第72号","2022/4/1","35.653587","139.734806"
"薬局","そうごう薬局　麻布台ヒルズ店","東京都港区麻布台一丁目3番1号","麻布台ヒルズタワープラザ4階","03-5544-9351","5港み生薬第33号","2023/10/2","35.660882","139.740657"
"薬局","ファイン薬局　ハマサイト","東京都港区海岸一丁目2番20号","汐留ビルディング2-10","03-5843-8857","2港み生薬第17号","2020/8/1","35.656822","139.759378"
"薬局","セルフケア薬局　東京ポートシティ竹芝店","東京都港区海岸一丁目7番1号","東京ポートシティ竹芝オフィスタワー6階",,"4港み生薬第34号","2022/10/1","35.655311","139.7604"
"薬局","ファーマライズ薬局　アトレ竹芝店","東京都港区海岸一丁目10番30号","タワー棟3階","03-6402-3434","2港み生薬第22号","2020/8/7","35.655961","139.762878"
"薬局","ＭＥＧＵＲＵ漢方薬局","東京都港区北青山二丁目9番13号","斎藤ビル201","03-6271-5800","3港み生薬第50号","2021/10/14","35.671249","139.716529"
"薬局","薬樹薬局　青山","東京都港区北青山三丁目3番10号","紀文堂ビル1階","03-3402-7450","3港み生薬第25号","2021/8/2","35.668151","139.714863"
"薬局","フレンド薬局　表参道店","東京都港区北青山三丁目10番6号","第二秋月ビル1階","03-6805-0962","5港み生薬第36号","2023/12/21","35.664309","139.710943"
"薬局","ことぶき薬局　青山店","東京都港区北青山三丁目12番2号","武村ビル1-A","03-3499-5165","30港み生薬第81号","2018/12/1","35.663689","139.710025"
"薬局","薬局ケーアイファーマシー　品川シーズンテラス","東京都港区港南一丁目2番70号","品川シーズンテラス2階","03-6712-8117","3港み生薬第32号","2021/8/5","35.632491","139.743066"
"薬局","品川薬局","東京都港区港南二丁目2番2号","富士ビル1階","03-6260-0077","3港み生薬第73号","2022/3/7","35.629354","139.742184"
"薬局","ミツバ薬局","東京都港区港南二丁目3番26号","モンテーヌ品川102","03-3474-3878","2港み生薬第19号","2020/8/1","35.628927","139.742939"
"薬局","みらくる薬局　品川駅前店","東京都港区港南二丁目6番7号","大善ビル2階","03-6433-2670","31港み生薬第77号","2020/3/5","35.628461","139.74247"
"薬局","薬局トモズ　品川インターシティ店","東京都港区港南二丁目15番2号","品川インターシティ2階","03-5782-8889","31港み生薬第76号","2020/4/1","35.627117","139.741899"
"薬局","トリモ薬局","東京都港区港南二丁目16番1号","品川イーストワンタワー3階","03-6718-2938","30港み生薬第75号","2018/12/1","35.627770","139.740900"
"薬局","トキワ調剤薬局","東京都港区港南二丁目16番7号","201-1","03-5783-6460","3港み生薬第3号","2021/5/16","35.624961","139.740378"
"薬局","ファルマルシェ薬局　品川港南","東京都港区港南四丁目2番6‐203号",,"03-3474-1781","30港み生薬第72号","2018/12/1","35.630966","139.748045"
"薬局","株式会社湘南薬品　港南薬局","東京都港区港南四丁目6番7号","ワールドシティータワーズキャピタルタワー1階","03-3471-8375","5港み生薬第29号","2023/10/1","35.627474","139.75059"
"薬局","薬局桑山清心堂","東京都港区芝二丁目12番1号",,"03-3452-8721","30港み生薬第27号","2018/7/1","35.651624","139.7526"
"薬局","ライオン薬局","東京都港区芝二丁目18番3号","カレン芝公園1階","03-3451-6278","3港み生薬第36号","2021/8/8","35.651645","139.750893"
"薬局","アイン薬局　三田店","東京都港区芝四丁目5番8号","池藤ビル1階","03-6722-0971","3港み生薬第67号","2022/3/1","35.648842","139.751266"
"薬局","三田薬局","東京都港区芝四丁目14番1号","第2田町ビル1階","03-5443-3515","30港み生薬第80号","2018/12/17","35.647414","139.749157"
"薬局","薬局ユニファー　慶大前店","東京都港区芝五丁目1番12号","MAビル芝1階","03-6722-6488","5港み生薬第12号","2023/8/1","35.649937","139.745137"
"薬局","薬局ユニファー","東京都港区芝五丁目15番1号","1階","03-6809-6591","31港み生薬第79号","2020/4/1","35.648706","139.745332"
"薬局","ココカラファイン薬局　三田店","東京都港区芝五丁目25番11号","ヒューリック三田ビル1階","03-6435-1751","3港み生薬第39号","2021/9/9","35.647551","139.744845"
"薬局","いるか田町薬局","東京都港区芝五丁目27番5号","山田ビル1階","03-6453-8207","5港み生薬第24号","2023/10/1","35.647121","139.746323"
"薬局","クオール薬局田町店","東京都港区芝五丁目31番5号","MEFULL田町1階","03-6435-3089","4港み生薬第53号","2023/1/23","35.646742","139.746183"
"薬局","ドラッグセイムス田町西口薬局","東京都港区芝五丁目32番12号","シャーメゾンステージ田町2階","03-6435-4071","2港み生薬第51号","2021/1/13","35.647171","139.747269"
"薬局","浜松町スマイル薬局","東京都港区芝浦一丁目1番1号","浜松町ビルディング1階","03-5419-7855","2港み生薬第47号","2021/1/1","35.652259","139.757302"
"薬局","あたご調剤薬局　浜松町店","東京都港区芝浦一丁目3番10号","チサンホテル浜松町1階","03-6811-5655","4港み生薬第11号","2022/6/1","35.649863","139.755531"
"薬局","芝浦薬局","東京都港区芝浦二丁目16番5号",,"03-3452-0687","30港み生薬第9号","2018/5/20","35.644354","139.752258"
"薬局","ツヅノ薬局　田町店","東京都港区芝浦三丁目1番32号","なぎさテラス206","03-3452-5001","30港み生薬第1号","2018/4/28","35.644924","139.748367"
"薬局","田町駅前薬局","東京都港区芝浦三丁目1番32号","なぎさテラス108‐B","03-3457-7700","4港み生薬第48号","2022/12/1","35.644924","139.748367"
"薬局","ドラッグセイムス芝浦３丁目薬局","東京都港区芝浦三丁目2番22号",,"03-6809-3144","31港み生薬第63号","2020/3/1","35.644302","139.749614"
"薬局","田町芝浦ファミリー薬局","東京都港区芝浦三丁目2番29号","神田ビル1階","03-6436-7903","31港み生薬第82号","2020/4/6","35.644773","139.750814"
"薬局","ウエルシア薬局田町グランパーク店","東京都港区芝浦三丁目4番1号","グランパークB1F","03-6435-0925","4港み生薬第14号","2022/6/8","35.643577","139.745802"
"薬局","セイムス田町薬局","東京都港区芝浦三丁目12番2号",,"03-6435-3310","31港み生薬第61号","2020/3/1","35.642727","139.749401"
"薬局","ひむか薬局芝浦店","東京都港区芝浦三丁目13番11号","メディカルスクウェア芝浦1階","03-6275-1502","4港み生薬第35号","2022/10/3","35.642784","139.748431"
"薬局","はなみずき薬局","東京都港区芝浦三丁目13番18号","TOHOビル1階","03-6809-3166","4港み生薬第27号","2022/8/1","35.643222","139.748857"
"薬局","ドラッグセイムス芝浦海岸通薬局","東京都港区芝浦四丁目13番23号","MS芝浦ビル1階","03-6435-3181","5港み生薬第31号","2023/10/2","35.640240","139.748062"
"薬局","日本調剤芝浦アイランド薬局","東京都港区芝浦四丁目20番4号","芝浦アイランドブルームホームズ1階","03-5730-2230","2港み生薬第48号","2021/1/1","35.638835","139.751832"
"薬局","慶應義塾大学薬学部附属薬局","東京都港区芝公園一丁目5番30号",,"03-5400-2636","31港み生薬第64号","2020/4/1","35.658422","139.751686"
"薬局","ザ　メディカル　ディスペンサリー","東京都港区芝公園三丁目4番30号","32芝公園ビル1階","03-3434-5817","4港み生薬第5号","2022/5/17","35.658906","139.746403"
"薬局","アイン薬局　芝大門店","東京都港区芝大門一丁目1番33号","三洋ビル1階","03-6452-8952","4港み生薬第23号","2022/8/5","35.660038","139.752771"
"薬局","ナチュラルローソンクオール薬局　芝大門一丁目店","東京都港区芝大門一丁目6番3号",,"03-5425-1389","30港み生薬第49号","2018/10/1","35.658143","139.754208"
"薬局","スギ薬局　芝大門店","東京都港区芝大門二丁目2番1号","ACN芝大門ビルディング1F","03-6435-7676","3港み生薬第30号","2021/7/29","35.656628","139.753387"
"薬局","清水薬局","東京都港区芝大門二丁目3番15号",,"03-3431-0877","5港み生薬第39号","2023/12/13","35.656014","139.753785"
"薬局","おだいじに薬局芝大門店","東京都港区芝大門二丁目5番1号","アルテビルディングB2階","03-5408-6623","4港み生薬第69号","2023/4/1","35.653881","139.753611"
"薬局","清水薬局　芝公園店","東京都港区芝大門二丁目7番10号","NAKAJIMA・ナカヤビル1階","03-3434-0331","5港み生薬第51号","2024/2/2","35.654950","139.753119"
"薬局","おだいじに薬局　芝公園店","東京都港区芝大門二丁目10番2号","竹内ビル1階","03-5733-3238","2港み生薬第61号","2021/4/1","35.654753","139.753299"
"薬局","白金ザ・スカイ薬局","東京都港区白金一丁目2番2号","白金ザ・スカイ西棟1階W111-2","03-6432-5626","4港み生薬第63号","2023/3/20","35.646231","139.735073"
"薬局","白金調剤薬局","東京都港区白金一丁目14番11号",,"03-6277-3242","4港み生薬第75号","2023/3/29","35.645313","139.733340"
"薬局","パーム薬局","東京都港区白金一丁目25番31号","レジデンス白金103","03-5447-5808","31港み生薬第14号","2019/6/1","35.644431","139.731574"
"薬局","白金ヴェルデ薬局","東京都港区白金一丁目26番3号","白金ファクトリーファイブ101号室","03-6450-2645","2港み生薬第20号","2020/10/1","35.644106","139.733317"
"薬局","ヤブザキ信栄堂薬局","東京都港区白金一丁目28番18号",,"03-3441-4438","5港み生薬第46号","2024/1/1","35.643758","139.732976"
"薬局","玉菊薬局","東京都港区白金三丁目1番4号","白金ハイツ1F","03-3441-1972","30港み生薬第88号","2019/2/15","35.646889","139.731254"
"薬局","白金台南薬局","東京都港区白金六丁目6番1号","マンション芝白金1階106号","03-5421-0880","4港み生薬第70号","2023/4/1","35.644302","139.725567"
"薬局","白金中央薬局","東京都港区白金六丁目22番11号",,"03-3444-1574","30港み生薬第68号","2018/11/1","35.643471","139.721148"
"薬局","太安居漢方薬局白金","東京都港区白金台一丁目1番16号","S白金台1階","03-4362-6026","2港み生薬第43号","2020/12/15","35.639061","139.728710"
"薬局","ナチュラルローソンクオール薬局　高輪台駅前店","東京都港区白金台二丁目26番10号","グリーンオーク高輪台1階","03-5447-2211","30港み生薬第52号","2018/10/1","35.631766","139.729948"
"薬局","調剤薬局ツルハドラッグ　白金台店","東京都港区白金台三丁目15番6号","マスレンビル1階","03-5789-9175","3港み生薬第5号","2021/5/16","35.636660","139.724079"
"薬局","白金台鈴薬局","東京都港区白金台三丁目16番13号","白金台ウスイビル1階","03-3442-3493","31港み生薬第56号","2020/2/1","35.636541","139.723791"
"薬局","ココカラファイン薬局　白金台店","東京都港区白金台四丁目3番19号",,"03-5791-9235","31港み生薬第67号","2020/3/1","35.639029","139.727802"
"薬局","白金台薬局","東京都港区白金台四丁目5番5号",,"03-3446-4004","5港み生薬第40号","2024/1/1","35.638859","139.727394"
"薬局","白金台調剤薬局","東京都港区白金台四丁目7番7号","姫路マッチ白金台ビル201号","03-3448-0521","2港み生薬第58号","2021/4/1","35.637954","139.725817"
"薬局","有限会社芝口薬局","東京都港区新橋一丁目4番3号","芝ビル1階","03-3571-6809","30港み生薬第24号","2018/7/1","35.667846","139.759358"
"薬局","スギ薬局　新橋駅前店","東京都港区新橋一丁目12番9号","新橋プレイス1階","03-6263-8992","30港み生薬第30号","2018/7/2","35.667649","139.758848"
"薬局","宮﨑薬局","東京都港区新橋一丁目18番12号","新橋一丁目ビル1階","03-3591-2854","4港み生薬第28号","2022/9/26","35.668295","139.756363"
"薬局","ドラッグセイムス新橋日比谷口薬局","東京都港区新橋二丁目6番2号","新橋アイマークビル1階","03-6811-2091","3港み生薬第7号","2021/5/17","35.667648","139.756942"
"薬局","新橋内幸町薬局","東京都港区新橋二丁目12番16号","明和ビル5階5‐東号室","03-6811-2384","31港み生薬第20号","2019/5/30","35.667443","139.754686"
"薬局","あかひげ薬局","東京都港区新橋二丁目15番16号","マクゲンビル1階","03-3591-0960","5港み生薬第70号","2024/4/11","35.666599","139.755914"
"薬局","新橋調剤薬局","東京都港区新橋二丁目16番1号","ニュー新橋ビル345号","03-3580-6337","30港み生薬第44号","2018/9/30","35.666423","139.757358"
"薬局","スギ薬局　ニュー新橋ビル店","東京都港区新橋二丁目16番1号","ニュー新橋ビル1階","03-6550-9310","31港み生薬第24号","2019/8/16","35.666423","139.757358"
"薬局","バンビー薬局　ニュー新橋ビル店","東京都港区新橋二丁目16番1号","ニュー新橋ビル内344号","03-3580-3159","5港み生薬第25号","2023/9/1","35.666423","139.757358"
"薬局","たんぽぽ薬局　新橋店","東京都港区新橋三丁目2番4号","MKプレイス1階","03-6268-8748","3港み生薬第80号","2022/4/4","35.666317","139.754578"
"薬局","バンビー薬局　本店","東京都港区新橋三丁目19番2号",,"03-3432-0288","5港み生薬第26号","2023/9/1","35.665014","139.757551"
"薬局","ミテミィ薬局　新橋店","東京都港区新橋五丁目7番12号","丸石新橋ビル2階","03-6435-9753","5港み生薬第62号","2024/3/6","35.663688","139.754447"
"薬局","台場薬局","東京都港区台場一丁目5番7号","トミンハイム台場五番街104号","03-5531-0606","4港み生薬第33号","2022/10/1","35.630205","139.777948"
"薬局","幸城薬局　台場店","東京都港区台場二丁目6番1号","グランドニッコー東京台場2階","03-5324-2413","5港み生薬第47号","2024/2/22","35.625144","139.771569"
"薬局","薬局トモズ白金高輪店","東京都港区高輪一丁目3番1号","プレミストタワー白金高輪1階","03-6432-5037","4港み生薬第76号","2023/3/27","35.643617","139.735347"
"薬局","薬局マツモトキヨシ　白金高輪店","東京都港区高輪一丁目3番13号","NBF高輪ビル1階","03-5420-8696","4港み生薬第43号","2023/2/1","35.643965","139.735909"
"薬局","日本調剤　白金高輪薬局","東京都港区高輪一丁目4番13号","高輪NYビル1階","03-6721-7071","3港み生薬第33号","2021/8/1","35.643458","139.735714"
"薬局","オーベル薬局　白金高輪店","東京都港区高輪一丁目5番20号","井出ビル101号","03-6409-6220","2港み生薬第36号","2021/1/7","35.641119","139.73755"
"薬局","高輪１丁目薬局","東京都港区高輪一丁目27番20号",,"03-3445-5693","5港み生薬第53号","2024/2/1","35.636664","139.733219"
"薬局","オーベル薬局　高輪店","東京都港区高輪二丁目15番8号","グレイスビル泉岳寺前102号","03-3440-6833","2港み生薬第57号","2021/5/1","35.637554","139.738838"
"薬局","たかなわ台薬局","東京都港区高輪三丁目7番8号","西町ビル1F","03-5422-8158","4港み生薬第66号","2023/3/7","35.632756","139.732319"
"薬局","メトロファーマシー高輪台","東京都港区高輪三丁目8番17号","メディカルプライム高輪1F","03-5424-1231","3港み生薬第15号","2021/6/1","35.632912","139.731176"
"薬局","あさひ薬局　高輪店","東京都港区高輪三丁目9番11号",,"03-3440-1100","4港み生薬第52号","2023/2/28","35.632121","139.731964"
"薬局","調剤薬局ツルハドラッグ　高輪台店","東京都港区高輪三丁目10番1号","藤ビル1階","03-5739-1266","3港み生薬第4号","2021/5/16","35.631939","139.731234"
"薬局","クオール薬局　高輪店","東京都港区高輪三丁目10番10号",,"03-5447-6289","30港み生薬第53号","2018/10/1","35.631746","139.731906"
"薬局","有限会社アカビシ薬局","東京都港区高輪三丁目10番38号",,"03-3441-8092","31港み生薬第52号","2020/2/1","35.631919","139.73109"
"薬局","パンダ薬局　高輪店","東京都港区高輪三丁目24番21号","DK 品川ビル1階","03-5422-8517","3港み生薬第6号","2021/5/6","35.632835","139.738052"
"薬局","スギ薬局　虎ノ門店","東京都港区虎ノ門一丁目1番12号","虎ノ門ビル1階","03-5501-0470","31港み生薬第1号","2019/5/7","35.670057","139.751452"
"薬局","日野薬局　虎ノ門店","東京都港区虎ノ門一丁目1番16号","小林ビル1階","03-3580-6400","5港み生薬第6号","2023/6/29","35.670031","139.75121"
"薬局","なの花薬局　虎ノ門店","東京都港区虎ノ門一丁目1番18号","ヒューリック虎ノ門ビル1階","03-6206-7480","4港み生薬第18号","2022/6/6","35.670054","139.750888"
"薬局","ひかり薬局","東京都港区虎ノ門一丁目1番20号","虎ノ門実業会館地下2階","03-3595-3057","5港み生薬第59号","2024/4/1","35.670155","139.750592"
"薬局","あおい調剤薬局","東京都港区虎ノ門一丁目2番16号","浜崎ビル1階","03-3591-0356","30港み生薬第57号","2018/9/5","35.669273","139.74762"
"薬局","日生薬局　２号店","東京都港区虎ノ門一丁目2番17号",,"03-5251-4145","4港み生薬第49号","2023/1/1","35.669299","139.747541"
"薬局","日生薬局　虎ノ門店","東京都港区虎ノ門一丁目2番18号","虎ノ門興業ビルディング地下1階","03-3539-1721","3港み生薬第9号","2021/6/23","35.666953","139.749203"
"薬局","日本調剤　虎ノ門薬局","東京都港区虎ノ門一丁目2番18号","虎之門興業ビルディング1階・2階","03-3539-4712","4港み生薬第17号","2022/6/28","35.666953","139.749203"
"薬局","クオール薬局　虎ノ門店","東京都港区虎ノ門一丁目16番17号","黒沢ビル1階","03-6205-8189","30港み生薬第63号","2018/10/2","35.668512","139.748569"
"薬局","スギ薬局　虎ノ門ヒルズ駅前店","東京都港区虎ノ門一丁目21番17号","虎ノ門NNビル1階","03-5860-9555","31港み生薬第22号","2019/7/26","35.667985","139.748478"
"薬局","さくら薬局　虎ノ門２丁目タワー店","東京都港区虎ノ門二丁目3番17号","虎ノ門2丁目タワー1階","03-3503-5500","2港み生薬第33号","2020/12/1","35.668408","139.746762"
"薬局","さくら薬局　虎ノ門店","東京都港区虎ノ門二丁目3番22号","第1秋山ビルディング1階","03-5532-1805","3港み生薬第75号","2022/4/1","35.668817","139.746977"
"薬局","ココカラファイン薬局　虎ノ門店","東京都港区虎ノ門二丁目4番1号","虎ノ門ピアザビル1階","03-5510-3727","30港み生薬第99号","2019/4/1","35.668884","139.74768"
"薬局","薬局トモズ虎ノ門ヒルズステーションタワー店","東京都港区虎ノ門二丁目6番3号","虎ノ門ヒルズステーションタワー地下1F","03-6457-9560","5港み生薬第18号","2023/8/1","35.666953","139.749203"
"薬局","あさひ薬局　虎ノ門ヒルズ店","東京都港区虎ノ門二丁目9番1号","江戸見坂テラス1F","03-6268-8780","5港み生薬第64号","2024/3/6","35.667780","139.745848"
"薬局","大信薬局虎ノ門店","東京都港区虎ノ門三丁目10番4号","虎ノ門ガーデン102号室","03-6453-0617","4港み生薬第41号","2022/11/1","35.664775","139.74772"
"薬局","ぱぱす薬局　神谷町店","東京都港区虎ノ門三丁目17番1号","TOKYU REIT虎ノ門ビル1階","03-6687-3088","5港み生薬第23号","2023/9/8","35.664043","139.746454"
"薬局","ナチュラルローソンクオール薬局　城山トラストタワー店","東京都港区虎ノ門四丁目3番1号","城山トラストタワー1階","03-5776-1789","30港み生薬第50号","2018/10/1","35.664640","139.743089"
"薬局","薬局トモズ　神谷町店","東京都港区虎ノ門五丁目1番5号","メトロシティ神谷町地下1階","03-5425-2977","4港み生薬第36号","2022/11/26","35.663595","139.745402"
"薬局","アガペ神谷町薬局","東京都港区虎ノ門五丁目13番7号","虎ノ門A&K IPビル1階","03-6721-5691","31港み生薬第36号","2019/10/7","35.663068","139.745651"
"薬局","メディプレイス３６５訪問薬局","東京都港区西麻布一丁目15番16号","西麻布SDビル202","03-6804-1959","4港み生薬第29号","2022/8/30","35.661911","139.723193"
"薬局","霞町薬局","東京都港区西麻布三丁目1番19号","小山ビル1階","03-5411-9311","2港み生薬第2号","2020/6/1","35.660463","139.726681"
"薬局","けやき坂薬局","東京都港区西麻布三丁目2番20号","六本木けやき坂サイドビル1階","03-5410-6066","4港み生薬第47号","2023/1/5","35.658647","139.727303"
"薬局","マープル薬局","東京都港区西麻布四丁目10番1号","ラポート西麻布地下1階","03-6427-9330","5港み生薬第32号","2023/10/1","35.657898","139.723008"
"薬局","シミズファーマシー","東京都港区西麻布四丁目18番16号-102",,"03-3407-0794","5港み生薬第61号","2024/3/5","35.658151","139.718741"
"薬局","西新橋調剤薬局","東京都港区西新橋一丁目2番9号","日比谷セントラルビル地下1階","03-3504-3449","31港み生薬第54号","2020/1/6","35.669538","139.754644"
"薬局","アイセイ薬局　内幸町店","東京都港区西新橋一丁目3番1号","西新橋スクエア3階301区","03-3595-1601","4港み生薬第30号","2022/10/1","35.668933","139.754666"
"薬局","株式会社植松薬局","東京都港区西新橋一丁目9番2号",,"03-3501-3979","30港み生薬第23号","2018/7/1","35.669046","139.752673"
"薬局","虎ノ門鈴薬局","東京都港区西新橋一丁目19番13号","斉木ビル1階","03-5521-2067","5港み生薬第68号","2024/4/26","35.668059","139.7528"
"薬局","幸城薬局　虎ノ門新橋支店","東京都港区西新橋二丁目6番3号","1階",,"5港み生薬第52号","2023/12/27","35.667054","139.753559"
"薬局","内山薬局","東京都港区西新橋三丁目9番3号","内山ビル1階","03-3431-5002","5港み生薬第50号","2024/2/1","35.664181","139.7527"
"薬局","虎ノ門薬局","東京都港区西新橋三丁目15番12号","GGHOUSE 7階","03-6435-7872","5港み生薬第57号","2024/2/5","35.664841","139.749895"
"薬局","さくら薬局　西新橋２号店","東京都港区西新橋三丁目19番11号","安達ビル1階","03-5402-6611","5港み生薬第15号","2023/9/1","35.663505","139.751932"
"薬局","くすり箱薬局","東京都港区西新橋三丁目19番12号","メディコ西新橋ビル1階","03-5776-7064","31港み生薬第48号","2019/12/27","35.663460","139.751842"
"薬局","さくら薬局　西新橋店","東京都港区西新橋三丁目19番14号","東京建硝ビル1階","03-5776-1831","3港み生薬第76号","2022/4/1","35.663271","139.751752"
"薬局","日本調剤　西新橋薬局","東京都港区西新橋三丁目20番1号","MSC御成門ビル1階","03-6430-4131","5港み生薬第27号","2023/10/3","35.663746","139.752214"
"薬局","日本調剤　御成門薬局","東京都港区西新橋三丁目22番8号",,"03-3433-8781","2港み生薬第52号","2021/3/1","35.662509","139.751674"
"薬局","日本調剤　すぎの木薬局","東京都港区西新橋三丁目23番6号","白川ビル1階","03-5776-1371","2港み生薬第28号","2020/10/1","35.661967","139.751562"
"薬局","フロンティア薬局御成門店","東京都港区西新橋三丁目23番8号","馬場ビル1階","03-6809-1478","31港み生薬第17号","2019/7/1","35.661805","139.751562"
"薬局","メディトピア　新橋薬局","東京都港区西新橋三丁目23番9号","東京御成門ビル1階","03-3433-8755","2港み生薬第55号","2021/3/17","35.661678","139.751450"
"薬局","日生薬局　御成門２号店","東京都港区西新橋三丁目23番13号","石井ビル1F","03-6452-8137","31港み生薬第47号","2019/12/4","35.661822","139.751023"
"薬局","惠堂薬局","東京都港区西新橋三丁目24番3号","川名ビル1階","03-3437-1353","3港み生薬第74号","2022/2/28","35.661567","139.751213"
"薬局","薬局トモズ浜松町店","東京都港区浜松町一丁目29番10号","東京ラインビル1階","03-5402-8684","5港み生薬第16号","2023/8/7","35.656864","139.755532"
"薬局","ミネ薬局　クレアタワー店","東京都港区浜松町二丁目3番1‐404号",,"03-5843-8301","30港み生薬第69号","2018/11/1","35.656067","139.755541"
"薬局","ナルト薬局","東京都港区東麻布一丁目18番11号",,"03-3582-8982","30港み生薬第66号","2018/11/1","35.655808","139.742283"
"薬局","南山堂薬局　東麻布三丁目店","東京都港区東麻布三丁目7番12号","ルアナ麻布十番1階","03-5797-7831","5港み生薬第8号","2023/6/7","35.656315","139.738227"
"薬局","薬局くすりの福太郎　東麻布店","東京都港区東麻布三丁目10番5号","オークウッドホテル&アパートメンツ麻布1階","03-5545-5437","3港み生薬第53号","2021/11/4","35.655870","139.738853"
