"都道府県コード又は市区町村コード","NO","都道府県名","市区町村名","名称","名称_カナ","住所","方書","設置位置","電話番号","内線番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","小児対応機器設備の有無","URL","最終確認日","備考","経度","緯度","分類"
"131148","13","東京都","中野区","新井区民活動センター","アライクミンカツドウセンター","中野区新井3-11-4","","1階トイレ付近","03-3389-1411","","","中野区","月火水木金土日","8:30","22:00","毎月第3月曜日（休日の場合はその翌日）は、終了時間が異なる場合あり。年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.663561935998","35.714251744636","AED設置箇所一覧"
"131148","14","東京都","中野区","江古田区民活動センター","エゴタクミンカツドウセンター","中野区江原町2-3-15","","1階ロビー","03-3954-6811","","","中野区","月火水木金土日","8:30","22:00","毎月第3月曜日（休日の場合はその翌日）は、終了時間が異なる場合あり。年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.669746450145","35.7288001639687","AED設置箇所一覧"
"131148","15","東京都","中野区","沼袋区民活動センター／障害者福祉会館","ヌマブクロクミンカツドウセンター","中野区沼袋2-40-18","","1階受付カウンター内","03-3389-4571","","","中野区","月火水木金土日","8:30","22:00","毎月第3月曜日（休日の場合はその翌日）は、終了時間が異なる場合あり。年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.663046943301","35.7236111514129","AED設置箇所一覧"
"131148","16","東京都","中野区","野方区民活動センター","ノガタクミンカツドウセンター","中野区野方5-3-1","","1階警備員室横","03-3330-4121","","","中野区","月火水木金土日","8:30","22:00","年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.653372525234","35.7183322407295","AED設置箇所一覧"
"131148","17","東京都","中野区","野方区民活動センター分室（丸山高齢者集会室）","ノガタクミンカツドウセンターブンシツ","中野区丸山2-24-1-109","","1階廊下","03-3338-7057","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.650366553558","35.7237272515667","AED設置箇所一覧"
"131148","18","東京都","中野区","大和区民活動センター","ヤマトクミンカツドウセンター","中野区大和町2-44-6","","1階事務室脇","03-3339-6141","","","中野区","月火水木金土日","8:30","22:00","毎月第3月曜日（休日の場合はその翌日）は、終了時間が異なる場合あり。年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.648953461681","35.713582810141","AED設置箇所一覧"
"131148","19","東京都","中野区","鷺宮区民活動センター","サギノミヤクミンカツドウセンター","中野区鷺宮3-22-5","","1階ロビー","03-3330-4111","","","中野区","月火水木金土日","8:30","22:00","年4回(6・9・12・3月)第2木曜日と年1回(10月)第3月曜日（休日の場合はその翌日）は午後8時以降利用不可。年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.639785640592","35.7234334241724","AED設置箇所一覧"
"131148","21","東京都","中野区","上鷺宮区民活動センター","カミサギノミヤクミンカツドウセンター","中野区上鷺宮3-7-6","","1階ロビー","03-3970-9131","","","中野区","月火水木金土日","8:30","22:00","年末年始、休館日（原則として４・７・１０・１月の第３月曜日）の午後5時以降は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.632492748565","35.731712625837","AED設置箇所一覧"
"131148","22","東京都","中野区","上鷺宮区民活動センター分室（上鷺宮二丁目集会室）","カミサギノミヤクミンカツドウセンターブンシツ","中野区上鷺宮2-4-6","","1階正面ロビー","03-5241-4590","","","中野区","月火水木金土日","9:00","22:00","年末年始、休館日（原則として４・７・１０・１月の第３月曜日）は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.63513308032","35.7270532756802","AED設置箇所一覧"
"131148","23","東京都","中野区","中部すこやか福祉センター","チュウブスコヤカフクシセンター","中野区中央3-19-1","","１階交流コーナー","03-3367-7788","","","中野区","月火水木金","8:30","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.67420678233","35.7003729695231","AED設置箇所一覧"
"131148","24","東京都","中野区","北部すこやか福祉センター","ホクブスコヤカフクシセンター","中野区江古田4-31-10","","事務室","03-3389-4321","","","中野区","月火水木金土","8:30","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.661481744202","35.7246492439286","AED設置箇所一覧"
"131148","25","東京都","中野区","南部すこやか福祉センター","ナンブスコヤカフクシセンター","中野区弥生町5-11-26","","2階事務室前廊下","03-3382-1750","","","中野区","月火水木金土","8:30","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.66850453217","35.6881107502144","AED設置箇所一覧"
"131148","26","東京都","中野区","鷺宮すこやか福祉センター","サギノミヤスコヤカフクシセンター","中野区若宮3-58-10","","1階受付後ろの壁面","03-3336-7111","","","中野区","月火水木金土","8:30","17:00","年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.64067956187","35.7219541734503","AED設置箇所一覧"
"131148","27","東京都","中野区","南部高齢者会館","ナンブコウレイシャカイカン","中野区南台5-27-24","","1階廊下","03-3381-4261","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.660898453958","35.6833024599498","AED設置箇所一覧"
"131148","28","東京都","中野区","しんやまの家","シンヤマノイエ","中野区南台4-25-1","","ロビー","03-3229-8175","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.667490446402","35.6807852251249","AED設置箇所一覧"
"131148","29","東京都","中野区","本一高齢者会館","ホンイチコウレイシャカイカン","中野区本町1-7-6","","1階事務室脇","03-3373-2958","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.682692565423","35.6937637675912","AED設置箇所一覧"
"131148","30","東京都","中野区","昭和高齢者会館","ショウワコウレイシャカイカン","中野区東中野3-19-18","","1階ロビー","03-3367-0813","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.680779926314","35.7083222009287","AED設置箇所一覧"
"131148","31","東京都","中野区","東中野いこいの家","ヒガシナカノイコイノイエ","中野区東中野4-9-22-201","","ロビー","03-3364-5938","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.685771207837","35.7074763909635","AED設置箇所一覧"
"131148","32","東京都","中野区","上高田高齢者会館","カミタカダコウレイシャカイカン","中野区上高田2-8-11","","1階ロビー","03-3385-3307","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.672458802044","35.7107741179762","AED設置箇所一覧"
"131148","33","東京都","中野区","上高田東高齢者会館","カミタカダヒガシコウレイシャカイカン","中野区上高田4-17-3","","1階相談室","03-3228-7220","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.677870633415","35.7128945897698","AED設置箇所一覧"
"131148","34","東京都","中野区","沼袋高齢者会館","ヌマブクロコウレイシャカイカン","中野区沼袋1-34-14","","1階廊下","03-3387-7381","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.665185670066","35.7197200650732","AED設置箇所一覧"
"131148","35","東京都","中野区","野方高齢者会館","ノガタコウレイシャカイカン","中野区野方2-29-12","","1階事務室横","03-3388-9586","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.656558275944","35.7146754503126","AED設置箇所一覧"
"131148","36","東京都","中野区","東山高齢者会館","ヒガシヤマコウレイシャカイカン","中野区野方4-41-7","","1階廊下","03-3228-5280","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.656453426755","35.72162883715","AED設置箇所一覧"
"131148","37","東京都","中野区","若宮高齢者会館","ワカミヤコウレイシャカイカン","中野区大和町4-51-11","","1階事務室脇","03-3338-2222","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.642858672535","35.715700977637","AED設置箇所一覧"
"131148","38","東京都","中野区","鷺六高齢者会館","サギロクコウレイシャカイカン","中野区鷺宮6-25-8","","玄関","03-3926-3656","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.630146263929","35.7256524782606","AED設置箇所一覧"
"131148","39","東京都","中野区","白鷺高齢者会館","シラサギコウレイシャカイカン","中野区白鷺2-8-5","","1階事務室脇","03-3223-8938","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.635874564324","35.7186309066159","AED設置箇所一覧"
"131148","40","東京都","中野区","若宮いこいの家","ワカミヤイコイノイエ","中野区若宮1-49-1","","事務室脇","03-3310-9819","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.648044618322","35.7201942630389","AED設置箇所一覧"
"131148","41","東京都","中野区","中野三丁目敬老館","ナカノサンチョウメケイロウカン","中野区中野3-23-47","","1階事務室","03-6304-8579","","","中野区","月火水木金土","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.664106327902","35.7016301783916","AED設置箇所一覧"
"131148","42","東京都","中野区","東中野地域包括支援センター","ヒガシナカノチイキホウカツシエンセンター","中野区東中野1-5-1","","廊下","03-3366-3318","","","中野区","月火水木金土","8:30","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.685194078691","35.7016099985955","AED設置箇所一覧"
"131148","43","東京都","中野区","やよいの園","ヤヨイノソノ","中野区弥生町3-33-8","","1階ロビー","03-3370-9841","","","中野区","月火水木金土","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.674376638726","35.6887961717645","AED設置箇所一覧"
"131148","44","東京都","中野区","松が丘シニアプラザ","マツガオカシニアプラザ","中野区松が丘1-32-10","","2階事務室前","03-5380-5761","","","中野区","月火水木金土","9:00","17:00","年末年始は利用不可。","有","","2021/7/19","所管：地域支えあい推進部","139.672061083615","35.7211626713389","AED設置箇所一覧"
"131148","45","東京都","中野区","みずの塔ふれあいの家","ミズノトウフレアイノイエ","中野区江古田1-9-24","","1階玄関","03-3954-6755","","","中野区","火水木金土","9:00","21:00","祝日、年末年始、休館日は利用不可。","有","","2021/7/19","所管：子ども教育部","139.67349102764","35.7255013780077","AED設置箇所一覧"
"131148","47","東京都","中野区","桃園第二小学校","モモゾノダイニショウガッコウ","中野区中野6-13-1","","1階通用門出口脇、体育館倉庫前","03-3363-0661","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.675889819724","35.7071137564406","AED設置箇所一覧"
"131148","49","東京都","中野区","塔山小学校","トウノヤマショウガッコウ","中野区中央1-49-1","","1階主事室内、保健室内","03-3363-0461","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.683745675354","35.7008431179998","AED設置箇所一覧"
"131148","50","東京都","中野区","谷戸小学校","ヤトショウガッコウ","中野区中野1-26-1","","1階主事室前玄関、保健室内","03-3361-3645","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.67755100912","35.7021689505598","AED設置箇所一覧"
"131148","51","東京都","中野区","中野本郷小学校","ナカノホンゴウショウガッコウ","中野区本町4-27-3","","1階主事室脇、職員室","03-3381-7255","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.670444852293","35.6951144232094","AED設置箇所一覧"
"131148","52","東京都","中野区","江古田小学校","エゴタショウガッコウ","中野区江古田2-13-28","","1階主事室脇、保健室","03-3385-0411","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.666767963748","35.7263551533136","AED設置箇所一覧"
"131148","53","東京都","中野区","鷺宮小学校","サギノミヤショウガッコウ","中野区鷺宮3-31-4","","体育館入口、職員室","03-3330-7371","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.639094860312","35.7240892789056","AED設置箇所一覧"
"131148","54","東京都","中野区","令和小学校","レイワショウガッコウ","中野区新井4-19-26","","1階主事室前出入口脇、保健室","03-3389-1461","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.66839058403","35.7175254855848","AED設置箇所一覧"
"131148","55","東京都","中野区","啓明小学校","ケイメイショウガッコウ","中野区大和町1-18-1","","1階主事室出入口脇、職員室","03-3330-2325","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.652394745014","35.713499638023","AED設置箇所一覧"
"131148","56","東京都","中野区","中野第一小学校","ナカノダイイチショウガッコウ","中野区本町3-16-1","","1階エントランス、保健室","03-3372-2326","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.677385077537","35.6959898098946","AED設置箇所一覧"
"131148","57","東京都","中野区","北原小学校","キタハラショウガッコウ","中野区野方6-30-6","","1階主事室脇、1階保健室前廊下","03-3330-2411","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.651571878047","35.7213190304244","AED設置箇所一覧"
"131148","60","東京都","中野区","南台小学校","ミナミダイショウガッコウ","中野区南台4-4-1","","1階正面玄関、保健室","03-3381-7257","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.668317372487","35.6818569393973","AED設置箇所一覧"
"131148","61","東京都","中野区","美鳩小学校","ミハトショウガッコウ","中野区大和町4-26-5","","1階東エントランス、1階中央エントランス","03-3330-1425","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.645041100088","35.7144758684607","AED設置箇所一覧"
"131148","62","東京都","中野区","江原小学校","エハラショウガッコウ","中野区江原町1-39-1","","1階主事室脇、南塔入口横","03-3951-5880","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.673334574156","35.729406692579","AED設置箇所一覧"
"131148","63","東京都","中野区","みなみの小学校","ミナミノショウガッコウ","中野区弥生町4-27-11","","1階エントランス1、職員室","03-3381-7250","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.669942251999","35.6874225543689","AED設置箇所一覧"
"131148","64","東京都","中野区","武蔵台小学校","ムサシダイショウガッコウ","中野区上鷺宮5-1-1","","1階玄関受付横、保健室","03-3999-1655","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.62951716535","35.7274406150234","AED設置箇所一覧"
"131148","65","東京都","中野区","西中野小学校","ニシナカノショウガッコウ","中野区白鷺3-9-2","","1階主事室前、職員室","03-3330-3125","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.630648012991","35.7208878120389","AED設置箇所一覧"
"131148","66","東京都","中野区","上鷺宮小学校","カミサギノミヤショウガッコウ","中野区上鷺宮1-24-36","","1階主事室東側、1階保健室","03-3926-6381","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.635130520409","35.7314435950351","AED設置箇所一覧"
"131148","67","東京都","中野区","桃花小学校","トウカショウガッコウ","中野区中央5-43-1","","1階主事室脇、保健室","03-3381-7251","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.66616413993","35.7004695009542","AED設置箇所一覧"
"131148","68","東京都","中野区","白桜小学校","ハクオウショウガッコウ","中野区上高田1-2-28","","1階主事室脇、保健室","03-3389-0561","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.678967959022","35.7098064970522","AED設置箇所一覧"
"131148","69","東京都","中野区","平和の森小学校","ヘイワノモリショウガッコウ","中野区新井3-29-1","","1階主事室前、保健室","03-3389-1451","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.65978563979","35.7148932760754","AED設置箇所一覧"
"131148","70","東京都","中野区","緑野小学校","ミドリノショウガッコウ","中野区丸山1-17-1","","1階主事室脇、保健室","03-3389-2351","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.657358275999","35.725599467621","AED設置箇所一覧"
"131148","71","東京都","中野区","第二中学校","ダイニチュウガッコウ","中野区本町5-25-1","","1階表玄関脇","03-3382-7151","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.671354406024","35.692561222401","AED設置箇所一覧"
"131148","72","東京都","中野区","中野東中学校","ナカノヒガシチュウガッコウ","中野区中央1-41-4","","1階主事室脇、体育館教官室","03-3362-5236","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.683590107085","35.6986346654687","AED設置箇所一覧"
"131148","73","東京都","中野区","明和中学校","メイワチュウガッコウ","中野区若宮1-1-18","","1階保健室前、体育館入口","03-3330-5325","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.649712874633","35.7161821841538","AED設置箇所一覧"
"131148","74","東京都","中野区","第五中学校","ダイゴチュウガッコウ","中野区上高田4-28-1","","1階主事室横階段下、体育館入口の外","03-3389-2341","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.67841520321","35.715341544942","AED設置箇所一覧"
"131148","75","東京都","中野区","第七中学校","ダイナナチュウガッコウ","中野区江古田2-9-11","","1階主事室脇、保健室","03-3389-4171","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.668060231201","35.7247158520865","AED設置箇所一覧"
"131148","78","東京都","中野区","北中野中学校","キタナカノチュウガッコウ","中野区上鷺宮5-7-1","","1階主事室脇、体育館内","03-3999-3415","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.628531037127","35.7283430913153","AED設置箇所一覧"
"131148","79","東京都","中野区","緑野中学校","ミドリノチュウガッコウ","中野区丸山1-1-19","","1階主事室脇、職員室","03-3386-5423","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.657294168838","35.7238336710175","AED設置箇所一覧"
"131148","80","東京都","中野区","南中野中学校","ミナミナカノチュウガッコウ","中野区南台5-22-17","","1階主事室脇、みなとっぷ1階廊下和室前","03-3381-7277","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.662432365158","35.6825689768881","AED設置箇所一覧"
"131148","81","東京都","中野区","中野中学校","ナカノチュウガッコウ","中野区中野4-12-3","","1階保健室前","03-3389-1471","","","中野区","月火水木金土日","8:30","19:00","土曜日、祝日、学校休校日は、午前8時30分から午後5時30分まで。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.661247187591","35.7095397108047","AED設置箇所一覧"
"131148","82","東京都","中野区","かみさぎ幼稚園","カミサギヨウチエン","中野区上鷺宮4-8-12","","職員室","03-3999-7361","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.62818499685","35.7322526886629","AED設置箇所一覧"
"131148","83","東京都","中野区","ひがしなかの幼稚園","ヒガシナカノヨウチエン","中野区東中野5-8-21","","職員室","03-3368-2369","","","中野区","月火水木金","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.687496116417","35.7081992867171","AED設置箇所一覧"
"131148","84","東京都","中野区","教育センター分室","キョウイクセンターブンシツ","中野区野方1-35-3","","1階事務室内","03-3385-9311","","","中野区","月火水木金","9:00","16:30","祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.656509359025","35.7095383380129","AED設置箇所一覧"
"131148","85","東京都","中野区","軽井沢少年自然の家","カルイザワショウネンシゼンノイエ","長野県北佐久郡軽井沢町大字長倉2141","","事務室","0267-45-5420","","","中野区","","","","施設利用時に利用可能。","有","","2021/7/19","所管：子ども教育部","139.667025450392","35.7041170503146","AED設置箇所一覧"
"131148","86","東京都","中野区","城山ふれあいの家","シロヤマフレアイノイエ","中野区中野1-20-4","","1階ロビー","03-3363-0388","","","中野区","月火水木金土日","9:00","22:00","日曜日・祝日は管理人がいるため利用可能。年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.676953447392","35.7040160738588","AED設置箇所一覧"
"131148","88","東京都","中野区","療育センターアポロ園","リョウイクセンターアポロエン","中野区江古田4-43-25","","1階玄関（靴箱付近）","03-3389-3700","","","中野区","月火水木金土","9:00","17:00","祝日、年末年始は利用不可。","有","","2021/7/19","所管：子ども教育部","139.659472384704","35.7253184293397","AED設置箇所一覧"
"131148","89","東京都","中野区","本町図書館","ホンチョウトショカン","中野区本町2-13-2","","1階事務室","03-3373-1666","","","中野区","月火水木金土日","9:00","20:00","毎月第2月曜日（第2月曜日が祝日の場合は、直後の休日でない日）、原則毎月最終金曜日、年末年始、整理期間等は利用不可。","有","","2021/7/19","所管：子ども教育部","139.677792439793","35.6944684697697","AED設置箇所一覧"
