"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"区市町村","高輪児童館","108-0074","港区高輪３－１８－１５","139.735693","35.6332","JGD2011","03-3449-1642","-"
"区市町村","高輪子ども中高生プラザ","108-0074","港区高輪１－４－３５","139.734832","35.642374","JGD2011","03-3443-1555","-"
"区市町村","港南子ども中高生プラザ","108-0075","港区港南４－３－７","139.74965","35.630943","JGD2011","03-3450-9576","-"
"区市町村","台場児童館","135-0091","港区台場１－５－１","139.777081","35.629993","JGD2011","03-5500-2363","-"
"区市町村","本塩町児童館","160-0003","新宿区四谷本塩町４番９号","139.729361","35.688547","JGD2011","03-3350-1456","-"
"区市町村","信濃町子ども家庭支援センター","160-0016","新宿区信濃町２０","139.720395","35.683192","JGD2011","03-3357-6851","-"
"区市町村","新宿区立子ども総合センター","160-0022","新宿区新宿７－３－２９","139.712681","35.701003","JGD2011","03-3232-0695","-"
"区市町村","西新宿児童館","160-0023","新宿区西新宿４－３５－２８","139.686929","35.686349","JGD2011","03-3377-9352","-"
"区市町村","西落合児童館","161-0031","新宿区西落合１－３１－２４","139.679472","35.719695","JGD2011","03-3954-1042","-"
"区市町村","中落合子ども家庭支援センター","161-0032","新宿区中落合２－７－２４","139.693913","35.717948","JGD2011","03-3952-7751","-"
"区市町村","上落合児童館","161-0034","新宿区上落合２－２８－８","139.685414","35.711021","JGD2011","03-3360-1413","-"
"区市町村","中井児童館","161-0035","新宿区中井１－８－１２","139.683792","35.714759","JGD2011","03-3361-0075","-"
"区市町村","早稲田南町児童館","162-0043","新宿区早稲田南町５０","139.722305","35.705086","JGD2011","03-5287-4321","-"
"区市町村","薬王寺児童館","162-0064","新宿区市谷仲之町２－４２　防災センター内３階","139.723981","35.693865","JGD2011","03-3353-6625","-"
"区市町村","富久町児童館","162-0067","新宿区富久町２２－２１","139.715684","35.694032","JGD2011","03-3357-7638","-"
"区市町村","榎町子ども家庭支援センター","162-0806","新宿区榎町３６","139.72771","35.704553","JGD2011","03-3269-7304","-"
"区市町村","東五軒町児童館","162-0813","新宿区東五軒町５－２４","139.740087","35.706789","JGD2011","03-3269-6895","-"
"区市町村","中町児童館","162-0835","新宿区中町２５","139.734554","35.699021","JGD2011","03-3267-3321","-"
"区市町村","北山伏児童館","162-0853","新宿区北山伏町２－１７","139.729902","35.700279","JGD2011","03-3269-7196","-"
"区市町村","百人町児童館","169-0073","新宿区百人町２－１８－２１","139.698182","35.703342","JGD2011","03-3368-8156","-"
"区市町村","北新宿第一児童館","169-0074","新宿区北新宿２－３－７","139.690247","35.698531","JGD2011","03-3369-5856","-"
"区市町村","北新宿子ども家庭支援センター","169-0074","新宿区北新宿３－２０－２","139.689461","35.702972","JGD2011","03-3365-1121","-"
"区市町村","高田馬場第一児童館","169-0075","新宿区高田馬場３－１８－２１","139.697327","35.714557","JGD2011","03-3368-8167","-"
"区市町村","高田馬場第二児童館","169-0075","新宿区高田馬場１－４－１７","139.709215","35.710946","JGD2011","03-3200-5038","-"
"区市町村","久堅児童館","112-0002","文京区小石川５－２７－７","139.741553","35.718613","JGD2011","03-3815-7715","-"
"区市町村","柳町児童館","112-0002","文京区小石川１－２３－９","139.750347","35.714183","JGD2011","03-3811-9213","-"
"区市町村","水道児童館","112-0005","文京区水道１－３－２６","139.742301","35.709575","JGD2011","03-3812-2238","-"
"区市町村","小日向台町児童館","112-0006","文京区小日向２－２－２","139.734812","35.713019","JGD2011","03-3941-1740","-"
"区市町村","千石児童館","112-0011","文京区千石１－４－３","139.743342","35.724504","JGD2011","03-3947-9221","-"
"区市町村","千石西児童館","112-0011","文京区千石３－１５－１５","139.738225","35.724915","JGD2011","03-3944-2865","-"
"区市町村","大塚児童館","112-0012","文京区大塚６－２２－１９","139.725646","35.724637","JGD2011","03-3943-1632","-"
"区市町村","目白台児童館","112-0015","文京区目白台１－５－１","139.720575","35.713805","JGD2011","03-3941-8837","-"
"区市町村","目日台第二児童館","112-0015","文京区目白台３－１８－７","139.723377","35.717213","JGD2011","03-3943-9337","-"
"区市町村","白山東児童館","113-0001","文京区白山１－２９－１０","139.752972","35.719072","JGD2011","03-3813-6501","-"
"区市町村","本駒込児童館","113-0021","文京区本駒込５－６３－２","139.752493","35.733809","JGD2011","03-3822-3791","-"
"区市町村","本駒込南児童館","113-0021","文京区本駒込３－１１－１４","139.755141","35.72781","JGD2011","03-3823-3253","-"
"区市町村","しおみ児童館","113-0022","文京区千駄木２－２７－８","139.761935","35.725002","JGD2011","03-3827-9129","-"
"区市町村","根津児童館","113-0031","文京区根津１－１４－３","139.763413","35.718322","JGD2011","03-3824-6466","-"
"区市町村","本郷児童館","113-0033","文京区本郷５－３０－８","139.758274","35.711667","JGD2011","03-5689-4570","-"
"区市町村","湯島児童館","113-0033","文京区本郷３－１０－１８","139.763674","35.70396","JGD2011","03-3814-9247","-"
"区市町村","台東区立谷中児童館","110-0001","台東区谷中５－６－５　谷中防災コミュニティセンター内","139.766604","35.725661","JGD2011","03-3824-4043","-"
"区市町村","池之端児童館","110-0008","台東区池之端２－３－３","139.766826","35.714681","JGD2011","03-3823-6644","-"
"区市町村","台東児童館","110-0016","台東区台東１－１１－５","139.771118","35.706335","JGD2011","03-3832-8493","-"
"区市町村","玉姫児童館","111-0022","台東区清川２－２４－９","139.804313","35.72799","JGD2011","03-3874-6571","-"
"区市町村","今戸児童館","111-0024","台東区今戸１－３－６","139.804674","35.719441","JGD2011","03-3876-1656","-"
"区市町村","千束児童館","111-0031","台東区千束３－２０－６","139.792718","35.722417","JGD2011","03-3874-1714","-"
"区市町村","松が谷児童館","111-0036","台東区松が谷４－１５－１１","139.786278","35.71862","JGD2011","03-3841-6734","-"
"区市町村","寿児童館","111-0042","台東区寿１－４－５","139.789959","35.706774","JGD2011","03-3844-8602","-"
"区市町村","横川コミュニティ会館","130-0003","墨田区横川５－９－１","139.817495","35.705202","JGD2011","03-5608-4500","-"
"区市町村","外手児童館","130-0004","墨田区本所２－６－９","139.800755","35.703005","JGD2011","03-3621-4531","-"
"他の法人","本所賀川記念館児童クラブ・学童クラブ","130-0005","墨田区東駒形４－６－２","139.805321","35.706038","JGD2011","03-3622-7811","-"
"区市町村","東駒形コミュニティ会館","130-0005","墨田区東駒形４－１４－１","139.807738","35.705474","JGD2011","03-3623-1141","-"
"区市町村","江東橋児童館","130-0022","墨田区江東橋１－１５－４","139.809686","35.695914","JGD2011","03-3634-8883","-"
"区市町村","立川児童館","130-0023","墨田区立川１－５－２","139.799502","35.690462","JGD2011","03-3633-2874","-"
"区市町村","墨田児童会館","131-0031","墨田区墨田２－３０－１５","139.8189","35.729263","JGD2011","03-3614-7141","-"
"区市町村","フレンドリープラザ東向島児童館","131-0032","墨田区東向島６－６－１２","139.819711","35.721452","JGD2011","03-3611-2500","-"
"区市町村","さくら橋コミュニティセンター","131-0033","墨田区向島２－３－８","139.805843","35.713688","JGD2011","03-3623-2181","-"
"区市町村","梅若橋コミュニティ会館","131-0034","墨田区堤通２－９－１","139.816714","35.735423","JGD2011","03-3616-1101","-"
"区市町村","八広児童館","131-0041","墨田区八広２－３８－１４","139.827924","35.715861","JGD2011","03-3611-2227","-"
"区市町村","八広はなみずき児童館","131-0041","墨田区八広４－２７－８","139.829407","35.724566","JGD2011","03-3617-7060","-"
"区市町村","立花児童館","131-0043","墨田区立花１－２７－９","139.828816","35.705552","JGD2011","03-3619-5781","-"
"区市町村","中川児童館","131-0043","墨田区立花５－１８－９","139.830971","35.712944","JGD2011","03-3619-7188","-"
"区市町村","文花児童館","131-0044","墨田区文花１－３２－１１","139.824372","35.708711","JGD2011","03-3619-5753","-"
"社福法人","興望館地域活動部","131-0046","墨田区京島１－１１－６","139.817778","35.715205","JGD2011","03-3611-1880","-"
"区市町村","江東区児童会館","135-0002","江東区住吉１－９－８","139.812322","35.687588","JGD2011","03-3633-6911","-"
"区市町村","森下児童館","135-0004","江東区森下３－１４－６","139.803043","35.686063","JGD2011","03-3635-1535","-"
"区市町村","千田児童館","135-0013","江東区千田２１－１８","139.81653","35.681027","JGD2011","03-3647-0108","-"
"区市町村","東陽児童館","135-0016","江東区東陽５－１６－１３","139.811805","35.671373","JGD2011","03-3647-8190","-"
"区市町村","平野児童館","135-0023","江東区平野１－２－３","139.798629","35.678464","JGD2011","03-3643-1903","-"
"区市町村","塩浜児童館","135-0043","江東区塩浜２－５－２０","139.805383","35.661932","JGD2011","03-3647-3902","-"
"区市町村","古石場児童館","135-0045","江東区古石場１－１１－１１","139.79469","35.669242","JGD2011","03-3641-9532","-"
"区市町村","辰巳児童館","135-0053","江東区辰巳１－１－３６","139.809016","35.647503","JGD2011","03-3521-3261","-"
"区市町村","豊洲児童館","135-0061","江東区豊洲４－１０－４－１１１","139.802978","35.653511","JGD2011","03-3531-2079","-"
"区市町村","東雲児童館","135-0062","江東区東雲２－４－４－１０２","139.799295","35.643348","JGD2011","03-3529-1795","-"
"区市町村","亀戸第二児童館","136-0071","江東区亀戸１－２４－６","139.824062","35.694645","JGD2011","03-3685-8098","-"
"区市町村","亀戸児童館","136-0071","江東区亀戸２－１－１９","139.82169","35.697753","JGD2011","03-3685-5944","-"
"区市町村","亀戸第三児童館","136-0071","江東区亀戸７－３９－９","139.839396","35.696937","JGD2011","03-3636-5341","-"
"区市町村","大島児童館","136-0072","江東区大島７－２８－１－１０４","139.840252","35.693312","JGD2011","03-3682-9494","-"
"区市町村","大島第二児童館","136-0072","江東区大島４－５－１","139.826864","35.689093","JGD2011","03-3637-2591","-"
"区市町村","小名木川児童館","136-0073","江東区北砂５－２０－５－１０１","139.833797","35.682255","JGD2011","03-3640-1941","-"
"区市町村","東砂児童館","136-0074","江東区東砂７－１５－３","139.839988","35.674251","JGD2011","03-3646-0461","-"
"区市町村","東砂第二児童館","136-0074","江東区東砂２－１３－１３","139.841607","35.685972","JGD2011","03-3646-1814","-"
"区市町村","南砂児童館","136-0076","江東区南砂２－３－１７","139.823184","35.671068","JGD2011","03-3649-8507","-"
"区市町村","北品川児童センター","140-0001","品川区北品川２－７－２１","139.743946","35.618822","JGD2011","03-3471-2360","-"
"区市町村","東品川児童センター","140-0002","品川区東品川１－３４－９","139.74604","35.619127","JGD2011","03-3472-5806","-"
"区市町村","南品川児童センター","140-0004","品川区南品川４－５－２８","139.738688","35.613483","JGD2011","03-3450-5043","-"
"区市町村","東大井児童センター","140-0011","品川区東大井１－２２－１６","139.741357","35.603493","JGD2011","03-3471-1070","-"
"区市町村","南大井児童センター","140-0013","品川区南大井３－７－１３","139.7343","35.591827","JGD2011","03-3761-4148","-"
"区市町村","水神児童センター","140-0013","品川区南大井５－１３－１９","139.733933","35.595455","JGD2011","03-3768-2027","-"
"区市町村","一本橋児童センター","140-0014","品川区大井２－２５－１","139.729633","35.604651","JGD2011","03-3775-4352","-"
"区市町村","大井倉田児童センター","140-0014","品川区大井４－１１－３４","139.733664","35.602204","JGD2011","03-3776-4881","-"
"区市町村","滝王子児童センター","140-0014","品川区大井５－１９－１４","139.728978","35.598199","JGD2011","03-3771-3885","-"
"区市町村","伊藤児童センター","140-0015","品川区西大井６－１３－１","139.717582","35.600701","JGD2011","03-3771-1311","-"
"区市町村","冨士見台児童センター","140-0015","品川区西大井６－１－８","139.71424","35.60132","JGD2011","03-3785-7834","-"
"区市町村","小関児童センター","141-0001","品川区北品川５－８－１５","139.732449","35.620171","JGD2011","03-3449-1676","-"
"区市町村","東五反田児童センター","141-0022","品川区東五反田５－２４－１","139.7233","35.627981","JGD2011","03-3443-1629","-"
"区市町村","三ツ木児童センター","141-0033","品川区西品川２－６－１３","139.726217","35.614005","JGD2011","03-3491-1005","-"
"区市町村","大原児童センター","142-0041","品川区戸越６－１６－１","139.715412","35.607347","JGD2011","03-3785-5128","-"
"区市町村","南ゆたか児童センター","142-0042","品川区豊町４－１７－２１","139.720881","35.606492","JGD2011","03-3781-3577","-"
"区市町村","ゆたか児童センター","142-0042","品川区豊町１－１８－１５","139.722706","35.611533","JGD2011","03-3786-0633","-"
"区市町村","平塚児童センター","142-0051","品川区平塚２－２－３","139.717409","35.61879","JGD2011","03-3786-2228","-"
"区市町村","東中延児童センター","142-0052","品川区東中延２－５－１０","139.713807","35.607805","JGD2011","03-3785-0419","-"
"区市町村","中延児童センター","142-0054","品川区西中延１－６－１６","139.708496","35.612419","JGD2011","03-3781-9300","-"
"区市町村","西中延児童センター","142-0054","品川区西中延３－８－５","139.708102","35.60733","JGD2011","03-3783-1875","-"
"区市町村","後地児童センター","142-0062","品川区小山２－９－１９","139.709198","35.620629","JGD2011","03-3785-5033","-"
"区市町村","中原児童センター","142-0062","品川区小山１－４－１","139.712604","35.622093","JGD2011","03-3492-6119","-"
"区市町村","旗の台児童センター","142-0064","品川区旗の台５－１９－５","139.700416","35.603767","JGD2011","03-3785-1280","-"
"区市町村","目黒区立五本木住区センター児童館","152-0001","目黒区中央町２－１７－２","139.689258","35.633038","JGD2011","03-3792-9130","-"
"区市町村","目黒区立中央町児童館","152-0001","目黒区中央町２－３２－５","139.688775","35.631511","JGD2011","03-3714-6300","-"
"区市町村","目黒区立向原住区センター児童館","152-0002","目黒区目黒本町５－２２－１１","139.698602","35.618721","JGD2011","03-3794-5841","-"
"区市町村","目黒区立原町住区センター児童館","152-0013","目黒区南１－８－９","139.689364","35.615163","JGD2011","03-3724-8088","-"
"区市町村","目黒区立八雲住区センター児童館","152-0023","目黒区八雲１－１０－５","139.672271","35.618714","JGD2011","03-3718-0841","-"
"区市町村","目黒区立平町児童館","152-0032","目黒区平町１－５－３","139.682297","35.617264","JGD2011","03-3723-3750","-"
"区市町村","目黒区立緑が丘児童館","152-0034","目黒区緑が丘２－７－２０","139.67433","35.609416","JGD2011","03-3718-1182","-"
"区市町村","目黒区立駒場児童館","153-0041","目黒区駒場２－７－５","139.682027","35.658766","JGD2011","03-3460-0453","-"
"区市町村","目黒区立東山児童館","153-0043","目黒区東山３－２４－２","139.685388","35.647892","JGD2011","03-3791-4613","-"
"区市町村","目黒区立烏森住区センター児童館","153-0051","目黒区上目黒３－４４－２","139.691644","35.643931","JGD2011","03-3719-0903","-"
"区市町村","目黒区立上目黒住区センター児童館","153-0052","目黒区祐天寺２－６－６","139.693766","35.637082","JGD2011","03-3793-1103","-"
"区市町村","目黒区立中目黒住区センター児童館","153-0061","目黒区中目黒２－１０－１３","139.703029","35.640452","JGD2011","03-5721-8578","-"
"区市町村","目黒区立目黒区民センター児童館","153-0063","目黒区目黒２－４－３６","139.707868","35.635452","JGD2011","03-3711-1839","-"
"区市町村","目黒区立不動児童館","153-0064","目黒区下目黒５－１８－４","139.702321","35.630205","JGD2011","03-3714-4144","-"
"区市町村","目黒区立油面住区センター児童館","153-0065","目黒区中町１－６－２３","139.699785","35.631375","JGD2011","03-3713-1809","-"
"区市町村","大森本町児童館","143-0011","大田区大森本町２－２－４","139.73777","35.580973","JGD2011","03-3298-3019","-"
"区市町村","大森児童館","143-0012","大田区大森東３－５－１５","139.736168","35.570486","JGD2011","03-3761-1916","-"
"区市町村","大森東一丁目児童館","143-0012","大田区大森東１－３１－３－１０５","139.738631","35.576227","JGD2011","03-3763-3288","-"
"区市町村","大森東四丁目センター","143-0012","大田区大森東４－２４－６","139.74059","35.5673","JGD2011","03-3761-0484","-"
"区市町村","大森南児童館","143-0013","大田区大森南２－７－９","139.746493","35.56269","JGD2011","03-3743-3667","-"
"区市町村","大森中児童館","143-0014","大田区大森中２－１３－５","139.734857","35.568336","JGD2011","03-3761-7749","-"
"区市町村","大森西児童館","143-0015","大田区大森西５－２０－１７","139.725146","35.571521","JGD2011","03-3768-7776","-"
"区市町村","沢田児童館","143-0015","大田区大森西２－２－１","139.728398","35.578873","JGD2011","03-3298-3356","-"
"他の法人","子ども交流センター","143-0015","大田区大森西２－１６－２","139.730001","35.576821","JGD2011","03-5753-6801","-"
"区市町村","大森北児童館","143-0016","大田区大森北３－２５－２","139.731223","35.582503","JGD2011","03-3764-3060","-"
"区市町村","山王児童館","143-0023","大田区山王１－５－１３","139.726734","35.591777","JGD2011","03-3776-0351","-"
"区市町村","新井宿児童館","143-0024","大田区中央１－１５－４","139.719441","35.580717","JGD2011","03-3775-8725","-"
"区市町村","中央八丁目児童館","143-0024","大田区中央８－２９－４","139.718499","35.573374","JGD2011","03-3755-4366","-"
"区市町村","南馬込三丁目児童館","143-0025","大田区南馬込３－３－７","139.717752","35.587658","JGD2011","03-3773-7498","-"
"区市町村","南馬込児童館","143-0025","大田区南馬込１－５９－２１","139.712282","35.589244","JGD2011","03-3772-4340","-"
"区市町村","中馬込児童館","143-0027","大田区中馬込１－１９－１－２０１","139.704713","35.594637","JGD2011","03-3777-4498","-"
"区市町村","東糀谷児童館","144-0033","大田区東糀谷４－１－７","139.743535","35.556916","JGD2011","03-3745-5155","-"
"区市町村","糀谷児童館","144-0034","大田区西糀谷２－２６－３－１０１","139.737452","35.557518","JGD2011","03-3743-3854","-"
"区市町村","西糀谷児童館","144-0034","大田区西糀谷１－１２－１０","139.728722","35.558515","JGD2011","03-3743-0997","-"
"区市町村","南六郷三丁目児童館","144-0045","大田区南六郷３－１８－２","139.717899","35.544733","JGD2011","03-3739-5888","-"
"区市町村","南六郷児童館","144-0045","大田区南六郷１－２９－１－１０１","139.726031","35.546408","JGD2011","03-3739-4452","-"
"区市町村","東六郷児童館","144-0046","大田区東六郷３－５－１９","139.71406","35.545919","JGD2011","03-3731-3040","-"
"区市町村","萩中三丁目児童館","144-0047","大田区萩中３－３０－９","139.734311","35.550033","JGD2011","03-3744-7690","-"
"区市町村","萩中児童館","144-0047","大田区萩中１－１－８","139.723561","35.552385","JGD2011","03-3734-1806","-"
"区市町村","西蒲田児童館","144-0051","大田区西蒲田３－８－６","139.710764","35.569291","JGD2011","03-3751-3365","-"
"区市町村","蒲田児童館","144-0052","大田区蒲田２－８－８","139.727007","35.566183","JGD2011","03-3737-5537","-"
"区市町村","本蒲田児童館","144-0052","大田区蒲田１－４－２３","139.721649","35.567885","JGD2011","03-3736-3217","-"
"区市町村","高畑児童館","144-0056","大田区西六郷３－１８－２","139.707505","35.546639","JGD2011","03-3737-1807","-"
"区市町村","洗足池児童館","145-0063","大田区南千束２－１５－１","139.689392","35.603072","JGD2011","03-3729-7113","-"
"区市町村","上池台児童館","145-0064","大田区上池台２－３５－１８","139.691631","35.597873","JGD2011","03-3727-0503","-"
"区市町村","南雪谷児童館","145-0066","大田区南雪谷５－１８－２２","139.690399","35.588066","JGD2011","03-3728-8253","-"
"区市町村","田園調布二丁目児童館","145-0071","大田区田園調布２－１７－２","139.672861","35.595415","JGD2011","03-3722-5189","-"
"区市町村","田園調布本町児童館","145-0072","大田区田園調布本町１３－２２","139.678028","35.584491","JGD2011","03-3722-2540","-"
"区市町村","東嶺町児童館","145-0074","大田区東嶺町２０－４","139.685455","35.582872","JGD2011","03-3753-3054","-"
"区市町村","仲池上児童館","146-0081","大田区仲池上１－２１－１６","139.697859","35.586188","JGD2011","03-3751-3338","-"
"区市町村","池上児童館","146-0082","大田区池上５－９－９","139.707934","35.572815","JGD2011","03-3751-6603","-"
"区市町村","徳持児童館","146-0082","大田区池上８－１３－４","139.698596","35.569402","JGD2011","03-3751-9914","-"
"区市町村","千鳥児童館","146-0083","大田区千鳥３－１１－７","139.687892","35.572735","JGD2011","03-3758-8191","-"
"区市町村","久が原児童館","146-0085","大田区久が原５－４－９","139.697623","35.578767","JGD2011","03-3751-4751","-"
"区市町村","鵜の木児童館","146-0091","大田区鵜の木３－３４－７","139.675629","35.57576","JGD2011","03-3750-5483","-"
"区市町村","下丸子四丁目児童館","146-0092","大田区下丸子４－２５－１","139.677979","35.572358","JGD2011","03-3758-2420","-"
"区市町村","下丸子児童館","146-0092","大田区下丸子２－２０－１５","139.68764","35.564409","JGD2011","03-3757-1421","-"
"区市町村","矢口児童館","146-0093","大田区矢口３－３－２０","139.694286","35.561159","JGD2011","03-3758-4657","-"
"区市町村","蓮沼児童館","146-0094","大田区東矢口３－２－１－２０１","139.70799","35.563764","JGD2011","03-3738-9449","-"
"区市町村","多摩川児童館","146-0095","大田区多摩川２－２４－２５","139.704566","35.555201","JGD2011","03-5710-2057","-"
"区市町村","池尻児童館","154-0001","世田谷区池尻２－３－１１","139.682442","35.646634","JGD2011","03-3422-0411","-"
"区市町村","野沢児童館","154-0003","世田谷区野沢１－８－１４","139.671012","35.634732","JGD2011","03-3418-5578","-"
"区市町村","新町児童館","154-0014","世田谷区新町２－２３－４－１０１","139.64772","35.630968","JGD2011","03-3426-3314","-"
"区市町村","弦巻児童館","154-0016","世田谷区弦巻１－２６－１１","139.651828","35.636959","JGD2011","03-3426-9626","-"
"区市町村","上町児童館","154-0017","世田谷区世田谷２－３０－１６","139.642848","35.643066","JGD2011","03-3429-8275","-"
"区市町村","若林児童館","154-0023","世田谷区若林５－１８－１３","139.656985","35.648636","JGD2011","03-3412-6413","-"
"区市町村","代田児童館","155-0033","世田谷区代田６－３４－１３","139.660665","35.662884","JGD2011","03-3469-6095","-"
"区市町村","代田南児童館","155-0033","世田谷区代田１－２１－１１","139.661696","35.652649","JGD2011","03-3419-7192","-"
"区市町村","松沢児童館","156-0044","世田谷区赤堤４－３７－１４","139.641775","35.664422","JGD2011","03-3328-9266","-"
"区市町村","桜丘児童館","156-0054","世田谷区桜丘５－１４－１","139.622211","35.644796","JGD2011","03-3439-0641","-"
"区市町村","船橋児童館","156-0055","世田谷区船橋５－１７－２８","139.625452","35.654876","JGD2011","03-3303-1876","-"
"区市町村","上北沢児童館","156-0057","世田谷区上北沢３－８－９","139.625534","35.667466","JGD2011","03-3290-3700","-"
"区市町村","烏山児童館","157-0062","世田谷区南烏山４－２６－３","139.601547","35.671684","JGD2011","03-3309-3003","-"
"区市町村","粕谷児童館","157-0063","世田谷区粕谷４－１３－６","139.605164","35.663107","JGD2011","03-3305-7171","-"
"区市町村","上祖師谷ぱる児童館","157-0065","世田谷区上祖師谷４－５－６","139.596637","35.653586","JGD2011","03-3789-3131","-"
"区市町村","成城さくら児童館","157-0066","世田谷区成城３－１８－２３","139.597608","35.634122","JGD2011","03-3417-9411","-"
"区市町村","喜多見児童館","157-0067","世田谷区喜多見２－１０－４０","139.59475","35.624732","JGD2011","03-3417-9151","-"
"区市町村","祖師谷児童館","157-0072","世田谷区祖師谷４－２８－６－１０１","139.606198","35.649737","JGD2011","03-3789-5633","-"
"区市町村","山野児童館","157-0073","世田谷区砧４－１－７","139.6147","35.637977","JGD2011","03-3417-8217","-"
"区市町村","鎌田児童館","157-0077","世田谷区鎌田３－３５－１","139.613415","35.622327","JGD2011","03-3709-6911","-"
"区市町村","深沢児童館","158-0081","世田谷区深沢４－３３－１１","139.653806","35.620225","JGD2011","03-3705-4123","-"
"区市町村","等々力児童館","158-0082","世田谷区等々力３－２５－１６","139.64994","35.611387","JGD2011","03-3703-3506","-"
"区市町村","森の児童館","158-0093","世田谷区上野毛４－２９－１８","139.638785","35.616892","JGD2011","03-3704-4917","-"
"区市町村","玉川台児童館","158-0096","世田谷区玉川台１－６－１５","139.633022","35.622933","JGD2011","03-3709-4163","-"
"区市町村","上用賀児童館","158-0098","世田谷区上用賀４－１４－３－１０１","139.630093","35.63592","JGD2011","03-3426-2196","-"
"区市町村","代官山ティーンズ・クリエイティブ","150-0034","渋谷区代官山町７－９","139.704953","35.650728","JGD2011","03-3780-0816","-"
"区市町村","児童青少年センター　フレンズ本町","151-0071","渋谷区本町６－６－２","139.679535","35.682102","JGD2011","03-3377-5160","-"
"区市町村","文園児童館","164-0001","中野区中野６－１０－６","139.676684","35.706477","JGD2011","03-3367-8106","-"
"区市町村","城山ふれあいの家","164-0001","中野区中野１－２０－４","139.676906","35.704021","JGD2011","03-3363-0388","-"
"区市町村","上高田児童館","164-0002","中野区上高田５－３０－１５","139.67517","35.718731","JGD2011","03-3388-6148","-"
"区市町村","朝日が丘児童館","164-0012","中野区本町２－３２－１４","139.680984","35.695045","JGD2011","03-3373-0380","-"
"区市町村","宮の台児童館","164-0012","中野区本町４－８－１６","139.673232","35.695672","JGD2011","03-3384-4449","-"
"区市町村","南中野児童館","164-0013","中野区弥生町４－３６－１５","139.67091","35.689801","JGD2011","03-3382-1687","-"
"区市町村","弥生児童館","164-0013","中野区弥生１－１４－６","139.681068","35.690373","JGD2011","03-3372-0841","-"
"区市町村","みなみ児童館","164-0014","中野区南台５－１５－３","139.66232","35.680143","JGD2011","03-3382-7399","-"
"区市町村","みずの塔ふれあいの家","165-0022","中野区江古田１－９－２４","139.673539","35.725491","JGD2011","03-3954-6755","-"
"区市町村","新井薬師児童館","165-0026","中野区新井５－４－１７","139.667804","35.715237","JGD2011","03-3389-5438","-"
"区市町村","野方児童館","165-0026","中野区新井２－４８－１０","139.660444","35.71082","JGD2011","03-3387-8836","-"
"区市町村","北原児童館","165-0027","中野区野方６－３５－１３","139.650641","35.721263","JGD2011","03-3337-9632","-"
"区市町村","かみさぎ児童館","165-0031","中野区上鷺宮３－９－１９","139.631476","35.73465","JGD2011","03-3998-0074","-"
"区市町村","鷺宮児童館","165-0032","中野区鷺宮３－４０－１３","139.642147","35.724563","JGD2011","03-3337-8430","-"
"区市町村","若宮児童館","165-0033","中野区若宮３－５４－７","139.640812","35.720216","JGD2011","03-3330-7899","-"
"区市町村","大和西児童館","165-0034","中野区大和町４－１４－９","139.646403","35.714442","JGD2011","03-3330-5399","-"
