"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"区市町村","南青山保育園","107-0062","港区南青山一丁目３番１５号","139.725536","35.671216","JGD2011","03-3401-1650","142"
"営利法人","あい保育園青山一丁目","107-0062","港区南青山一丁目３番１号　パークアクシス青山一丁目タワー２階","139.725473","35.671632","JGD2011","03-6459-2860","60"
"営利法人","太陽の子南青山保育園","107-0062","港区南青山四丁目１番６号　セブン南青山ビル１階２階","139.719146","35.667363","JGD2011","03-5413-5512","60"
"営利法人","小学館アカデミー南青山保育園","107-0062","港区南青山四丁目１５番８号　南青山２４６ビル","139.71831","35.664969","JGD2011","03-5770-1512","50"
"区市町村","芝保育園","108-0014","港区芝五丁目１８番１号","139.747777","35.648404","JGD2011","03-3455-4669","168"
"他の法人","にじのいるか保育園芝浦","108-0023","港区芝浦二丁目３番３１号　第二高取ビル２階","139.754505","35.644108","JGD2011","03-6435-3804","60"
"営利法人","太陽の子芝浦二丁目保育園","108-0023","港区芝浦二丁目１７番９号　大友ビル１階","139.752596","35.645142","JGD2011","03-5418-7767","60"
"営利法人","太陽の子芝浦三丁目保育園","108-0023","港区芝浦三丁目２０番２号　山楽ビル２階、３階","139.746481","35.642261","JGD2011","03-5439-6206","54"
"営利法人","アスク芝浦４丁目保育園","108-0023","港区芝浦四丁目１２番２８号","139.749005","35.639519","JGD2011","03-6435-2855","60"
"区市町村","しばうら保育園","108-0023","港区芝浦三丁目１番１６号","139.750191","35.645105","JGD2011","03-5232-1130","258"
"営利法人","ニチイキッズ白金台保育園","108-0071","港区白金台二丁目２６番１０号　グリーンオーク高輪２階","139.729907","35.631836","JGD2011","03-5791-2161","70"
"営利法人","えほんのもり白金台保育園","108-0071","港区白金台２－１１","139.730699","35.633081","JGD2011","03-6450-3546","21"
"区市町村","白金保育園","108-0072","港区白金三丁目１０番１２号","139.731073","35.644893","JGD2011","03-3441-5076","107"
"営利法人","ゆらりん白金保育園","108-0072","港区白金一丁目２６番１０号　白金Ｋ－ＦＬＡＴ１階、２階の一部","139.73347","35.64388","JGD2011","03-6409-6310","50"
"社福法人","みつばち保育園","108-0072","港区白金四丁目７番２号","139.727552","35.642724","JGD2011","03-3444-8767","30"
"営利法人","マリー保育園白金高輪","108-0072","港区白金３－２－３","139.731279 ","35.646610","JGD2011","03-5860-2251","28"
"営利法人","太陽の子三田保育園","108-0073","港区三田一丁目２番１８号　ＴＴＤ　ＰＬＡＺＡビル２階","139.7406","35.655056","JGD2011","03-5439-6390","70"
"営利法人","あい保育園赤羽橋","108-0073","港区三田一丁目３番３１号　Ｆｏｒｅｃａｓｔ三田２階","139.743539","35.654576","JGD2011","03-6453-9325","60"
"区市町村","伊皿子坂保育園","108-0073","港区三田四丁目１９番３０号","139.738726","35.640299","JGD2011","03-3444-7601","155"
"営利法人","太陽の子三田五丁目保育園","108-0073","港区三田五丁目４番３号　三田プラザビル３階","139.738873","35.647632","JGD2011","03-5439-6775","60"
"区市町村","高輪保育園","108-0074","港区高輪三丁目１８番１５号","139.735693","35.6332","JGD2011","03-3449-1641","155"
"社福法人","みなと保育園","108-0074","港区高輪一丁目６番９号","139.735329","35.642305","JGD2011","03-3443-3406","63"
"社福法人","愛星保育園","108-0074","港区高輪一丁目２７番４０号","139.732043","35.636708","JGD2011","03-3441-5410","65"
"社福法人","高輪夢保育園","108-0074","港区高輪三丁目２５番３３号　永田ビル３階","139.737887","35.631923","JGD2011","03-5791-9680","70"
"営利法人","ゆらりん高輪保育園","108-0074","港区高輪一丁目５番３８号　ＨＵＧ高輪１階、２階","139.736859","35.641749","JGD2011","03-5422-6170","101"
"営利法人","高輪さつき保育園","108-0074","港区高輪一丁目１６番１５号　自動車部品会館２階","139.736859","35.641749","JGD2011","03-3473-2320","38"
"営利法人","さくらさくみらい高輪","108-0074","港区高輪２－６","139.733668","35.635894 ","JGD2011","03-5860-2339","48"
"区市町村","こうなん保育園","108-0075","港区港南四丁目２番３号","139.747903","35.629729","JGD2011","03-3450-3800","153"
"営利法人","ゆらりん港南保育園","108-0075","港区港南一丁目６番２７号　ＳＳＪ品川ビル２階","139.745459","35.629529","JGD2011","03-6712-1188","60"
"営利法人","ベネッセ港南保育園","108-0075","港区港南四丁目６番７号","139.750578","35.627665","JGD2011","03-5783-5871","60"
"区市町村","たかはま保育園","108-0075","港区港南四丁目３番７号","139.74965","35.630943","JGD2011","03-5781-0255","163"
"営利法人","グローバルキッズ港南保育園","108-0075","港区港南四丁目１番８号　リバージュ品川２階","139.746667","35.629632","JGD2011","03-3450-6130","99"
"営利法人","ふたばクラブ港南保育園","108-0075","港区港南２丁目１６番６号　ＣａｎｏｎＳタワー","139.740154","35.625626","JGD2011","03-6712-9428","29"
"営利法人","ゆらりんはぁと保育園","108-0075","港区港南１－８"," 139.744006","35.630409 ","JGD2011","03-6260-0873","40"
"営利法人","ゆらりん港南緑水保育園","108-0075","港区港南４－７－３７","139.751225","35.628571","JGD2011","03-5781-2781","61"
"区市町村","台場保育園","135-0091","港区台場一丁目５番１号","139.777081","35.629993","JGD2011","03-5500-2360","131"
"営利法人","グローバルキッズ愛住町園","160-0005","新宿区愛住町６","139.725942","35.686003","JGD2011","03-6380-6798","80"
"営利法人","グローバルキッズ若葉園","160-0011","新宿区若葉１－９","139.726066","35.68623","JGD2011","03-3353-2002","42"
"社福法人","二葉南元保育園","160-0012","新宿区南元町４","139.724597","35.681481","JGD2011","03-3351-3819","110"
"社福法人","新宿三つの木保育園もりさんかくしかく","160-0015","新宿区大京町２９番地","139.715504","35.68197","JGD2011","03-6457-4455","80"
"営利法人","フロンティアキッズ新宿","160-0022","新宿区新宿６－２７－５６　新宿スクエアビル２階","139.709804","35.69710","JGD2011","03-3208-2744","48"
"社福法人","新宿成子坂愛育園","160-0023","新宿区西新宿６－７－３９","139.691547","35.694328","JGD2011","03-3342-6907","130"
"営利法人","グローバルキッズ西新宿園","160-0023","新宿区西新宿５－５－１","139.686995","35.693765","JGD2011","03-6383-3793","51"
"営利法人","グローバルキッズ西落合保育園","161-0031","新宿区西落合３－１９－９","139.679311","35.725483","JGD2011","03-3952-5600","96"
"営利法人","キッズガーデン新宿西落合","161-0031","新宿区西落合２－７－１６　伊勢光ビル３階","139.678406","35.720358","JGD2011","03-6908-1723","50"
"区市町村","中落合第ニ保育園","161-0032","新宿区中落合２－７－２４","139.693913","35.717948","JGD2011","03-3952-7165","136"
"社福法人","新宿こだま保育園","161-0032","新宿区中落合４丁目２５番１９号","139.682125","35.7191","JGD2011","03-5988-7807","105"
"社福法人","下落合そらいろ保育園","161-0032","新宿区中落合２－７－５","139.69456","35.717831","JGD2011","03-3565-5050","80"
"社福法人","キッズタウン下落合保育園","161-0033","新宿区下落合１－９－１０","139.698676","35.715943","JGD2011","03-3365-1332","131"
"他の法人","八幡神社愛育園","161-0034","新宿区上落合一丁目２６番１９号","139.690899","35.712682","JGD2011","03-3368-3939","76"
"営利法人","あい保育園落合","161-0034","新宿区上落合１－５－２　羽場ビルディング１～３階","139.691497","35.711307","JGD2011","03-6908-7381","117"
"営利法人","ほっぺるランド上落合","161-0034","新宿区上落合１－１５－１３","139.693207","35.715634","JGD2011","03-6908-8415","84"
"他の法人","獅子吼保育園","161-0035","新宿区中井２－８－６","139.686216","35.717687","JGD2011","03-3951-0759","80"
"営利法人","ほっぺるランド早稲田鶴巻町","162-0041","新宿区早稲田鶴巻町５７５－１　早稲田鶴巻町パーク・ホームズ１階","139.727749","35.708956","JGD2011","03-3225-5008","60"
"区市町村","早稲田南町保育園","162-0043","新宿区早稲田南町５０","139.722305","35.705086","JGD2011","03-3203-7848","218"
"区市町村","戸山第ニ保育園","162-0052","新宿区戸山２－１８－１０１","139.712373","35.702114","JGD2011","03-3203-2385","111"
"社福法人","原町みゆき保育園","162-0053","新宿区原町２丁目４３番地","139.723822","35.698915","JGD2011","03-3356-2663","160"
"社福法人","至誠会保育園","162-0054","新宿区河田町１０番１３号","139.718086","35.697632","JGD2011","03-3341-4677","180"
"営利法人","アスク薬王寺保育園","162-0063","新宿区市谷薬王寺町５１","139.724736","35.696143","JGD2011","03-5362-7177","74"
"営利法人","ニチイキッズ曙橋保育園","162-0066","新宿区市谷台町１－３　モデラート１階","139.72052","35.693204","JGD2011","03-5366-5127","65"
"区市町村","富久町保育園","162-0067","新宿区富久町２２－２１","139.715684","35.694032","JGD2011","03-3357-7720","154"
"営利法人","アスク神楽坂保育園","162-0805","新宿区矢来町９８－１　スキップビル１階","139.734454","35.702295","JGD2011","03-5225-6993","79"
"営利法人","ほっぺるランド神楽坂","162-0806","新宿区榎町４３－１　ユニゾ神楽坂ビル２Ｆ、３Ｆ","139.728666","35.704523","JGD2011","03-5227-6798","122"
"区市町村","東五軒町保育園","162-0813","新宿区東五軒町５－２４","139.740087","35.706789","JGD2011","03-3269-6820","174"
"営利法人","太陽の子新小川町保育園","162-0814","新宿区新小川町１番８号　こだまビル２階","139.743195","35.704465","JGD2011","03-5579-2348","64"
"営利法人","小学館アカデミー飯田橋ガーデン保育園","162-0814","新宿区新小川町４－１１","139.742915","35.705554","JGD2011","03-5206-3722","60"
"営利法人","グローバルキッズ神楽坂園","162-0825","新宿区神楽坂４－８　神楽坂プラザビル１階","139.739695","35.702579","JGD2011","03-3269-8011","60"
"他の法人","ぽけっとランド市ヶ谷保育園","162-0826","新宿区市谷船河原町１番地","139.739668","35.697268","JGD2011","03-5227-7520","122"
"営利法人","アスク新宿南町保育園","162-0836","新宿区南町２０番地３","139.735018","35.69839","JGD2011","03-5225-2166","89"
"営利法人","ポピンズナーサリースクール市ヶ谷","162-0841","新宿区払方町１９－１　エムジー市ヶ谷ビル２階・３階","139.734807","35.696615","JGD2011","03-5946-8670","80"
"営利法人","ポピンズナーサリースクール四ッ谷","162-0845","新宿区市谷本村町２丁目１０番","139.731513","35.690247","JGD2011","03-5225-2015","61"
"区市町村","長延保育園","162-0847","新宿区市谷長延寺町８","139.734277","35.694093","JGD2011","03-3260-1335","74"
"区市町村","弁天町保育園","162-0851","新宿区弁天町５０","139.727194","35.703717","JGD2011","03-3268-1337","148"
"区市町村","西早稲田保育園","169-0051","新宿区西早稲田１－９－３０","139.721194","35.710375","JGD2011","03-3209-5294","79"
"区市町村","大久保第一保育園","169-0072","新宿区大久保３－１１－１","139.706387","35.708422","JGD2011","03-3203-0346","116"
"社福法人","エイビイシイ保育園","169-0072","新宿区大久保二丁目１１番５号","139.706865","35.702328","JGD2011","03-3232-9633","90"
"営利法人","にじいろ保育園高田馬場南","169-0072","新宿区大久保三丁目８番４号　住友不動産新宿ガーデンタワーアネックス２階","139.702904","35.709206","JGD2011","03-6547-6991","20"
"営利法人","ほっぺるランド牛込","169-0072","新宿区北山伏１－２","139.731738","35.699782","JGD2011","03-6265-0841","115"
"営利法人","ほっぺるランド新大久保","169-0072","新宿区大久保１－１６－２０","139.70301","35.700642","JGD2011","03-6380-3920","57"
"区市町村","百人町保育園","169-0073","新宿区百人町２－１８－２１","139.698182","35.703342","JGD2011","03-3367-4991","85"
"社福法人","新栄保育園","169-0073","新宿区百人町３－２１－１４","139.699868","35.704805","JGD2011","03-6304-0241","148"
"営利法人","クオリスキッズおおくぼ保育園","169-0073","新宿区百人町２－２２－６","139.697263","35.703408","JGD2011","03-5937-0418","60"
"社福法人","東京母子愛育会保育園","169-0074","新宿区北新宿四丁目２１番１４号","139.692063","35.707366","JGD2011","03-3369-6005","100"
"営利法人","ほっぺるランド北新宿","169-0074","新宿区北新宿３－９－２０","139.692644","35.702158","JGD2011","03-5937-2960","72"
"営利法人","アスク北新宿保育園","169-0074","新宿区北新宿２－４－１１","139.689672","35.699036","JGD2011","03-5338-2511","72"
"区市町村","高田馬場第ニ保育園","169-0075","新宿区高田馬場１－４－１７","139.709215","35.710946","JGD2011","03-3209-1433","105"
"社福法人","オルト保育園","169-0075","新宿区高田馬場三丁目４０番３号","139.696035","35.712546","JGD2011","03-5332-7081","122"
"営利法人","にじいろ保育園高田馬場西","169-0075","新宿区高田馬場一丁目２４－１６　内田ビル１Ｆ","139.705212","35.711755","JGD2011","03-6302-1073","24"
"営利法人","にじいろ保育園高田馬場東","169-0075","新宿区高田馬場１－１６－２６","139.707373","35.71106","JGD2011","03-6205-6338","72"
"営利法人","保育所まぁむ高田馬場駅前園","169-0075","新宿区高田馬場３丁目１番５号　花川第２ビル２Ｆ","139.703676","35.71451","JGD2011","03-6279-1105","75"
"区市町村","文京区立さしがや保育園","112-0001","文京区白山２－３２－６","139.7497","35.718097","JGD2011","03-3811-3474","128"
"営利法人","キッズソフィア・白山保育園","112-0001","文京区白山４－３６－１３","139.74785","35.72241","JGD2011","03-3942-6460","45"
"社福法人","白山ひかり保育園","112-0001","文京区白山２－２９－９","139.750983","35.717633","JGD2011","03-3818-1188","60"
"営利法人","ベネッセかごまち保育園","112-0001","文京区白山５－１７－１７","139.746261","35.726896","JGD2011","03-5940-2023","60"
"営利法人","木下の保育園白山","112-0001","文京区白山２丁目１５番１２号","139.747178","35.717686","JGD2011","03-5615-9985","96"
"営利法人","こころぶんきょうみょうがだに保育園","112-0001","文京区白山３丁目３番３号","139.742436","35.719133","JGD2011","03-5615-8300","62"
"区市町村","文京区立久堅保育園","112-0002","文京区小石川５－２７－７","139.741553","35.718613","JGD2011","03-3811-0712","123"
"区市町村","文京区立柳町保育園","112-0002","文京区小石川１－２３－６","139.750652","35.713753","JGD2011","03-3811-0978","36"
"営利法人","小学館アカデミー小石川保育園","112-0002","文京区小石川２－１－１２","139.751489","35.709114","JGD2011","03-5805-1015","69"
"他の法人","にじのいるか保育園小石川","112-0002","文京区小石川１－２４－３","139.749716","35.714119","JGD2011","03-6801-8228","63"
"営利法人","ハッピーマム茗荷谷","112-0002","文京区小石川５－４－１","139.738431","35.716972","JGD2011","03-5615-8877","60"
"公益法人","富坂まきば保育園","112-0002","文京区小石川２丁目１７番４０号","139.748436","35.711264","JGD2011","03-3868-3374","90"
"営利法人","モニカ茗荷谷駅前園","112-0002","文京区小石川５丁目３番２号　エイト印刷ビル２階","139.739028","35.716613","JGD2011","03-5615-8798","60"
"営利法人","茗荷谷ここわ保育園","112-0002","文京区小石川５丁目８番１号","139.738601","35.718045","JGD2011","03-3868-0639","60"
