実数・増加率,年次・四半期・月次コード,年次・四半期・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の定期収入（円）,実収入／経常収入／勤め先収入／世帯主の臨時収入・賞与（円）,実収入／経常収入／勤め先収入／配偶者・他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,実収入以外の受取(繰入金を除く)（円）,繰入金（円）,可処分所得（円）,貯蓄純増（円）,平均消費性向（％）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,実支出以外の支払(繰越金を除く)（円）,繰越金（円）
jissu,tuki,実数_平成26年11月,2014,11,361,3.34,1.61,49,475452,468997,455485,"398,736","7,345","49,406","7,695","5,816","6,455","403,877","69,637","383,999","41,774",84.9,"417,522","326,069",326069,"86,111","25,738","19,394","12,148","20,444","15,085","34,800","18,336","39,653","54,359",-,"91,453","473,723","57,721"
jissu,tuki,実数_平成26年12月,2014,12,360,3.37,1.63,48.7,979250,956629,921933,"399,932","420,307","101,694","11,510","23,185","22,621","535,358","75,382","802,437","350,879",50.8,"584,665","407,852",407852,"103,143","36,017","24,949","13,386","20,456","15,429","47,264","18,507","51,984","76,716",-,"176,813","924,998","80,327"
jissu,tuki,実数_平成27年1月,2015,1,367,3.35,1.64,47.8,502885,489700,477136,"404,726","7,066","65,343","6,748","5,817","13,185","477,168","90,584","402,887","-2,868",94.5,"484,307","384,309",380771,"85,707","27,453","28,230","9,376","21,103","14,468","57,432","26,137","41,597","69,269","3,538","99,998","520,511","65,820"
jissu,tuki,実数_平成27年2月,2015,2,374,3.33,1.67,48.9,509393,503842,458196,"399,630","3,704","54,861","5,151","40,496","5,551","458,862","67,645","417,027","48,987",82.2,"449,079","356,714",342866,"80,747","25,069","31,565","13,583","16,522","13,474","52,386","25,820","33,595","50,105","13,848","92,366","521,619","65,202"
jissu,tuki,実数_平成27年3月,2015,3,379,3.36,1.62,48.3,500360,486302,475841,"411,030","14,828","49,982","5,125","5,336","14,057","489,418","74,348","401,136","21,181",92.3,"519,052","419,829",370134,"88,554","26,384","31,415","11,044","23,791","15,552","40,831","30,245","37,676","64,640","49,695","99,223","475,885",69189
jissu,tuki,実数_平成27年4月,2015,4,377,3.35,1.65,48.3,521125,505284,470333,"403,986","10,217","56,129","2,885","32,066","15,841","555,379","79,670","422,219","-5,437",100.3,"562,060","463,154",423571,"82,943","23,138","28,005","12,680","19,253","13,715","40,407","82,678","33,700","87,051","39,583","98,906","531,253","62,860"
jissu,tuki,実数_平成27年5月,2015,5,365,3.36,1.69,48.2,482508,476657,469226,"400,854","9,681","58,690","4,431","3,000","5,851","465,007","71,704","376,556","4,174",99.7,"481,420","375,467",375467,"89,135","26,938","23,420","12,200","20,848","11,409","57,873","34,450","36,744","62,452",-,"105,952","479,971",57828
jissu,tuki,実数_平成27年6月,2015,6,364,3.32,1.69,48.4,862848,860408,810341,"413,115","321,750","75,476","1,954","48,113","2,440","467,260","68,049","654,624","284,394",49.6,"532,750","324,527",324527,"82,772","30,896","19,482","12,191","17,380","11,069","32,729","19,674","44,554","53,778",-,"208,223","793,663",71743
jissu,tuki,実数_平成27年7月,2015,7,366,3.26,1.63,48.9,590877,587276,579726,"413,068","101,611","65,047","2,415","5,136","3,601","436,995","76,896","469,227","99,286",70.5,"452,513","330,863",330863,"86,766","27,610","16,661","12,425","17,398","11,982","34,701","21,263","44,505","57,553",-,"121,650","583,258","68,997"
jissu,tuki,実数_平成27年8月,2015,8,376,3.23,1.6,48.7,497942,493889,462089,"406,916","8,788","46,385","5,189","26,611","4,054","406,095","74,026","405,398","60,769",82.6,"427,572","335,029",335029,"87,904","28,685","19,200","12,727","11,926","10,666","41,026","14,562","53,970","54,363",-,"92,544","491,337","59,154"
jissu,tuki,実数_平成27年9月,2015,9,376,3.25,1.6,48.9,450322,447339,443790,"392,523","5,468","45,799","2,250","1,299","2,983","399,954","69,413","362,518","27,860",89.4,"411,989","324,185",324185,"82,508","26,542","17,442","9,454","15,725","15,479","42,576","30,554","36,117","47,788",-,"87,804","450,862","56,838"
jissu,tuki,実数_平成27年10月,2015,10,377,3.28,1.6,48.4,518855,517011,465293,"404,272","8,102","52,919","2,707","49,010","1,845","410,548","69,264","426,599","73,533",78.8,"428,339","336,083",336083,"84,723","23,946","16,886","11,992","18,775","12,720","35,765","28,670","35,690","66,915",-,"92,257","511,522","58,806"
meimoku,nen,対前年（同期・同月）名目増加率_平成23年平均,2011,,-,-,-,-,-8.2,-8.3,-8.1,-6.8,-24.1,8.6,-40.8,-5.4,-5.7,-8.6,-3.4,-7.8,-20.8,-,-6.1,-4.9,-7.1,-1.1,-7.4,-5.5,-10.1,-15.5,-2.2,-5.5,0.5,-15.5,-10.9,72.7,-9.9,-10.4,-1.9
meimoku,nen,対前年（同期・同月）名目増加率_平成24年平均,2012,,-,-,-,-,1.8,1.5,1.7,-0.1,5.4,10.4,16.9,-4.5,25,5.3,-2.6,1.3,3,-,2,1.4,3.2,0.8,8.2,8.3,5.6,8.4,5.4,8.2,-4.6,-0.1,2.6,-31.4,4.1,4.5,-3.2
meimoku,nen,対前年（同期・同月）名目増加率_平成25年平均,2013,,-,-,-,-,0.6,0.9,1.9,0.2,4.9,9.5,-31.8,-18.4,-16.8,5,0.1,0.4,-12.2,-,5.8,7.3,4.5,3.8,15.9,1.9,5.6,3.9,0.6,10.2,-1.6,1.4,2.6,86,1.1,0.8,-8.6
meimoku,nen,対前年（同期・同月）名目増加率_平成26年平均,2014,,-,-,-,-,1.2,1,0.7,1.6,7,-11.4,65.6,-2.3,18.6,-5.8,-2.2,0.2,26.2,-,-4.7,-7.6,-2.9,0.8,-11.1,0.2,9.2,2.3,-8.1,-3.1,-8.3,2.3,-7.7,-83.5,5.4,0.4,-1.4
meimoku,sihan,対前年（同期・同月）名目増加率_平成26年7～9月,2014,7～9,-,-,-,-,-4.2,-4.3,-5.2,-3.6,13.5,-28,153.1,10.9,3.7,-12.9,0.9,-4.5,45.6,-,-9.1,-10.8,-5.4,-1.4,-23.4,-5.3,-1.5,-1.7,-2.4,6.4,-23.3,-7.4,-5.3,-78,-3.1,-7.3,0.1
meimoku,sihan,対前年（同期・同月）名目増加率_平成26年10～12月,2014,10～12,-,-,-,-,-0.6,-1,-2.1,-3.3,2.4,-4.2,226.6,3.7,28.2,-0.7,-7.8,-0.7,-9.3,-,-3.9,-5.2,0.1,5.4,-13,5.3,-2.8,-3.7,1.9,-2.2,-10,15.2,-3.3,-90,-0.2,0.9,1.5
meimoku,sihan,対前年（同期・同月）名目増加率_平成27年1～3月,2015,1～3,-,-,-,-,-3,-3.2,-4.8,-6.5,10,6.4,189.5,27.3,5.2,7.1,2.2,-2.2,-47.2,-,4.8,8,3.6,7.6,-16.8,6.1,-26.4,3.8,10.1,11.5,21.8,5,0.6,255.8,-6.4,-2.4,13.8
meimoku,sihan,対前年（同期・同月）名目増加率_平成27年4～6月,2015,4～6,-,-,-,-,-2.2,-1.8,-2.7,-4,5.4,-8,14.3,21.2,-24.8,11.3,1.9,-2,-24.4,-,6.5,10.3,6.5,4.5,-8.5,6.5,6.7,-3.9,9.7,8,30.9,-11.4,17.8,...,-2.8,0,9.3
meimoku,sihan,対前年（同期・同月）名目増加率_平成27年7～9月,2015,7～9,-,-,-,-,-2.9,-2.5,-2.1,1.1,-31.1,5.2,-36.5,-7.7,-36.8,-5.3,-6,-1.7,27.6,-,-7.9,-8,-6.3,2,11,-8.2,-5.7,-3.3,-9.1,-33.9,4.9,4.2,-8.8,-100,-7.5,-0.6,-5.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年10月,2014,10,-,-,-,-,0.7,0.3,-1.3,1.4,4.1,-19.7,321.9,7.1,69,3.6,1.5,-1,-21.5,-,3.8,2.6,0.6,3,14.3,4.5,-0.9,-0.2,-13.8,-6.6,-9,21.5,-7.6,...,7.9,-0.3,8.6
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年11月,2014,11,-,-,-,-,-3.6,-4,-5.5,-4.4,32.8,-16.7,214.1,30.5,37.1,-5.4,-10.5,-2.6,-9.6,-,-7.3,-7.1,-7,6.1,-36.4,-2.1,-4.1,-10.1,2.7,-15.8,-5.8,2.7,-9.1,-100,-7.6,-3.1,-3
meimoku,tuki,対前年（同期・同月）名目増加率_平成26年12月,2014,12,-,-,-,-,0.3,-0.1,-0.8,-6.6,1.9,15,193.3,-6,19.6,-0.4,-12.7,0.4,-7.2,-,-6.9,-9.4,6.2,6.9,-9.4,12.6,-3.5,0.4,19,16.1,-15.2,21.9,4.7,-100,-0.5,3.7,-0.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年1月,2015,1,-,-,-,-,-1.5,-1.6,-2.5,-5.7,-2,23.7,131.3,5.8,3.4,13.4,5.5,-1.7,-106.9,-,9.7,12.7,12.4,11.1,5.2,5.9,-17.4,-4.2,56,47.3,22.7,15.6,-0.9,58.2,-0.6,1.4,6.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年2月,2015,2,-,-,-,-,-5.5,-5.4,-8.6,-9.5,70.1,-4.5,326.8,33.8,-17.8,7.2,-0.7,-3.5,-27,-,4.4,10.4,9.2,7.7,-19.8,2.2,10.1,30.4,-1.4,35,33,9.8,1.5,50.5,-13.7,-4.4,9.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年3月,2015,3,-,-,-,-,-2,-2.5,-3.3,-4.1,6.9,0.6,192,10.8,20.7,1.7,1.1,-1.3,13.8,-,1,2.3,-8.1,4.5,-29.5,10.7,-50.9,-2.8,-6.1,-28.7,12.9,-7.9,1.4,570.2,-4.5,-4.2,26.9
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年4月,2015,4,-,-,-,-,-5.8,-4.6,-5.8,-4.1,-41.9,-7.4,64.1,11.5,-31.6,22.3,18.3,-6.1,-111.8,-,19.3,26,15.2,7.5,-35.4,13.2,66.7,10.2,12.9,3.4,60.8,-26.4,54.2,...,-4.3,-2.1,2.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年5月,2015,5,-,-,-,-,-3.2,-3.5,-3.3,-5.4,101.6,3.8,70.1,-51.7,39.9,5,-5.2,-2.2,-84.4,-,2.2,4.9,4.9,4.1,1.2,5.6,-15.2,6.3,4.5,29.3,-3.1,-8.6,7.3,-,-6.3,-1.9,2.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年6月,2015,6,-,-,-,-,0.7,1,-0.5,-2.4,6.6,-15.8,-47.8,42.9,-48.3,6.4,-6,1,-5.7,-,-0.9,-1.3,-1.3,2.1,18.6,-0.8,-4.2,-23.6,11.4,-12.7,12.3,1.8,-7.2,-,-0.1,2.8,22.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年7月,2015,7,-,-,-,-,-3.5,-3.6,-3.5,4.7,-31.3,11.5,-44,30.8,13.2,-2,0.8,-1.7,-10.9,-,-8,-7.3,-4.4,6.1,10.4,-6.6,-6.6,-5.4,-3.3,-39.5,-3.6,0.2,7.6,-100,-9.9,0.8,8
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年8月,2015,8,-,-,-,-,-1.8,-0.9,-0.4,0.6,-43.7,6.1,-11.4,-6.6,-52.8,-1,-3.6,-1,14.7,-,-2.3,-1.6,-1,-0.6,29.9,-6.5,17.7,-16.8,-26.5,-2.9,3.1,10,-12.6,-100,-4.9,0.4,-11.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年9月,2015,9,-,-,-,-,-3.4,-3,-1.9,-2,19.9,-3.3,-57.9,-61.6,-41.2,-12.3,-14.7,-2.6,263.5,-,-12.9,-14.5,-12.9,0.7,-3.6,-11.3,-24.8,13.3,2.9,-46.4,12.7,1.3,-19.4,-100,-6.6,-3.4,-11.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年10月,2015,10,-,-,-,-,-0.1,0.5,-1.2,-2.4,8.9,7,-62,34.3,-63.4,-5.9,-1.1,3.1,48.3,-,-5,-2.6,-0.7,0.6,-28.5,-15.6,-7.1,10.2,-1.2,-7,-5,-6.7,31,-100,-12.7,-0.2,-6
jissitu,nen,対前年（同期・同月）実質増加率_平成23年平均,2011,,-,-,-,-,-7.7,-7.8,-7.6,-6.3,-23.7,9.1,-40.5,-4.9,-5.2,-,-,-7.3,-,-,-,-,-6.6,-0.4,-6.8,-8,-4.8,-15.8,-1.6,-6.1,0.5,-12.5,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成24年平均,2012,,-,-,-,-,2.3,2,2.2,0.4,5.9,11,17.5,-4,25.6,-,-,1.8,-,-,-,-,3.7,1.5,8.9,2,12.1,8.6,5.7,8.3,-4.9,2.5,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成25年平均,2013,,-,-,-,-,0.4,0.7,1.7,0,4.7,9.3,-31.9,-18.6,-17,-,-,0.2,-,-,-,-,4.3,4.2,16.5,-3.7,8.3,4.3,1.2,9.8,-1.8,2.4,-,-,-,-,-
jissitu,nen,対前年（同期・同月）実質増加率_平成26年平均,2014,,-,-,-,-,-1.7,-1.9,-2.2,-1.4,3.9,-14,60.8,-5.1,15.1,-,-,-2.7,-,-,-,-,-5.7,-2.5,-11.6,-5,5.7,0.5,-8.7,-5.4,-10.4,-1.4,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年7～9月,2014,7～9,-,-,-,-,-7.5,-7.6,-8.5,-6.9,9.6,-30.5,144.3,7,0.1,-,-,-7.8,-,-,-,-,-8.7,-5.4,-24.2,-10,-5,-3.7,-3.7,3.5,-25.4,-11.6,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年10～12月,2014,10～12,-,-,-,-,-3.4,-3.8,-4.9,-6,-0.5,-6.9,217.4,0.8,24.6,-,-,-3.5,-,-,-,-,-2.7,2.5,-13.8,1.1,-5,-5.9,0.3,-5,-12.5,10.8,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成27年1～3月,2015,1～3,-,-,-,-,-5.8,-6,-7.6,-9.2,6.8,3.3,181.1,23.6,2.1,-,-,-5,-,-,-,-,0.6,3.8,-17.6,0,-26.5,1.5,7.9,9.9,18.8,1.4,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成27年4～6月,2015,4～6,-,-,-,-,-3,-2.6,-3.5,-4.8,4.6,-8.7,13.4,20.2,-25.4,-,-,-2.8,-,-,-,-,5.7,2.2,-8.7,6.2,7.7,-4.3,8.7,8.9,29.9,-11.6,-,-,-,-,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成27年7～9月,2015,7～9,-,-,-,-,-3.1,-2.7,-2.3,0.9,-31.2,5,-36.6,-7.9,-36.9,-,-,-1.9,-,-,-,-,-6.5,0.1,11.2,-0.8,-6.7,-3.3,-10.1,-33.2,4.1,2.7,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年10月,2014,10,-,-,-,-,-2.4,-2.8,-4.4,-1.7,0.9,-22.2,308.8,3.8,63.8,-,-,-4.1,-,-,-,-,-2.5,-0.4,13.1,0.7,-4.5,-3,-15.1,-9.5,-11.5,16.2,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年11月,2014,11,-,-,-,-,-6.1,-6.5,-8,-6.9,29.3,-18.9,205.8,27.1,33.5,-,-,-5.2,-,-,-,-,-9.4,3.6,-37,-6,-5.9,-11.9,1.1,-18.3,-8.4,-1.1,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年12月,2014,12,-,-,-,-,-2.4,-2.8,-3.5,-9.1,-0.9,11.9,185.3,-8.6,16.3,-,-,-2.3,-,-,-,-,3.3,4,-10.3,7.3,-4.7,-1.8,16.7,13.2,-17.5,17.8,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年1月,2015,1,-,-,-,-,-4.4,-4.5,-5.3,-8.4,-4.9,20.1,124.6,2.7,0.4,-,-,-4.6,-,-,-,-,9.1,6.9,4.2,0.2,-17.5,-6.6,53.1,45,19.4,11.9,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年2月,2015,2,-,-,-,-,-8.2,-8.1,-11.2,-12.1,65.3,-7.2,314.8,30,-20.1,-,-,-6.2,-,-,-,-,6.1,3.9,-20.7,-3.8,10.3,27.6,-3.4,33.1,29.8,6,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年3月,2015,3,-,-,-,-,-4.9,-5.3,-6.1,-6.9,3.8,-2.3,183.5,7.6,17.2,-,-,-4.2,-,-,-,-,-10.8,0.7,-30.3,4.1,-51.2,-4.8,-8.1,-29.7,10.5,-11.3,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年4月,2015,4,-,-,-,-,-6.7,-5.5,-6.7,-5,-42.5,-8.3,62.5,10.4,-32.3,-,-,-7,-,-,-,-,14.1,5.2,-35.6,8.3,68.9,10.2,12.3,4.3,59.7,-26.3,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年5月,2015,5,-,-,-,-,-3.9,-4.2,-4,-6.1,100.2,3.1,68.9,-52,38.9,-,-,-2.9,-,-,-,-,4.2,1.8,1.1,5.9,-14.3,5.6,3.5,30.6,-3.8,-9.1,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年6月,2015,6,-,-,-,-,0.2,0.5,-1,-2.9,6.1,-16.2,-48.1,42.2,-48.6,-,-,0.5,-,-,-,-,-1.8,-0.2,18.5,2.2,-3.7,-24.1,10.3,-12.3,11.5,1.6,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年7月,2015,7,-,-,-,-,-3.8,-3.9,-3.8,4.4,-31.5,11.2,-44.2,30.4,12.9,-,-,-2,-,-,-,-,-4.7,3.9,10.6,-1.1,-7.2,-5.1,-4.3,-39,-4.3,-0.9,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年8月,2015,8,-,-,-,-,-2,-1.1,-0.6,0.4,-43.8,5.9,-11.6,-6.8,-52.9,-,-,-1.2,-,-,-,-,-1.2,-2.7,30,1.1,15.8,-16.5,-27.4,-1.8,2.4,8.6,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年9月,2015,9,-,-,-,-,-3.4,-3,-1.9,-2,19.9,-3.3,-57.9,-61.6,-41.2,-,-,-2.6,-,-,-,-,-12.9,-0.6,-3.5,-2.1,-25.8,12.6,1.9,-45.8,11.9,-0.8,-,-,-,-,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年10月,2015,10,-,-,-,-,-0.3,0.3,-1.4,-2.6,8.7,6.8,-62.1,34,-63.5,-,-,2.9,-,-,-,-,-0.9,-2.2,-28.1,-6.8,-7.9,9.2,-2,-5.5,-5.7,-8.1,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年10月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標２　―勤労者世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
