実数・増加率,年次・四半期・月次コード,年次・四半期・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,消費支出（円）,消費支出／食料（円）,消費支出／住居（円）,消費支出／光熱・水道（円）,消費支出／家具・家事用品（円）,消費支出／被服及び履物（円）,消費支出／保健医療（円）,消費支出／交通・通信（円）,消費支出／教育（円）,消費支出／教養娯楽（円）,消費支出／その他の消費支出（円）
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年6月,2015,6,-,-,-,-,4,4.2,-34.5,137.6,-47.4,58.3,6.5,6.3,-11,-6,10,0.8,21.9,2.2,-22.6,5.2,11.8,80.9,-88.3,-18.3,23.8
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年7月,2015,7,-,-,-,-,18.2,18.4,2.7,90.3,-13.4,51.8,19.2,3.2,15.4,27.3,-10,6.1,-40.7,2.7,6.1,31.6,11.5,-23.5,-78.1,-4.4,-25
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年8月,2015,8,-,-,-,-,1.8,2.3,2.9,49.2,-10.3,95.2,-0.8,-0.6,-26.4,0.3,5.1,6.3,64.8,0,32.2,11.1,18,-21.9,28.1,-17.6,14.7
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年9月,2015,9,-,-,-,-,40.1,42.3,40.8,118,16.9,57.6,32.6,55.8,19.5,248.1,3.8,2.3,2.3,-0.1,13.6,94.9,-15.3,2.8,898.5,-0.3,-1.3
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年10月,2015,10,-,-,-,-,-13.2,-13,46.1,278.7,-1.6,-42.6,-14.4,-14.5,-29.5,-10.3,4,1.9,-32,-13.6,25.9,29.2,-17.6,-2.8,215.5,3.3,33.2
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年11月,2015,11,-,-,-,-,13.6,15.1,34.3,219.5,7.1,-10.2,5.7,-1.9,-0.2,-3.6,11.2,0.4,12.4,-11.1,36.5,29.4,22.3,28.8,198.6,23.9,8.1
meimoku,tuki,対前年（同期・同月）名目増加率_平成27年12月,2015,12,-,-,-,-,-4,-5.6,64.8,486.9,-12.6,5.9,-10.9,-6.2,185.9,-3.3,-2.7,0.5,64.9,-19.1,-19,-6.9,-3,-1,923.2,-10.5,-16.1
jissitu,nen,対前年（同期・同月）実質増加率_平成24年平均,2012,,-,-,-,-,-2,-2.1,19.4,11.2,26.5,-4.9,-4,-3.7,2,-1.6,4,2.7,24.5,5.6,1.9,5.2,4.6,11,82.7,-4.6,-
jissitu,nen,対前年（同期・同月）実質増加率_平成25年平均,2013,,-,-,-,-,1.4,-0.1,0.2,-32.6,25.2,10.9,-0.5,0,51.8,-0.7,2.8,-0.4,10.2,-1.6,9.7,-0.5,1.8,1.1,-64.8,6.1,-
jissitu,nen,対前年（同期・同月）実質増加率_平成26年平均,2014,,-,-,-,-,-7.1,-5.5,-5.9,-40.8,8.4,16,-6.5,-8.5,-43,-6.7,-6.9,-2,-18.5,-6.1,-4.9,-8.4,-4,0,-39.6,-3.5,-
jissitu,nen,対前年（同期・同月）実質増加率_平成27年平均,2015,,-,-,-,-,-2.5,-2.4,-2.1,84.1,-21.4,19,-3.6,-2.4,-7.7,-4.7,1.7,0.5,4.4,3.2,-4,8.4,-3.8,7.2,338.1,-0.1,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年10～12月,2014,10～12,-,-,-,-,-2.7,-2.5,-50.6,-70.5,-43.9,22.1,4.4,3.7,-14.5,-4.6,-3.8,3.6,-25.7,-3.2,-0.3,-3.4,14.8,7,-16.4,-1.4,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成27年1～3月,2015,1～3,-,-,-,-,-7.5,-6.6,-36.2,-27.4,-39,-4.2,-0.5,2.6,-26.1,-15.6,-2.8,-1.7,8.2,0.5,-31.9,-16.4,-8.5,15.3,-90.8,4.6,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成27年4～6月,2015,4～6,-,-,-,-,0.8,1.4,-26,21,-33.8,31,3.1,3.4,-26.7,-3.4,7.2,2.6,1.3,6.7,-0.6,-0.6,-10.4,18.4,842.9,2.6,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成27年7～9月,2015,7～9,-,-,-,-,7,7.2,14.4,84.2,-3.6,69.6,1.2,0.8,-0.8,9.3,-0.9,2.9,-7.8,9,15.7,42.3,3.7,-14.1,234.9,-9.6,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成27年10～12月,2015,10～12,-,-,-,-,-7.9,-8.6,50.7,358.1,-4.1,-18.8,-12.7,-10.7,41.3,-6.9,3.4,-1.4,13.7,-6.5,5.2,15.9,-1.4,9.9,232.4,2.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年12月,2014,12,-,-,-,-,-2.4,-2.3,-48.1,-73.6,-36.8,0.2,4.1,1.8,-15.5,-2.6,3.1,5,-13.7,1.2,42.2,7.2,-0.3,0.1,-87.5,6.1,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年1月,2015,1,-,-,-,-,-28.8,-31.7,-45.4,-56,-41,18.7,-23.9,2.3,-6.4,-60.7,3.8,0.6,-17.7,2.7,-36.5,13.2,-12.8,56.1,-91.3,17.2,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年2月,2015,2,-,-,-,-,-3.2,-3.4,-34.5,-18.3,-39.4,-22.1,-0.6,0.9,10.4,-4.3,1.2,1,24.7,1.6,-21.4,-28,-12,39.8,-84.6,23.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年3月,2015,3,-,-,-,-,-15.8,-6.9,-25.7,34.6,-36.4,1.6,18.3,153.6,-47.5,-83.2,-11.7,-6.2,16.9,-2.9,-34.8,-31,-1.6,-32.1,-93.8,-13.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年4月,2015,4,-,-,-,-,1.1,2.2,-15.7,-41.4,-8.6,54.9,1.8,1.5,-45.8,-0.2,1.4,8.1,-29.9,6.9,-31.9,-8.6,-32.1,-15.8,-,-2.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年5月,2015,5,-,-,-,-,-17.7,-18.4,-21.4,19.1,-30.9,-11.3,-18.5,-7.1,-3.1,-6.5,11.6,1.9,49.6,6.1,54.4,3.8,-2.7,-4.9,85.3,31.3,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年6月,2015,6,-,-,-,-,3.5,3.7,-34.8,136.4,-47.7,57.5,6,5.8,-11.4,-6.5,9.5,-1.5,21.8,5.3,-22.2,4.6,10.7,81.8,-88.4,-18.5,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年7月,2015,7,-,-,-,-,17.8,18,2.4,89.7,-13.7,51.3,18.8,2.9,15.1,26.9,-10.3,3.9,-40.6,8.8,5.5,32,10.4,-22.8,-78.3,-5.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年8月,2015,8,-,-,-,-,1.6,2.1,2.7,48.9,-10.5,94.8,-1,-0.8,-26.5,0.1,4.9,4,65,8.1,30.1,11.4,16.6,-21,27.2,-18.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年9月,2015,9,-,-,-,-,40.1,42.3,40.8,118,16.9,57.6,32.6,55.8,19.5,248.1,3.8,1,2.4,10.3,12,93.7,-16.1,3.9,891.6,-2.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年10月,2015,10,-,-,-,-,-13.4,-13.2,45.8,277.9,-1.8,-42.7,-14.6,-14.7,-29.6,-10.5,3.8,-1,-31.6,-4.6,24.8,28,-18.3,-1.2,213.3,1.8,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年11月,2015,11,-,-,-,-,13.4,14.9,34,218.9,6.9,-10.4,5.5,-2.1,-0.4,-3.8,11,-1.7,13.1,-2.4,33.8,27.9,21,30.8,196.5,20.8,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成27年12月,2015,12,-,-,-,-,-4.2,-5.8,64.5,485.7,-12.8,5.7,-11.1,-6.4,185.3,-3.5,-2.9,-1.3,65.9,-11.3,-20.5,-7.8,-4,0.3,916.1,-12.7,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成27年12月,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
主要指標３　―無職世帯―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
