事業所規模,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30～99人,平成17,2005,年平均,18.4,19.2,17.2,143.7,156.9,123.5,132.8,143.8,116,10.9,13.1,7.5
30～99人,平成18,2006,年平均,18.6,19.4,17.4,146.9,159.7,127.2,135.2,145.4,119.6,11.7,14.3,7.6
30～99人,平成19,2007,年平均,19.1,19.7,18,151.9,163.3,132.1,139.5,148.1,124.6,12.4,15.2,7.5
30～99人,平成20,2008,年平均,18.9,19.4,18,151.1,160.8,133.1,139.5,146.9,125.7,11.6,13.9,7.4
30～99人,平成21,2009,年平均,18.2,19,17,142.1,154.4,124.1,132,142,117.4,10.1,12.4,6.7
30～99人,平成21,2009,1月,17.1,17.7,16.2,133.6,144.8,116.8,123.2,132.3,109.5,10.4,12.5,7.3
30～99人,平成21,2009,2月,17.9,18.8,16.6,139.1,151.5,120.7,129.1,139.1,114.2,10,12.4,6.5
30～99人,平成21,2009,3月,18.3,19.1,17.1,144.2,156.6,126,133.2,143,118.9,11,13.6,7.1
30～99人,平成21,2009,4月,19,19.9,17.7,148.7,162,129.5,138,148.9,122.4,10.7,13.1,7.1
30～99人,平成21,2009,5月,17.2,17.8,16.3,135.2,145.4,120,125.5,133.6,113.3,9.7,11.8,6.7
30～99人,平成21,2009,6月,19.2,20.1,18,149.2,161.8,131.2,139.9,150.5,124.7,9.3,11.3,6.5
30～99人,平成21,2009,7月,19.3,20.2,17.9,149.9,163.6,129.7,139.6,151,122.7,10.3,12.6,7
30～99人,平成21,2009,8月,17.6,18.4,16.5,137.8,149.9,120.5,128.2,138,114.2,9.6,11.9,6.3
30～99人,平成21,2009,9月,17.9,18.8,16.5,139.8,152.9,120,130.1,140.7,114.1,9.7,12.2,5.9
30～99人,平成21,2009,10月,18.4,19.1,17.2,143.7,155.8,125.6,133,142.6,118.5,10.7,13.2,7.1
30～99人,平成21,2009,11月,18.3,19.2,17.2,142.8,154.9,125.4,133,142.8,118.8,9.8,12.1,6.6
30～99人,平成21,2009,12月,18.1,18.9,16.9,141.7,153.8,123.7,131.4,141.2,116.9,10.3,12.6,6.8
100～499人,平成17,2005,年平均,19,19.3,18.3,154.1,161.2,139.5,140.6,146,129.4,13.5,15.2,10.1
100～499人,平成18,2006,年平均,19,19.4,18.1,155,163,139.2,140.7,147,128.3,14.3,16,10.9
100～499人,平成19,2007,年平均,19.2,19.6,18.5,157.2,164.3,143.3,143,148.5,132.2,14.2,15.8,11.1
100～499人,平成20,2008,年平均,19.1,19.6,18.3,157.3,164.7,142.4,143.2,149,131.6,14.1,15.7,10.8
100～499人,平成21,2009,年平均,18.7,19.1,18,152.7,160.1,139.5,138.6,144,129.1,14.1,16.1,10.4
100～499人,平成21,2009,1月,17.8,18.2,17,145.7,152.6,132.5,131.7,136.8,122,14,15.8,10.5
100～499人,平成21,2009,2月,18.2,18.6,17.5,148.7,156.2,134.9,134.4,139.8,124.5,14.3,16.4,10.4
100～499人,平成21,2009,3月,18.7,19.2,17.8,152.7,160.8,137.8,137.8,143.7,127,14.9,17.1,10.8
100～499人,平成21,2009,4月,19.6,20.1,18.7,160.3,168.6,145.4,145.6,151.7,134.5,14.7,16.9,10.9
100～499人,平成21,2009,5月,17.8,18.1,17.3,146,152,135.5,132.9,137,125.7,13.1,15,9.8
100～499人,平成21,2009,6月,19.5,20,18.7,157.8,165.7,143.3,144.7,150.7,133.6,13.1,15,9.7
100～499人,平成21,2009,7月,19.9,20.4,19.1,162.6,170.8,148.4,148.4,154.6,137.8,14.2,16.2,10.6
100～499人,平成21,2009,8月,18.5,18.8,18,150.8,157.3,139.7,137.6,142.2,129.7,13.2,15.1,10
100～499人,平成21,2009,9月,18.3,18.6,17.7,149.5,156.5,137.3,135.9,140.9,127.2,13.6,15.6,10.1
100～499人,平成21,2009,10月,18.8,19.2,18.2,154.1,161.4,141.5,139.7,144.9,130.7,14.4,16.5,10.8
100～499人,平成21,2009,11月,18.6,19.1,17.9,152.7,160.5,139.5,138,143.6,128.5,14.7,16.9,11
100～499人,平成21,2009,12月,18.4,18.9,17.7,151.3,158.7,138.6,136.7,142.1,127.6,14.6,16.6,11
500人以上,平成17,2005,年平均,19,19.3,18.5,153.9,159.7,140.6,139.3,143.6,129.4,14.6,16.1,11.2
500人以上,平成18,2006,年平均,19.1,19.4,18.4,154.7,160.6,141.8,140,144.5,130.1,14.7,16.1,11.7
500人以上,平成19,2007,年平均,19.1,19.3,18.6,156,161.7,144.3,140,144,131.7,16,17.7,12.6
500人以上,平成20,2008,年平均,18.9,19.1,18.5,155.1,160.4,144.1,139.1,142.8,131.4,16,17.6,12.7
500人以上,平成21,2009,年平均,18.7,19.1,18,153.5,159.1,142.2,138.8,142.9,130.5,14.7,16.2,11.7
500人以上,平成21,2009,1月,17.9,18.3,16.9,147,153.5,134,132.2,137.2,122.2,14.8,16.3,11.8
500人以上,平成21,2009,2月,18,18.4,17.1,148.6,154.8,136.2,133.5,138,124.4,15.1,16.8,11.8
500人以上,平成21,2009,3月,19,19.3,18.3,157.3,161.7,148.2,141.8,144.8,135.5,15.5,16.9,12.7
500人以上,平成21,2009,4月,19.9,20.2,19.4,162.4,167.8,151.6,146.7,150.7,138.6,15.7,17.1,13
500人以上,平成21,2009,5月,17.7,18,17,146,151.2,135.5,131,134.8,123.3,15,16.4,12.2
500人以上,平成21,2009,6月,19.5,19.9,18.8,159.5,165.3,147.5,144.6,148.7,136.2,14.9,16.6,11.3
500人以上,平成21,2009,7月,20.2,20.6,19.3,164.4,170.5,152,149.8,154.3,140.7,14.6,16.2,11.3
500人以上,平成21,2009,8月,18.8,19.1,18.1,153.4,158.6,142.8,139.8,143.5,132.2,13.6,15.1,10.6
500人以上,平成21,2009,9月,17.9,18.2,17.2,147.3,152.9,136.2,133.5,137.5,125.5,13.8,15.4,10.7
500人以上,平成21,2009,10月,18.9,19.3,18.3,154.7,160.1,143.6,140.4,144.4,132.2,14.3,15.7,11.4
500人以上,平成21,2009,11月,18.4,18.8,17.6,151.1,157,139,136.5,140.9,127.6,14.6,16.1,11.4
500人以上,平成21,2009,12月,18.4,18.7,17.6,150.4,155.9,139.3,135.9,140.1,127.4,14.5,15.8,11.9
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成21年確報,,,,,,,,,,,,,,,
第８表　規模、性別常用労働者の１人平均月間出勤日数及び実労働時間（調査産業計）,,,,,,,,,,,,,,,
