規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成21,2009,2月,94.9,-4.5,91.6,102.9,101.5,102.9,94.6,93.6,98,98.9,95.8,80.4,100.8,82.3,85.2,92.1
30人以上,平成21,2009,3月,98.6,-1.7,97.2,105.5,100.9,110.5,100.5,93.9,102.4,106.6,101.5,82.5,104.3,85,91,96.6
30人以上,平成21,2009,4月,102.4,-1.2,99.5,109.4,107.5,112.2,104.3,98.4,104.9,112.8,104.5,83.2,109.8,89.1,97.4,98.6
30人以上,平成21,2009,5月,92.9,-6,82.5,95.4,93.7,91.4,90.6,90.7,96.1,98.9,99,80.1,105,83.3,85.7,91.8
30人以上,平成21,2009,6月,101.4,-0.6,98.4,108.8,104.8,115.4,100.3,96.3,104.9,109.4,103.7,82.6,108.3,95.7,97.9,98.8
30人以上,平成21,2009,7月,103.7,-1,101,112.6,107.5,116.6,106.3,97.5,106.5,113.4,107.1,82.9,110,89.4,95,100.9
30人以上,平成21,2009,7月（対前年同月比（％））,－,－,-1.8,0.1,-4,2.1,0.7,-0.1,-0.3,-1,-0.5,-7.8,1.6,-3.2,1.3,-0.1
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年７月分,,,,,,,,,,,,,,,,,,,
第17表　労働時間指数（総実労働時間）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
調査対象事業所の抽出替えに伴い、指数を平成21年１月分確報公表時に過去に遡って改訂しています（賃金指数、労働時間指数は平成19年以降、常用雇用指数は平成17年以降）。,,,,,,,,,,,,,,,,,,,
