規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成20,2008,11月,104.7,1.7,79.8,105.3,98.2,113.9,104.9,100.2,108.1,108.5,99.3,105.1,101,104.4,97.6,106.2
５人以上,平成20,2008,12月,104.9,2,80.1,105.6,98.2,113.8,104.8,100.8,108.2,108.5,99,105.2,100.9,104.1,98,107.3
５人以上,平成21,2009,1月,104.8,2.2,79.4,105.3,97.9,113.4,104.8,100.5,107.9,109.1,98.7,106.4,100.8,103.7,97.7,106.8
５人以上,平成21,2009,1月（対前年同月比（％））,－,－,3,2.6,-0.1,10.9,3.3,-0.4,4.1,1.7,-1,4.2,2,1.6,-1.3,1.4
30人以上,平成15,2003,年平均,95.7,－,96.9,92.4,92.2,93.8,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,99.3,3.8,58.2,87.5,88.9,91.3,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,0.7,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,101.7,1.7,101.9,99.8,99.8,103.6,101.5,100.9,104.3,103.2,98,97,99.5,98.6,99.3,103.5
30人以上,平成19,2007,年平均,102.9,1.2,100.4,101,97.8,103.3,102.6,98.7,105.5,109.5,98.5,96.7,99.6,101.3,102,106.5
30人以上,平成20,2008,年平均,104.9,1.9,99.3,103.4,99,104.2,105.7,98.3,107.5,111.7,99.7,100.9,101.6,105.3,94.4,108.4
30人以上,平成20,2008,1月,103.1,1.6,98.1,100.8,97.9,102.6,102.8,98.6,105,110.3,99.4,99.7,99.5,102.6,96.5,106.9
30人以上,平成20,2008,2月,102.9,1.9,98.1,100.9,97.9,102.3,102.8,98.8,104.2,110.5,99.1,98.4,99.8,100.2,96,107.2
30人以上,平成20,2008,3月,102.9,2.2,97.4,100.5,97.9,102.6,103.1,98.8,104.6,110.9,98.4,98,98.9,98.6,94.1,107.5
30人以上,平成20,2008,4月,105.6,1.7,98.5,105.3,100.5,104.2,108.2,99.6,106.5,113.2,102.3,97.2,102,106.4,94.4,109.3
30人以上,平成20,2008,5月,105.5,1.6,98.1,104.2,100.2,103.2,107.9,97.8,106.6,113.9,101,99.5,101.8,107.3,94.5,108.7
30人以上,平成20,2008,6月,105.3,1.6,97.9,104.4,99.8,99.8,106.5,98.3,107.1,112.4,100.3,100.4,102.1,107.5,94.2,108.7
30人以上,平成20,2008,7月,105.4,1.5,98.4,104.7,99.9,99.1,106.3,98.2,107.2,112.1,100.2,100.7,102.5,107.6,94.5,108.9
30人以上,平成20,2008,8月,105,1.4,99.1,104.3,99.9,97.7,105.7,97.8,106.8,111.7,99.9,100.6,102.6,107.2,94.3,108.4
30人以上,平成20,2008,9月,105.5,2.2,101.1,104.4,99.1,104.8,105.7,98,109.9,111.3,100.1,101,102.6,105.6,93.5,108.5
30人以上,平成20,2008,10月,105.6,2.2,101.6,104.1,98.6,104.6,106.7,97.6,109.7,111.3,99.3,101,102.4,108,93.5,108.6
30人以上,平成20,2008,11月,106,2.5,101.6,103.6,98.2,114.6,106.5,97.6,111.2,111.6,98.5,106.1,102.7,106.7,93.5,108.3
30人以上,平成20,2008,12月,106.3,2.9,102,103.6,98.2,114.5,106.4,98,111,111.6,98.2,107.8,102.4,105.9,93.8,110.1
30人以上,平成21,2009,1月,106.1,2.9,101,103.4,98,114.1,106.6,97.5,110.9,112.4,97.5,108.5,102.1,105.3,93.8,109.4
30人以上,平成21,2009,1月（対前年同月比（％））,－,－,3,2.6,0.1,11.2,3.7,-1.1,5.6,1.9,-1.9,8.8,2.6,2.6,-2.8,2.3
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１月分（暫定版）,,,,,,,,,,,,,,,,,,,
第20表　常用雇用指数,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
