規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成20,2008,12月,98.3,-1.3,107.6,100,99.1,103.1,104.8,105,100.6,98.8,99.3,78.4,106.3,90.1,108.3,99
５人以上,平成21,2009,1月,97.8,-1.4,113.8,99,98.5,104.8,104.2,102.5,100,98.3,97.8,79.6,106.5,90.8,110.4,98.3
５人以上,平成21,2009,1月（対前年同月比（％））,－,－,10.1,1.2,0.5,5,0.2,0.8,-2.8,-2,-3.7,-2.6,0.9,-0.5,-1.4,-0.7
30人以上,平成15,2003,年平均,97.5,－,102.8,96.6,108.6,87.3,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,100.5,3.1,107.7,95.9,108.4,107.3,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,-0.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,99.4,-0.6,99.1,97,99.7,99.7,99.1,101.1,103,96.7,101.8,92.2,99.5,101.2,99,97.2
30人以上,平成19,2007,年平均,100.6,1.2,99.9,98.1,99.4,99.9,102.1,102.2,102.5,99.5,101.8,86.9,108.4,100.6,97.5,99.5
30人以上,平成20,2008,年平均,101.3,0.7,103,98.9,100.7,104.8,105.2,105.3,105.9,100.5,100.4,77.5,105.6,96.8,113.7,100.5
30人以上,平成20,2008,1月,101,1,101,98.5,99.5,101.3,103.2,102.4,105,101.1,100.1,85.8,107,96.5,118.2,99.9
30人以上,平成20,2008,2月,101.7,2.1,100.8,99.8,101.2,102.6,103.9,103.7,106.4,100.9,99.6,83.7,108.3,98.4,112.8,100
30人以上,平成20,2008,3月,102.6,1.7,100,100.4,100.8,104.1,106.1,105.8,106.6,101.1,100.9,82.8,106.4,102.1,110.4,101.8
30人以上,平成20,2008,4月,102.7,0.1,102.1,98.8,101.3,103.5,107.1,106.6,107.3,100.6,102.6,82.2,109.6,102.2,113.8,100.3
30人以上,平成20,2008,5月,101.2,1.2,101.5,96.2,99.8,102,103.7,103.6,108.3,100.8,100.7,80.3,106.8,96,116.9,99.5
30人以上,平成20,2008,6月,101,0.4,100.6,98.2,101,100.8,104.4,104.9,105.2,100.3,100.1,77.9,105.6,96.7,115.1,99.9
30人以上,平成20,2008,7月,101.3,1,102.2,98.5,101.5,103.8,104.5,106.6,105.9,101,100.9,74.9,104.3,95.9,113.4,100.8
30人以上,平成20,2008,8月,101.2,0.8,108,98.1,100.5,104,105.8,105.3,107.8,101.1,99.9,73.1,103.5,94.5,111.9,100.3
30人以上,平成20,2008,9月,101,0.7,104.4,98.9,100.3,109.9,107,105.9,105.6,100.9,100.6,71.1,104.2,94.7,109.8,100.7
30人以上,平成20,2008,10月,100.8,-0.1,105.6,98.6,101,107.4,105.7,105.4,104.2,100.1,99.1,69.8,105.2,96.9,122.7,101
30人以上,平成20,2008,11月,100.5,-0.3,104.1,99.7,100.6,112,104.6,106.5,105,99.2,99.3,75.6,103.2,93.1,109.6,100.8
30人以上,平成20,2008,12月,100.4,-0.3,105.1,100.6,100.5,105.7,106.5,107,103.6,98.7,100.4,73.1,103.5,94.1,110.2,100.9
30人以上,平成21,2009,1月,99,-2,111.1,100.1,99,107.1,105.1,104.6,103,97.7,97.8,67.8,103.6,94.2,115.6,98.3
30人以上,平成21,2009,1月（対前年同月比（％））,－,－,10,1.6,-0.5,5.7,1.8,2.1,-1.9,-3.4,-2.3,-21,-3.2,-2.4,-2.2,-1.6
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年１月分（確報）,,,,,,,,,,,,,,,,,,,
第13表　名目賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
調査対象事業所の抽出替えに伴い、指数を平成21年１月分確報公表時に過去に遡って改訂しています（賃金指数、労働時間指数は平成19年以降、常用雇用指数は平成17年以降）。,,,,,,,,,,,,,,,,,,,
