事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
30人以上,E 建設業,平成21,2009,2月,442095,468339,255659,433521,458953,252856,394508,39013,8574,9386,2803
30人以上,E 建設業,平成21,2009,3月,459007,483639,279657,445647,469929,268847,403673,41974,13360,13710,10810
30人以上,E 建設業,平成21,2009,4月,491622,517348,305319,446579,470372,274275,404490,42089,45043,46976,31044
30人以上,E 建設業,平成21,2009,5月,455963,483537,272900,414413,439639,246935,379522,34891,41550,43898,25965
30人以上,E 建設業,平成21,2009,6月,808810,872971,399331,436375,463532,263057,399654,36721,372435,409439,136274
30人以上,E 建設業,平成21,2009,7月,611205,646682,383920,436150,463596,260318,399461,36689,175055,183086,123602
30人以上,E 建設業,平成21,2009,8月,497989,529809,293849,430220,458550,248467,393428,36792,67769,71259,45382
30人以上,E 建設業,平成21,2009,9月,453142,481046,270235,442350,470077,260600,403276,39074,10792,10969,9635
30人以上,E 建設業,平成21,2009,10月,436361,463311,251865,433197,459966,249944,394249,38948,3164,3345,1921
30人以上,E 建設業,平成21,2009,11月,507730,539762,294159,431950,458522,254784,393241,38709,75780,81240,39375
30人以上,E 建設業,平成21,2009,12月,910675,969769,523363,429404,456042,254817,392849,36555,481271,513727,268546
30人以上,F 製造業,平成17,2005,年平均,533669,595212,328622,402853,446609,257068,369714,33139,130816,148603,71554
30人以上,F 製造業,平成18,2006,年平均,539502,600367,336558,401556,443630,261266,368073,33483,137946,156737,75292
30人以上,F 製造業,平成19,2007,年平均,556032,623150,338681,414451,461661,261569,384945,29506,141581,161489,77112
30人以上,F 製造業,平成20,2008,年平均,556920,621507,345776,416378,462462,265724,387591,28787,140542,159045,80052
30人以上,F 製造業,平成21,2009,年平均,529900,589804,347265,410212,454688,274614,386699,23513,119688,135116,72651
30人以上,F 製造業,平成21,2009,1月,425889,474659,275270,414307,460823,270651,389508,24799,11582,13836,4619
30人以上,F 製造業,平成21,2009,2月,414791,456893,279689,411121,452974,276820,386191,24930,3670,3919,2869
30人以上,F 製造業,平成21,2009,3月,453536,499871,312673,415100,460870,275953,390547,24553,38436,39001,36720
30人以上,F 製造業,平成21,2009,4月,441587,488207,301130,415770,460128,282128,390849,24921,25817,28079,19002
30人以上,F 製造業,平成21,2009,5月,433382,473081,311222,402148,444492,271851,380047,22101,31234,28589,39371
30人以上,F 製造業,平成21,2009,6月,712502,800412,440989,408894,451433,277511,387498,21396,303608,348979,163478
30人以上,F 製造業,平成21,2009,7月,707324,791156,455253,407223,451816,273138,385073,22150,300101,339340,182115
30人以上,F 製造業,平成21,2009,8月,426100,474013,282083,410496,456730,271523,388225,22271,15604,17283,10560
30人以上,F 製造業,平成21,2009,9月,419444,465761,280190,408718,454100,272275,387158,21560,10726,11661,7915
30人以上,F 製造業,平成21,2009,10月,420240,467354,282482,408267,453979,274608,383875,24392,11973,13375,7874
30人以上,F 製造業,平成21,2009,11月,428333,474865,286966,409846,454371,274573,385434,24412,18487,20494,12393
30人以上,F 製造業,平成21,2009,12月,1072972,1205319,662228,410964,454926,274527,386170,24794,662008,750393,387701
30人以上,G 電気・ガス・熱供給・水道業,平成17,2005,年平均,724575,765424,454964,527717,556872,335291,468327,59390,196858,208552,119673
30人以上,G 電気・ガス・熱供給・水道業,平成18,2006,年平均,719901,760008,459875,526614,554685,344621,468305,58309,193287,205323,115254
30人以上,G 電気・ガス・熱供給・水道業,平成19,2007,年平均,663881,709198,457333,482533,514951,334777,434357,48176,181348,194247,122556
30人以上,G 電気・ガス・熱供給・水道業,平成20,2008,年平均,681176,724596,477916,491060,521922,346587,443624,47436,190116,202674,131329
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,年平均,703730,731352,507441,526603,546823,382911,448199,78404,177127,184529,124530
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,1月,524252,544345,374367,524206,544308,374249,445407,78799,46,37,118
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,2月,527911,547702,379516,524581,544641,374172,443114,81467,3330,3061,5344
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,3月,550987,571088,403174,535759,555982,387050,446787,88972,15228,15106,16124
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,4月,554300,573031,418453,541085,559830,405137,458288,82797,13215,13201,13316
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,5月,520763,539937,384122,520708,539887,384035,445435,75273,55,50,87
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,6月,1568088,1635495,1088677,522247,540976,389041,447743,74504,1045841,1094519,699636
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,7月,528369,547802,392575,528344,547774,392575,448715,79629,25,28,0
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,8月,514391,534773,374217,514391,534773,374217,443791,70600,0,0,0
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,9月,526938,548236,380252,526938,548236,380252,449893,77045,0,0,0
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,10月,551546,573403,400570,539036,560722,389247,455141,83895,12510,12681,11323
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,11月,524670,546015,376427,524623,545961,376427,447227,77396,47,54,0
30人以上,G 電気・ガス・熱供給・水道業,平成21,2009,12月,1543670,1607374,1099515,517616,538955,368841,446690,70926,1026054,1068419,730674
30人以上,H 情報通信業,平成17,2005,年平均,553746,597950,402613,427372,460554,313922,376944,50428,126374,137396,88691
30人以上,H 情報通信業,平成18,2006,年平均,549214,593086,394218,423604,455972,309249,374936,48668,125610,137114,84969
30人以上,H 情報通信業,平成19,2007,年平均,513151,549362,373543,391181,416954,291815,350867,40314,121970,132408,81728
30人以上,H 情報通信業,平成20,2008,年平均,513137,548914,373196,398598,425262,294302,358517,40081,114539,123652,78894
30人以上,H 情報通信業,平成21,2009,年平均,530187,572024,408029,409546,440727,318501,367351,42195,120641,131297,89528
30人以上,H 情報通信業,平成21,2009,1月,463884,498920,349020,405026,436781,300918,359481,45545,58858,62139,48102
30人以上,H 情報通信業,平成21,2009,2月,420884,449045,332234,413265,442659,320734,367552,45713,7619,6386,11500
30人以上,H 情報通信業,平成21,2009,3月,442528,474088,344052,420286,451274,323596,373834,46452,22242,22814,20456
30人以上,H 情報通信業,平成21,2009,4月,434054,465645,337597,412975,443341,320259,368466,44509,21079,22304,17338
30人以上,H 情報通信業,平成21,2009,5月,418137,450967,318250,401078,431492,308542,359358,41720,17059,19475,9708
30人以上,H 情報通信業,平成21,2009,6月,882555,949166,676053,406113,435789,314113,367072,39041,476442,513377,361940
30人以上,H 情報通信業,平成21,2009,7月,535074,589804,387744,412822,446348,322571,371383,41439,122252,143456,65173
30人以上,H 情報通信業,平成21,2009,8月,422267,451837,342358,409307,440115,326052,369942,39365,12960,11722,16306
30人以上,H 情報通信業,平成21,2009,9月,418399,452185,326804,407664,440059,319842,368188,39476,10735,12126,6962
30人以上,H 情報通信業,平成21,2009,10月,424654,458254,331811,404732,436973,315642,364570,40162,19922,21281,16169
30人以上,H 情報通信業,平成21,2009,11月,465159,508168,345213,409806,441074,322606,367429,42377,55353,67094,22607
30人以上,H 情報通信業,平成21,2009,12月,1035917,1120612,801051,411854,443319,324600,371057,40797,624063,677293,476451
30人以上,I 運輸業,平成17,2005,年平均,424538,452616,286113,349281,373584,229469,296455,52826,75257,79032,56644
30人以上,I 運輸業,平成18,2006,年平均,437294,484627,277209,353062,394731,212136,297227,55835,84232,89896,65073
30人以上,I 運輸業,平成19,2007,年平均,439176,458936,301130,357798,374371,242017,305006,52792,81378,84565,59113
30人以上,I 運輸業,平成20,2008,年平均,451701,470413,319481,358731,374139,249860,307191,51540,92970,96274,69621
30人以上,I 運輸業,平成21,2009,年平均,449078,477456,325439,372607,396087,270309,331329,41278,76471,81369,55130
30人以上,I 運輸業,平成21,2009,1月,406842,434409,277875,370915,395344,256631,330080,40835,35927,39065,21244
30人以上,I 運輸業,平成21,2009,2月,380982,404446,270461,370863,394424,259885,330392,40471,10119,10022,10576
30人以上,I 運輸業,平成21,2009,3月,389070,413999,273986,368552,392558,257730,325875,42677,20518,21441,16256
30人以上,I 運輸業,平成21,2009,4月,393469,414929,294507,377391,397352,285341,334504,42887,16078,17577,9166
30人以上,I 運輸業,平成21,2009,5月,406863,435733,285624,372562,397216,269030,332137,40425,34301,38517,16594
30人以上,I 運輸業,平成21,2009,6月,580191,629089,375634,372886,397660,269249,334825,38061,207305,231429,106385
30人以上,I 運輸業,平成21,2009,7月,507269,530059,410669,371035,394361,272159,329820,41215,136234,135698,138510
30人以上,I 運輸業,平成21,2009,8月,382576,407035,280581,370832,394497,272148,332225,38607,11744,12538,8433
30人以上,I 運輸業,平成21,2009,9月,391229,410876,306983,377221,399939,279810,336285,40936,14008,10937,27173
30人以上,I 運輸業,平成21,2009,10月,381672,404522,281073,368450,389523,275674,325108,43342,13222,14999,5399
30人以上,I 運輸業,平成21,2009,11月,399623,427103,286179,372155,396085,273368,330666,41489,27468,31018,12811
30人以上,I 運輸業,平成21,2009,12月,765766,819312,542223,378306,404123,270527,333836,44470,387460,415189,271696
30人以上,J 卸売・小売業,平成17,2005,年平均,481308,623845,263941,359771,457338,210983,343884,15887,121537,166507,52958
30人以上,J 卸売・小売業,平成18,2006,年平均,500146,637061,283779,370677,462824,225058,352531,18146,129469,174237,58721
30人以上,J 卸売・小売業,平成19,2007,年平均,469437,603119,259337,351492,439989,212407,333564,17928,117945,163130,46930
30人以上,J 卸売・小売業,平成20,2008,年平均,506460,632589,286988,375496,461015,226687,357581,17915,130964,171574,60301
30人以上,J 卸売・小売業,平成21,2009,年平均,450647,566557,269682,353554,437428,222604,335937,17617,97093,129129,47078
30人以上,J 卸売・小売業,平成21,2009,1月,360183,446905,216824,347875,431603,209466,329376,18499,12308,15302,7358
30人以上,J 卸売・小売業,平成21,2009,2月,376431,465279,242236,363721,453034,228824,345944,17777,12710,12245,13412
30人以上,J 卸売・小売業,平成21,2009,3月,382776,475154,244449,362929,450264,232154,341598,21331,19847,24890,12295
30人以上,J 卸売・小売業,平成21,2009,4月,374995,459695,242321,363948,446590,234498,344820,19128,11047,13105,7823
30人以上,J 卸売・小売業,平成21,2009,5月,369720,462541,221686,343121,425436,211842,326176,16945,26599,37105,9844
30人以上,J 卸売・小売業,平成21,2009,6月,678056,873594,376232,359852,443733,230377,342384,17468,318204,429861,145855
30人以上,J 卸売・小売業,平成21,2009,7月,532201,681584,294368,344962,426808,214654,329292,15670,187239,254776,79714
30人以上,J 卸売・小売業,平成21,2009,8月,366736,454376,231789,357616,441883,227862,340689,16927,9120,12493,3927
30人以上,J 卸売・小売業,平成21,2009,9月,361833,446832,223757,347551,428873,215448,332399,15152,14282,17959,8309
30人以上,J 卸売・小売業,平成21,2009,10月,355205,440119,219813,343475,427345,209747,327213,16262,11730,12774,10066
30人以上,J 卸売・小売業,平成21,2009,11月,395145,498245,241348,351766,435607,226699,333823,17943,43379,62638,14649
30人以上,J 卸売・小売業,平成21,2009,12月,843860,1085519,472066,356202,439450,228123,337790,18412,487658,646069,243943
30人以上,K 金融・保険業,平成17,2005,年平均,659549,832394,411095,493947,616736,317446,459820,34127,165602,215658,93649
30人以上,K 金融・保険業,平成18,2006,年平均,665970,854670,405286,477733,604344,302824,443159,34574,188237,250326,102462
30人以上,K 金融・保険業,平成19,2007,年平均,689196,882674,414861,501964,629055,321760,469262,32702,187232,253619,93101
30人以上,K 金融・保険業,平成20,2008,年平均,703715,910842,418454,495376,626095,315346,463518,31858,208339,284747,103108
30人以上,K 金融・保険業,平成21,2009,年平均,651627,807414,406567,499287,612130,321778,465376,33911,152340,195284,84789
30人以上,K 金融・保険業,平成21,2009,1月,528838,646959,331382,498449,602398,324683,461306,37143,30389,44561,6699
30人以上,K 金融・保険業,平成21,2009,2月,586052,719384,371455,493324,603372,316202,458725,34599,92728,116012,55253
30人以上,K 金融・保険業,平成21,2009,3月,548948,672439,349629,508022,621018,325642,471402,36620,40926,51421,23987
30人以上,K 金融・保険業,平成21,2009,4月,532652,647670,350233,510928,616435,343594,471801,39127,21724,31235,6639
30人以上,K 金融・保険業,平成21,2009,5月,659461,819893,409307,488698,596766,320192,454628,34070,170763,223127,89115
30人以上,K 金融・保険業,平成21,2009,6月,1093950,1395519,626872,495396,608301,320526,461702,33694,598554,787218,306346
30人以上,K 金融・保険業,平成21,2009,7月,582160,722022,366422,504806,625383,318814,469859,34947,77354,96639,47608
30人以上,K 金融・保険業,平成21,2009,8月,512726,632780,327370,502332,620586,319755,470026,32306,10394,12194,7615
30人以上,K 金融・保険業,平成21,2009,9月,508379,621151,332821,494983,607795,319362,466506,28477,13396,13356,13459
30人以上,K 金融・保険業,平成21,2009,10月,514301,637479,323262,493527,607737,316395,461177,32350,20774,29742,6867
30人以上,K 金融・保険業,平成21,2009,11月,581431,718403,369546,499116,617749,315599,466912,32204,82315,100654,53947
30人以上,K 金融・保険業,平成21,2009,12月,1156890,1445534,707531,502152,618517,320996,470654,31498,654738,827017,386535
30人以上,L 不動産業,平成17,2005,年平均,487709,578381,271356,370030,434779,215533,348941,21089,117679,143602,55823
30人以上,L 不動産業,平成18,2006,年平均,510886,604684,290160,376647,441400,224269,354203,22444,134239,163284,65891
30人以上,L 不動産業,平成19,2007,年平均,492626,571667,300647,372630,428126,237839,350078,22552,119996,143541,62808
30人以上,L 不動産業,平成20,2008,年平均,486318,563144,303845,371785,426925,240820,348233,23552,114533,136219,63025
30人以上,L 不動産業,平成21,2009,年平均,447289,531659,269841,351540,413809,220575,328868,22672,95749,117850,49266
30人以上,L 不動産業,平成21,2009,1月,397055,464537,253209,355975,417605,224603,330755,25220,41080,46932,28606
30人以上,L 不動産業,平成21,2009,2月,358212,423046,223218,353481,417802,219553,328603,24878,4731,5244,3665
30人以上,L 不動産業,平成21,2009,3月,371515,440620,226739,351042,416063,214824,328593,22449,20473,24557,11915
30人以上,L 不動産業,平成21,2009,4月,365966,431625,230840,354438,418084,223453,331890,22548,11528,13541,7387
30人以上,L 不動産業,平成21,2009,5月,362744,422037,235106,357974,416632,231703,334628,23346,4770,5405,3403
30人以上,L 不動産業,平成21,2009,6月,778720,947985,418762,359793,423922,223416,337170,22623,418927,524063,195346
30人以上,L 不動産業,平成21,2009,7月,439951,520964,267781,353453,414323,224091,330625,22828,86498,106641,43690
30人以上,L 不動産業,平成21,2009,8月,378504,448580,232865,343136,404567,215464,321898,21238,35368,44013,17401
30人以上,L 不動産業,平成21,2009,9月,368507,434078,229791,350335,413627,216439,330625,19710,18172,20451,13352
30人以上,L 不動産業,平成21,2009,10月,357834,423560,223668,345206,408029,216967,322836,22370,12628,15531,6701
30人以上,L 不動産業,平成21,2009,11月,378902,448954,229208,345571,405022,218531,322862,22709,33331,43932,10677
30人以上,L 不動産業,平成21,2009,12月,808791,971021,468262,347937,409819,218043,325834,22103,460854,561202,250219
30人以上,"M 飲食店,宿泊業",平成17,2005,年平均,217897,294804,136134,193583,258579,124484,181489,12094,24314,36225,11650
30人以上,"M 飲食店,宿泊業",平成18,2006,年平均,200659,272914,129696,178471,237650,120350,166728,11743,22188,35264,9346
30人以上,"M 飲食店,宿泊業",平成19,2007,年平均,266642,357157,156411,226784,297289,140923,211288,15496,39858,59868,15488
30人以上,"M 飲食店,宿泊業",平成20,2008,年平均,291668,385270,166970,240510,311104,146464,225656,14854,51158,74166,20506
30人以上,"M 飲食店,宿泊業",平成21,2009,年平均,197071,272615,125701,176626,240214,116551,165606,11020,20445,32401,9150
30人以上,"M 飲食店,宿泊業",平成21,2009,1月,181928,260103,107112,165185,231853,101382,154175,11010,16743,28250,5730
30人以上,"M 飲食店,宿泊業",平成21,2009,2月,178260,245875,114347,177151,244209,113766,167241,9910,1109,1666,581
30人以上,"M 飲食店,宿泊業",平成21,2009,3月,188325,261407,119847,183567,254204,117380,173822,9745,4758,7203,2467
30人以上,"M 飲食店,宿泊業",平成21,2009,4月,185512,247613,126660,181222,241220,124362,169309,11913,4290,6393,2298
30人以上,"M 飲食店,宿泊業",平成21,2009,5月,165417,224582,106621,162612,220719,104868,151872,10740,2805,3863,1753
30人以上,"M 飲食店,宿泊業",平成21,2009,6月,217117,306839,132959,177377,237022,121430,167180,10197,39740,69817,11529
30人以上,"M 飲食店,宿泊業",平成21,2009,7月,226945,320552,139599,182484,249185,120244,171824,10660,44461,71367,19355
30人以上,"M 飲食店,宿泊業",平成21,2009,8月,189783,257955,126021,176379,235066,121489,164943,11436,13404,22889,4532
30人以上,"M 飲食店,宿泊業",平成21,2009,9月,173387,236173,112578,169688,231150,110161,158738,10950,3699,5023,2417
30人以上,"M 飲食店,宿泊業",平成21,2009,10月,193210,265819,127086,189047,259759,124651,177551,11496,4163,6060,2435
30人以上,"M 飲食店,宿泊業",平成21,2009,11月,199816,263160,141819,181106,242360,125023,169575,11531,18710,20800,16796
30人以上,"M 飲食店,宿泊業",平成21,2009,12月,268280,386873,154955,174194,237547,113654,161414,12780,94086,149326,41301
30人以上,"N 医療,福祉",平成17,2005,年平均,415748,566866,355428,323693,436008,278862,300964,22729,92055,130858,76566
30人以上,"N 医療,福祉",平成18,2006,年平均,419640,581505,351120,321949,439532,272174,298773,23176,97691,141973,78946
30人以上,"N 医療,福祉",平成19,2007,年平均,409266,540523,368412,324920,438187,289666,304927,19993,84346,102336,78746
30人以上,"N 医療,福祉",平成20,2008,年平均,423360,560119,381152,333384,451207,297020,311480,21904,89976,108912,84132
30人以上,"N 医療,福祉",平成21,2009,年平均,373962,454182,345931,306913,384954,279644,286860,20053,67049,69228,66287
30人以上,"N 医療,福祉",平成21,2009,1月,341836,396906,323908,303483,390186,275257,282062,21421,38353,6720,48651
30人以上,"N 医療,福祉",平成21,2009,2月,310701,378891,286120,307112,377519,281731,283737,23375,3589,1372,4389
30人以上,"N 医療,福祉",平成21,2009,3月,345674,414331,321470,305290,379615,279088,285702,19588,40384,34716,42382
30人以上,"N 医療,福祉",平成21,2009,4月,319983,399169,291719,312696,391737,284484,294067,18629,7287,7432,7235
30人以上,"N 医療,福祉",平成21,2009,5月,330383,389520,309508,311128,384569,285204,290506,20622,19255,4951,24304
30人以上,"N 医療,福祉",平成21,2009,6月,524606,658435,477859,308007,381915,282191,286980,21027,216599,276520,195668
30人以上,"N 医療,福祉",平成21,2009,7月,365416,440725,339170,314021,395596,285592,295357,18664,51395,45129,53578
30人以上,"N 医療,福祉",平成21,2009,8月,305540,384195,279323,304729,383892,278342,286067,18662,811,303,981
30人以上,"N 医療,福祉",平成21,2009,9月,310295,390134,282137,308426,389209,279935,290769,17657,1869,925,2202
30人以上,"N 医療,福祉",平成21,2009,10月,310421,390104,282147,307459,386884,279276,287308,20151,2962,3220,2871
30人以上,"N 医療,福祉",平成21,2009,11月,303471,389252,273033,302653,388631,272146,283351,19302,818,621,887
30人以上,"N 医療,福祉",平成21,2009,12月,715883,812044,682066,297869,369828,272563,276227,21642,418014,442216,409503
30人以上,"O 教育,学習支援業",平成17,2005,年平均,463678,541219,372754,341567,393876,280230,332608,8959,122111,147343,92524
30人以上,"O 教育,学習支援業",平成18,2006,年平均,469498,550103,377972,345513,401048,282453,336051,9462,123985,149055,95519
30人以上,"O 教育,学習支援業",平成19,2007,年平均,552051,641962,438632,400882,464028,321227,381401,19481,151169,177934,117405
30人以上,"O 教育,学習支援業",平成20,2008,年平均,561473,650041,431093,401015,457786,317443,382050,18965,160458,192255,113650
30人以上,"O 教育,学習支援業",平成21,2009,年平均,500162,587360,388988,367913,428470,290705,360474,7439,132249,158890,98283
30人以上,"O 教育,学習支援業",平成21,2009,1月,370863,435569,290838,368743,432554,289826,362054,6689,2120,3015,1012
30人以上,"O 教育,学習支援業",平成21,2009,2月,385662,449628,305274,367148,426637,292386,359318,7830,18514,22991,12888
30人以上,"O 教育,学習支援業",平成21,2009,3月,450046,526087,352222,379827,439319,303293,371433,8394,70219,86768,48929
30人以上,"O 教育,学習支援業",平成21,2009,4月,400528,468996,313447,375164,440190,292461,366253,8911,25364,28806,20986
30人以上,"O 教育,学習支援業",平成21,2009,5月,394912,461685,309654,373651,432002,299147,364158,9493,21261,29683,10507
30人以上,"O 教育,学習支援業",平成21,2009,6月,833136,951880,682546,368619,427391,294085,361702,6917,464517,524489,388461
30人以上,"O 教育,学習支援業",平成21,2009,7月,527474,630825,394836,370073,432620,289801,362525,7548,157401,198205,105035
30人以上,"O 教育,学習支援業",平成21,2009,8月,360169,420562,283298,358482,418733,281792,351324,7158,1687,1829,1506
30人以上,"O 教育,学習支援業",平成21,2009,9月,369109,431440,289572,361924,423507,283340,356613,5311,7185,7933,6232
30人以上,"O 教育,学習支援業",平成21,2009,10月,393403,457093,311316,369925,429658,292938,363519,6406,23478,27435,18378
30人以上,"O 教育,学習支援業",平成21,2009,11月,387412,456368,298489,359056,416223,285336,351714,7342,28356,40145,13153
30人以上,"O 教育,学習支援業",平成21,2009,12月,1124211,1345834,837477,362535,423073,284211,355241,7294,761676,922761,553266
30人以上,P 複合サービス事業,平成17,2005,年平均,368163,439753,146738,292080,346248,124541,264652,27428,76083,93505,22197
30人以上,P 複合サービス事業,平成18,2006,年平均,369620,443153,146366,289024,343777,122790,255570,33454,80596,99376,23576
30人以上,P 複合サービス事業,平成19,2007,年平均,429003,475460,230255,346314,384923,181142,315214,31100,82689,90537,49113
30人以上,P 複合サービス事業,平成20,2008,年平均,524226,572247,305606,406220,441513,245546,381252,24968,118006,130734,60060
30人以上,P 複合サービス事業,平成21,2009,年平均,541531,624728,307436,412413,472107,244450,387403,25010,129118,152621,62986
30人以上,P 複合サービス事業,平成21,2009,1月,426715,490064,255501,411002,472180,245655,381308,29694,15713,17884,9846
30人以上,P 複合サービス事業,平成21,2009,2月,403130,465159,232933,402280,464032,232841,377811,24469,850,1127,92
30人以上,P 複合サービス事業,平成21,2009,3月,407835,471154,233084,404150,467089,230449,378808,25342,3685,4065,2635
30人以上,P 複合サービス事業,平成21,2009,4月,441275,503689,266933,436120,497366,265043,409318,26802,5155,6323,1890
30人以上,P 複合サービス事業,平成21,2009,5月,415658,474802,248669,413707,472397,248000,386301,27406,1951,2405,669
30人以上,P 複合サービス事業,平成21,2009,6月,1124746,1318118,583223,418190,478543,249178,392721,25469,706556,839575,334045
30人以上,P 複合サービス事業,平成21,2009,7月,439695,505754,253632,402791,463015,233161,376422,26369,36904,42739,20471
30人以上,P 複合サービス事業,平成21,2009,8月,406597,466170,238460,406141,465630,238243,385000,21141,456,540,217
30人以上,P 複合サービス事業,平成21,2009,9月,402939,460824,238633,402426,460130,238633,383400,19026,513,694,0
30人以上,P 複合サービス事業,平成21,2009,10月,452436,516109,270399,450495,513814,269469,426663,23832,1941,2295,930
