事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
100～499人,平成17,2005,年平均,491137,571734,321385,382797,443139,255707,352041,30756,108340,128595,65678
100～499人,平成18,2006,年平均,497115,584004,322487,383329,446545,256279,352614,30715,113786,137459,66208
100～499人,平成19,2007,年平均,484486,566942,320819,374699,434161,256673,345211,29488,109787,132781,64146
100～499人,平成20,2008,年平均,491655,574847,326738,377087,436547,259215,347606,29481,114568,138300,67523
100～499人,平成21,2009,年平均,462520,541337,321957,366142,425511,260263,338881,27261,96378,115826,61694
100～499人,平成21,2009,1月,387487,451075,266585,365503,423732,254790,338227,27276,21984,27343,11795
100～499人,平成21,2009,2月,382278,443459,268472,367625,427228,256755,337767,29858,14653,16231,11717
100～499人,平成21,2009,3月,401056,463548,285865,370281,430923,258499,340441,29840,30775,32625,27366
100～499人,平成21,2009,4月,397541,465600,275510,372786,434579,261990,343027,29759,24755,31021,13520
100～499人,平成21,2009,5月,388108,453064,273883,359365,418483,255405,332868,26497,28743,34581,18478
100～499人,平成21,2009,6月,686199,806960,462193,364141,420594,259425,338105,26036,322058,386366,202768
100～499人,平成21,2009,7月,503813,599180,338935,366393,424848,265331,340485,25908,137420,174332,73604
100～499人,平成21,2009,8月,372976,432287,268434,364722,421740,264222,339512,25210,8254,10547,4212
100～499人,平成21,2009,9月,380029,440551,274945,366501,424568,265679,341565,24936,13528,15983,9266
100～499人,平成21,2009,10月,376604,439625,267377,364978,426098,259044,338208,26770,11626,13527,8333
100～499人,平成21,2009,11月,394431,465127,273332,365213,426862,259611,337911,27302,29218,38265,13721
100～499人,平成21,2009,12月,879309,1037825,604927,366282,426571,261925,338520,27762,513027,611254,343002
500人以上,平成17,2005,年平均,591299,692678,360448,437268,506336,279991,400030,37238,154031,186342,80457
500人以上,平成18,2006,年平均,594616,699352,367378,430019,498832,280721,392586,37433,164597,200520,86657
500人以上,平成19,2007,年平均,583457,682734,378031,425435,490255,291308,387378,38057,158022,192479,86723
500人以上,平成20,2008,年平均,588935,684796,387900,428729,491632,296811,390793,37936,160206,193164,91089
500人以上,平成21,2009,年平均,580065,679706,377633,443702,512645,303637,407231,36471,136363,167061,73996
500人以上,平成21,2009,1月,465305,545927,304353,439843,513589,292618,402225,37618,25462,32338,11735
500人以上,平成21,2009,2月,451323,525493,303708,440278,512769,296006,402177,38101,11045,12724,7702
500人以上,平成21,2009,3月,480446,554105,329328,452642,523213,307861,414392,38250,27804,30892,21467
500人以上,平成21,2009,4月,470401,538166,331719,452386,517634,318854,414003,38383,18015,20532,12865
500人以上,平成21,2009,5月,491379,570645,330805,440024,507150,304043,400752,39272,51355,63495,26762
500人以上,平成21,2009,6月,962471,1157345,567974,444312,511508,308282,407016,37296,518159,645837,259692
500人以上,平成21,2009,7月,650094,761582,424496,441257,508536,305117,405100,36157,208837,253046,119379
500人以上,平成21,2009,8月,455085,526174,310024,445334,514167,304877,411271,34063,9751,12007,5147
500人以上,平成21,2009,9月,445897,515878,303150,436319,504992,296239,402941,33378,9578,10886,6911
500人以上,平成21,2009,10月,459849,530750,314722,444044,512546,303828,410087,33957,15805,18204,10894
500人以上,平成21,2009,11月,487821,567567,323740,443234,511669,302427,407394,35840,44587,55898,21313
500人以上,平成21,2009,12月,1134423,1355296,684407,444906,514242,303638,409507,35399,689517,841054,380769
,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成21年確報,,,,,,,,,,,,,,
第３表　規模、性別常用労働者の１人平均月間現金給与額　（調査産業計）,,,,,,,,,,,,,,
