規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成17,2005,年平均,100,-13.3,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,104.8,4.8,87,125.7,102.9,106.9,94.6,103.7,117.6,121.3,111.7,90.2,103.6,95.1,96.9,102.3
30人以上,平成19,2007,年平均,109.1,4.1,89.3,153.1,103,129.9,96.9,107.5,128,148.6,123.2,86.3,113,75.8,85.6,100.5
30人以上,平成20,2008,年平均,108.1,-0.9,72.5,168.8,101,160.8,98.3,98.5,132.2,165.2,134.5,71.6,117.2,58.3,50.7,96.8
30人以上,平成20,2008,9月,102.8,-2.6,37.4,171.9,97,169.5,92.4,93.7,136.9,162.3,124.6,60,102.1,46.5,38.1,91
30人以上,平成20,2008,10月,110,0.5,42.2,180.7,105.8,185.5,100.4,95,145.8,170.4,139.9,65.9,111.2,52.1,43,96.8
30人以上,平成20,2008,11月,107.7,-3.8,91.6,198.9,99.2,168.9,99.9,94.2,133.1,159.3,131.3,73.7,125,54.8,42.8,94.6
30人以上,平成20,2008,12月,107.8,-1.7,82.7,180.4,92.4,152.8,103.7,95.5,129.6,160.6,131.7,71.4,149.7,53.5,67.8,92.5
30人以上,平成21,2009,1月,100,-2.7,84.8,161.8,83.3,176.6,95.4,92.2,121.3,160.7,123.1,68.4,122.4,41,54.8,88.4
30人以上,平成21,2009,2月,100,-8.4,86.1,179.1,87,191.1,97.3,95.4,111.3,153.3,124.1,64.2,131,42,61.8,87.7
30人以上,平成21,2009,3月,105.4,-8.2,91.1,189.1,83.3,200,100.5,99.5,122.5,164.5,129.6,67.4,124.1,50,65.1,94.5
30人以上,平成21,2009,4月,104.7,-10.1,98.1,178.2,83.3,183.9,100,98.6,128.8,165.4,135.2,76.8,120.7,45,62.9,90.4
30人以上,平成21,2009,5月,96.1,-10.3,77.2,151.8,74.6,154.8,87.7,90.4,112.5,150.5,129.6,69.5,127.6,49,59.7,89
30人以上,平成21,2009,6月,94.6,-10.5,77.8,160,76.8,169.4,88.1,89,112.5,154.2,123.1,65.3,113.8,40,64.5,84.2
30人以上,平成21,2009,7月,100,-8.8,86.7,165.5,79,178.2,100,96.3,122.5,154.2,125,63.2,115.5,42,50.5,84.9
30人以上,平成21,2009,8月,93,-9.4,65.2,154.5,76.8,158.9,91.8,91.8,111.3,138.3,118.5,68.4,115.5,24,50.5,80.8
30人以上,平成21,2009,9月,94.6,-8,69,170,78.3,171,91.3,96.3,111.3,134.6,108.3,65.3,108.6,33,51.6,84.2
30人以上,平成21,2009,9月（対前年同月比（％））,－,－,84.5,-1.1,-19.3,0.9,-1.2,2.8,-18.7,-17.1,-13.1,8.8,6.4,-29,35.4,-7.5
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年９月分,,,,,,,,,,,,,,,,,,,
第19表　労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
調査対象事業所の抽出替えに伴い、指数を平成21年１月分確報公表時に過去に遡って改訂しています（賃金指数、労働時間指数は平成19年以降、常用雇用指数は平成17年以降）。,,,,,,,,,,,,,,,,,,,
