規模,和暦年,西暦年,年平均・月・対前年同月比,調査産業計,調査産業計／対前年比・対前年同月比（％）,鉱業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業,卸売・小売業,金融・保険業,不動産業,飲食店，宿泊業,医療，福祉,教育，学習支援業,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成21,2009,2月,107.6,2.8,71.1,97.4,95,94.2,116.1,107.8,107.9,99.7,108.4,118.7,113.4,109.5,101.3,108.7
５人以上,平成21,2009,3月,107.1,2.3,70.7,97.1,94.7,94.3,116.1,108.3,107.5,99.2,108.1,118.6,113.7,108.7,99.9,107.3
５人以上,平成21,2009,4月,109.1,2.2,74.2,99.4,97.2,96.8,121.5,110.9,108.6,104,108.7,121.3,116.8,106.5,102.9,107.8
５人以上,平成21,2009,4月（対前年同月比（％））,－,－,-8.5,-0.4,-3,8,4.7,2.9,4,1.8,-0.6,11.2,4.9,-2.6,0.4,-0.8
30人以上,平成15,2003,年平均,95.7,－,96.9,92.4,92.2,93.8,－,－,－,－,－,－,－,－,－,－
30人以上,平成16,2004,年平均,99.3,3.8,58.2,87.5,88.9,91.3,－,－,－,－,－,－,－,－,－,－
30人以上,平成17,2005,年平均,100,0.7,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成18,2006,年平均,102.7,2.7,100.2,97.8,100.8,97.9,104.9,103.2,103.8,101.1,102.1,100.9,104.7,100.4,101.7,103.7
30人以上,平成19,2007,年平均,105,2.3,97.1,96.9,99.7,91.9,109.6,103.2,104.5,105,106.8,104.6,110,104.9,107,106.9
30人以上,平成20,2008,年平均,108.2,3,94.4,97.1,101.9,86.9,116.6,104.9,105.9,105,112.3,113.2,117.4,110.9,101.5,109.2
30人以上,平成20,2008,4月,108.6,2.7,94,99.3,103.2,88.1,118.5,105.9,105.1,106.9,114.3,108.2,116.8,111.6,101,110
30人以上,平成20,2008,5月,108.6,2.6,93.3,98.1,102.9,86.8,118.5,104.2,105.1,107.3,113.2,111.1,117,112.7,101.3,109.4
30人以上,平成20,2008,6月,108.5,2.6,93,98.1,102.6,83.5,117.3,104.9,105.6,105.7,112.8,112.5,117.7,113.1,101.2,109.4
30人以上,平成20,2008,7月,108.7,2.5,93.4,98.2,102.8,82.5,117.4,105,105.6,105.2,113,113.1,118.6,113.4,101.7,109.7
30人以上,平成20,2008,8月,108.4,2.4,94,97.6,102.9,80.9,117,104.7,105.2,104.6,113,113.3,119.2,113.1,101.7,109.2
30人以上,平成20,2008,9月,109,3.3,95.7,97.5,102.2,86.3,117.3,105.1,108.2,104.1,113.6,114.2,119.6,111.6,101,109.3
30人以上,平成20,2008,10月,109.2,3.3,96,97.1,101.8,85.7,118.7,104.9,107.9,103.9,113.1,114.4,119.8,114.3,101.2,109.4
30人以上,平成20,2008,11月,109.7,3.5,95.9,96.5,101.4,93.3,118.8,105.1,109.3,104,112.5,120.6,120.7,113.1,101.4,109.1
30人以上,平成20,2008,12月,110,3.9,96.1,96.3,101.5,92.7,119,105.7,109.1,103.8,112.5,122.9,120.7,112.4,101.8,111
30人以上,平成21,2009,1月,109.7,3.7,95.4,96.3,99.3,93.2,119.1,105,108.8,104.1,112.8,123.8,122.1,112.6,102.2,110.1
30人以上,平成21,2009,2月,109.6,3.8,95.2,96.1,97.7,93,119.6,105.7,109.2,104.4,112.7,123.4,120.7,112.5,100.8,110.3
30人以上,平成21,2009,3月,109,3.1,94.7,95.9,97.4,93,119.4,105.4,109.1,103.7,112.2,123.6,121.2,111.2,99.2,108.4
30人以上,平成21,2009,4月,111.7,2.9,99.3,98.1,101,95.6,126.1,108.8,111.2,109.2,113.1,125.4,125.3,108.9,102.6,109
30人以上,平成21,2009,4月（対前年同月比（％））,－,－,5.6,-1.2,-2.1,8.5,6.4,2.7,5.8,2.2,-1,15.9,7.3,-2.4,1.6,-0.9
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２１年４月分,,,,,,,,,,,,,,,,,,,
第20表　常用雇用指数,,,,,,,,,,,,,,,,,,,
（平成１７年平均＝100）,,,,,,,,,,,,,,,,,,,
調査対象事業所の抽出替えに伴い、指数を平成21年１月分確報公表時に過去に遡って改訂しています（賃金指数、労働時間指数は平成19年以降、常用雇用指数は平成17年以降）。,,,,,,,,,,,,,,,,,,,
