"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202406","３ｒｄ　Ｃｌｉｎｉｃ","東京都港区芝公園三丁目4番30号","32芝公園ビル6階","03-6452-8109","2024/6/20","整形外科","35.658906","139.746403"
"202406","ＩＳＴこころみクリニック大門浜松町　心療内科・精神科","東京都港区芝大門二丁目1番13号","芝大友ビル6階","03-5843-8312","2024/6/1","心療内科、精神科","35.655898","139.75298"
"202406","東京植毛クリニック","東京都港区芝大門二丁目10番4号","SGビル4階","03-5046-4241","2024/6/12","美容外科","35.654507","139.753189"
"202406","ジェネラルクリニック","東京都港区六本木六丁目1番20号","六本木電気ビルディング2階","03-3401-0333","2024/6/1","婦人科、内科、美容皮膚科","35.662411","139.731304"
"202407","ラカンクリニック東京　麻布台","東京都港区麻布台一丁目3番1号","麻布台ヒルズ 森JPタワー4階","03-6277-6112","2024/7/23","整形外科","35.660882","139.740657"
"202407","Ｓｎｏｗ　Ｍｅｄｉｃａｌ　Ｃｌｉｎｉｃ","東京都港区芝五丁目25番9号","三田スクエアビル5階","03-6722-0318","2024/7/17","美容皮膚科","35.647314","139.744746"
"202407","東京セントセルクリニック","東京都港区新橋二丁目16番1号","ニュー新橋ビル302","03-6257-1905","2024/7/3","内科、整形外科、女性内科、美容皮膚科","35.666423","139.757358"
"202407","Ｌｕ　Ｂｉｊｏｕ　Ｃｌｉｎｉｃ","東京都港区浜松町一丁目27番13号","クローバー浜松町3階","03-6432-4505","2024/7/16","美容外科、美容皮膚科","35.657240","139.755010"
"202407","株式会社資生堂　浜松町診療所","東京都港区浜松町二丁目3番1号","日本生命浜松町クレアタワー25階","03-5402-4190","2024/7/1","内科","35.656067","139.755541"
"202407","皮膚科．形成外科青山","東京都港区南青山三丁目1番36号","青山丸竹ビル2階、3階","03-6812-9864","2024/7/22","皮膚科、形成外科、耳鼻いんこう科、内科","35.668681","139.715943"

"診療所開設一覧(令和6年7月31日現在)","Ver202407",,,,,,,
