01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,12使用料及び手数料,02手数料,04土木手数料,05建築指導証明手数料,01建築確認証明等手数料,0,1597800
01一般会計,12使用料及び手数料,02手数料,04土木手数料,06都市計画証明等手数料,01都市計画証明等手数料,0,46800
01一般会計,12使用料及び手数料,03証紙収入,01証紙収入,01証紙収入,01証紙収入,0,5827400
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01障害者自立支援介護給付費負担金,01居宅介護給付費負担金,0,147908235
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01障害者自立支援介護給付費負担金,02療養介護給付費負担金,0,45924536
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01障害者自立支援介護給付費負担金,03生活介護給付費負担金,0,359063573
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01障害者自立支援介護給付費負担金,04短期入所給付費負担金,0,37727026
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01障害者自立支援介護給付費負担金,05施設支援給付費負担金,0,117758449
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01障害者自立支援介護給付費負担金,06サービス利用計画作成費負担金,0,19878329
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,01障害者自立支援介護給付費負担金,07共同生活介護給付費負担金,0,5491345
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援訓練等給付費負担金,01就労移行支援給付費負担金,0,57771055
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援訓練等給付費負担金,02就労継続支援給付費負担金,0,284245333
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援訓練等給付費負担金,03共同生活援助給付費負担金,0,87160240
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,02障害者自立支援訓練等給付費負担金,04自立訓練給付費負担金,0,14759255
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援医療給付費負担金,01更生医療給付費負担金,0,89267178
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,03障害者自立支援医療給付費負担金,02育成医療給付費負担金,0,760313
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,04障害者自立支援補装具費支給事業負担金,01障害者自立支援補装具費支給事業負担金,0,13294666
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,05障害児通所支援給付費負担金,01児童発達支援給付費負担金,0,31039997
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,05障害児通所支援給付費負担金,02医療型児童発達支援給付費負担金,0,821143
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,05障害児通所支援給付費負担金,03放課後等デイサービス給付費負担金,0,43119072
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,05障害児通所支援給付費負担金,04障がい児相談支援給付費負担金,0,3964647
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,06特別障害者手当等負担金,01特別障害者手当等負担金,0,39875280
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,07国民健康保険保険基盤安定負担金,01保険基盤安定負担金,0,47056932
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,08児童扶養手当負担金,01児童扶養手当負担金,0,136494940
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,09児童手当等負担金,01３歳未満被用者児童手当負担金,0,444222000
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,09児童手当等負担金,02３歳から中学校修了前被用者児童手当負担金,0,808833333
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,09児童手当等負担金,03非被用者児童手当負担金,0,353416666
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,09児童手当等負担金,04特例給付負担金,0,202713333
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,10児童福祉費負担金,01私立保育所運営費負担金,0,291295713
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,10児童福祉費負担金,02母子生活支援施設入所措置費負担金,0,11205140
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,10児童福祉費負担金,03入院助産措置費負担金,0,213455
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11生活保護費等負担金,01生活扶助費等負担金,0,2733548470
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11生活保護費等負担金,02介護扶助費負担金,0,80093332
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11生活保護費等負担金,03医療扶助費負担金,0,2285254881
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11生活保護費等負担金,04中国残留邦人等生活支援給付費等負担金,0,19983932
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11生活保護費等負担金,05中国残留邦人等介護支援給付費負担金,0,622668
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11生活保護費等負担金,06中国残留邦人等医療支援給付費負担金,0,17587119
01一般会計,13国庫支出金,01国庫負担金,01民生費国庫負担金,11生活保護費等負担金,07中国残留邦人等配偶者支援金負担金,0,257598
01一般会計,13国庫支出金,01国庫負担金,02衛生費国庫負担金,01母子保健衛生費負担金,01未熟児養育医療給付費負担金,0,3993133
01一般会計,13国庫支出金,02国庫補助金,01総務費国庫補助金,01セーフティネット支援対策等事業費補助金,01セーフティネット支援対策等事業費補助金,0,324000
01一般会計,13国庫支出金,02国庫補助金,01総務費国庫補助金,02社会保障・税番号制度事業費補助金,01社会保障・税番号制度事業費補助金,0,48546000
01一般会計,13国庫支出金,02国庫補助金,01総務費国庫補助金,03社会資本整備総合交付金,01牟礼コミュニティ・センター耐震補強事業費交付金,0,11580000
01一般会計,13国庫支出金,02国庫補助金,01総務費国庫補助金,05介護保険事業費補助金,01介護保険事業費補助金,0,1499000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,01地域生活支援事業費等補助金,01地域生活支援事業費等補助金,0,55596000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,03公的賃貸住宅家賃対策調整補助金,01公的賃貸住宅家賃対策調整補助金,0,10619000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,04児童虐待・ＤＶ対策等総合支援事業費補助金,01児童虐待・ＤＶ対策等総合支援事業費補助金,0,665000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,05母子家庭等対策総合支援事業費補助金,01母子家庭等対策総合支援事業費補助金,0,5162000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,06セーフティネット支援対策等事業費補助金,01セーフティネット支援対策等事業費補助金,0,6699000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,07臨時福祉給付金給付事業費補助金,01臨時福祉給付金給付事業費補助金,0,284700000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,08臨時福祉給付金給付事務費補助金,01臨時福祉給付金給付事務費補助金,0,48514455
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,09子育て世帯臨時特例給付金給付事業費補助金,01子育て世帯臨時特例給付金給付事業費補助金,0,162480000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,10子育て世帯臨時特例給付金給付事務費補助金,01子育て世帯臨時特例給付金給付事務費補助金,0,13721000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,11保育緊急確保事業費補助金,01保育緊急確保事業費補助金,0,76668000
01一般会計,13国庫支出金,02国庫補助金,02民生費国庫補助金,12年金生活者支援給付金支給準備市町村事務費取扱交付金,01年金生活者支援給付金支給準備市町村事務費取扱交付金,0,4931000
01一般会計,13国庫支出金,02国庫補助金,03衛生費国庫補助金,01疾病予防対策事業費等補助金,01疾病予防対策事業費等補助金,0,17861000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,01既存民間建築物台帳整備事業費交付金,0,6804000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,02応急危険度判定システム整備事業費交付金,0,3745000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,03市道第１３５号線整備事業費交付金,0,11000000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,04都市計画道路３・４・１３号（牟礼）整備事業費交付金,0,82500000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,05循環型住まいづくり推進事業費交付金,0,1206000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,06野崎三丁目公園用地取得事業費交付金,0,47000000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,07新川あおやぎ公園用地取得事業費交付金,0,23000000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,08木造住宅耐震診断助成事業費交付金,0,446000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,09災害に強い住宅・まちづくり推進事業費交付金,0,1320000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,10特定緊急輸送道路沿道建築物耐震化促進事業費交付金,0,77160000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,11狭あい道路拡幅整備費交付金,0,20685000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,01社会資本整備総合交付金,12三鷹台第４駐輪場用地取得事業費交付金,0,73700000
01一般会計,13国庫支出金,02国庫補助金,04土木費国庫補助金,02公的賃貸住宅家賃対策調整補助金,01借上住宅家賃補助金,0,4000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,01幼稚園就園奨励費補助金,01私立幼稚園就園奨励費補助金,0,61744000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,02学校教育設備整備費等補助金,01理科教育等設備整備費補助金,01小学校,250000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,02学校教育設備整備費等補助金,01理科教育等設備整備費補助金,02中学校,250000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,03特別支援教育就学奨励費補助金,01特別支援教育就学奨励費補助金,01小学校,262000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,03特別支援教育就学奨励費補助金,01特別支援教育就学奨励費補助金,02中学校,553000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,03特別支援教育就学奨励費補助金,02特別支援教育就学奨励費給食費補助金,01小学校,350000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,03特別支援教育就学奨励費補助金,02特別支援教育就学奨励費給食費補助金,02中学校,400000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,04就学援助費補助金,01要保護生徒修学旅行費補助金,01中学校,653000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,05学校施設環境改善交付金,01大規模改造事業費交付金,01耐震補強工事,17221000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,05学校施設環境改善交付金,01大規模改造事業費交付金,02建築非構造部材耐震化工事,15125000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,05学校施設環境改善交付金,01大規模改造事業費交付金,03トイレ改修工事,2629000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,05学校施設環境改善交付金,01大規模改造事業費交付金,04スロープ等設置工事,1845000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,06国宝重要文化財等保存整備費補助金,01遺跡発掘調査事業費補助金,0,5000000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,06国宝重要文化財等保存整備費補助金,02史跡等及び埋蔵文化財公開活用事業費補助金,0,2500000
01一般会計,13国庫支出金,02国庫補助金,05教育費国庫補助金,08保育緊急確保事業費補助金,01保育緊急確保事業費補助金,0,3639000
01一般会計,13国庫支出金,02国庫補助金,06農林費国庫補助金,01被災農業者向け経営体育成支援事業補助金,01被災農業者向け経営体育成支援事業補助金,0,6066486
01一般会計,13国庫支出金,03委託金,01総務費委託金,01自衛官募集事務費委託金,01自衛官募集事務費委託金,0,26000
01一般会計,13国庫支出金,03委託金,01総務費委託金,02中長期在留者居住地届出等事務費委託金,01中長期在留者住居地届出等事務費委託金,0,734000
01一般会計,13国庫支出金,03委託金,02民生費委託金,01遺族及び留守家族等援護事務費委託金,01遺族及び留守家族等援護事務費委託金,0,3432000
01一般会計,13国庫支出金,03委託金,02民生費委託金,02健康保険日雇特例被保険者事務費委託金,01健康保険日雇特例被保険者事務費委託金,0,3495
01一般会計,13国庫支出金,03委託金,02民生費委託金,03国民年金事務費委託金,01国民年金事務費委託金,0,48687397
01一般会計,13国庫支出金,03委託金,02民生費委託金,04特別児童扶養手当事務費委託金,01特別児童扶養手当事務費委託金,0,237724
01一般会計,13国庫支出金,03委託金,03教育費委託金,01学校運営支援等の推進事業委託金,01学校運営支援等の推進事業委託金,0,754573
01一般会計,13国庫支出金,03委託金,03教育費委託金,02公民館等を中心とした社会教育活性化支援プログラム事業委託金,01公民館等を中心とした社会教育活性化支援プログラム事業委託金,0,782372
01一般会計,14都支出金,01都負担金,01民生費都負担金,01民生委員推薦会負担金,01民生委員推薦会負担金,0,82200
01一般会計,14都支出金,01都負担金,01民生費都負担金,02社会福祉費負担金,01民生委員費負担金,0,12287563
01一般会計,14都支出金,01都負担金,01民生費都負担金,02社会福祉費負担金,02民生・児童委員協力員費負担金,0,678800
01一般会計,14都支出金,01都負担金,01民生費都負担金,04障害者自立支援介護給付費負担金,01居宅介護給付費負担金,0,73954117
01一般会計,14都支出金,01都負担金,01民生費都負担金,04障害者自立支援介護給付費負担金,02療養介護給付費負担金,0,22962268
01一般会計,14都支出金,01都負担金,01民生費都負担金,04障害者自立支援介護給付費負担金,03生活介護給付費負担金,0,179531786
01一般会計,14都支出金,01都負担金,01民生費都負担金,04障害者自立支援介護給付費負担金,04短期入所給付費負担金,0,18863513
01一般会計,14都支出金,01都負担金,01民生費都負担金,04障害者自立支援介護給付費負担金,05施設支援給付費負担金,0,58879225
01一般会計,14都支出金,01都負担金,01民生費都負担金,04障害者自立支援介護給付費負担金,06サービス利用計画作成費負担金,0,9939164
01一般会計,14都支出金,01都負担金,01民生費都負担金,04障害者自立支援介護給付費負担金,07共同生活介護給付費負担金,0,2745673
01一般会計,14都支出金,01都負担金,01民生費都負担金,05障害者自立支援訓練等給付費負担金,01就労移行支援給付費負担金,0,28885529
01一般会計,14都支出金,01都負担金,01民生費都負担金,05障害者自立支援訓練等給付費負担金,02就労継続支援給付費負担金,0,142122667
01一般会計,14都支出金,01都負担金,01民生費都負担金,05障害者自立支援訓練等給付費負担金,03共同生活援助給付費負担金,0,43580120
01一般会計,14都支出金,01都負担金,01民生費都負担金,05障害者自立支援訓練等給付費負担金,04自立訓練給付費負担金,0,7379624
01一般会計,14都支出金,01都負担金,01民生費都負担金,06障害者自立支援医療給付費負担金,01更生医療給付費負担金,0,44633589
