"年月[西暦]","調査項目","設問","港区の環境","回答者の居住地区","そう思う[人]","ややそう思う[人]","どちらともいえない[人]","あまり思わない[人]","思わない[人]","無回答[人]","そう思う[%]","ややそう思う[%]","どちらともいえない[%]","あまり思わない[%]","思わない[%]","無回答[%]"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","下水などの嫌なにおいがない","麻布地区","12","23","18","15","16","2","14.0","26.7","20.9","17.4","18.6","2.3"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","下水などの嫌なにおいがない","赤坂地区","9","21","13","10","4","2","15.3","35.6","22.0","16.9","6.8","3.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","下水などの嫌なにおいがない","高輪地区","22","38","20","18","20","1","18.5","31.9","16.8","15.1","16.8","0.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","下水などの嫌なにおいがない","芝浦港南地区","17","23","15","11","17","0","20.5","27.7","18.1","13.3","20.5","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","下水などの嫌なにおいがない","無回答","2","3","3","3","3","1","13.3","20.0","20.0","20.0","20.0","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみやたばこの吸い殻のポイ捨てが少ない","芝地区","6","17","16","15","11","3","8.8","25.0","23.5","22.1","16.2","4.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみやたばこの吸い殻のポイ捨てが少ない","麻布地区","10","26","14","17","18","1","11.6","30.2","16.3","19.8","20.9","1.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみやたばこの吸い殻のポイ捨てが少ない","赤坂地区","5","25","10","5","14","0","8.5","42.4","16.9","8.5","23.7","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみやたばこの吸い殻のポイ捨てが少ない","高輪地区","16","45","21","21","14","2","13.4","37.8","17.6","17.6","11.8","1.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみやたばこの吸い殻のポイ捨てが少ない","芝浦港南地区","10","29","16","16","12","0","12.0","34.9","19.3","19.3","14.5","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみやたばこの吸い殻のポイ捨てが少ない","無回答","3","1","4","5","1","1","20.0","6.7","26.7","33.3","6.7","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","芝地区","6","17","16","21","6","2","8.8","25.0","23.5","30.9","8.8","2.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","麻布地区","14","22","26","11","12","1","16.3","25.6","30.2","12.8","14.0","1.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","赤坂地区","9","16","17","14","3","0","15.3","27.1","28.8","23.7","5.1","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","高輪地区","20","36","26","21","13","3","16.8","30.3","21.8","17.6","10.9","2.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","芝浦港南地区","10","28","24","18","3","0","12.0","33.7","28.9","21.7","3.6","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","鳥や昆虫などの生きものが身近にいる","無回答","3","5","2","3","1","1","20.0","33.3","13.3","20.0","6.7","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","芝地区","7","26","18","11","3","3","10.3","38.2","26.5","16.2","4.4","4.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","麻布地区","21","36","12","10","7","0","24.4","41.9","14.0","11.6","8.1","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","赤坂地区","13","25","13","5","3","0","22.0","42.4","22.0","8.5","5.1","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","高輪地区","28","41","23","19","7","1","23.5","34.5","19.3","16.0","5.9","0.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","芝浦港南地区","7","39","25","8","4","0","8.4","47.0","30.1","9.6","4.8","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","緑が多い","無回答","4","7","0","2","1","1","26.7","46.7","0.0","13.3","6.7","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","芝地区","3","15","17","18","11","4","4.4","22.1","25.0","26.5","16.2","5.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","麻布地区","6","17","19","25","17","2","7.0","19.8","22.1","29.1","19.8","2.3"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","赤坂地区","1","9","14","18","15","2","1.7","15.3","23.7","30.5","25.4","3.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","高輪地区","5","23","32","34","24","1","4.2","19.3","26.9","28.6","20.2","0.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","芝浦港南地区","18","35","21","7","2","0","21.7","42.2","25.3","8.4","2.4","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","水辺に親しめる","無回答","4","2","4","3","1","1","26.7","13.3","26.7","20.0","6.7","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","芝地区","12","20","21","8","5","2","17.6","29.4","30.9","11.8","7.4","2.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","麻布地区","13","26","22","19","5","1","15.1","30.2","25.6","22.1","5.8","1.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","赤坂地区","15","27","8","5","4","0","25.4","45.8","13.6","8.5","6.8","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","高輪地区","23","45","27","16","7","1","19.3","37.8","22.7","13.4","5.9","0.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","芝浦港南地区","20","31","25","4","3","0","24.1","37.3","30.1","4.8","3.6","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","まちなみ（景観）が整っている","無回答","2","4","5","2","1","1","13.3","26.7","33.3","13.3","6.7","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","芝地区","15","19","17","8","7","2","22.1","27.9","25.0","11.8","10.3","2.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","麻布地区","17","31","21","7","9","1","19.8","36.0","24.4","8.1","10.5","1.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","赤坂地区","12","15","13","10","9","0","20.3","25.4","22.0","16.9","15.3","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","高輪地区","30","35","25","22","6","1","25.2","29.4","21.0","18.5","5.0","0.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","芝浦港南地区","28","25","16","10","3","1","33.7","30.1","19.3","12.0","3.6","1.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","徒歩や自転車で安全・快適に移動できる","無回答","4","6","1","0","3","1","26.7","40.0","6.7","0.0","20.0","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","芝地区","1","8","28","21","8","2","1.5","11.8","41.2","30.9","11.8","2.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","麻布地区","1","14","40","16","14","1","1.2","16.3","46.5","18.6","16.3","1.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","赤坂地区","1","15","21","13","7","2","1.7","25.4","35.6","22.0","11.9","3.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","高輪地区","5","20","55","27","9","3","4.2","16.8","46.2","22.7","7.6","2.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","芝浦港南地区","5","16","40","16","6","0","6.0","19.3","48.2","19.3","7.2","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","省エネルギー化、再生可能エネルギーの導入が進んでいる","無回答","1","1","7","5","0","1","6.7","6.7","46.7","33.3","0.0","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","芝地区","9","32","9","10","6","2","13.2","47.1","13.2","14.7","8.8","2.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","麻布地区","14","31","25","10","6","0","16.3","36.0","29.1","11.6","7.0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","赤坂地区","10","24","17","8","0","0","16.9","40.7","28.8","13.6","0.0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","高輪地区","24","57","24","9","2","3","20.2","47.9","20.2","7.6","1.7","2.5"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","芝浦港南地区","14","27","24","11","6","1","16.9","32.5","28.9","13.3","7.2","1.2"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","ごみの分別、リサイクルが徹底している","無回答","5","1","5","2","0","2","33.3","6.7","33.3","13.3","0.0","13.3"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","芝地区","3","8","24","22","9","2","4.4","11.8","35.3","32.4","13.2","2.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","麻布地区","3","11","39","20","11","2","3.5","12.8","45.3","23.3","12.8","2.3"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","赤坂地区","4","8","21","20","4","2","6.8","13.6","35.6","33.9","6.8","3.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","高輪地区","3","17","60","29","9","1","2.5","14.3","50.4","24.4","7.6","0.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","芝浦港南地区","2","18","37","16","10","0","2.4","21.7","44.6","19.3","12.0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境について学ぶ機会が充実している","無回答","0","1","8","5","0","1","0.0","6.7","53.3","33.3","0.0","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","芝地区","2","8","27","19","10","2","2.9","11.8","39.7","27.9","14.7","2.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","麻布地区","4","8","36","24","12","2","4.7","9.3","41.9","27.9","14.0","2.3"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","赤坂地区","3","10","20","20","4","2","5.1","16.9","33.9","33.9","6.8","3.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","高輪地区","1","13","61","33","10","1","0.8","10.9","51.3","27.7","8.4","0.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","芝浦港南地区","1","16","39","17","10","0","1.2","19.3","47.0","20.5","12.0","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境保全活動に参加する機会が充実している","無回答","0","1","8","5","0","1","0.0","6.7","53.3","33.3","0.0","6.7"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","芝地区","4","9","27","19","7","2","5.9","13.2","39.7","27.9","10.3","2.9"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","麻布地区","2","22","33","18","9","2","2.3","25.6","38.4","20.9","10.5","2.3"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","赤坂地区","4","11","21","18","3","2","6.8","18.6","35.6","30.5","5.1","3.4"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","高輪地区","2","20","70","17","9","1","1.7","16.8","58.8","14.3","7.6","0.8"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","芝浦港南地区","6","20","33","16","8","0","7.2","24.1","39.8","19.3","9.6","0.0"
"202003","港区の環境","Q5. あなたは、日常の暮らしの中で港区の環境をどのように感じていますか。次の中から、港区の環境に当てはまると思うものを選んでください。（○はそれぞれ１つ）","環境に配慮した活動を行う企業が多い","無回答","0","3","7","4","0","1","0.0","20.0","46.7","26.7","0.0","6.7"

"港区の環境に関する区民アンケート（郵送）調査結果・クロス集計表・港区の環境Q5","Ver202003",,,,,,,,,,,,,,,
