品目,Item,区分,Classification,項番 Item number,区分,Classification,銘柄,Specification,単位,Unit,マーク Mark,24年平均 2012 Av.,1月 Jan.,2月 Feb.,3月 Mar.,4月 Apr.,5月 May,6月 June,7月 July,8月 Aug.,9月 Sept.,10月 Oct.,11月 Nov.,12月 Dec.
食料,Food,果物,Fruits,1,りんご(ふじ),"Apples (""Fuji"")",ふじ， 1個  200～400g ,Fuji，200-400g each   ,1kg,1kg,,573,528,544,587,625,653,671,724,...,...,...,425,399
食料,Food,果物,Fruits,2,みかん,Mandarin oranges,温州みかん(ハウスみかんを除く)，1個 70～130g,Unsyuu mikan(without house mikan)，70-130g each,1kg,1kg,,569,546,593,678,...,...,...,...,...,752,503,452,457
食料,Food,果物,Fruits,3,いちご,Strawberries,,,100g,100g,,157,166,167,158,130,131,...,...,...,...,...,...,189
食料,Food,油脂・調味料,Oils， fats & seasonings,1,食用油,Edible oil,キャノーラ（なたね）油，ポリ容器入り（1，000g入り）,Canola oil， in polyethylene containers (1，000g),1本,1 bottle,,321,325,325,315,316,316,320,319,332,326,324,311,317
食料,Food,油脂・調味料,Oils， fats & seasonings,2,みそ,Soybean paste,米みそ，カップ入り （750g入り），並, Fermented with rice malt， in cups (750g)，ordinary quality,1個,1 cup,,349,361,354,355,358,359,354,358,352,349,332,328,326
食料,Food,菓子類,Cakes & candies,1,ケーキ,Cakes ,いちごショートケーキ(1個60～100g),Sponge cakes with cream and strawberry (60-100g each),100g,100g,,423,413,419,430,429,426,418,423,423,423,423,423,423
食料,Food,菓子類,Cakes & candies,2,チョコレート,Chocolate,板チョコレート，55g，「明治ミルクチョコレート」又は「ロッテガーナミルクチョコレート」,"Slab chocolate，55g， ""Meiji milk chocolate""or ""LOTTE Ghana milk chocolate""",1枚,1sheet,※10月 Oct.,89,90,90,90,90,90,89,90,90,91,89,89,88
食料,Food,飲料,Beverages,1,緑茶,Green tea,せん茶，中,Sencha，medium quality,100g,100g,,610,608,605,611,609,618,616,613,618,610,612,605,599
食料,Food,酒類,Alcoholic beverages,1,ビール,Beer,淡色， 缶入り(350ml入り)， 6缶入り,Lager，canned(350ml)， 6 cans,1パック,1 pack,,1149,1157,1157,1155,1164,1152,1155,1144,1139,1147,1147,1143,1129
食料,Food,外食,Meals outside the home,1,中華そば,Chinese noodles ,ラーメン，しょう油味 (豚骨しょう油味を含む),Ramen， soy sauce-based (including pork and soy sauce-based),1杯,1 bowl,,587,588,588,590,588,588,588,588,588,586,586,586,586
食料,Food,外食,Meals outside the home,2,すし（外食）(にぎりずし）,"""Sushi"" (eating out) (""Nigiri-zushi"")",にぎりずし(江戸前），並,"Nigiri-zushi(Edomae)， hand-rolled ""Sushi""， ordinary quality",1人前,1 serving,,1284,1281,1281,1281,1281,1281,1281,1281,1296,1285,1285,1285,1285
食料,Food,外食,Meals outside the home,3,カレーライス,Curry and rice,,,1皿,1 dish,,720,716,716,719,719,719,719,721,719,719,722,724,724
食料,Food,外食,Meals outside the home,4,ピザパイ(配達),Delivered pizza,宅配ピザ， ミックスピザ(野菜類3種類，肉・魚介類2種類程度)， [サイズ]Ｍ (約25cm),Delivered pizza，mixed pizza(3 kinds of vegetable toppings and 2 kinds of meat or seafood toppings)，meidium size (approximately 25cm),1枚,1 sheet,,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079
住居,Housing,家賃,House rent,1,家賃(民営借家),House rent (privately owned house rented),民営家賃,House rent managed by private sectors,1か月 3.3(m2),1 month 3.3(m2),,8834,8822,8839,8849,8839,8820,8826,8834,8833,8841,8838,8833,8832
住居,Housing,家賃,House rent,2,家賃(公的住宅及び都市再生機構住宅の平均）,House rent (average rent of public house and Urban Renaissance Agency),公的住宅及び都市再生機構住宅の平均,Average rent of public  house and the Urban Renaissance Agency,1か月 3.3(m2),1 month 3.3(m2),,3610,3606,3602,3602,3600,3616,3616,3620,3615,3616,3608,3611,3611
住居,Housing,設備修繕・維持,Repairs & maintenance,1,大工手間代,Carpentering,家屋修理手間代，常用1人分,For house repair，charge per regular carpenter,1日,1 day,,18175,18238,18238,18238,18154,18154,18154,18154,18154,18154,18154,18154,18154
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,1,電気代(基本料金又は最低料金),Electricity(basic charges or minimum charges),従量電灯，アンペア制又は最低料金制，早収料金，基本料金(契約電流10アンペア)又は最低料金,Meter rate system，ampere system or minimum charges system，early payment， basic charges(10ampere) or minimum charges,1か月,1 month,,273,273,273,273,273,273,273,273,273,273,273,273,273
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,2,電気代(電力量料金１)(1～120kWh),Electricity(energy charges 1)(1-120kWh),従量電灯，アンペア制又は最低料金制，早収料金，電力量料金， 1,Meter rate system，ampere system or minimum charges system，early payment，energy charges，1,1kWh,1kWh,,18.21,17.87,17.87,17.87,17.87,17.87,17.87,17.87,17.87,18.89,18.89,18.89,18.89
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,3,ガス代(標準熱量),Gas (standard calorie),一般家庭用，早収料金，標準熱量,For domestic use，early payment，standard calorie,MJ／(m3),MJ／(m3),,45,45,45,45,45,45,45,45,45,45,45,45,45
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,4,プロパンガス,Liquefied propane,"基本料金及び10 (m3) (従量料金）を使用した料金	",Basic charges and meter charges 10 (m3),1か月,1 month,,6712,6648,6649,6645,6713,6756,6759,6741,6746,6747,6747,6748,6644
光熱・水道,Fuel， light & water charges,他の光熱,Other fuel and light,1,灯油,Kerosene ,白灯油， 詰め替え売り， 店頭売り,White kerosene，selling refilled， sold in stores,18L,18L,,1714,1661,1666,1734,1784,1761,1732,1706,1703,1716,1731,1683,1690
光熱・水道,Fuel， light & water charges,水道料,Water charges,1,水道料(基本料金),Water charges (basic charges),計量制， 専用給水装置（専用栓）， 一般用， 基本料金,Meter charges，private hydrant，for domestic use， basic charges,1か月,1 month,※ 8月 Aug.,903,903,903,903,903,903,903,903,903,903,903,903,903
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,1,ラップ,Food wrap,ポリ塩化ビニリデン製，幅30cm×長さ20m，「サランラップ」又は「NEWクレラップ」,"Made of polyvinylidene chloride， 30cm wide， 20m long ""Saran Wrap"" or ""New kurewrap""",1本,1 roll,,159,160,160,159,159,160,159,160,159,159,159,156,156
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,2,トイレットペーパー,Rolled toilet paper,再生紙100%，白，〔長さ〕55m，60m， 2枚重ね27.5m又は２枚重ね30m，12ロール入り,100% recycled paper，white，[long]55m，60m，double sheets 27.5m or double sheets 30m，12 rolls,1パック,1pack,,248,255,255,253,251,253,248,248,248,242,242,242,244
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,3,洗濯用洗剤,Detergent， laundry,合成洗剤， 綿・麻・合成繊維用，粉末，箱入り(1.0kg入り) 「アタック 高活性バイオEX」又は「トップ プラチナクリア」,"Synthetic detergent，for cotton，hemp and synthetic fiber，powder，boxed(1.0kg) ""Attack High activity bio EX""or""Top Platinum clearance""",1箱,1box,,317,325,316,315,316,318,317,321,317,320,321,310,305
被服及び履物,Clothes & footwear,洋服,Clothing,1,背広服（夏物，普通）,Men's suits (for summer， ordinary),シングル上下，波型，半浦または背抜き,Single-breasted 2-piece，ordinary style，halfback-lining or unlined back,1着,1 suit,,18888,...,...,20118,20173,19717,18440,17970,16910,...,...,...,...
被服及び履物,Clothes & footwear,洋服,Clothing,2,背広服（秋冬物，普通）,Men's suits (for autumn & winter， ordinary),シングル上下，波型，相浦,Single-breasted 2-piece，ordinary style，full lining,1着,1 suit,,27878,24808,23013,...,...,...,...,...,...,30236,30771,29495,28943
被服及び履物,Clothes & footwear,洋服,Clothing,3,ワイシャツ(長袖),Men's business shirts（long sleeves）,シングルカフス， ブロード， ポリエステル・綿こん棒， 白， 標準タイプ， 普通品,Single cuffs， broad cloth， mixed polyester and cotton，white，standard type， ordinary quality,1枚,1 piece,,3059,3027,2937,3059,3107,3107,3079,3107,3033,3127,3126,3126,2876
被服及び履物,Clothes & footwear,洋服,Clothing,4,婦人セーター(長袖),Women's sweaters   (long sleeves),カーディガン，「長袖」又は「7分袖」， ［素材］「毛・化学繊維混用」， ［サイズ］ M， 普通品,"Cardigan，""long sleeve""or""three-quarter sleeve""，[material]""mixed wool and synthetic fiber""，[size]M，ordinary qualit",1枚,1 piece,,4538,3623,3441,4736,...,...,...,...,...,5543,5101,4644,4677
被服及び履物,Clothes & footwear,履物類,Footwear,1,男子靴,Men's shoes ,短靴， 黒， 〔甲〕牛革， [底〕「合成ゴム」又は「ウレタン」， [底の製法]張り付け， ［サイズ］25～26㎝， 中級品,"Low shoes， black， [instep] oxhide， [sole] ""synthetic rubber"" or ""urethan""，sticked sole， [size] 25-26cm， medium quality",1足,1 pair,,12253,11963,12551,12613,12508,12438,11838,11890,12180,12180,12168,12235,12469
被服及び履物,Clothes & footwear,履物類,Footwear,2,婦人靴,Women's shoes,パンプス， [甲] 牛革， [底] 合成ゴム， [底の製法] 張り付け， ［サイズ］ 23～24㎝， 中級品,Pumps， [instep] oxhide， [sole] synthetic rubber，sticked soles，［size] 23-24cm，medium quality,1足,1 pair,,9073,8851,9428,8903,9233,9078,9086,8885,8615,9210,9210,9162,9217
被服及び履物,Clothes & footwear,被服関連 サービス,Services related to clothing,1,洗濯代(ワイシャツ),Laundry charges ,ワイシャツ，水洗い， 機械仕上げ， 折りたたみ仕上げ， 持ち込み， 配達なし， 料金前払い,Business shirts， water-washing， fold-finishing， bringing in，without delivery， payment in advance,1枚,1 piece,,224,222,222,223,223,223,223,223,226,225,226,226,227
保健医療,Medical care,医薬品,Medicines,1,ビタミン剤,Vitamin preparations,第3類医薬品，ビタミン含有保健剤，錠剤，瓶入り (９０錠入り)，「キューピーコーワゴールドα」,"Third-class OTC drugs，multiple vitamins， tablets， bottled (90tablets)，  ""Q＆P Kowa Gold Alpha""",1箱,1 package,※ 10月 Oct.,1988,1993,1993,1993,1993,1993,1993,1975,1975,2002,1983,1983,1983
保健医療,Medical care,医薬品,Medicines,2,漢方薬,Chinese medicines,第2類医薬品，防風通聖散， 錠剤， 瓶入り (336錠入り)， 「ナイシトール85」,"Secoud-class OTC drugs ""Bofutsu-Shosan"" (Chinese herbal medicine) extracts，tablets， bottled (360tablets)， "" Nicitol85""",1箱,1 package,※ 10月 Oct.,3826,4668,4668,4622,4630,4617,4598,4559,4483,4519,3895,3802,3782
保健医療,Medical care,保健医療用品・器具,Medical supplies & appliances,1,眼鏡,Spectacles,〔レンズ〕プラスチックレンズ，非球面レンズ，近視用，屈折率1.60，UVカット，無色，「HOYA,[lens]plastic lenses，non-spherical lenses，for myopia，refractive index 1.60，,1式,1 pair,,35039,35550,35550,35455,35390,34869,34869,35319,35319,34689,34483,34483,34492
保健医療,Medical care,保健医療サービス,Medical services,1,診療料（国民健康保険),Medical treatment (National health insurance) ,国民健康保険，被保険者の一部負担金の割合(６歳未満及び70歳以上を除く),National Health Insurance， rate of charges shared by the insured (excluding under 6 years old and  70 years old or more),1回／パーセント,once／In％,,30,30,30,30,30,30,30,30,30,30,30,30,30
交通・通信,Transportation & communication,交通,Public transportation,1,タクシー代(初乗運賃),Taxi fares (base fares),距離制運賃，初乗運賃，〔車種〕小型車，中型者又は普通車,Taxi fares， meter-rate system， base fares， 〔type of cars〕compact cars，intermediate cars or standard cars,1回,once,,710,710,710,710,710,710,710,710,710,710,710,710,710
交通・通信,Transportation & communication,自動車等関係費,Private transportation,1,自動車ガソリン(レギュラー）,Gasoline (regular),レギュラーガソリン，セルフサービス式を除く,Regular， excluding self-service,1L,1L,,146,141,142,155,156,151,140,139,143,147,146,144,146
交通・通信,Transportation & communication,自動車等関係費,Private transportation,2,車庫借料,Garage rental charges,月極駐車料金， 屋根なし駐車場， アスファルト舗装， 小型自動車,Monthly contract， no roof garage， asphalted， compact cars,1か月,1 month,,26391,26400,26400,26400,26400,26400,26400,26400,26400,26400,26400,26400,26295
交通・通信,Transportation & communication,通信,Communication,1,通話料(回線使用料),Telephone charges ,固定電話， 加入電話， 住宅用， 回線使用料， ユニバーサルサービス料を含む,Fixed telephone，subscribed phone，for domestic use，access charges，including the universal service charges,1か月,1 month,,1789,1790,1790,1790,1790,1790,1790,1788,1788,1788,1788,1788,1788
交通・通信,Transportation & communication,通信,Communication,2,携帯電話機,Mobile phones ,NTTドコモ（スマートフォンを除く），カメラ（有効画素数1310万）付，ワンセグ機能付き，海外対応，GPS機能付き，機種変更，ﾊﾞﾘｭｰｺｰｽ，ｵﾌﾟｼｮﾝ未加入，一括払い，ｽﾀｲﾙｼﾘｰｽ、「ドコモF-01E」,NTT DOCOMO(excluding smartphone)， camera-equipped (13.1-megapixel auto-focus)， with One-Seg function， with international roaming service， with,1台,1 set,※ 3月 Mar. ※ 11月 Nov.,33810,49152,44730,44730,44730,44730,44730,44730,45203,45203,45203,33810,33810
交通・通信,Transportation & communication,通信,Communication,3,携帯電話機,Mobile phones ,KDDI（au）又は沖縄セルラー（スマートフォンは除く），カメラ（有効画素数808万）付き，ワンセグ機能付き，海外対応，GPS機能付き，機種変更，シンプルコース，オプション未加入，一括払い，「au K011」,"KDDI(au) or ""OKINAWA‐CELLULAR""(excluding smartphone) ， camera-equipped ( 8.08-megapixel auto-focus)， with One-Seg function， with international roam",1台,1 set,※ 7月 July,34860,39260,38630,38630,38630,38630,38630,34860,34860,34860,34860,34860,34860
交通・通信,Transportation & communication,通信,Communication,4,携帯電話機,Mobile phones ,ソフトバンクモバイル（スマートフォンを除く），カメラ（有効画素数1210万）付き，ワンセグ機能付き，海外対応，機種変更，新スーパーボーナス，一括払い，「ソフトバンク 109SH」，,SOFTBANK MOBILE(excluding smartphone)， camera-equipped (12.1-megapixel auto-focus)， with One-Seg function， with international roaming service， model change， New su,1台,1 set,※ 10月 Oct.,76320,80640,80640,75360,30720,30720,30720,30720,30720,30720,76320,76320,76320
教育,Education,授業料等,School fees,1,大学(私立) 1),College and university (Private) 1),昼間部，法文経系,Daytime， Law， literature and economic course,1か年,1 year,,725463,-,-,-,725463,-,-,-,-,-,-,-,-
教育,Education,授業料等,School fees,2,高等学校(私立),High school (Private),全日制，普通課程,Daytime， General course,1か年,1 year,,303488,-,-,-,303488,-,-,-,-,-,-,-,-
教養娯楽,Culture & recreation,教養娯楽用耐久財,Recreational durable goods,1,テレビ（液晶),TV sets（LCD),液晶テレビ，32V型，地上デジタルチューナー2基内蔵，ハイビジョン対応パネル，LEDバックライト搭載，特殊機能付きは除く，平成24年2月から基本銘柄改正,LCD， 32V type， 2 built-in digital terrestrial television tuner， acceptable the high-definition television panel， LED back light loading， without special function. The specificati,1台,1 set,※ 3月 Mar.,52183,38652,65867,60144,58219,50814,51976,52386,48567,47590,48171,46129,44154
教養娯楽,Culture & recreation,教養娯楽サービス,Recreational services,1,映画観覧料,Admission to movies,一般,For adults,1回,once,※ 24年平均 2012 Av.,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
諸雑費,Miscellaneous,理美容サービス,Personal care services,1,理髪料,Men's haircut charges,総合調髪， 大人,For adults (including shampoo),1回,once,,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660
諸雑費,Miscellaneous,理美容サービス,Personal care services,2,パーマネント代,Permanent wave charges,パーマネント（シャンプー， カット， ブローまたはセット込み）， ショート，女性（高校生以下を除く）,Permanent wave (for shampoo，haircut and blow，or set)，short，for women (excluding ones under high school students age) ,1回,once,,8255,8258,8258,8258,8258,8258,8258,8258,8221,8258,8258,8258,8258
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 ) 13 　物価・地価 13   PRICES,,,,,,,,,,,,,,,,,,,,,,,,
13-3  東京都区部の主要品目小売価格 （平成24年） 13-3  RETAIL PRICES OF PRINCIPAL ITEMS IN KU-AREA OF TOKYO ( 2012 ),,,,,,,,,,,,,,,,,,,,,,,,
この表は小売物価統計調査の結果であり，調査日は毎月12日を含む週の水曜日，木曜日及び金曜日の3日のうち，いずれか1日について調査している。 ただし，生鮮魚介類，野菜類及び果物類は，調査日を含む前3日間の中値を調査している。調査価格は指定した店舗で実際に販売している平常の価格を調査している。 廉売価格，災害による一時的な異常価格，月賦販売，多量販売等による特殊価格及び中古品の価格は調査していない。,,,,,,,,,,,,,,,,,,,,,,,,
Figures in this table are the result of the Retail Price Survey which is carried out on any of the three days Wednesday， Thursday or Friday in the week which includes the 12th of the month. Fresh fish and shellfish， vegetables and fruits are however， inquired into on each or these three days. Surveyed prices are those at which items are normally sold， at appointed retail shops， not including temporally reduced prices due to bargain clearance sale， extraordinary prices due to disasters. ,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 東京都全体の数値。,,,,,,,,,,,,,,,,,,,,,,,,
2) ※印月から基本銘柄改正。,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) The average of all universities that meet the criteria in Tokyo.,,,,,,,,,,,,,,,,,,,,,,,,
2) ※indicates the month when the basic criteria were revised.,,,,,,,,,,,,,,,,,,,,,,,,
資料：総務省 「小売物価統計調査年報」 Source: Ministry of Internal Affairs and Communications,,,,,,,,,,,,,,,,,,,,,,,,
（単位　　円） (In yen),,,,,,,,,,,,,,,,,,,,,,,,
