年度末,End of fiscal year,地域階層,地域コード,地域,District,合計 Total／計 Total,合計 Total／計 Total／全部支給 Full payment,合計 Total／計 Total／一部支給 Partial payment,合計 Total／停止 Discontinued,都道府県知事支給対象者 Covered by Prefecture／計 Total,都道府県知事支給対象者 Covered by Prefecture／計 Total／全部支給 Full payment,都道府県知事支給対象者 Covered by Prefecture／計 Total／一部支給 Partial payment,都道府県知事支給対象者 Covered by Prefecture／停止 Discontinued,国支給対象者 Covered by the State／計 Total,国支給対象者 Covered by the State／計 Total／全部支給 Full payment,国支給対象者 Covered by the State／計 Total／一部支給 Partial payment,国支給対象者 Covered by the State／停止 Discontinued
平成24,2012,2,13205,青梅市,Ome-shi,1216,684,532,233,1216,684,532,233,-,-,-,-
平成24,2012,2,13206,府中市,Fuchu-shi,1621,937,684,313,1621,937,684,313,-,-,-,-
平成24,2012,2,13207,昭島市,Akishima-shi,1088,612,476,115,1088,612,476,115,-,-,-,-
平成24,2012,2,13208,調布市,Chofu-shi,1253,653,600,227,1253,653,600,227,-,-,-,-
平成24,2012,2,13209,町田市,Machida-shi,3095,1834,1261,524,3095,1834,1261,524,-,-,-,-
平成24,2012,2,13210,小金井市,Koganei-shi,423,212,211,86,423,212,211,86,-,-,-,-
平成24,2012,2,13211,小平市,Kodaira-shi,1113,659,454,170,1113,659,454,170,-,-,-,-
平成24,2012,2,13212,日野市,Hino-shi,1060,562,498,195,1060,562,498,195,-,-,-,-
平成24,2012,2,13213,東村山市,Higashimurayama-shi,1168,719,449,168,1168,719,449,168,-,-,-,-
平成24,2012,2,13214,国分寺市,Kokubunji-shi,463,247,216,84,463,247,216,84,-,-,-,-
平成24,2012,2,13215,国立市,Kunitachi-shi,408,230,178,80,408,230,178,80,-,-,-,-
平成24,2012,2,13218,福生市,Fussa-shi,625,381,244,88,625,381,244,88,-,-,-,-
平成24,2012,2,13219,狛江市,Komae-shi,342,167,175,91,342,167,175,91,-,-,-,-
平成24,2012,2,13220,東大和市,Higashiyamato-shi,643,337,306,124,643,337,306,124,-,-,-,-
平成24,2012,2,13221,清瀬市,Kiyose-shi,655,378,277,98,655,378,277,98,-,-,-,-
平成24,2012,2,13222,東久留米市,Higashikurume-shi,898,508,390,145,898,508,390,145,-,-,-,-
平成24,2012,2,13223,武蔵村山市,Musashimurayama-shi,803,490,313,72,803,490,313,72,-,-,-,-
平成24,2012,2,13224,多摩市,Tama-shi,1049,598,451,209,1049,598,451,209,-,-,-,-
平成24,2012,2,13225,稲城市,Inagi-shi,457,259,198,121,457,259,198,121,-,-,-,-
平成24,2012,2,13227,羽村市,Hamura-shi,486,241,245,104,486,241,245,104,-,-,-,-
平成24,2012,2,13228,あきる野市,Akiruno-shi,667,372,295,84,667,372,295,84,-,-,-,-
平成24,2012,2,13229,西東京市,Nishitokyo-shi,1162,644,518,196,1162,644,518,196,-,-,-,-
平成24,2012,1,13300,郡部,All gun,558,303,255,90,558,303,255,90,-,-,-,-
平成24,2012,1,13350,島部,All islands,235,121,114,34,235,121,114,34,-,-,-,-
,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成24年）TOKYO STATISTICAL YEARBOOK ( 2012 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,,,,
18-5  児童扶養手当受給状況（平成20～24年度末） 18-5  RECIPIENTS OF CHILD CARE ALLOWANCES ( End of Fiscal Years 2008-2012 ),,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG    ,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,,,
