区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,239,230,9,3.9,99,106,-7,-6.6,140,124,16,12.9
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,586,609,-23,-3.8,305,335,-30,-9,281,274,7,2.6
〔雇用者の主な産業別内訳〕／建設業,410,417,-7,-1.7,342,344,-2,-0.6,67,72,-5,-6.9
〔雇用者の主な産業別内訳〕／製造業,851,844,7,0.8,629,614,15,2.4,223,230,-7,-3
〔雇用者の主な産業別内訳〕／情報通信業,577,520,57,11,416,382,34,8.9,161,137,24,17.5
〔雇用者の主な産業別内訳〕／運輸業，郵便業,324,344,-20,-5.8,260,275,-15,-5.5,64,68,-4,-5.9
〔雇用者の主な産業別内訳〕／卸売業，小売業,1082,1095,-13,-1.2,593,589,4,0.7,488,507,-19,-3.7
〔雇用者の主な産業別内訳〕／金融業，保険業,257,273,-16,-5.9,132,149,-17,-11.4,124,124,0,0
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,186,194,-8,-4.1,118,118,0,0,68,77,-9,-11.7
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,383,413,-30,-7.3,171,181,-10,-5.5,213,232,-19,-8.2
〔雇用者の主な産業別内訳〕／医療，福祉,461,444,17,3.8,123,104,19,18.3,338,339,-1,-0.3
〔雇用者の主な産業別内訳〕／教育，学習支援業,257,267,-10,-3.7,119,122,-3,-2.5,138,146,-8,-5.5
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,265,263,2,0.8,163,180,-17,-9.4,103,83,20,24.1
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,205,183,22,12,80,83,-3,-3.6,126,99,27,27.3
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,551,569,-18,-3.2,281,309,-28,-9.1,270,259,11,4.2
〔非農林業雇用者の従業者規模別内訳〕／総数,6052,6104,-52,-0.9,3595,3645,-50,-1.4,2457,2460,-3,-0.1
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1789,1807,-18,-1,1041,1046,-5,-0.5,748,761,-13,-1.7
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,1804,1915,-111,-5.8,1040,1160,-120,-10.3,764,755,9,1.2
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2045,1969,76,3.9,1287,1237,50,4,758,732,26,3.6
〔完全失業率（年齢階級別）(%)〕／総数,3.9,3.6,0.3,,3.5,3.6,-0.1,,4.6,3.7,0.9,
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,4.8,4.9,-0.1,,3.7,4.2,-0.5,,6.1,5.3,0.8,
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,5,5.1,-0.1,,4.4,5.1,-0.7,,5.7,5.1,0.6,
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.8,3.9,-0.1,,3.6,3.6,0,,4.1,4.4,-0.3,
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.2,2.4,0.8,,2.4,2.4,0,,4.4,2.5,1.9,
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.8,2.5,1.3,,3.6,2.6,1,,4.1,2.3,1.8,
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.4,2.6,-0.2,,2.5,3.3,-0.8,,2.3,1.4,0.9,
〔労働力人口比率(%)〕／総数,62.1,62.9,-0.8,,74.4,76,-1.6,,50,50,0,
,,,,,,,,,,,,
東京の労働力統計データ（平成21年１～３月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成21年１～３月期平均,,,,,,,,,,,,
注1)15歳以上人口及び就業者数には、不詳を含む。,,,,,,,,,,,,
注2)非農林業雇用者の従業者規模別内訳の総数には、官公・従業者規模不詳を含むため、規模別内訳を積み上げても、総数と一致しない。,,,,,,,,,,,,
