区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／卸売業，小売業,1103,1139,-36,-3.2,572,629,-57,-9.1,530,510,20,3.9
〔就業者の主な産業別内訳〕／金融業，保険業,251,241,10,4.1,140,130,10,7.7,111,111,0,0
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,184,201,-17,-8.5,106,126,-20,-15.9,78,75,3,4
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,413,445,-32,-7.2,257,261,-4,-1.5,156,183,-27,-14.8
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,470,474,-4,-0.8,225,243,-18,-7.4,245,230,15,6.5
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,279,297,-18,-6.1,131,136,-5,-3.7,147,160,-13,-8.1
〔就業者の主な産業別内訳〕／教育，学習支援業,352,287,65,22.6,173,122,51,41.8,179,165,14,8.5
〔就業者の主な産業別内訳〕／医療，福祉,562,576,-14,-2.4,157,161,-4,-2.5,406,415,-9,-2.2
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,606,663,-57,-8.6,308,350,-42,-12,298,313,-15,-4.8
〔雇用者の主な産業別内訳〕／建設業,398,442,-44,-10,346,374,-28,-7.5,53,68,-15,-22.1
〔雇用者の主な産業別内訳〕／製造業,715,812,-97,-11.9,541,605,-64,-10.6,174,207,-33,-15.9
〔雇用者の主な産業別内訳〕／情報通信業,565,552,13,2.4,422,392,30,7.7,143,161,-18,-11.2
〔雇用者の主な産業別内訳〕／運輸業，郵便業,374,291,83,28.5,248,236,12,5.1,126,55,71,129.1
〔雇用者の主な産業別内訳〕／卸売業，小売業,1021,1048,-27,-2.6,524,583,-59,-10.1,497,466,31,6.7
〔雇用者の主な産業別内訳〕／金融業，保険業,244,240,4,1.7,137,130,7,5.4,107,110,-3,-2.7
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,148,180,-32,-17.8,86,113,-27,-23.9,62,67,-5,-7.5
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,297,335,-38,-11.3,184,188,-4,-2.1,113,147,-34,-23.1
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,383,395,-12,-3,179,200,-21,-10.5,204,195,9,4.6
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,208,227,-19,-8.4,97,104,-7,-6.7,111,123,-12,-9.8
〔雇用者の主な産業別内訳〕／教育，学習支援業,304,260,44,16.9,158,119,39,32.8,145,140,5,3.6
〔雇用者の主な産業別内訳〕／医療，福祉,510,533,-23,-4.3,125,138,-13,-9.4,386,394,-8,-2
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,561,620,-59,-9.5,281,322,-41,-12.7,280,298,-18,-6
〔非農林業雇用者の従業者規模別内訳〕／総数,5976,6166,-190,-3.1,3493,3661,-168,-4.6,2482,2504,-22,-0.9
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1769,1910,-141,-7.4,1036,1086,-50,-4.6,733,824,-91,-11
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,1972,1943,29,1.5,1087,1157,-70,-6.1,886,786,100,12.7
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,1827,1927,-100,-5.2,1143,1203,-60,-5,684,724,-40,-5.5
〔完全失業率（年齢階級別）(%)〕／総数,4.8,3.7,1.1,,4.8,3.4,1.4,,4.9,4.2,0.7,
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,6.5,5.9,0.6,,7.9,5.9,2,,5.3,6,-0.7,
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,6.3,5,1.3,,5.8,4.5,1.3,,7,5.7,1.3,
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,4.8,3.2,1.6,,4.1,2.6,1.5,,6,4,2,
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.4,2.9,0.5,,3.7,3,0.7,,3.3,3,0.3,
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,4.5,3.3,1.2,,4.8,3.6,1.2,,4,2.9,1.1,
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3,1.9,1.1,,4,1.7,2.3,,1,2.8,-1.8,
〔労働力人口比率(%)〕／総数,62.3,63.2,-0.9,,73.8,75.7,-1.9,,51,50.9,0.1,
,,,,,,,,,,,,
東京の労働力統計データ（平成21年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成21年10～12月期平均,,,,,,,,,,,,
注1)15歳以上人口及び就業者数には、不詳を含む。,,,,,,,,,,,,
注2)非農林業雇用者の従業者規模別内訳の総数には、官公・従業者規模不詳を含むため、規模別内訳を積み上げても、総数と一致しない。,,,,,,,,,,,,
