台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
T0016,○,2,環多改,土,115,国分寺市東恋ヶ窪３丁目２１番９外１５筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,適合,,,,,,,,,,,,,,,,,
T0016,○,2,環多改,土,115,国分寺市東恋ヶ窪３丁目２１番９外１５筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,適合,,,,,,0.046,,,,,,0.87,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T0016,○,2,環多改,土,115,国分寺市東恋ヶ窪３丁目２１番９外１５筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,適合,,,,,,,,,,,,,,,,,
T0024,○,2,環多改,土,254,昭島市武蔵野３丁目３番外３筆,,,,,46,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.6,適合,適合,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
T0024,○,2,環多改,土,254,昭島市武蔵野３丁目３番,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0070,,2,環改化,土,117,北区王子三丁目７番１外２筆,,,,,28,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,,,,,,,,,210,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0072,,2,環改化,土,144,渋谷区千駄ヶ谷五丁目２４番１０外１筆,,,,,21,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,410,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
S0069,,2,環改化,土,161,北区上中里二丁目６４６外８筆,,,,,8,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,420,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
S0074,○,2,環改化,土,168,港区虎ノ門二丁目１０５,,,,,4,土壌概況,,,,,,,不検出,不検出,不検出,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.09,0.016,適合,適合,適合,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0074,○,2,環改化,土,168,港区虎ノ門二丁目１０５,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,
S0074,○,2,環改化,土,168,港区虎ノ門二丁目１０５,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0074,○,2,環改化,土,168,港区虎ノ門二丁目１０５,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
S0075,,2,環改化,土,213,渋谷区神宮前六丁目１０００番,,,,,10,土壌概況,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,0.014,適合,0.016,適合,適合,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
S0075,,2,環改化,土,213,渋谷区神宮前六丁目１０００番,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,,,,,,
S0075,,2,環改化,土,213,渋谷区神宮前六丁目１０００番,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0072,,2,環改化,土,255,渋谷区千駄ヶ谷五丁目２４番１０外１筆,,,,,6,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0093,,2,環改化,土,282,北区堀船２丁目２０番１７,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0093,,2,環改化,土,282,北区堀船２丁目２０番１７,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,0.004,,,,,,,
S0093,,2,環改化,土,282,北区堀船２丁目２０番１７,,,,,1,地下水対象地境界,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
S0120,,2,環改化,土,331,江戸川区西篠崎一丁目２７７１番１外９筆,,,,,10,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,2.5,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
S0100,,2,環改化,土,429,足立区南花畑五丁目５１２番１外１筆,,,,,15,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,1.1,適合,適合,適合,適合,適合,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
S0100,,2,環改化,土,429,足立区南花畑五丁目５１２番１外１筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
S0100,,2,環改化,土,429,足立区南花畑五丁目５１２番１外１筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0104,,2,環改化,土,435,足立区梅田二丁目１６２０番１外５筆,,,,,43,土壌概況,,,,,,,3.8,不検出,不検出,不検出,不検出,不検出,不検出,0.2,不検出,不検出,不検出,0.67,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,適合,適合,適合,適合,適合,0.013,適合,0.069,適合,適合,,,,,,適合,適合,550,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
S0104,,2,環改化,土,435,足立区梅田二丁目１６２０番１外５筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,0.012,,,,,適合,,0.003,,,,,,,
S0104,,2,環改化,土,435,足立区梅田二丁目１６２０番１外５筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0104,,2,環改化,土,435,足立区梅田二丁目１６２０番１外５筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,0.14,,,,,,,,,,,,,,
S0108,,2,環改化,土,460,江東区有明１丁目１０７番７,,,,,5,土壌概況,,,,,,,0.11,1.8,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,適合,,0.0092,,,適合,適合,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
S0099,,2,環改化,土,520,港区赤坂二丁目１７３８番２,,,,,3,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.052,0.072,適合,適合,適合,適合,適合,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
S0099,,2,環改化,土,520,港区赤坂二丁目１７３８番２,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,,,,,,,,,
S0099,,2,環改化,土,520,港区赤坂二丁目１７３８番２,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0032,,2,環改化,土,616,北区赤羽南２丁目１８４,,,,,3,土壌概況,,,,,,,不検出,0.2,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,適合,適合,適合,0.2,0.018,適合,適合,1.8,1.1,,適合,,,,適合,適合,330,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
S0032,,2,環改化,土,616,北区赤羽南２丁目１８４,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,,適合,適合,,,8.5,適合,,,,,
S0032,,2,環改化,土,616,北区赤羽南２丁目１８４,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.018,,,9.2,2.3,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0032,,2,環改化,土,616,北区赤羽南２丁目１８４,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,,,,,
S0119,,2,環改化,土,627,墨田区京島一丁目２００番,,,,,38,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,0.04,適合,適合,適合,0.88,,適合,適合,,,適合,適合,760,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1065,,2,環多改,三,2,日野市日野台３丁目１番３外１筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,
指-1189,,2,環多改,三,7,三鷹市下連雀七丁目４５１番５,,,,,4,土壌概況,,,,,,,1.2,,,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,0.24,9.4,適合,220,,,,6.8,適合,,,,,,適合,100,2600,3200,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1189,,2,環多改,三,7,三鷹市下連雀七丁目４５１番５,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,適合,適合,,0.1,,,,適合,,,,,,
指-1189,,2,環多改,三,7,三鷹市下連雀七丁目４５１番５,,,,,1,地下水対象地境界,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,
指-1189,,2,環多改,三,7,三鷹市下連雀七丁目４５１番５,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1186,○,2,環多改,三,9,国分寺市東恋ヶ窪３丁目２１番９外１５筆,,,,,32,土壌概況,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,適合,0.046,適合,,,,適合,0.87,,,,,,,適合,760,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1186,○,2,環多改,三,9,国分寺市東恋ヶ窪３丁目２１番９外１５筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,適合,,,,,,,,,,,,,,,,,
指-1186,○,2,環多改,三,9,国分寺市東恋ヶ窪３丁目２１番９外１５筆,,,,,4,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,適合,,,,,,0.046,,,,,,0.87,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1186,○,2,環多改,三,9,国分寺市東恋ヶ窪３丁目２１番９外１５筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,適合,,,,,,,,,,,,,,,,,
指-1208,○,2,環多改,三,15,三鷹市大沢三丁目１４２２番５外１筆,,,,,104,土壌概況,,,,,,,0.5,0.1,,不検出,,,不検出,不検出,不検出,,,不検出,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,適合,,,,,適合,適合,,,,,,,適合,170,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1208,○,2,環多改,三,15,三鷹市大沢三丁目１４２２番５外１筆,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,
指-1208,○,2,環多改,三,15,三鷹市大沢三丁目１４２２番５外１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1206,○,2,環多改,三,17,小金井市東町四丁目１１番１５０,,,,,1,土壌概況,,,,,,,不検出,370,,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,適合,0.05,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1206,○,2,環多改,三,17,小金井市東町四丁目１１番１５０,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,,,,,,,,,,,,
指-1217,○,2,環多改,三,22,羽村市神明台２丁目５番１,,,,,234,土壌概況,,,,,,,不検出,不検出,不検出,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,6.1,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1217,○,2,環多改,三,22,羽村市神明台二丁目５番１,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1192,○,2,環多改,三,29,青梅市新町六丁目１６番２,,,,,1072,土壌概況,,,,,,,不検出,,,不検出,,,不検出,不検出,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,0.0009,,適合,適合,,,,,,,,460,,,適合,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1192,○,2,環多改,三,29,青梅市新町六丁目１６番２,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,
指-1237,○,2,環多改,三,40,昭島市武蔵野３丁目３番外３筆,,,,,46,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.6,適合,適合,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1237,○,2,環多改,三,40,昭島市武蔵野３丁目３番,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1065,,2,環多改,三,2,日野市日野台３丁目１番３外１筆,,,,,26,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.14,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,180,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
