台帳番号,全解除,年度,文書記号,種別,番号,所在地,起点（地番）,起点ｘ座標,起点ｙ座標,回転角（度分秒）,調査区画数,調査種別（土壌概況/土壌詳細/地下水代表地点/地下水対象地境界/地下水詳細）,地点種別（一部対象混合/一部対象個別/全部対象/第一種代表地点/第二種・第三種代表地点）,評価区画,採取区画,深度(m),標高(TPm),標高(APm),TCE_GAS(ppm),PCE_GAS(ppm),DCM_GAS(ppm),VC_GAS(ppm),CCl4_GAS(ppm),EDC_GAS(ppm),"1,1-DCE_GAS(ppm)","1,2-DCE_GAS(ppm)","1,1,1-TCE_GAS(ppm)","1,1,2-TCE_GAS(ppm)","1,3-DCP_GAS(ppm)",Bz_GAS(ppm),TCE_GAS(WATER）(mg/l),PCE_GAS(WATER）(mg/l),DCM_GAS(WATER）(mg/l),VC_GAS(WATER）(mg/l),CCl4_GAS(WATER）(mg/l),EDC_GAS(WATER）(mg/l),"1,1-DCE_GAS(WATER）(mg/l)","1,2-DCE_GAS(WATER）(mg/l)","1,1,1-TCE_GAS(WATER）(mg/l)","1,1,2-TCE_GAS(WATER）(mg/l)","1,3-DCP_GAS(WATER）(mg/l)",Bz_GAS(WATER）(mg/l),TCE_Elu(mg/l),PCE_Elu(mg/l),DCM_Elu(mg/l),VC_Elu(mg/l),CCl4_Elu(mg/l),EDC_Elu(mg/l),"1,1-DCE_Elu(mg/l)","1,2-DCE_Elu(mg/l)","1,1,1-TCE_Elu(mg/l)","1,1,2-TCE_Elu(mg/l)","1,3-DCP_Elu(mg/l)",Bz_Elu(mg/l),Cd_Elu(mg/l),CN_Elu(mg/l),Pb_Elu(mg/l),Cr6+_Elu(mg/l),As_Elu(mg/l),Hg_Elu(mg/l),Se_Elu(mg/l),B_Elu(mg/l),F_Elu(mg/l),有機リン_Elu(mg/l),PCB_Elu(mg/l),チウラム_Elu(mg/l),シマジン_Elu(mg/l),チオベンカルブ_Elu(mg/l),Cd_Con(mg/kg),CN_Con(mg/kg),Pb_Con(mg/kg),Cr6+_Con(mg/kg),As_Con(mg/kg),Hg_Con(mg/kg),Se_Con(mg/kg),B_Con(mg/kg),F_Con(mg/kg),TCE_Wat(mg/l),PCE_Wat(mg/l),DCM_Wat(mg/l),VC_Wat(mg/l),CCl4_Wat(mg/l),EDC_Wat(mg/l),"1,1-DCE_Wat(mg/l)","1,2-DCE_Wat(mg/l)","1,1,1-TCE_Wat(mg/l)","1,1,2-TCE_Wat(mg/l)","1,3-DCP_Wat(mg/l)",Bz_Wat(mg/l),Cd_Wat(mg/l),CN_Wat(mg/l),Pb_Wat(mg/l),Cr6+_Wat(mg/l),As_Wat(mg/l),Hg_Wat(mg/l),Se_Wat(mg/l),B_Wat(mg/l),F_Wat(mg/l),有機リン_Wat(mg/l),PCB_Wat(mg/l),チウラム_Wat(mg/l),シマジン_Wat(mg/l),チオベンカルブ_Wat(mg/l)
指-989,,30,環改化,三,23,目黒区緑が丘三丁目３１８４番２,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,9.7,,0.0065,,,適合,2,,,,,,,,,,,,,,,,,,
指-988,,30,環改化,三,25,品川区西五反田五丁目５０８番７外１筆,,,,,4,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,83,,,,6.8,1.4,,,,,,,適合,適合,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1014,○,30,環改化,三,27,新宿区中落合三丁目９９番１,,,,,1,土壌概況,,,,,,,不検出,0.3,,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1017
指-1018","○
○",30,環改化,三,29,世田谷区上用賀一丁目２０３番１外２筆,,,,,286,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,適合,適合,適合,適合,0.011,0.0009,0.031,適合,適合,適合,適合,適合,適合,適合,適合,適合,3900,適合,適合,89,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1017
指-1018","○
○",30,環改化,三,29,世田谷区上用賀一丁目２０３番１外２筆,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,0.004,,,,,,,
指-1003,○,30,環改化,三,35,新宿区市谷左内町２９番１９外２４筆,,,,,97,土壌概況,,,,,,,0.2,0.1,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,適合,適合,,,,,,,0.12,適合,,,適合,,適合,,,,,,,,2300,適合,,,適合,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1003,○,30,環改化,三,35,新宿区市谷左内町２９番１９外２４筆,,,,,3,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,適合,,,,,,,,,,,
指-1003,○,30,環改化,三,35,新宿区市谷左内町２９番１９外２４筆,,,,,18,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,0.048,,,,,,,,,,,,,,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1003,○,30,環改化,三,35,新宿区市谷左内町２９番１９外２４筆,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,適合,,,,,,,,,,,
指-1012,,30,環改化,三,36,板橋区舟渡一丁目１８番１６外１筆,,,,,2,土壌概況,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,,34,,,,,,適合,,,,,,,,350,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1029,,30,環改化,三,42,目黒区大橋二丁目６８３番２９外７筆,,,,,59,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,適合,,,,,,,,,,,,,適合,適合,0.017,適合,0.033,適合,適合,適合,適合,,適合,,,,適合,適合,410,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1031,,30,環改化,三,43,中野区新井５丁目７－４,,,,,4,土壌概況,,,,,,,18,,,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,0.034,,,適合,,,適合,適合,,,,,,適合,適合,,,,,8.7,4,,,,,,,適合,適合,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1031,,30,環改化,三,43,中野区新井５丁目７－４,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,適合,,,適合,適合,,,,,,,,,,,,2.8,適合,,,,,
指-1021,,30,環改化,三,48,練馬区氷川台３丁目２０２番９,,,,,1,土壌概況,,,,,,,不検出,,,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1026,○,30,環改化,三,54,板橋区双葉町１３－６８,,,,,1,土壌概況,,,,,,,3.9,,,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,,,,,,,適合,,,,,2.5,,,,,,,,,1100,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1026,○,30,環改化,三,54,板橋区双葉町１３－６８,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1026,○,30,環改化,三,54,板橋区双葉町１３－６８,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,
指-1056,,30,環改化,三,55,江戸川区東葛西九丁目２４番１外８３筆,,,,,579,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,,,,,,,,,,,,,,0.024,54,0.47,22,1.7,,0.2,,3.8,,,,,,適合,250,4000,適合,適合,,適合,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1038,,30,環改化,三,58,足立区本木北町３番１外１筆,,,,,2,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.017,0.43,,,,,3.1,,,,,,,適合,適合,適合,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1038,,30,環改化,三,58,足立区本木北町３番１外１筆,,,,,2,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0.017,0.43,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1038,,30,環改化,三,58,足立区本木北町３番１外１筆,,,,,2,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,,適合,,,,,
指-1037,,30,環改化,三,59,北区浮間３丁目３４番１１１,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,5.8,適合,適合,適合,適合,適合,適合,2.2,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1037,,30,環改化,三,59,北区浮間３丁目３４番１１１,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1037,,30,環改化,三,59,北区浮間３丁目３４番１１１,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,適合,,,,,
指-1041,○,30,環改化,三,60,台東区北上野一丁目１２番１外１筆,,,,,2,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.02,,,,,,,,,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1041,○,30,環改化,三,60,台東区北上野一丁目１２番１外１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1041,○,30,環改化,三,60,台東区北上野一丁目１２番１外１筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,,,
指-1039,,30,環改化,三,61,荒川区西日暮里一丁目５９５番６,,,,,1,土壌概況,,,,,,,不検出,,,不検出,,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,適合,0.08,,,,2.9,適合,,,,,,,適合,適合,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1029,,30,環改化,三,63,目黒区大橋二丁目６８３番２９外７筆,,,,,29,土壌概況,,,,,,,,,,,,,,,,,,不検出,,,,,,,,,,,,適合,,,,,,,,,,,,,適合,適合,適合,適合,0.024,適合,適合,適合,適合,,適合,,,,適合,適合,170,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1029,,30,環改化,三,63,目黒区大橋二丁目６８３番２９外７筆,,,,,3,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,,,,,,,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1029,,30,環改化,三,63,目黒区大橋二丁目６８３番２９外７筆,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,,,,
指-1057,○,30,環改化,三,68,目黒区中央町一丁目６２４番３外１筆,,,,,6,土壌概況,,,,,,,560,2,,不検出,,,0.2,0.4,0.1,,,不検出,,,,,,,,,,,,,1.5,適合,,適合,,,適合,適合,適合,,,,,,適合,,,,,適合,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1057,○,30,環改化,三,68,目黒区中央町一丁目６２４番３外１筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,適合,,適合,,,適合,適合,適合,,,,,,,,,,,,,,,,,
指-1055,○,30,環改化,三,71,板橋区小豆沢三丁目１番５外１筆,,,,,21,土壌概況,,,,,,,不検出,不検出,,不検出,,,不検出,不検出,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,,,,9.3,,,,,,,,適合,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-972,,30,環改化,三,72,中央区築地５丁目１番３,,,,,29,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.21,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,0.031,適合,0.077,0.001,適合,適合,2.3,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-972,,30,環改化,三,72,中央区築地５丁目１番３,,,,,4,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,0.02,適合,,,4.6,,,,,
指-1032,,30,環改化,三,76,江戸川区中央三丁目１６１４番外１筆,,,,,16,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,省略,省略,,,,省略,,,,,,,,,省略,省略,,,,省略,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1067,○,30,環改化,三,78,荒川区町屋三丁目１０５１番４,,,,,1,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,適合,,,,,適合,適合,,,,,,適合,,1400,,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1071,○,30,環改化,三,84,大田区大森北五丁目１３５番２外５筆,,,,,4,土壌概況,,,,,,,20,,,不検出,,,不検出,不検出,0.47,,,,,,,,,,,,,,,,0.096,,,適合,,,適合,適合,適合,,,,,0.1,0.016,6.1,,,,適合,1.1,,,,,,,適合,適合,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1071,○,30,環改化,三,84,大田区大森北五丁目１３５番２外５筆,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,適合,,,適合,適合,適合,,,,,,,,,,,,,,,,,
指-1071,○,30,環改化,三,84,大田区大森北五丁目１３５番２外５筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.016,6.1,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1071,○,30,環改化,三,84,大田区大森北五丁目１３５番２外５筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,,,,,適合,,,,,
指-1074,,30,環改化,三,86,中野区鷺宮一丁目３７番２,,,,,3,土壌概況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,0.016,4.9,,,,8.1,1.9,,適合,,,,,適合,250,適合,,,,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1069,○,30,環改化,三,87,荒川区東尾久五丁目２６１４番１,,,,,1,土壌概況,,,,,,,不検出,,,不検出,,,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,,0.98,,,,,,,,適合,,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-1069,○,30,環改化,三,87,荒川区東尾久五丁目２６１４番１,,,,,1,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
"指-1017
指-1018","○
○",30,環改化,三,91,世田谷区上用賀一丁目２０３番１外３筆,,,,,53,土壌概況,,,,,,,0.2,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,適合,適合,,,,,適合,適合,0.012,0.11,適合,0.0024,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,19,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1017
指-1018","○
○",30,環改化,三,91,世田谷区上用賀一丁目２０３番１外３筆,,,,,2,地下水代表地点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,適合,適合,適合,適合,0.002,,,,,,,
"指-1017
指-1018","○
○",30,環改化,三,91,世田谷区上用賀一丁目２０３番１外３筆,,,,,21,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,0.012,0.11,0.011,0.021,0.014,,,,,,,,,,810,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"指-1017
指-1018","○
○",30,環改化,三,91,世田谷区上用賀一丁目２０３番１外３筆,,,,,3,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,,,適合,適合,適合,適合,0.002,,,,,,,
指-1030,○,30,環多改,自,1,府中市東芝町１番地１外９筆,,,,,60,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,,,,適合,適合,,適合,,,,適合,適合,1400,適合,,,,,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-996,○,30,環多改,自,2,調布市調布ヶ丘一丁目１８番９３外１筆,,,,,73,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,適合,適合,適合,1.8,,適合,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-996,○,30,環多改,自,2,調布市調布ヶ丘一丁目１８番９３外１筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-996,○,30,環多改,自,2,調布市調布ヶ丘一丁目１８番９３外１筆,,,,,1,地下水詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,適合,,,,,
指-993,○,30,環多改,自,3,立川市泉町９３５番２７外２筆,,,,,142,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,0.5,不検出,不検出,不検出,不検出,,,,,,,,,,,,,適合,適合,,適合,,,適合,適合,,,,,適合,適合,適合,適合,適合,適合,適合,適合,適合,,適合,,,,適合,適合,230,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
指-993,○,30,環多改,自,3,立川市泉町９３５番２７外２筆,,,,,1,土壌詳細,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
指-994,○,30,環多改,自,4,東村山市本町一丁目１６番３外９筆,,,,,13,土壌概況,,,,,,,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,不検出,,,,,,,,,,,,,,,,,,,,,,,,,適合,適合,適合,適合,適合,0.0026,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,適合,,,,,,,,,,,,,,,,,,,,,,,,,,
