年度,事業所番号,事業所等 名称,事業所等 所在地,事業所等 延床面積(m2),二酸化炭素排出量（燃料等）(t-CO2),二酸化炭素排出量（上下水道）(t-CO2),組織体制の整備 重点対策(1),組織体制の整備 重点対策(2),組織体制の整備 重点対策(3),組織体制の整備 重点対策(4),組織体制の整備 その他対策(1),組織体制の整備 その他対策(2),組織体制の整備 その他対策(3),組織体制の整備 その他対策(4),エネルギー等の使用状況の把握 重点対策(1),エネルギー等の使用状況の把握 重点対策(2),エネルギー等の使用状況の把握 重点対策(3),エネルギー等の使用状況の把握 その他対策(1),エネルギー等の使用状況の把握 その他対策(2),エネルギー等の使用状況の把握 その他対策(3),運用対策 重点対策(1),運用対策 重点対策(2),運用対策 重点対策(3),運用対策 重点対策(4),運用対策 重点対策(5),運用対策 重点対策(6),運用対策 重点対策(7),運用対策 重点対策(8),運用対策 重点対策(9),運用対策 その他対策(1),運用対策 その他対策(2),運用対策 その他対策(3),運用対策 その他対策(4),運用対策 その他対策(5),運用対策 その他対策(6),運用対策 その他対策(7),運用対策 その他対策(8),運用対策 その他対策(9),設備保守対策 重点対策(1),設備保守対策 重点対策(2),設備保守対策 重点対策(3),設備保守対策 重点対策(4),設備保守対策 その他対策(1),設備保守対策 その他対策(2),設備保守対策 その他対策(3),設備保守対策 その他対策(4),設備導入対策 重点対策(1),設備導入対策 重点対策(2),設備導入対策 重点対策(3),設備導入対策 重点対策(4),設備導入対策 その他対策(1),設備導入対策 その他対策(2),設備導入対策 その他対策(3),設備導入対策 その他対策(4)
2015,0204,中野区総合庁舎,東京都中野区中野4丁目8番1号,2377,111,1,,,,,,,,,,,,,,,C115　事務用機器を業務終了時に停止,C502　採光を利用した消灯の実施,,,,,,,,C101　空室・不在時等のこまめな消灯,C501　個室等不使用箇所のこまめな消灯,,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,,,,,,,,
2015,0205,葛飾区総合庁舎,東京都葛飾区立石5-13-1,3297,161,3,A502　ビルで設置する推進体制への協力,,,,A501　ビル所有者の対策や要請に協力,,,,,,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C103　日本工業規格の照度以下の設定,C104　採光を利用した消灯の実施,C116　個人用端末の不用・離席時の停止,,,,,,,,,,,,,,,,,,E101　高効率照明ランプの採用（屋内）,E123　トップランナー機器の採用,,
2015,0206,浅草仲店,東京都台東区浅草1丁目18-1,977,11,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0207,旧労管事務所筋5のうち1、2階のみ,東京都渋谷区神宮前6丁目31-5,487,14,0,,,,,,,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C123　温湿度の適正管理,,,,,,,,,C103　日本工業規格の照度以下の設定,C109　空室・不在時等の空調停止,C112　季節に応じた外気導入量の適正化,C120　外灯等の点灯時間の季節別管理,C501　個室等不使用箇所のこまめな消灯,C508　空室・不在時等の空調停止,,,,,,,,,,,,,,,,,,,
2015,0208,職業能力開発部倉庫,東京都新宿区戸山3丁目18-1,548,17,0,,,,,A501　ビル所有者の対策や要請に協力,,,,,,,,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C501　個室等不使用箇所のこまめな消灯,C504　利用状況に応じた空調の設定変更,C506　余熱利用による早めの空調停止,C508　空室・不在時等の空調停止,,D101　ランプ等の定期的な清掃・交換,,,,D104　空調フィルターの清掃・点検,,,,,,,,,,,
2015,0209,旧大塚高等職業技術専門校,東京都豊島区北大塚1丁目15-10,1800,31,0,,,,,A401　テナントにエネルギー使用量提供,A501　ビル所有者の対策や要請に協力,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,,,,D101　ランプ等の定期的な清掃・交換,,,,D104　空調フィルターの清掃・点検,,,,,,,,,,,
2015,0210,第二再開発事務所,東京都江東区白河3丁目9-3,1351,65,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0211,旧田園調布警察署沼部(交),東京都大田区田園調布南23-15,25,1,0,,,,,,,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C517　看板照明点灯時間の季節別管理,,,,,,,,,C101　空室・不在時等のこまめな消灯,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C122　冷風と温風の混合損失の防止,C114　事務用機器を省エネモードに設定,C516　外灯等の点灯時間の季節別管理,,,,,,,,,,,,,,,,,,
2015,0213,旧玉川高等学校,東京都世田谷区玉川1丁目20-1,12278,125,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0216,旧忍岡高等学校運動場管理棟,東京都墨田区墨田5丁目16-14,224,3,0,,,,,,,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0217,旧東京都新宿労政事務所合同庁舎,東京都新宿区歌舞伎町2丁目42-10,1063,107,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0218,文京区総合庁舎,東京都文京区春日1丁目16-21,2861,110,0,A502　ビルで設置する推進体制への協力,,,,A501　ビル所有者の対策や要請に協力,,,,,,,,,,C105　昼休み時の消灯の実施,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C133　可能な限り低い照度設定,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C116　個人用端末の不用・離席時の停止,C129　季節に応じた温度設定の見直し,,,,,,,,,,,,,,,,
2015,0220,旧1000days劇場,東京都千代田区丸の内3丁目8番1,5631,2056,22,A404　テナントへの温暖化対策協力依頼,,,,A402　使用量の推計に必要な情報の提供,A403　中央熱源方式の空調使用量の提供,,,B107　主要設備の使用状況の把握,,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C811　自動販売機の休日・夜間照明停止,C813　外灯等の点灯時間の季節別管理,,,,,,C104　採光を利用した消灯の実施,C108　温度計等による室温の把握と調整,C118　自動販売機の休日・夜間照明停止,C127　看板照明点灯時間の季節別管理,C809　冷風と温風の混合損失の防止,C806　その他設備の不使用時の停止,,,,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,D102　セントラル空調のフィルター清掃,D108　その他設備の定期的な保守・点検,,,,,,,,,,
2015,0221,旧東京都知事公館,東京都渋谷区松濤1丁目7-25,1886,12,0,,,,,,,,,,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0222,旧中水道第1配水池ポンプ棟,東京都多摩市聖ヶ丘5丁目3-2,374,0,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0223,教育庁学務部義務教育心身障害教育課就学相談室,東京都中央区八重洲2丁目11-1,218,0,0,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0225,旧大泉学園高等学校,東京都練馬区大泉学園町9丁目1-1,12110,0,0,,,,,,,,,,,,B101　自ら入手可能な情報に基づく把握,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0226,東京都戸山庁舎,東京都新宿区戸山3-17-1,6537,298,1,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,B103　時間的に詳細に把握,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,B102　関連他者からの情報を加えて把握,,,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C109　空室・不在時等の空調停止,,,,,,,,D101　ランプ等の定期的な清掃・交換,,,,,,,,E109　空調の冷温水配管の保温の実施,,,,,,,
2015,0300,千代田都税事務所,東京都千代田区内神田2丁目1-12,6250,272,3,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,B105　エネルギー使用量の前年度比較,,,,,,,,,,,,C101　空室・不在時等のこまめな消灯,,,,,,,,,,,,,,,,,,,,,,,,
2015,0301,中央都税事務所,東京都中央区新富2丁目6-1,4438,112,1,A208　組織横断的な推進体制の整備,,,,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,A206　所内の温室効果ガス排出量を集計,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,B105　エネルギー使用量の前年度比較,,C105　昼休み時の消灯の実施,C115　事務用機器を業務終了時に停止,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C106　冷暖房温度を都の推奨値へ変更,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C116　個人用端末の不用・離席時の停止,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,,,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,,,
2015,0303,新宿都税事務所,東京都新宿区西新宿7丁目5-8,4332,274,2,,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,,,,,,,C105　昼休み時の消灯の実施,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,0304,台東都税事務所,東京都台東区雷門1丁目6-1,4436,167,1,,,,,,,,,B103　時間的に詳細に把握,B106　過去のデータによる傾向の把握,,,,,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,,,,,,,,,,,,,,,,,E103　高効率照明器具の採用（屋内）,E114　高効率パッケージの採用,,,,,,
2015,0306,江東都税事務所,東京都江東区大島3丁目1-3,5191,297,2,A404　テナントへの温暖化対策協力依頼,,,,A206　所内の温室効果ガス排出量を集計,A402　使用量の推計に必要な情報の提供,A403　中央熱源方式の空調使用量の提供,A405　ビル全体の推進体制の整備,B103　時間的に詳細に把握,B106　過去のデータによる傾向の把握,,B101　自ら入手可能な情報に基づく把握,B104　設備ごとに詳細に把握,B105　エネルギー使用量の前年度比較,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,C817　季節に応じた温度設定の見直し,,,,,,C101　空室・不在時等のこまめな消灯,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C803　フロア共用部の温度の把握・設定,C804　共用部のフロアごとの空調の管理,C805　中央熱源機器等の季節設定実施,C808　温湿度の適正管理,C816　ポンプ・ファンの流量、圧力調整,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,D107　ボイラ等の空気比の調整,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D106　ボイラ等の定期点検の実施,D108　その他設備の定期的な保守・点検,,,,,,,,
2015,0307,大田都税事務所,東京都大田区西蒲田7丁目11-1,5164,206,1,,,,,A203　具体的な取組目標と内容の設定,,,,,,,B105　エネルギー使用量の前年度比較,,,C105　昼休み時の消灯の実施,,,,,,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C108　温度計等による室温の把握と調整,C109　空室・不在時等の空調停止,C114　事務用機器を省エネモードに設定,C501　個室等不使用箇所のこまめな消灯,C506　余熱利用による早めの空調停止,C508　空室・不在時等の空調停止,C509　中央熱源機器等の季節設定実施,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,E101　高効率照明ランプの採用（屋内）,,,
2015,0309,杉並都税事務所,東京都杉並区成田東5丁目39-11,3487,127,1,A205　取組内容や点検体制の定期的改善,,,,A203　具体的な取組目標と内容の設定,A206　所内の温室効果ガス排出量を集計,,,B106　過去のデータによる傾向の把握,,,B101　自ら入手可能な情報に基づく把握,B102　関連他者からの情報を加えて把握,B105　エネルギー使用量の前年度比較,C105　昼休み時の消灯の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,,,,,,,C101　空室・不在時等のこまめな消灯,C103　日本工業規格の照度以下の設定,C104　採光を利用した消灯の実施,C106　冷暖房温度を都の推奨値へ変更,C108　温度計等による室温の把握と調整,C110　余熱利用による早めの空調停止,C501　個室等不使用箇所のこまめな消灯,C506　余熱利用による早めの空調停止,C507　温度計等による室温の把握と調整,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,E103　高効率照明器具の採用（屋内）,,,,E101　高効率照明ランプの採用（屋内）,E125　高輝度誘導灯の導入,E105　照明用人感センサの採用,E132　エアカーテンの設置
2015,0310,北都税事務所,東京都北区中十条1丁目7-8,2896,107,1,A205　取組内容や点検体制の定期的改善,A208　組織横断的な推進体制の整備,,,A203　具体的な取組目標と内容の設定,A204　取組状況の点検体制の構築,A206　所内の温室効果ガス排出量を集計,A207　排出状況の整理・分析・提供,B106　過去のデータによる傾向の把握,B107　主要設備の使用状況の把握,,B101　自ら入手可能な情報に基づく把握,B102　関連他者からの情報を加えて把握,B104　設備ごとに詳細に把握,C105　昼休み時の消灯の実施,C113　中間期における外気冷房の実施,C123　温湿度の適正管理,C115　事務用機器を業務終了時に停止,CA13　冷却効率を考慮した配線の実施,CA18　熱だまりの把握と局所的な冷却,,,,C101　空室・不在時等のこまめな消灯,C102　照明スイッチに点灯範囲を表示,C104　採光を利用した消灯の実施,CA01　空室・不在時等のこまめな消灯,CA02　照明スイッチに点灯範囲を表示,CA05　温度計等による室温の把握と調整,,,,D101　ランプ等の定期的な清掃・交換,D103　中央熱源機器等の定期点検の実施,D105　換気フィルターの清掃・点検,,D102　セントラル空調のフィルター清掃,D104　空調フィルターの清掃・点検,D108　その他設備の定期的な保守・点検,,,,,,,,,
2015,0312,足立都税事務所,東京都足立区西新井栄町2丁目8-15,3436,80,0,A205　取組内容や点検体制の定期的改善,,,,A206　所内の温室効果ガス排出量を集計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
