［資料1-2］,,,,ベンゼン等28物質の調査結果詳細（2022(令和４)年度平均）,,,,,,,,,,,,,,,,,,,,,,  ← 貼付用 *,
,,六価クロム化合物 #,0.8,0.06,0.02,0.06,0.08,0.08,0.12,0.10,0.07,0.13,0.12,0.10,－,－,0.07,0.06,0.06,0.09,0.07,0.07,0.07,0.03,済,,
そ　の　他,,水銀化合物 #,40,0.10,0.03,1.6,1.6,1.6,2.0,1.7,1.6,1.7,1.6,1.7,1.8,1.7,1.7,1.8,1.7,1.7,1.6,1.6,1.6,1.4,済,,
,揮発性有機化合物,キシレン, 　－,0.09,0.04,1.5,1.4,1.7,2.3,1.7,1.4,2.3,1.8,1.8,1.0,0.95,1.3,1.9,1.3,1.6,1.8,2.0,1.9,0.42,済,,
,,"（m,p-キシレン）", 　－,0.04,0.02,1.1,1.1,1.2,1.7,1.3,1.0,1.7,1.4,1.3,0.75,0.69,0.96,1.4,0.95,1.2,1.4,1.5,1.4,0.30,済,,
,,（o-キシレン）, 　－,0.05,0.02,0.41,0.38,0.48,0.60,0.46,0.38,0.63,0.48,0.47,0.29,0.27,0.35,0.51,0.35,0.43,0.50,0.51,0.51,0.12,済,,
,,エチルベンゼン, 　－,0.04,0.02,1.2,1.2,1.4,1.8,1.4,1.1,1.8,1.5,1.4,0.93,0.81,1.1,1.5,1.1,1.3,1.4,1.5,1.5,0.38,済,,
,,スチレン, 　－,0.06,0.02,0.12,0.12,0.15,0.20,0.13,0.17,0.19,0.14,0.15,0.13,0.08,0.13,0.12,0.11,0.14,0.13,0.13,0.13,0.07,済,,
,,"1,1-ジクロロエタン", 　－,0.07,0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,済,,
,,四塩化炭素, 　－,0.19,0.06,0.60,0.60,0.60,0.59,0.61,0.60,0.62,0.59,0.60,0.47,0.48,0.59,0.59,0.53,0.58,0.61,0.60,0.61,0.60,済,,
,,・斜体数字 は定量下限値未満検出下限値以上の値を、<は検出下限値未満を示す。,,,,,,,,,,,,,,,,,,,,,,,,,
備考,,・基準値等の欄において、ベンゼン、トリクロロエチレン、テトラクロロエチレン及びジクロロメタンは、環境基準。,,,,,,,,,,,,,,,,,,,,,,,,,
,,"　アクリロニトリル、塩化ビニルモノマー、クロロホルム、1,2-ジクロロエタン、1,3-ブタジエン、塩化メチル、アセトアルデヒド、ニッケル化合物、ヒ素化合物、マンガン化合物及び水銀化合物は、指針値。",,,,,,,,,,,,,,,,,,,,,,,,,
,,　その他は、参考値（WHO、EPA）,,,,,,,,,,,,,,,,,,,,,,,,,
,,・八王子市片倉町及び大楽寺町は、八王子市が調査を実施。八王子市は、六価クロム化合物についての調査は不実施,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
