事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,18.2,155.3,137.3,18,15,99.1,98.4,0.7
５人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,18.5,157.2,139.5,17.7,14.5,102.2,100.3,1.9
５人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,19.1,161.1,145.3,15.8,14.3,106.1,103.3,2.8
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,年平均,19.2,161.9,146.1,15.8,14.5,105.3,104.6,0.7
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,1月,18,153.1,137.4,15.7,12.9,90.2,89.3,0.9
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,2月,18,153.7,138.1,15.6,13.1,97.3,96.5,0.8
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,3月,20.8,177,159,18,15.7,114.7,113.7,1
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,4月,19.7,166.1,150.5,15.6,15.9,113.2,112.7,0.5
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,5月,18,151.1,136.1,15,13.5,95.7,94.9,0.8
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,6月,20.4,172.5,157.6,14.9,15.5,106.2,105.4,0.8
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,7月,19.2,161.8,146.3,15.5,14.3,105.9,105.5,0.4
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,8月,19.5,163.5,148.1,15.4,14.6,107.5,106.9,0.6
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,9月,19.3,162.7,146.6,16.1,14.5,105.5,105.1,0.4
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,10月,19.1,161.8,145.2,16.6,14.9,110,109.2,0.8
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,11月,19,161.2,145.2,16,15.1,112.9,112.1,0.8
５人以上,F 電気・ガス・熱供給・水道業,令和４,2022,12月,18.9,157.9,143,14.9,14.9,108.6,107.9,0.7
５人以上,G 情報通信業,平成29,2017,年平均,19.1,163.6,146.4,17.2,12.9,84.3,82.1,2.2
５人以上,G 情報通信業,平成30,2018,年平均,19,159.8,145.2,14.6,12.3,81.9,79.7,2.2
５人以上,G 情報通信業,平成31・令和元,2019,年平均,18.7,160,143.2,16.8,11.8,74.8,72.2,2.6
５人以上,G 情報通信業,令和２,2020,年平均,18.9,160.9,144.5,16.4,12.6,82.1,79.2,2.9
５人以上,G 情報通信業,令和３,2021,年平均,18.9,162.5,145.7,16.8,12.8,84.7,81.7,3
５人以上,G 情報通信業,令和４,2022,年平均,18.8,161.6,144.2,17.4,12.8,86.3,82.3,4
５人以上,G 情報通信業,令和４,2022,1月,17.7,152.4,135.9,16.5,12.6,75.5,71.9,3.6
５人以上,G 情報通信業,令和４,2022,2月,17.5,152.3,134.5,17.8,12.1,74.5,71.4,3.1
５人以上,G 情報通信業,令和４,2022,3月,19.2,167.1,147.9,19.2,12.6,79.7,76.1,3.6
５人以上,G 情報通信業,令和４,2022,4月,19.5,168,149.8,18.2,12.9,78.4,74.1,4.3
５人以上,G 情報通信業,令和４,2022,5月,17.7,152.3,136.1,16.2,12.5,78.6,74.4,4.2
５人以上,G 情報通信業,令和４,2022,6月,20,170.6,153.2,17.4,13.3,96,91.2,4.8
５人以上,G 情報通信業,令和４,2022,7月,19.3,165.6,148.8,16.8,13.2,93.6,89.5,4.1
５人以上,G 情報通信業,令和４,2022,8月,18.9,162.4,146.3,16.1,13.5,98,93.4,4.6
５人以上,G 情報通信業,令和４,2022,9月,18.6,161.2,144.1,17.1,13,92.5,88.5,4
５人以上,G 情報通信業,令和４,2022,10月,18.7,161.8,143.8,18,12.5,88.7,84.8,3.9
５人以上,G 情報通信業,令和４,2022,11月,18.9,162.8,144.9,17.9,12.9,91.4,87.5,3.9
５人以上,G 情報通信業,令和４,2022,12月,18.9,162.7,144.9,17.8,12.9,91.6,87.5,4.1
５人以上,"H 運輸業,郵便業",平成29,2017,年平均,19.8,171.6,152.1,19.5,16.4,117.9,105.8,12.1
５人以上,"H 運輸業,郵便業",平成30,2018,年平均,19.7,166.9,147.4,19.5,15.1,102.9,94,8.9
５人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,19.3,168.9,146.8,22.1,14.5,102.9,93.9,9
５人以上,"H 運輸業,郵便業",令和２,2020,年平均,18.4,159.4,139.5,19.9,14.5,101.9,92.8,9.1
５人以上,"H 運輸業,郵便業",令和３,2021,年平均,18.4,160.1,140.1,20,14.3,96.8,90,6.8
５人以上,"H 運輸業,郵便業",令和４,2022,年平均,18.9,168,145.8,22.2,15,101.1,93.9,7.2
５人以上,"H 運輸業,郵便業",令和４,2022,1月,18.3,160.6,139,21.6,13.2,91.8,84.6,7.2
５人以上,"H 運輸業,郵便業",令和４,2022,2月,18.3,161.3,139.4,21.9,14.1,95.1,88.5,6.6
５人以上,"H 運輸業,郵便業",令和４,2022,3月,18.7,164.9,140.7,24.2,13.5,84.9,79.6,5.3
５人以上,"H 運輸業,郵便業",令和４,2022,4月,19.3,171,148.7,22.3,14.7,98.8,92.9,5.9
５人以上,"H 運輸業,郵便業",令和４,2022,5月,18.2,161.7,141.1,20.6,14.3,97.4,91.5,5.9
５人以上,"H 運輸業,郵便業",令和４,2022,6月,19.7,173.1,151.7,21.4,16.5,109.6,103.1,6.5
５人以上,"H 運輸業,郵便業",令和４,2022,7月,19.5,173.6,151.3,22.3,15.7,104.7,97.9,6.8
５人以上,"H 運輸業,郵便業",令和４,2022,8月,18.4,164.1,143.7,20.4,14.3,97.6,90.3,7.3
５人以上,"H 運輸業,郵便業",令和４,2022,9月,19.2,170.9,148.4,22.5,15.9,107.8,98.8,9
５人以上,"H 運輸業,郵便業",令和４,2022,10月,19.2,170.4,146.7,23.7,15.7,111.7,103,8.7
５人以上,"H 運輸業,郵便業",令和４,2022,11月,19.2,171.5,149.5,22,16.2,105.9,97.5,8.4
５人以上,"H 運輸業,郵便業",令和４,2022,12月,19.3,173.5,149.6,23.9,16.3,110.6,100.7,9.9
５人以上,"I 卸売業,小売業",平成29,2017,年平均,19.7,162.4,152.2,10.2,14.6,90.9,87.6,3.3
５人以上,"I 卸売業,小売業",平成30,2018,年平均,19.6,161.5,151.1,10.4,14.4,87.2,83.9,3.3
５人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,19.1,157.9,147.1,10.8,14.3,89.4,85.7,3.7
５人以上,"I 卸売業,小売業",令和２,2020,年平均,18.8,154.2,144.5,9.7,13.7,86.4,83.3,3.1
５人以上,"I 卸売業,小売業",令和３,2021,年平均,18.9,156.6,145.2,11.4,13.5,82.3,79.8,2.5
５人以上,"I 卸売業,小売業",令和４,2022,年平均,18.8,157.5,145.1,12.4,13.7,81.1,79.1,2
５人以上,"I 卸売業,小売業",令和４,2022,1月,17.9,149.9,137.9,12,13.1,78.9,76.5,2.4
５人以上,"I 卸売業,小売業",令和４,2022,2月,18,150.1,138.4,11.7,13,78.4,76.8,1.6
５人以上,"I 卸売業,小売業",令和４,2022,3月,18.7,157,143.9,13.1,12.9,77.5,75.5,2
５人以上,"I 卸売業,小売業",令和４,2022,4月,19.8,166,152.4,13.6,13.9,82.5,80,2.5
５人以上,"I 卸売業,小売業",令和４,2022,5月,18.1,151.1,138.8,12.3,13.4,80.2,77.7,2.5
５人以上,"I 卸売業,小売業",令和４,2022,6月,19.6,164,151.5,12.5,14.1,83.8,81.4,2.4
５人以上,"I 卸売業,小売業",令和４,2022,7月,19.6,163.8,151.3,12.5,14.3,83.4,81.6,1.8
５人以上,"I 卸売業,小売業",令和４,2022,8月,18.4,153.6,142.1,11.5,13.9,82,80.3,1.7
５人以上,"I 卸売業,小売業",令和４,2022,9月,18.6,156.3,144.3,12,14,82.3,80.6,1.7
５人以上,"I 卸売業,小売業",令和４,2022,10月,18.9,158.7,146.3,12.4,13.7,80.8,79,1.8
５人以上,"I 卸売業,小売業",令和４,2022,11月,19.1,160.1,147.9,12.2,14.1,82.8,81,1.8
５人以上,"I 卸売業,小売業",令和４,2022,12月,19,159.1,146.6,12.5,13.8,81.1,79.3,1.8
５人以上,"J 金融業,保険業",平成29,2017,年平均,18.9,158.6,139.8,18.8,15.1,96.5,95.6,0.9
５人以上,"J 金融業,保険業",平成30,2018,年平均,19.1,157.1,140.4,16.7,15.5,101.8,100.1,1.7
５人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,18.4,151.5,134.1,17.4,15.7,97.7,95.4,2.3
５人以上,"J 金融業,保険業",令和２,2020,年平均,18.4,153,134.4,18.6,15.2,98.6,96.6,2
５人以上,"J 金融業,保険業",令和３,2021,年平均,18.6,154.3,136.8,17.5,15.5,99.3,97.3,2
５人以上,"J 金融業,保険業",令和４,2022,年平均,18.4,154.2,135.7,18.5,15.2,98,95.5,2.5
５人以上,"J 金融業,保険業",令和４,2022,1月,17.6,147.7,130.3,17.4,14.5,93.4,91.4,2
５人以上,"J 金融業,保険業",令和４,2022,2月,16.7,141.1,123.6,17.5,14,90.4,88.4,2
５人以上,"J 金融業,保険業",令和４,2022,3月,18.7,157.2,138.1,19.1,15.4,99.5,96.8,2.7
５人以上,"J 金融業,保険業",令和４,2022,4月,19.2,162,141.6,20.4,15.5,101.1,98.2,2.9
５人以上,"J 金融業,保険業",令和４,2022,5月,17.7,148.8,130.7,18.1,14.8,97,94.2,2.8
５人以上,"J 金融業,保険業",令和４,2022,6月,19.6,162.9,144.1,18.8,16.3,104.6,102.2,2.4
５人以上,"J 金融業,保険業",令和４,2022,7月,18.8,157.4,138.9,18.5,15.5,99.5,97.2,2.3
５人以上,"J 金融業,保険業",令和４,2022,8月,18.5,154.3,136.7,17.6,15.3,98.7,96.2,2.5
５人以上,"J 金融業,保険業",令和４,2022,9月,18.2,152.5,134.4,18.1,15.1,96.7,93.9,2.8
５人以上,"J 金融業,保険業",令和４,2022,10月,18.4,153.9,135,18.9,15,96.9,94.2,2.7
５人以上,"J 金融業,保険業",令和４,2022,11月,18.3,153.2,134.3,18.9,15.3,97.7,95.1,2.6
５人以上,"J 金融業,保険業",令和４,2022,12月,19.1,158.9,140.3,18.6,15.7,101.8,99.2,2.6
５人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,19.9,167.6,151.7,15.9,13.7,85.6,80.8,4.8
５人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,19.7,165.5,150.1,15.4,13.7,79.9,77.5,2.4
５人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,19.3,162.8,146.6,16.2,13.7,80.7,77.8,2.9
５人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,19,159.6,145.3,14.3,13.5,77.6,74.7,2.9
５人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,19.3,162.6,146.3,16.3,14,84.4,81.1,3.3
５人以上,"K 不動産業,物品賃貸業",令和４,2022,年平均,19.1,160.9,145,15.9,14.6,80.3,77.8,2.5
５人以上,"K 不動産業,物品賃貸業",令和４,2022,1月,18.3,154.3,139.2,15.1,14.3,79.2,76.3,2.9
５人以上,"K 不動産業,物品賃貸業",令和４,2022,2月,18.1,153.1,137.3,15.8,14.1,77.4,73.9,3.5
５人以上,"K 不動産業,物品賃貸業",令和４,2022,3月,19,161,143.3,17.7,14.4,79.3,76.6,2.7
５人以上,"K 不動産業,物品賃貸業",令和４,2022,4月,20,169,150.8,18.2,15.6,85.9,83.1,2.8
５人以上,"K 不動産業,物品賃貸業",令和４,2022,5月,18.6,156.4,141.1,15.3,14.9,81,78.4,2.6
５人以上,"K 不動産業,物品賃貸業",令和４,2022,6月,19.7,165.2,149.5,15.7,16.2,86.4,83.4,3
５人以上,"K 不動産業,物品賃貸業",令和４,2022,7月,19.8,166.1,150.8,15.3,15,81.8,80,1.8
５人以上,"K 不動産業,物品賃貸業",令和４,2022,8月,18.9,158.5,144,14.5,14.4,78.3,76.3,2
５人以上,"K 不動産業,物品賃貸業",令和４,2022,9月,19,160.2,145,15.2,14.4,79,77,2
５人以上,"K 不動産業,物品賃貸業",令和４,2022,10月,19,161.3,145.1,16.2,13.8,78,75.9,2.1
５人以上,"K 不動産業,物品賃貸業",令和４,2022,11月,19.4,163.6,147.8,15.8,13.7,78.9,76.7,2.2
５人以上,"K 不動産業,物品賃貸業",令和４,2022,12月,19.2,162.5,146.3,16.2,14.1,78.5,76.2,2.3
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,19,160.7,143.4,17.3,14.5,101.2,97.7,3.5
５人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,19.1,159.8,144.5,15.3,12.6,80.7,78.9,1.8
５人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,18.9,156.9,141.6,15.3,12.1,81.8,79.1,2.7
５人以上,"L 学術研究,専門・技術サービス業",令和２,2020,年平均,18.8,155.7,141.9,13.8,11.3,76.3,73.9,2.4
５人以上,"L 学術研究,専門・技術サービス業",令和３,2021,年平均,18.9,159.6,142.8,16.8,13.5,92.1,89.6,2.5
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,年平均,18.9,162.2,145.6,16.6,12.8,82.7,80.6,2.1
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,1月,17.3,149.6,134.7,14.9,12.7,81.3,79.2,2.1
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,2月,17.9,153.6,136.9,16.7,13.3,85.4,83,2.4
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,3月,19.8,171,152.2,18.8,13.9,89.9,87.6,2.3
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,4月,19.7,169.9,151.7,18.2,13.3,85.1,83.2,1.9
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,5月,17.7,153.2,137.5,15.7,12.4,79,77.2,1.8
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,6月,20.7,176.3,159.5,16.8,14.1,90.1,88.1,2
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,7月,19.5,165.6,148.9,16.7,13.2,84.3,82,2.3
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,8月,18.6,158.8,143.5,15.3,12.5,81.7,79.4,2.3
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,9月,18.7,160.2,144.7,15.5,12.7,81.6,79.5,2.1
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,10月,18.9,162,144.9,17.1,11.1,74.9,73.1,1.8
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,11月,19.1,163.6,146.5,17.1,12.6,81.3,79,2.3
５人以上,"L 学術研究,専門・技術サービス業",令和４,2022,12月,18.9,162.2,145.4,16.8,11.9,76.6,74.6,2
５人以上,"M 宿泊業,飲食サービス業",平成29,2017,年平均,21.3,188.2,167.5,20.7,12.7,75.4,72.8,2.6
５人以上,"M 宿泊業,飲食サービス業",平成30,2018,年平均,21.2,189.6,168.1,21.5,12.4,74.4,71.4,3
５人以上,"M 宿泊業,飲食サービス業",平成31・令和元,2019,年平均,20.5,181.9,162.7,19.2,11.7,69.8,66.5,3.3
５人以上,"M 宿泊業,飲食サービス業",令和２,2020,年平均,18,151.4,139.2,12.2,10.2,56.4,54.4,2
５人以上,"M 宿泊業,飲食サービス業",令和３,2021,年平均,17.8,147.8,137.5,10.3,10.3,55.6,54.4,1.2
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,年平均,19.5,169.3,154.7,14.6,11.1,66.5,63.7,2.8
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,1月,18.8,159,144.9,14.1,11,64.5,62.2,2.3
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,2月,17.1,143.4,133.7,9.7,10.1,57.4,55.7,1.7
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,3月,19.3,163.8,152.4,11.4,11.1,63.7,61.8,1.9
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,4月,20.3,176.1,161,15.1,11.2,66.1,63.8,2.3
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,5月,20.2,175.4,159.9,15.5,11.4,67.6,65.1,2.5
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,6月,19.6,168,153.5,14.5,11.7,69.1,66.2,2.9
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,7月,19,166.5,151.2,15.3,11.7,71.2,67.8,3.4
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,8月,18.7,161.3,147.6,13.7,11.1,68.2,64.8,3.4
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,9月,20.1,177,161,16,11.2,67.8,64.7,3.1
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,10月,20.6,180.2,164.3,15.9,11.1,66.9,63.8,3.1
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,11月,20.5,181.4,164.7,16.7,10.8,65.7,62.7,3
５人以上,"M 宿泊業,飲食サービス業",令和４,2022,12月,20.7,186.8,168.2,18.6,11.1,68.5,65.1,3.4
５人以上,"N 生活関連サービス業,娯楽業",平成29,2017,年平均,20.6,171.2,159.1,12.1,12.9,84.8,83.8,1
５人以上,"N 生活関連サービス業,娯楽業",平成30,2018,年平均,20.5,169.7,156.1,13.6,12.9,79.2,77.9,1.3
５人以上,"N 生活関連サービス業,娯楽業",平成31・令和元,2019,年平均,20.1,166.8,154.5,12.3,11.9,68.1,66.6,1.5
５人以上,"N 生活関連サービス業,娯楽業",令和２,2020,年平均,18.2,146.2,138.1,8.1,10.7,60,58.7,1.3
５人以上,"N 生活関連サービス業,娯楽業",令和３,2021,年平均,19,154.6,145.4,9.2,10.1,58.7,57,1.7
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,年平均,19,155.4,145.6,9.8,12.5,78.6,76.9,1.7
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,1月,18.4,149.9,141.6,8.3,11.2,69.2,68.2,1
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,2月,18.3,148.8,140.3,8.5,10.9,64.7,63.8,0.9
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,3月,19,157.4,146,11.4,11.4,69.4,68.1,1.3
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,4月,19.4,158.5,149.1,9.4,12.1,77,75.6,1.4
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,5月,19.1,156.8,148.1,8.7,12.7,80.9,78.8,2.1
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,6月,19.6,160.3,150.6,9.7,12.9,81.6,79.8,1.8
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,7月,19,154.7,144.8,9.9,12.9,81.7,79.7,2
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,8月,18.5,149.7,141.4,8.3,13.1,84,82.1,1.9
５人以上,"N 生活関連サービス業,娯楽業",令和４,2022,9月,18.7,155.6,144.9,10.7,13.1,83.3,81.4,1.9
