事業所規模,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30～99人,令和４,2022,11月,17.6,18.3,16.7,140.4,153.6,123.5,128.6,138,116.6,11.8,15.6,6.9
30～99人,令和４,2022,12月,17.3,18.2,16.2,139.5,152.9,121.9,127.5,137,115,12,15.9,6.9
100～499人,平成29,2017,年平均,18.5,19,17.6,150.4,159.9,133.3,137.2,144,125,13.2,15.9,8.3
100～499人,平成30,2018,年平均,18.3,18.8,17.6,147.7,156.4,133.7,135.3,141.5,125.3,12.4,14.9,8.4
100～499人,平成31・令和元,2019,年平均,18,18.4,17.2,145.2,153.6,132,132.3,138.2,123,12.9,15.4,9
100～499人,令和２,2020,年平均,17.8,18.3,17,141.7,149.7,128.5,129.8,135.7,120.2,11.9,14,8.3
100～499人,令和３,2021,年平均,18,18.5,17.2,146.8,156.2,132.7,133.5,140.3,123.3,13.3,15.9,9.4
100～499人,令和４,2022,年平均,18,18.5,17.2,147.7,158,133.3,133.8,141.3,123.4,13.9,16.7,9.9
100～499人,令和４,2022,1月,17.2,17.8,16.3,140.8,151.9,125.2,127,135.1,115.7,13.8,16.8,9.5
100～499人,令和４,2022,2月,16.9,17.5,16.1,139.3,150.3,124,125.6,133.5,114.7,13.7,16.8,9.3
100～499人,令和４,2022,3月,18,18.6,17.1,148.3,159.5,132.3,133.7,141.9,122,14.6,17.6,10.3
100～499人,令和４,2022,4月,18.6,19.3,17.6,152.1,164.3,135.5,137.5,146.6,125.1,14.6,17.7,10.4
100～499人,令和４,2022,5月,17.4,17.9,16.8,143,152.6,129.4,129.5,136.3,119.9,13.5,16.3,9.5
100～499人,令和４,2022,6月,18.8,19.4,18,154.5,165,139.5,140.4,148.1,129.4,14.1,16.9,10.1
100～499人,令和４,2022,7月,18.6,19.2,17.7,152.7,163.2,138.2,138.9,146.6,128.2,13.8,16.6,10
100～499人,令和４,2022,8月,17.9,18.3,17.4,146.8,154.8,135.3,134,139.7,125.9,12.8,15.1,9.4
100～499人,令和４,2022,9月,17.9,18.4,17.3,148.1,157.1,135.5,134.6,141.1,125.6,13.5,16,9.9
100～499人,令和４,2022,10月,18,18.6,17.2,148.7,158.5,134.8,134.6,141.6,124.7,14.1,16.9,10.1
100～499人,令和４,2022,11月,18.2,18.8,17.3,149.6,159.8,135.5,135.4,142.8,125.2,14.2,17,10.3
100～499人,令和４,2022,12月,18.1,18.6,17.2,148.7,158.5,134.8,134.7,141.7,124.7,14,16.8,10.1
500人以上,平成29,2017,年平均,18.3,18.7,17.7,149.9,157,138.1,136,140.9,127.8,13.9,16.1,10.3
500人以上,平成30,2018,年平均,18.4,18.8,17.7,150.5,157.3,139.8,137.3,142.2,129.6,13.2,15.1,10.2
500人以上,平成31・令和元,2019,年平均,17.9,18.4,17.2,147.3,154.7,136,133.1,138.2,125.4,14.2,16.5,10.6
500人以上,令和２,2020,年平均,17.6,18.2,16.7,144.6,153.1,131.9,131.1,137.1,122,13.5,16,9.9
500人以上,令和３,2021,年平均,17.9,18.4,17.1,147.9,155.5,136.5,133.1,138.2,125.4,14.8,17.3,11.1
500人以上,令和４,2022,年平均,17.9,18.4,17.2,149,156.2,138.1,133.5,138.4,126.1,15.5,17.8,12
500人以上,令和４,2022,1月,17,17.4,16.4,141.9,148.6,131.6,127.1,131.5,120.3,14.8,17.1,11.3
500人以上,令和４,2022,2月,16.7,17.2,15.9,139.4,147,127.5,124.1,129.2,116.1,15.3,17.8,11.4
500人以上,令和４,2022,3月,18.2,18.8,17.4,152.8,160.5,140.9,136,141.2,127.9,16.8,19.3,13
500人以上,令和４,2022,4月,18.6,19.2,17.8,155.8,163.5,143.8,139.3,144.7,130.9,16.5,18.8,12.9
500人以上,令和４,2022,5月,17.4,17.8,16.8,144.8,151.2,134.9,129.8,134.1,123.2,15,17.1,11.7
500人以上,令和４,2022,6月,18.8,19.2,18.1,155.3,162.2,144.5,139.8,144.4,132.6,15.5,17.8,11.9
500人以上,令和４,2022,7月,18.5,19.1,17.8,153.5,161.1,142,137.9,143.2,130,15.6,17.9,12
500人以上,令和４,2022,8月,17.8,18.2,17.3,148.1,154.3,138.7,133.4,137.5,127.2,14.7,16.8,11.5
500人以上,令和４,2022,9月,17.7,18.1,17.2,147.5,153.6,137.9,132.5,136.6,126.1,15,17,11.8
500人以上,令和４,2022,10月,18,18.5,17.3,150,157.6,138.5,134.2,139.4,126.4,15.8,18.2,12.1
500人以上,令和４,2022,11月,18.1,18.6,17.3,150.4,158.1,138.8,134.6,139.9,126.6,15.8,18.2,12.2
500人以上,令和４,2022,12月,17.9,18.5,17.2,149.3,156.7,137.9,133.7,138.8,125.9,15.6,17.9,12
,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和４年年報,,,,,,,,,,,,,,,
第８表　規模、性別常用労働者の１人平均月間出勤日数及び実労働時間（調査産業計）,,,,,,,,,,,,,,,
