事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,"C 鉱業,採石業,砂利採取業",平成29,2017,年平均,－,－,－,－,－,－,－,－,－,－,－,－
30人以上,"C 鉱業,採石業,砂利採取業",平成30,2018,年平均,18.8,18.9,18.3,154.7,158.9,142.9,135.1,136.9,130,19.6,22,12.9
30人以上,"C 鉱業,採石業,砂利採取業",平成31・令和元,2019,年平均,18.6,18.7,18.2,154.6,157.9,143.5,136,137.5,130.9,18.6,20.4,12.6
30人以上,"C 鉱業,採石業,砂利採取業",令和２,2020,年平均,18.9,19,18.5,156.7,159.1,148.7,136.9,137.8,134,19.8,21.3,14.7
30人以上,"C 鉱業,採石業,砂利採取業",令和３,2021,年平均,18.7,18.7,18.5,158.4,161.7,149.4,135.5,136.9,131.7,22.9,24.8,17.7
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,年平均,18.2,18.3,18,153.7,156.2,146.4,131.4,132.3,128.7,22.3,23.9,17.7
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,1月,17,16.9,17.3,143.2,144.1,140.9,122.3,122.3,122.4,20.9,21.8,18.5
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,2月,16.9,17,16.7,146,148.3,139,123,124,120.1,23,24.3,18.9
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,3月,19.5,19.6,19.2,164.1,167.3,155.9,140,141.6,135.8,24.1,25.7,20.1
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,4月,18.1,18.2,17.8,151.3,154.2,144,129.3,130.4,126.4,22,23.8,17.6
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,5月,16.6,16.8,16.1,137.5,140.8,129.1,118.2,119.8,114.2,19.3,21,14.9
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,6月,20,20.1,19.7,166.6,169.3,158.1,144.7,145.6,141.8,21.9,23.7,16.3
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,7月,18.5,18.5,18.3,156.1,158.6,148.6,133.6,134.4,130.9,22.5,24.2,17.7
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,8月,19.2,19.3,18.9,161.4,164.4,152.5,139.6,140.8,135.9,21.8,23.6,16.6
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,9月,18.1,18.1,18.2,153.7,155.6,147.4,130.8,130.8,130.5,22.9,24.8,16.9
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,10月,17.7,17.8,17.6,151,153.6,142.9,128.1,128.8,125.8,22.9,24.8,17.1
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,11月,18.6,18.6,18.6,158.6,160.6,152.4,134.4,134.8,133.2,24.2,25.8,19.2
30人以上,"C 鉱業,採石業,砂利採取業",令和４,2022,12月,18.4,18.4,18.4,156.1,158.1,149.8,134,134.9,131.1,22.1,23.2,18.7
30人以上,D 建設業,平成29,2017,年平均,20.3,20.5,19.2,180,182.9,162.6,156.3,157.3,150.2,23.7,25.6,12.4
30人以上,D 建設業,平成30,2018,年平均,20.3,20.7,18.5,179.2,183.6,156.8,153.8,155.7,144.5,25.4,27.9,12.3
30人以上,D 建設業,平成31・令和元,2019,年平均,19.6,19.9,18.3,171,174.5,152.1,145.7,146.9,139.2,25.3,27.6,12.9
30人以上,D 建設業,令和２,2020,年平均,19.2,19.4,18.2,167.5,170.3,151.1,146.1,147.4,138.4,21.4,22.9,12.7
30人以上,D 建設業,令和３,2021,年平均,19.2,19.4,18.3,168.4,171,153.9,146.2,147.3,139.9,22.2,23.7,14
30人以上,D 建設業,令和４,2022,年平均,19,19.3,18,166.3,169.8,151.8,145.1,146.9,137.7,21.2,22.9,14.1
30人以上,D 建設業,令和４,2022,1月,17.5,17.7,16.5,153.3,156.9,137.8,134.3,136.3,125.7,19,20.6,12.1
30人以上,D 建設業,令和４,2022,2月,18.4,18.6,17.7,162,165.4,148.3,139.8,141.1,134.6,22.2,24.3,13.7
30人以上,D 建設業,令和４,2022,3月,19.6,19.8,18.6,174.1,176.9,159.5,149.1,150.1,143.7,25,26.8,15.8
30人以上,D 建設業,令和４,2022,4月,20.3,20.6,18.9,177.3,181.3,160.6,154,156.3,144.5,23.3,25,16.1
30人以上,D 建設業,令和４,2022,5月,17.6,17.8,16.4,153.3,156.9,138.6,134.4,136.5,125.8,18.9,20.4,12.8
30人以上,D 建設業,令和４,2022,6月,20,20.2,19.3,174.5,177.7,161.6,154.1,155.8,147.1,20.4,21.9,14.5
30人以上,D 建設業,令和４,2022,7月,20.1,20.4,19.1,175,178.8,159.6,153.7,155.7,145.5,21.3,23.1,14.1
30人以上,D 建設業,令和４,2022,8月,17.6,17.9,16.6,153.5,157.5,138.1,134.8,137,126.2,18.7,20.5,11.9
30人以上,D 建設業,令和４,2022,9月,19,19.2,18.1,164.8,168.2,150.7,144.6,146.2,138,20.2,22,12.7
30人以上,D 建設業,令和４,2022,10月,19.2,19.5,18.2,167.9,171.4,154.5,146,147.9,138.8,21.9,23.5,15.7
30人以上,D 建設業,令和４,2022,11月,19.7,20,18.7,171.5,175.1,157.5,149.5,151.2,142.8,22,23.9,14.7
30人以上,D 建設業,令和４,2022,12月,19.4,19.6,18.4,168.3,171.8,154.7,147.2,149.1,139.6,21.1,22.7,15.1
30人以上,E 製造業,平成29,2017,年平均,18.9,19.1,18.2,157.9,162.4,145.6,145,148.3,136.2,12.9,14.1,9.4
30人以上,E 製造業,平成30,2018,年平均,18.7,19.1,18,158.8,164.4,146.1,144.4,148.4,135.3,14.4,16,10.8
30人以上,E 製造業,平成31・令和元,2019,年平均,18.5,18.8,17.6,156.1,160.3,145.4,142.1,145.4,133.6,14,14.9,11.8
30人以上,E 製造業,令和２,2020,年平均,18.4,18.7,17.7,152.8,156.9,142.7,140.8,144.3,132.2,12,12.6,10.5
30人以上,E 製造業,令和３,2021,年平均,18.3,18.7,17.5,153.5,159.3,140.5,140.3,145.3,129.2,13.2,14,11.3
30人以上,E 製造業,令和４,2022,年平均,18.4,18.8,17.6,155.7,160.1,145.7,141.3,145.4,131.8,14.4,14.7,13.9
30人以上,E 製造業,令和４,2022,1月,17.3,17.6,16.5,147.1,151.4,137,133.1,136.9,124.2,14,14.5,12.8
30人以上,E 製造業,令和４,2022,2月,17.8,18.2,17,152.4,156.9,141.6,137.7,141.5,128.4,14.7,15.4,13.2
30人以上,E 製造業,令和４,2022,3月,18.6,19.1,17.5,158.4,164,145.5,143,148,131.5,15.4,16,14
30人以上,E 製造業,令和４,2022,4月,19.1,19.4,18.2,160.6,165.1,150.3,145.4,149.7,135.5,15.2,15.4,14.8
30人以上,E 製造業,令和４,2022,5月,17.4,17.6,16.7,146.3,149.8,137.8,133,136.3,125,13.3,13.5,12.8
30人以上,E 製造業,令和４,2022,6月,19.5,19.8,18.8,163.2,166.4,155.7,148.6,152,140.6,14.6,14.4,15.1
30人以上,E 製造業,令和４,2022,7月,19.3,19.7,18.5,162.6,166.8,153,148,152.4,138,14.6,14.4,15
30人以上,E 製造業,令和４,2022,8月,18,18.2,17.5,152,154.6,146,138.3,141.2,131.8,13.7,13.4,14.2
30人以上,E 製造業,令和４,2022,9月,18.3,18.7,17.6,154.5,158.5,145.4,140.1,144,131.2,14.4,14.5,14.2
30人以上,E 製造業,令和４,2022,10月,18.4,18.9,17.4,155.1,160.2,143.9,140.6,145.3,130.2,14.5,14.9,13.7
30人以上,E 製造業,令和４,2022,11月,19,19.4,18.1,159.9,165.1,147.9,145.2,150.1,134.1,14.7,15,13.8
30人以上,E 製造業,令和４,2022,12月,18.6,19,17.6,156.7,162.1,144.1,142.4,147.3,131,14.3,14.8,13.1
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,18.7,18.8,18,162.6,164.3,155.8,148.5,149.5,144.3,14.1,14.8,11.5
30人以上,F 電気・ガス・熱供給・水道業,平成30,2018,年平均,18.4,18.5,17.9,158.2,160.3,147.4,142.4,143.5,136.4,15.8,16.8,11
30人以上,F 電気・ガス・熱供給・水道業,平成31・令和元,2019,年平均,18,18.1,17.5,153.6,156.4,139,135.2,136.9,126.1,18.4,19.5,12.9
30人以上,F 電気・ガス・熱供給・水道業,令和２,2020,年平均,18.5,18.6,17.9,156.3,158.5,145.2,138.9,140.3,131.7,17.4,18.2,13.5
30人以上,F 電気・ガス・熱供給・水道業,令和３,2021,年平均,18.8,18.9,18.2,158.5,160.4,149.4,142.4,143.7,136.4,16.1,16.7,13
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,年平均,18.9,19,18.3,160.3,162.5,149.7,143.3,144.7,136.8,17,17.8,12.9
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,1月,17.4,17.5,16.5,149.1,151.5,137.4,131.5,133.1,123.7,17.6,18.4,13.7
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,2月,17.2,17.3,16.4,148.4,150.4,137.5,130.6,131.9,123.7,17.8,18.5,13.8
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,3月,20.5,20.7,19.5,176.2,178.6,162.6,155.4,157.1,145.8,20.8,21.5,16.8
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,4月,19.2,19.3,18.7,163.9,165.7,154.8,146.2,147.4,139.9,17.7,18.3,14.9
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,5月,17.8,17.9,17.3,150.8,152.5,141.4,134.3,135.3,129,16.5,17.2,12.4
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,6月,20.4,20.5,20.1,171.5,173.2,163,154.9,155.8,150.4,16.6,17.4,12.6
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,7月,19,19.1,18.5,160.9,163,150,144.6,145.8,138.3,16.3,17.2,11.7
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,8月,19.5,19.6,19.1,164,166,154.3,148.2,149.3,142.8,15.8,16.7,11.5
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,9月,19,19.1,18.8,161.8,163.6,152.9,144.8,145.7,140.6,17,17.9,12.3
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,10月,19,19.1,18.4,161.3,163.6,150.6,144.4,145.9,137.7,16.9,17.7,12.9
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,11月,19,19.1,18.2,160.7,163.4,148.5,144.2,145.9,136.5,16.5,17.5,12
30人以上,F 電気・ガス・熱供給・水道業,令和４,2022,12月,18.6,18.7,17.8,155.4,158,143.8,140.6,142.3,133.1,14.8,15.7,10.7
30人以上,G 情報通信業,平成29,2017,年平均,18.9,19.1,18.1,161.4,165.2,149.8,143.9,146.6,135.6,17.5,18.6,14.2
30人以上,G 情報通信業,平成30,2018,年平均,18.7,18.9,18.2,157.4,160.7,148.5,142.5,145.3,135,14.9,15.4,13.5
30人以上,G 情報通信業,平成31・令和元,2019,年平均,18.6,18.8,18,158.4,161.8,148.7,141.4,143.9,134.1,17,17.9,14.6
30人以上,G 情報通信業,令和２,2020,年平均,18.7,18.9,18,158.3,162.1,148.4,141.9,144.6,134.8,16.4,17.5,13.6
30人以上,G 情報通信業,令和３,2021,年平均,18.7,18.9,18,159.8,163.6,150.4,143,145.8,136.1,16.8,17.8,14.3
30人以上,G 情報通信業,令和４,2022,年平均,18.4,18.8,17.6,158.1,163.2,146.6,140.7,144.2,132.7,17.4,19,13.9
30人以上,G 情報通信業,令和４,2022,1月,17.4,17.8,16.5,148.7,154.3,135.2,132.3,136.6,121.9,16.4,17.7,13.3
30人以上,G 情報通信業,令和４,2022,2月,17.2,17.6,16.2,148.1,153.8,135.1,130.5,134.6,121.1,17.6,19.2,14
30人以上,G 情報通信業,令和４,2022,3月,18.8,19.2,17.8,162.1,168,148.8,143.2,147.5,133.5,18.9,20.5,15.3
30人以上,G 情報通信業,令和４,2022,4月,19.1,19.5,18.2,163.4,169.1,150.1,145.3,149.5,135.6,18.1,19.6,14.5
30人以上,G 情報通信業,令和４,2022,5月,17.5,17.8,16.7,149.2,154.2,137.6,133,136.6,124.8,16.2,17.6,12.8
30人以上,G 情報通信業,令和４,2022,6月,19.5,19.9,18.8,166.6,171.1,156.1,149.2,152.1,142.4,17.4,19,13.7
30人以上,G 情報通信業,令和４,2022,7月,19.1,19.4,18.3,162.7,167.4,152,145.8,149,138.6,16.9,18.4,13.4
30人以上,G 情報通信業,令和４,2022,8月,18.7,18.9,18.2,160.5,164.1,152.2,144,146.4,138.4,16.5,17.7,13.8
30人以上,G 情報通信業,令和４,2022,9月,18.3,18.6,17.6,158.3,162.9,147.6,141.1,144.1,134.1,17.2,18.8,13.5
30人以上,G 情報通信業,令和４,2022,10月,18.4,18.8,17.6,158.9,164.1,147,140.9,144.3,133,18,19.8,14
30人以上,G 情報通信業,令和４,2022,11月,18.6,18.9,17.7,159.7,164.6,148.1,141.5,144.9,133.6,18.2,19.7,14.5
30人以上,G 情報通信業,令和４,2022,12月,18.6,19,17.7,159.8,164.8,148.3,141.8,145.2,134,18,19.6,14.3
30人以上,"H 運輸業,郵便業",平成29,2017,年平均,19.2,19.6,18,164.8,170.6,143.1,146.8,150.4,133.2,18,20.2,9.9
30人以上,"H 運輸業,郵便業",平成30,2018,年平均,18.9,19.4,17.1,157.7,164.7,131.5,139.5,144.3,121.5,18.2,20.4,10
30人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,18.5,19,16.8,159.1,167.8,132.1,138.1,143.5,121.4,21,24.3,10.7
30人以上,"H 運輸業,郵便業",令和２,2020,年平均,17.6,18.6,14.7,150,162.7,114.3,130.5,138.9,107,19.5,23.8,7.3
30人以上,"H 運輸業,郵便業",令和３,2021,年平均,17.6,18.3,15.7,150.8,160.5,123.2,131.9,137.9,114.9,18.9,22.6,8.3
30人以上,"H 運輸業,郵便業",令和４,2022,年平均,18.3,19,16.3,159.3,170.3,126.8,138.4,145.8,116.3,20.9,24.5,10.5
30人以上,"H 運輸業,郵便業",令和４,2022,1月,17.6,18.3,15.4,151,161.9,118.5,130.9,138,109.8,20.1,23.9,8.7
30人以上,"H 運輸業,郵便業",令和４,2022,2月,17.5,18.4,14.8,151.7,163.7,115.2,130.9,139.5,104.9,20.8,24.2,10.3
30人以上,"H 運輸業,郵便業",令和４,2022,3月,17.9,18.9,15.3,155.2,169.2,116.5,132.1,141.3,106.8,23.1,27.9,9.7
30人以上,"H 運輸業,郵便業",令和４,2022,4月,18.5,19.4,15.8,160.4,173.8,121.5,139.5,149.1,111.5,20.9,24.7,10
30人以上,"H 運輸業,郵便業",令和４,2022,5月,17.7,18.2,16.1,154.8,164.5,123.3,135.2,141.9,113.4,19.6,22.6,9.9
30人以上,"H 運輸業,郵便業",令和４,2022,6月,19.1,19.8,17.1,165.1,176.4,131.4,144.5,152.3,121.1,20.6,24.1,10.3
30人以上,"H 運輸業,郵便業",令和４,2022,7月,18.9,19.5,17,163.8,174.5,133.3,143.8,151.5,121.9,20,23,11.4
30人以上,"H 運輸業,郵便業",令和４,2022,8月,17.9,18.6,15.9,155.6,166.3,124.5,136.9,144.6,114.5,18.7,21.7,10
30人以上,"H 運輸業,郵便業",令和４,2022,9月,18.5,19.1,16.9,162,171.1,134.5,141,146.9,123.1,21,24.2,11.4
30人以上,"H 運輸業,郵便業",令和４,2022,10月,18.7,19.1,17.5,163.1,171.4,138.2,140.5,145.2,126.4,22.6,26.2,11.8
30人以上,"H 運輸業,郵便業",令和４,2022,11月,18.8,19.4,17.2,163.6,173.6,135.1,142.5,149,124.1,21.1,24.6,11
30人以上,"H 運輸業,郵便業",令和４,2022,12月,18.8,19.5,16.7,166.1,177.4,130.7,143.1,150.9,118.9,23,26.5,11.8
30人以上,"I 卸売業,小売業",平成29,2017,年平均,18.6,19.2,17.7,145.9,156.2,131.4,137,145.4,125.1,8.9,10.8,6.3
30人以上,"I 卸売業,小売業",平成30,2018,年平均,18.6,19.1,17.9,146.1,155.8,132,137.1,145.2,125.2,9,10.6,6.8
30人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,18,18.5,17.2,142.2,152.7,127.2,132.4,141,120.2,9.8,11.7,7
30人以上,"I 卸売業,小売業",令和２,2020,年平均,17.8,18.5,17,140.6,150.8,125.8,131.4,140,119,9.2,10.8,6.8
30人以上,"I 卸売業,小売業",令和３,2021,年平均,18.1,18.6,17.3,144.7,154.1,130.6,133.6,141.1,122.3,11.1,13,8.3
30人以上,"I 卸売業,小売業",令和４,2022,年平均,18,18.4,17.3,146.1,155.2,133,134.3,141.2,124.4,11.8,14,8.6
30人以上,"I 卸売業,小売業",令和４,2022,1月,17.3,17.7,16.8,140.6,149.1,128.1,129,135.5,119.5,11.6,13.6,8.6
30人以上,"I 卸売業,小売業",令和４,2022,2月,17,17.3,16.4,137.5,145.7,125.7,126.3,132.4,117.4,11.2,13.3,8.3
30人以上,"I 卸売業,小売業",令和４,2022,3月,17.9,18.4,17.2,145.6,155.4,131.7,133.3,140.8,122.5,12.3,14.6,9.2
30人以上,"I 卸売業,小売業",令和４,2022,4月,18.9,19.5,18.1,153.8,164.5,138.4,140.9,149.2,128.9,12.9,15.3,9.5
30人以上,"I 卸売業,小売業",令和４,2022,5月,17.5,17.8,17.1,141.8,149.9,130.1,129.9,135.9,121.2,11.9,14,8.9
30人以上,"I 卸売業,小売業",令和４,2022,6月,18.6,19,18,150.9,160.5,137.3,139,146.1,128.9,11.9,14.4,8.4
30人以上,"I 卸売業,小売業",令和４,2022,7月,18.7,19.2,18,152.3,162.1,138,140.3,147.7,129.6,12,14.4,8.4
30人以上,"I 卸売業,小売業",令和４,2022,8月,17.8,18.2,17.4,144.1,152.2,132.2,133.2,139.1,124.6,10.9,13.1,7.6
30人以上,"I 卸売業,小売業",令和４,2022,9月,17.7,18,17.2,144.8,152.8,133,133.4,139.3,124.7,11.4,13.5,8.3
30人以上,"I 卸売業,小売業",令和４,2022,10月,18,18.5,17.3,147,156,133.6,135.1,142.1,124.8,11.9,13.9,8.8
30人以上,"I 卸売業,小売業",令和４,2022,11月,18.2,18.7,17.5,148.3,158,134.6,136.6,144,126.1,11.7,14,8.5
30人以上,"I 卸売業,小売業",令和４,2022,12月,18,18.5,17.2,146.3,156,132.5,134.5,141.8,124.1,11.8,14.2,8.4
30人以上,"J 金融業,保険業",平成29,2017,年平均,18.5,19,17.8,153.3,164,140.5,134.8,141.2,127.1,18.5,22.8,13.4
30人以上,"J 金融業,保険業",平成30,2018,年平均,18.7,19.3,18.1,152.7,162.1,142.2,135.9,142.5,128.5,16.8,19.6,13.7
30人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,18.2,18.6,17.8,149.2,156.4,140.9,131.2,135.7,126,18,20.7,14.9
30人以上,"J 金融業,保険業",令和２,2020,年平均,18.2,18.6,17.8,151.5,160.6,141.7,132,137,126.6,19.5,23.6,15.1
30人以上,"J 金融業,保険業",令和３,2021,年平均,18.4,18.9,17.8,152.9,162,142.9,134.2,140.1,127.7,18.7,21.9,15.2
30人以上,"J 金融業,保険業",令和４,2022,年平均,18.2,18.7,17.7,151.9,160.3,142.8,132.9,138.2,127.2,19,22.1,15.6
30人以上,"J 金融業,保険業",令和４,2022,1月,17.4,17.9,16.9,145.1,154,135.9,127.4,133,121.6,17.7,21,14.3
30人以上,"J 金融業,保険業",令和４,2022,2月,16.5,16.9,16,138.5,146.4,129.7,120.8,125.6,115.4,17.7,20.8,14.3
30人以上,"J 金融業,保険業",令和４,2022,3月,18.4,18.8,18,153.9,162,145.3,134.3,139.2,129.1,19.6,22.8,16.2
30人以上,"J 金融業,保険業",令和４,2022,4月,19,19.5,18.5,159.5,167.8,150.5,138.7,144,132.9,20.8,23.8,17.6
30人以上,"J 金融業,保険業",令和４,2022,5月,17.6,18,17.1,147.1,155.5,138.1,128.5,133.7,122.9,18.6,21.8,15.2
30人以上,"J 金融業,保険業",令和４,2022,6月,19.3,19.7,18.9,159.9,167.8,151.3,140.5,145.5,135,19.4,22.3,16.3
30人以上,"J 金融業,保険業",令和４,2022,7月,18.7,19.1,18.2,155.4,164.3,145.8,136.3,141.6,130.5,19.1,22.7,15.3
30人以上,"J 金融業,保険業",令和４,2022,8月,18.4,18.8,17.9,153,161.3,144.2,134.9,140.2,129.2,18.1,21.1,15
30人以上,"J 金融業,保険業",令和４,2022,9月,18.1,18.5,17.6,150.9,159,142.1,132.1,137.2,126.6,18.8,21.8,15.5
30人以上,"J 金融業,保険業",令和４,2022,10月,18.2,18.7,17.6,151.7,160.9,141.8,132.3,137.8,126.3,19.4,23.1,15.5
30人以上,"J 金融業,保険業",令和４,2022,11月,18.1,18.6,17.6,151,159.4,141.7,131.7,137,125.8,19.3,22.4,15.9
30人以上,"J 金融業,保険業",令和４,2022,12月,18.9,19.4,18.3,156.2,165.5,146.4,137.2,143.3,130.7,19,22.2,15.7
30人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,19,19.6,17.9,153.6,162.6,137.1,140.3,147.6,126.9,13.3,15,10.2
30人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,18.8,19.3,17.8,152.9,161.6,137.3,138.2,145.1,125.9,14.7,16.5,11.4
30人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,18.4,18.8,17.7,148.8,155.1,137.5,134,138.3,126.4,14.8,16.8,11.1
30人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,18.1,18.5,17.3,143.9,149.5,134,131.2,135.3,123.8,12.7,14.2,10.2
30人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,18.4,18.8,17.8,150.2,154.8,142.1,134.9,138,129.5,15.3,16.8,12.6
30人以上,"K 不動産業,物品賃貸業",令和４,2022,年平均,18.6,18.9,17.9,151.8,156.9,142.3,136.3,140,129.4,15.5,16.9,12.9
30人以上,"K 不動産業,物品賃貸業",令和４,2022,1月,17.9,18.3,17.1,145.3,151.4,134.1,130.9,135.5,122.4,14.4,15.9,11.7
30人以上,"K 不動産業,物品賃貸業",令和４,2022,2月,17.5,17.9,16.8,143,148.7,132.4,128.1,132.4,120.2,14.9,16.3,12.2
30人以上,"K 不動産業,物品賃貸業",令和４,2022,3月,18.3,18.8,17.5,150.7,156.1,140.5,133.8,138,126,16.9,18.1,14.5
30人以上,"K 不動産業,物品賃貸業",令和４,2022,4月,19.5,19.9,18.8,160,164.9,150.8,142.7,146.6,135.3,17.3,18.3,15.5
30人以上,"K 不動産業,物品賃貸業",令和４,2022,5月,18.2,18.6,17.6,148.4,153.4,139.1,133.6,137.1,127.1,14.8,16.3,12
30人以上,"K 不動産業,物品賃貸業",令和４,2022,6月,19,19.3,18.4,153,158,143.7,138.1,141.6,131.6,14.9,16.4,12.1
30人以上,"K 不動産業,物品賃貸業",令和４,2022,7月,19.4,19.8,18.8,157,162.3,147.4,142,145.7,135.2,15,16.6,12.2
30人以上,"K 不動産業,物品賃貸業",令和４,2022,8月,18.5,18.9,17.9,150.3,155.2,141.1,135.9,139.4,129.4,14.4,15.8,11.7
30人以上,"K 不動産業,物品賃貸業",令和４,2022,9月,18.4,18.7,18,150.5,154.9,142,135.5,138.5,129.8,15,16.4,12.2
30人以上,"K 不動産業,物品賃貸業",令和４,2022,10月,18.6,19,17.9,155.1,160,145.5,138.5,142,131.7,16.6,18,13.8
30人以上,"K 不動産業,物品賃貸業",令和４,2022,11月,18.8,19.2,18.1,155.5,160,146.8,139.4,142.6,133.2,16.1,17.4,13.6
30人以上,"K 不動産業,物品賃貸業",令和４,2022,12月,18.6,18.9,17.9,152.3,156.4,144.3,136.7,139.7,130.9,15.6,16.7,13.4
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,18.6,19,17.6,155.6,160.1,144.5,138.4,141.7,130.2,17.2,18.4,14.3
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,18.4,18.9,17.4,153.9,159.9,140.7,137.9,142.5,127.9,16,17.4,12.8
30人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,18.3,18.7,17.5,152.8,157.7,142.5,136.2,139.8,128.5,16.6,17.9,14
30人以上,"L 学術研究,専門・技術サービス業",令和２,2020,年平均,18.4,18.8,17.5,152.7,157.1,143.6,138.2,142,130.4,14.5,15.1,13.2
30人以上,"L 学術研究,専門・技術サービス業",令和３,2021,年平均,18.5,18.9,18,157.3,162.4,149.3,140,143.4,134.7,17.3,19,14.6
30人以上,"L 学術研究,専門・技術サービス業",令和４,2022,年平均,18.5,18.7,18.3,159.1,164.3,152.4,141.9,145,137.9,17.2,19.3,14.5
30人以上,"L 学術研究,専門・技術サービス業",令和４,2022,1月,17.1,17.3,16.9,148.2,152.6,142.2,132.5,135.2,128.8,15.7,17.4,13.4
