事業所規模,産業,和暦年,西暦年,年平均・月,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
30人以上,G 情報通信業,令和４,2022,6月,804521,559136,245385,7794,4643,3151,9395,5915,3480,802920,557864,245056,5.1,1.4,13.6
30人以上,G 情報通信業,令和４,2022,7月,802920,555373,247547,12321,7394,4927,16563,10836,5727,798678,551931,246747,5,1.2,13.3
30人以上,G 情報通信業,令和４,2022,8月,798678,561950,236728,6370,3413,2957,8132,4406,3726,796916,560957,235959,4.1,1.2,11.1
30人以上,G 情報通信業,令和４,2022,9月,796916,555110,241806,6341,3710,2631,8466,4947,3519,794791,553873,240918,5.1,1.3,13.8
30人以上,G 情報通信業,令和４,2022,10月,794791,553989,240802,10846,6049,4797,11861,7022,4839,793776,553016,240760,5,1.3,13.5
30人以上,G 情報通信業,令和４,2022,11月,793776,555453,238323,7429,4997,2432,6559,3865,2694,794646,556585,238061,5,1.4,13.5
30人以上,G 情報通信業,令和４,2022,12月,794646,554797,239849,5707,3298,2409,6290,3347,2943,794063,554748,239315,5.1,1.4,13.8
30人以上,"H 運輸業,郵便業",平成29,2017,年平均,372578,293934,78644,6953,5079,1874,6609,4937,1672,372922,294076,78846,10.2,8.9,15.1
30人以上,"H 運輸業,郵便業",平成30,2018,年平均,390564,309123,81441,7412,5176,2236,7272,5411,1861,390704,308888,81816,14.7,12.1,24.2
30人以上,"H 運輸業,郵便業",平成31・令和元,2019,年平均,394398,298416,95983,10147,7252,2895,9632,7110,2522,394913,298558,96356,13.4,12.4,16.6
30人以上,"H 運輸業,郵便業",令和２,2020,年平均,401465,296873,104591,9004,5968,3035,8145,5932,2212,402324,296909,105414,15.4,12.9,22.4
30人以上,"H 運輸業,郵便業",令和３,2021,年平均,395190,291477,103713,5534,3606,1928,6776,4476,2300,393948,290607,103341,13.5,11.9,17.9
30人以上,"H 運輸業,郵便業",令和４,2022,年平均,345106,258250,86856,5636,3475,2161,6052,3896,2155,344690,257829,86862,10.5,9.1,14.7
30人以上,"H 運輸業,郵便業",令和４,2022,1月,348956,261572,87384,2269,1537,732,4330,2773,1557,346895,260336,86559,12.2,10.1,18.2
30人以上,"H 運輸業,郵便業",令和４,2022,2月,346895,260454,86441,2577,1776,801,3654,2128,1526,345818,260102,85716,12,9.8,18.8
30人以上,"H 運輸業,郵便業",令和４,2022,3月,345818,254018,91800,5845,3101,2744,5968,4315,1653,345695,252804,92891,9.4,6.6,17.1
30人以上,"H 運輸業,郵便業",令和４,2022,4月,345695,257341,88354,15891,9912,5979,14264,8678,5586,347322,258575,88747,11.6,9.6,17.6
30人以上,"H 運輸業,郵便業",令和４,2022,5月,347322,265121,82201,3201,1754,1447,4494,2762,1732,346029,264113,81916,11.2,9.8,15.8
30人以上,"H 運輸業,郵便業",令和４,2022,6月,346029,259671,86358,5204,3281,1923,6628,4750,1878,344605,258202,86403,11,10,14
30人以上,"H 運輸業,郵便業",令和４,2022,7月,344605,254743,89862,6475,5015,1460,8324,5690,2634,342756,254068,88688,10.2,9,13.6
30人以上,"H 運輸業,郵便業",令和４,2022,8月,342756,255154,87602,2838,1730,1108,3860,2630,1230,341734,254254,87480,10.6,9.3,14.4
30人以上,"H 運輸業,郵便業",令和４,2022,9月,341734,257347,84387,3641,2054,1587,3626,1968,1658,341749,257433,84316,9.7,9.6,10.2
30人以上,"H 運輸業,郵便業",令和４,2022,10月,341749,257216,84533,9646,5822,3824,7938,5391,2547,343457,257647,85810,10.2,10,11
30人以上,"H 運輸業,郵便業",令和４,2022,11月,343457,254350,89107,6347,3639,2708,3554,2097,1457,346250,255892,90358,9.9,8.4,14.2
30人以上,"H 運輸業,郵便業",令和４,2022,12月,346250,262009,84241,3699,2084,1615,5980,3575,2405,343969,260518,83451,7.9,6.6,12
30人以上,"I 卸売業,小売業",平成29,2017,年平均,868262,507797,360465,15059,8395,6664,13880,8087,5793,869441,508105,361336,23.5,11.2,40.7
30人以上,"I 卸売業,小売業",平成30,2018,年平均,1031374,612185,419189,15674,9028,6646,15851,9574,6277,1031197,611639,419558,20.8,8.6,38.6
30人以上,"I 卸売業,小売業",平成31・令和元,2019,年平均,1042470,609461,433009,18776,9847,8929,16808,9108,7700,1044438,610200,434238,22,9.9,38.9
30人以上,"I 卸売業,小売業",令和２,2020,年平均,1049438,618560,430879,15608,8876,6732,16575,9486,7089,1048471,617950,430522,21,9.9,37.1
30人以上,"I 卸売業,小売業",令和３,2021,年平均,1039083,626131,412952,15040,8549,6491,15535,9326,6209,1038588,625354,413234,16.7,7.6,30.4
30人以上,"I 卸売業,小売業",令和４,2022,年平均,1068959,631886,437074,16960,9664,7296,15459,9113,6346,1070460,632437,438024,15.4,6.9,27.8
30人以上,"I 卸売業,小売業",令和４,2022,1月,1058442,630881,427561,16047,9209,6838,14717,8446,6271,1059772,631644,428128,15.4,7.2,27.5
30人以上,"I 卸売業,小売業",令和４,2022,2月,1059772,629346,430426,8704,3947,4757,16426,9424,7002,1052050,623869,428181,15.2,6.9,27.2
30人以上,"I 卸売業,小売業",令和４,2022,3月,1052050,621840,430210,9273,4989,4284,14634,8918,5716,1046689,617911,428778,15.9,7,28.8
30人以上,"I 卸売業,小売業",令和４,2022,4月,1046688,614155,432533,66744,45339,21405,37048,26907,10141,1076384,632587,443797,15.1,6.6,27.2
30人以上,"I 卸売業,小売業",令和４,2022,5月,1076384,634661,441723,15883,7578,8305,14726,7298,7428,1077541,634941,442600,15.4,6.9,27.7
30人以上,"I 卸売業,小売業",令和４,2022,6月,1077541,635956,441585,12236,6197,6039,13339,7138,6201,1076438,635015,441423,15.5,7.1,27.7
30人以上,"I 卸売業,小売業",令和４,2022,7月,1076438,636495,439943,13711,7359,6352,13958,7663,6295,1076191,636191,440000,15.8,7.4,28
30人以上,"I 卸売業,小売業",令和４,2022,8月,1076191,636717,439474,11458,5032,6426,12403,6432,5971,1075246,635317,439929,15.3,6.7,27.8
30人以上,"I 卸売業,小売業",令和４,2022,9月,1075246,635643,439603,10336,5215,5121,10017,5566,4451,1075565,635292,440273,14.4,5.8,26.9
30人以上,"I 卸売業,小売業",令和４,2022,10月,1075565,641172,434393,17265,10845,6420,16382,9376,7006,1076448,642641,433807,16.3,7.5,29.2
30人以上,"I 卸売業,小売業",令和４,2022,11月,1076449,630114,446335,11018,5252,5766,10721,6444,4277,1076746,628922,447824,15.2,6.2,27.8
30人以上,"I 卸売業,小売業",令和４,2022,12月,1076746,635648,441098,10844,5008,5836,11138,5749,5389,1076452,634907,441545,15.6,7,27.9
30人以上,"J 金融業,保険業",平成29,2017,年平均,335187,182158,153029,5505,2939,2566,5362,3010,2352,335330,182087,153243,8.4,1.7,16.4
30人以上,"J 金融業,保険業",平成30,2018,年平均,325000,170841,154160,5229,2963,2266,4884,2898,1987,325345,170906,154439,7.5,2.1,13.5
30人以上,"J 金融業,保険業",平成31・令和元,2019,年平均,329440,174299,155141,5690,3204,2486,5442,3104,2337,329688,174399,155290,4.2,0.9,7.9
30人以上,"J 金融業,保険業",令和２,2020,年平均,326614,168677,157937,5679,3205,2474,5803,3504,2299,326490,168378,158112,5,1.1,9.1
30人以上,"J 金融業,保険業",令和３,2021,年平均,326230,170927,155303,5590,3063,2527,5971,3371,2600,325849,170619,155230,6.5,1.3,12.1
30人以上,"J 金融業,保険業",令和４,2022,年平均,327433,169928,157505,5480,2952,2528,5894,3341,2553,327019,169539,157480,6.6,1.6,11.9
30人以上,"J 金融業,保険業",令和４,2022,1月,329497,168021,161476,4299,2196,2103,9342,6273,3069,324454,163944,160510,7.3,1.7,13
30人以上,"J 金融業,保険業",令和４,2022,2月,324454,170673,153781,2724,1247,1477,3073,1459,1614,324105,170461,153644,6.6,1.5,12.2
30人以上,"J 金融業,保険業",令和４,2022,3月,324105,167495,156610,4390,2781,1609,6219,3042,3177,322276,167234,155042,6.9,1.6,12.5
30人以上,"J 金融業,保険業",令和４,2022,4月,322276,168828,153448,26869,15245,11624,16899,11079,5820,332246,172994,159252,6.7,1.6,12.2
30人以上,"J 金融業,保険業",令和４,2022,5月,332246,172154,160092,3783,1811,1972,6083,2496,3587,329946,171469,158477,6.6,1.7,12
30人以上,"J 金融業,保険業",令和４,2022,6月,329946,171993,157953,2633,1088,1545,3251,1784,1467,329328,171297,158031,6.4,1.6,11.6
30人以上,"J 金融業,保険業",令和４,2022,7月,329328,170668,158660,5132,2344,2788,5017,2875,2142,329443,170137,159306,6.4,1.6,11.5
30人以上,"J 金融業,保険業",令和４,2022,8月,329443,170602,158841,2618,1499,1119,3628,1980,1648,328433,170121,158312,6.4,1.6,11.5
30人以上,"J 金融業,保険業",令和４,2022,9月,328433,169569,158864,1974,1109,865,3867,2160,1707,326540,168518,158022,6.5,1.7,11.6
30人以上,"J 金融業,保険業",令和４,2022,10月,326540,168780,157760,6642,3740,2902,6454,3236,3218,326728,169284,157444,6.4,1.7,11.5
30人以上,"J 金融業,保険業",令和４,2022,11月,326728,172264,154464,2758,1336,1422,3291,1654,1637,326195,171946,154249,6.2,1.6,11.3
30人以上,"J 金融業,保険業",令和４,2022,12月,326195,168089,158106,1936,1028,908,3608,2057,1551,324523,167060,157463,6.7,1.7,12
30人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,132617,85597,47020,2034,1184,850,2086,1250,836,132565,85531,47034,12.7,5.9,24.9
30人以上,"K 不動産業,物品賃貸業",平成30,2018,年平均,139149,89058,50091,2343,1325,1018,2002,1211,791,139490,89172,50318,11.7,7.2,19.8
30人以上,"K 不動産業,物品賃貸業",平成31・令和元,2019,年平均,143098,91966,51132,2256,1322,934,1979,1197,781,143375,92091,51285,13.8,11.5,18
30人以上,"K 不動産業,物品賃貸業",令和２,2020,年平均,145768,93342,52427,2598,1507,1091,2234,1381,853,146132,93468,52665,16.4,14,20.6
30人以上,"K 不動産業,物品賃貸業",令和３,2021,年平均,150339,95382,54957,2802,1638,1164,2468,1506,963,150673,95514,55158,14.2,12.5,17.2
30人以上,"K 不動産業,物品賃貸業",令和４,2022,年平均,177167,115360,61807,3001,1963,1039,2419,1574,845,177749,115749,62001,11.3,9.6,14.5
30人以上,"K 不動産業,物品賃貸業",令和４,2022,1月,170936,110212,60724,5224,3709,1515,1410,728,682,174750,113193,61557,11.7,9.3,16.2
30人以上,"K 不動産業,物品賃貸業",令和４,2022,2月,174750,113782,60968,1049,622,427,1293,773,520,174506,113631,60875,11.6,9.1,16.2
30人以上,"K 不動産業,物品賃貸業",令和４,2022,3月,174506,113893,60613,1806,1146,660,1604,943,661,174708,114096,60612,11.7,9.8,15.3
30人以上,"K 不動産業,物品賃貸業",令和４,2022,4月,174708,113876,60832,11542,7809,3733,5910,4278,1632,180340,117407,62933,11.5,9.7,15
30人以上,"K 不動産業,物品賃貸業",令和４,2022,5月,180340,117005,63335,4064,2433,1631,4136,2861,1275,180268,116577,63691,10.6,8.4,14.5
30人以上,"K 不動産業,物品賃貸業",令和４,2022,6月,180268,116879,63389,1780,1120,660,3079,1988,1091,178969,116011,62958,12.8,11,16.2
30人以上,"K 不動産業,物品賃貸業",令和４,2022,7月,178969,115955,63014,2541,1793,748,2697,1968,729,178813,115780,63033,12.5,10.8,15.6
30人以上,"K 不動産業,物品賃貸業",令和４,2022,8月,178813,116021,62792,1433,860,573,1892,1134,758,178354,115747,62607,11.6,9.7,15
30人以上,"K 不動産業,物品賃貸業",令和４,2022,9月,178354,115978,62376,1531,976,555,1716,916,800,178169,116038,62131,11.7,10,14.9
30人以上,"K 不動産業,物品賃貸業",令和４,2022,10月,178169,116724,61445,2337,1484,853,2358,1486,872,178148,116722,61426,9.5,8.3,11.7
30人以上,"K 不動産業,物品賃貸業",令和４,2022,11月,178148,116756,61392,1338,840,498,1445,951,494,178041,116645,61396,9.2,8.3,10.8
30人以上,"K 不動産業,物品賃貸業",令和４,2022,12月,178041,117240,60801,1368,759,609,1484,858,626,177925,117141,60784,11,10.3,12.5
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,293056,209768,83288,4268,2692,1576,4306,2849,1457,293018,209611,83407,7,3.7,15.2
30人以上,"L 学術研究,専門・技術サービス業",平成30,2018,年平均,280040,192542,87498,4477,2748,1729,4145,2710,1436,280372,192580,87791,8.1,4,17.1
30人以上,"L 学術研究,専門・技術サービス業",平成31・令和元,2019,年平均,279409,189897,89512,3998,2365,1633,4301,2676,1624,279106,189586,89521,6.2,2.7,13.6
