事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,鉱業，採石業，砂利採取業,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,令和５,2023,6月（前年同月比（％））,-0.6,103.9,-1.2,6.3,-5.8,-5.1,17.3,-9.4,-8.5,10.5,0,-6.6,8.1,-2.6,17.9,6.3,5.1
５人以上,令和５,2023,7月（前年同月比（％））,-3.5,-16.1,-3.1,-6.6,-0.9,-5.8,5.8,-2.1,-5.1,-0.3,-3.8,-4.4,-6.1,-16.5,-2.7,-0.5,2.4
５人以上,令和５,2023,8月（前年同月比（％））,-1.8,2.4,-1.7,3.7,3,-2.8,4.6,-1.6,-10,-3.1,-9.7,0.2,2,-4.1,2.6,5.7,2.8
５人以上,令和５,2023,9月（前年同月比（％））,-2,1.4,-1.6,-0.1,-0.1,0.4,4.4,-5.1,-6.7,-2.7,-0.5,-5.4,2.7,-5.3,1,6.1,0.2
５人以上,令和５,2023,10月（前年同月比（％））,-2.7,3.1,-3.8,-1.1,2.5,1,2.7,-3.7,-9.3,-5.9,0.6,-1.7,-4.7,-6.4,-7.8,11.3,2.8
５人以上,令和５,2023,11月（前年同月比（％））,-0.2,19.8,-8.4,-3.5,4.2,3.4,8.7,0,-8.8,-3.6,-0.5,-3.8,-2.8,13.2,-1,6.4,3.1
５人以上,令和５,2023,12月（前年同月比（％））,-2.5,11.2,-8.4,4.4,13.9,-5.2,8.7,-2.8,-8.8,-1.7,0.2,-7.5,2.7,-6.6,-2.7,-2.2,4.5
30人以上,平成30,2018,年平均,103.1,－,96,104.4,101.9,100,117.2,108.6,97.1,107.5,100.6,125.8,89.3,105.1,101.4,116.4,98.8
30人以上,平成31・令和元,2019,年平均,101.8,－,104.5,104.7,105.7,102.7,117.7,97.9,99.2,103.8,104.5,115.4,87.3,99.5,97,103.2,103
30人以上,令和２,2020,年平均,100,－,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,令和３,2021,年平均,101.2,－,98,99.1,100.7,101.5,98.1,102.5,91.1,104.9,95.8,115,101.8,102.8,106.6,103,104.5
30人以上,令和４,2022,年平均,102.3,92.7,106,98.9,97.7,100.1,108.3,103.7,87.8,109.4,100.7,153.1,104.5,112.7,98.1,91.8,101.2
30人以上,令和５,2023,年平均,101.2,110,101.5,99.3,101.2,96.6,116.4,100,82.3,111.8,99.2,158.9,107.6,108.3,101,97.5,105.1
30人以上,令和５,2023,1月,82,70.2,76.5,76.8,90.9,76.9,99.5,76.9,67.1,85.9,83.6,153.5,84.9,83.2,90.3,74.6,92.6
30人以上,令和５,2023,2月,80.3,71.5,74.7,75.1,90.3,74.7,93.5,77,72.3,85,76.6,151.1,87.8,79.7,83.5,77.3,90.8
30人以上,令和５,2023,3月,92.1,×,94.2,94.4,×,85.2,100.9,89.4,73.9,87.3,100.4,191.7,90.1,98.1,90,79,99.7
30人以上,令和５,2023,4月,87.8,×,83.3,77.2,×,86.5,106.2,84.8,65.2,99.1,88.1,153,105.4,91.8,95.4,80.6,93.7
30人以上,令和５,2023,5月,85.2,73.2,78.3,80.6,74.9,79.8,96.8,79.7,87.9,89.5,82.4,141.3,96.4,85.4,83.6,81.5,95.3
30人以上,令和５,2023,6月,165.3,332.5,189.5,167.1,191.9,171.5,192.3,138.8,158.4,203.3,170.2,148.9,172.3,196.3,160.6,187.6,147.1
30人以上,令和５,2023,7月,108.6,73,110.9,111.5,78.6,92.5,117,136.3,69.7,120.2,96.1,183.7,100.3,95,106.4,81.1,110.6
30人以上,令和５,2023,8月,80.6,73,76.5,79,77.2,74.8,93.3,78.4,60.2,85.8,80.6,145.4,96.5,81.1,84.7,75.2,93.6
30人以上,令和５,2023,9月,83.1,72.7,77.7,76.8,78,80.2,97.1,82.4,66.6,84.9,87.1,142.2,90.5,82.5,82.1,73.8,91.8
30人以上,令和５,2023,10月,80.6,73.2,78,74.3,80.2,79.7,92,76.4,60.5,85.9,86.8,151.7,94.5,83.9,75.6,80.8,92
30人以上,令和５,2023,11月,83.8,118.1,78.2,82.5,77.5,81.1,96,81.6,62.6,87.7,78.7,148.2,94,101,83.9,85.4,91.9
30人以上,令和５,2023,12月,184.1,213.8,198.8,195.5,199.6,176.1,211.9,197,143,225.9,160.4,196.2,178.3,219.5,176.1,191.9,161.7
30人以上,平成31・令和元,2019,年平均（前年比（％））,-1.3,－,8.8,0.2,3.7,2.8,0.5,-9.8,2.3,-3.5,3.8,-8.2,-2.2,-5.2,-4.3,-11.3,4.3
30人以上,令和２,2020,年平均（前年比（％））,-1.7,－,-4.2,-4.4,-5.4,-2.7,-15,2.2,0.9,-3.5,-4.2,-13.3,14.7,0.5,3.2,-2.9,-2.9
30人以上,令和３,2021,年平均（前年比（％））,1.2,－,-2,-0.9,0.7,1.5,-1.9,2.5,-8.9,4.9,-4.2,15,1.8,2.8,6.6,3,4.5
30人以上,令和４,2022,年平均（前年比（％））,1.1,－,8.2,-0.2,-3,-1.4,10.4,1.2,-3.6,4.3,5.1,33.1,2.7,9.6,-8,-10.9,-3.2
30人以上,令和５,2023,年平均（前年比（％））,-1.1,18.7,-4.2,0.4,3.6,-3.5,7.5,-3.6,-6.3,2.2,-1.5,3.8,3,-3.9,3,6.2,3.9
30人以上,令和５,2023,1月（前年同月比（％））,-1.8,0,-3.4,-0.3,16.8,-5.9,9.9,-2.8,-5.9,-15.8,-1.8,9.8,-2.1,-4.3,4.9,-0.8,1.8
30人以上,令和５,2023,2月（前年同月比（％））,-2.4,1.1,-6.4,-7.7,14.6,-6.4,8.5,-4.6,0.4,-1,-7.2,13,1.9,-7.2,2.2,6.8,2
30人以上,令和５,2023,3月（前年同月比（％））,0,×,-4.8,2.5,×,-2.6,-1.8,0.8,-8.4,-0.3,-1.6,30.2,4.4,-1.3,3,2.9,4.7
30人以上,令和５,2023,4月（前年同月比（％））,-0.7,×,-0.4,-3.1,×,-2.8,12.9,-2.5,-11.7,3.2,-3.5,3.2,2.3,-12.7,14.4,1,4.7
30人以上,令和５,2023,5月（前年同月比（％））,-0.2,3.1,-2.7,-1.5,-3,-2.2,5.4,-2.8,6.5,1.1,-1.1,-2.8,3.9,-5.1,3.3,6.1,1.6
30人以上,令和５,2023,6月（前年同月比（％））,0.6,103.9,3.3,5.6,-5.9,-5.7,18.3,-9.2,-8.3,23.6,2.5,-5.6,22,-4.2,19.8,12.1,5.4
30人以上,令和５,2023,7月（前年同月比（％））,-4,-16.1,-6.3,-8.5,-0.5,-6.9,8,-3.1,-4.8,-7.3,-6.7,2.6,-10,-15.3,-0.9,0.4,4.3
30人以上,令和５,2023,8月（前年同月比（％））,-1.2,2.4,-3.7,5.2,2.3,-3.5,3.2,-2.1,-8.5,-1,-7.2,5.9,3.3,-2.2,2.5,11.2,4.2
30人以上,令和５,2023,9月（前年同月比（％））,-0.6,1.4,-0.5,2.5,-0.5,-0.6,4.3,-4.2,-2.3,-0.1,1.4,-2.5,2,-2.7,-0.6,12.8,2
30人以上,令和５,2023,10月（前年同月比（％））,-1.5,3.1,-2.5,0,4.2,0.3,2.1,-3.7,-7.6,-1.9,3.7,3.3,-4.4,-4.3,-9.7,16.1,4.3
30人以上,令和５,2023,11月（前年同月比（％））,0.5,19.8,-12.5,-3.6,6,4.4,4.3,-1.6,-7,0.1,2.3,-0.1,-6.7,21.4,-3,13,4.4
30人以上,令和５,2023,12月（前年同月比（％））,-1.1,11.2,-9.2,6.7,7.7,-3.9,8.7,-2.8,-10.4,8.1,0.1,-4.8,10.3,-3.2,-1.1,0.3,6.1
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和５年年報,,,,,,,,,,,,,,,,,,,,
第16表　規模、産業別実質賃金指数（現金給与総額）,,,,,,,,,,,,,,,,,,,,
（令和２年平均=100）,,,,,,,,,,,,,,,,,,,,
実質賃金指数（現金給与総額）＝ 名目賃金指数（現金給与総額）÷ 東京都区部消費者物価指数※ ×１００　　※東京都区部消費者物価指数は「持家の帰属家賃を除く総合」である。,,,,,,,,,,,,,,,,,,,,
