区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3,3.7,-0.7,…,2.9,3,-0.1,…,3,4.4,-1.4,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.4,2.3,1.1,…,4,2.2,1.8,…,2.7,2.4,0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.1,2.2,-0.1,…,2,2.1,-0.1,…,2.1,2.3,-0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.2,2.9,0.3,…,3,2.6,0.4,…,3.3,3.4,-0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,1.9,1.3,0.6,…,1.7,1.4,0.3,…,2,1.1,0.9,…
〔就業率（%）〕／総数,66.7,67,-0.3,…,73.9,75.1,-1.2,…,59.8,59.2,0.6,…
〔労働力人口比率(%)〕／総数,68.7,68.8,-0.1,…,76.1,77,-0.9,…,61.7,60.9,0.8,…
,,,,,,,,,,,,
東京の労働力統計データ（令和６年(2024年)４～６月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和６年(2024年)４～６月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
