区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1682,1755,-73,-4.2,855,928,-73,-7.9,827,827,0,0
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2401,2328,73,3.1,1287,1257,30,2.4,1114,1070,44,4.1
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2955,2914,41,1.4,1709,1607,102,6.3,1246,1307,-61,-4.7
〔完全失業率（年齢階級別）(%)〕／総数,2.5,2.6,-0.1,…,2.7,2.9,-0.2,…,2.3,2.2,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,3.7,4.3,-0.6,…,3.9,4.1,-0.2,…,3.4,4.1,-0.7,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,2.9,3.3,-0.4,…,2.8,3.7,-0.9,…,2.9,2.8,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,1.7,2,-0.3,…,2,2,0,…,1.5,2.1,-0.6,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.3,2.1,0.2,…,2.7,2.7,0,…,1.9,1.3,0.6,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.5,2.3,0.2,…,2.9,2.7,0.2,…,1.9,1.6,0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.5,3.1,-0.6,…,2.4,3.4,-1,…,2.7,2.7,0,…
〔就業率（%）〕／総数,66.6,66.3,0.3,…,74.3,73.7,0.6,…,59.1,59.1,0,…
〔労働力人口比率(%)〕／総数,68.3,68,0.3,…,76.4,76,0.4,…,60.5,60.5,0,…
,,,,,,,,,,,,
東京の労働力統計データ（令和６年１～３月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和６年(2024年)１～３月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
