年次(平成),Year,地域階層,地域コード,項番 Item number,地域,District,ごみ Refuse volume／排出量 Discharged／総計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／可燃ごみ Combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量Volume collected and carried-in／不燃ごみ Non-combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／粗大ごみ Large-sized refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／資源ごみ Recyclable refuse,ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Collected and carried-in refuse／有害ごみ Toxic refuse (t),ごみ Refuse volume／排出量 Discharged／集団回収量 Group-collection recyclables (t),ごみ Refuse volume／排出量 Discharged／ピックアップ回収量 Recyclables recovered from refuse (t),ごみ Refuse volume／中間処分量 Intermediate disposal／焼却 Incineration (t),ごみ Refuse volume／中間処分量 Intermediate disposal／その他 Others (t),ごみ Refuse volume／最終処分量 Final disposal (t),ごみ Refuse volume／総資源化量 Total recycled amount (t),し尿 Human waste／排出量 Discharged (kl),し尿 Human waste／処分量 Disposed (kl)
29,2017,2,13112,12,世田谷区,Setagaya-ku,220899,210012,162606,4316,6919,36171,-,8079,2807,…,…,…,…,…,…
29,2017,2,13113,13,渋谷区,Shibuya-ku,64884,62182,47856,1954,1500,10872,-,2491,210,…,…,…,…,…,…
29,2017,2,13114,14,中野区,Nakano-ku ,79675,65214,54493,1665,1853,7203,-,13379,1082,…,…,…,…,…,…
29,2017,2,13115,15,杉並区,Suginami-ku,134503,126944,90748,2829,3606,29761,-,6082,1477,…,…,…,…,…,…
29,2017,2,13116,16,豊島区,Toshima-ku,70965,67586,52679,2030,2166,10711,-,3119,260,…,…,…,…,…,…
29,2017,2,13117,17,北区,Kita-ku,85195,77637,62589,1617,1761,11670,-,6489,1070,…,…,…,…,…,…
29,2017,2,13118,18,荒川区,Arakawa-ku,53559,43424,40710,1456,1039,219,-,9675,460,…,…,…,…,…,…
29,2017,2,13119,19,板橋区,Itabashi-ku,136145,119565,102517,306,3400,13343,-,13269,3310,…,…,…,…,…,…
29,2017,2,13120,20,練馬区,Nerima-ku,170345,158544,120165,4812,4533,29034,-,10883,918,…,…,…,…,…,…
29,2017,2,13121,21,足立区,Adachi-ku,162662,147204,128753,253,2835,15363,-,10910,4549,…,…,…,…,…,…
29,2017,2,13122,22,葛飾区,Katsushika-ku,109793,102714,79457,3386,2876,16995,-,6780,299,…,…,…,…,…,…
29,2017,2,13123,23,江戸川区,Edogawa-ku,161686,149717,123054,2371,4223,20069,-,10540,1429,…,…,…,…,…,…
29,2017,2,,,継続持込,Carried by enterprise,965956,965956,965956,-,-,-,-,-,-,…,…,…,…,…,…
29,2017,1,13201,,市部,All shi,1106553,1033124,707363,59557,26630,238011,1563,73428,-,772600,322900,1100,411602,38931,38931
29,2017,2,13202,1,八王子市,Hachioji-shi,159795,152180,112184,5905,2136,31618,337,7615,-,117722,40047,40,54093,7772,7772
29,2017,2,13203,2,立川市,Tachikawa-shi,44814,41537,26148,1968,1189,12174,58,3277,-,29256,15015,-,19012,361,361
29,2017,2,13204,3,武蔵野市,Musashino-shi,42137,39231,26100,1105,1467,10477,82,2906,-,28052,13131,-,16806,201,201
29,2017,2,13205,4,三鷹市,Mitaka-shi,47268,44579,27386,1588,1749,13804,52,2689,-,31327,16336,-,18843,171,171
29,2017,2,13206,5,青梅市,Ome-shi,40557,36746,27027,2796,1408,5464,51,3811,-,28898,9719,-,14247,4358,4358
29,2017,2,13207,6,府中市,Fuchu-shi,63189,57238,36813,3256,2027,15058,84,5951,-,41856,20425,-,25521,377,377
29,2017,2,13208,7,昭島市,Akishima-shi,30739,29340,20557,1280,1027,6434,42,1399,-,22385,8835,-,11027,725,725
29,2017,2,13209,8,調布市,Chofu-shi,60159,56186,32771,3419,1559,18351,86,3972,-,37720,22527,-,26170,370,370
29,2017,2,13210,9,町田市,Machida-shi,120540,109156,83356,6528,2866,16262,144,11384,-,90254,25816,-,38904,7066,7066
29,2017,2,13211,10,小金井市,Koganei-shi,26866,25267,11964,3709,900,8655,39,1599,-,11964,13303,-,15185,94,94
29,2017,2,13212,11,小平市,Kodaira-shi,50357,48352,32919,4586,1079,9696,72,2005,-,37836,15433,54,17220,342,342
29,2017,2,13213,12,日野市,Hino-shi,43850,42225,26691,5253,1290,8935,56,1625,-,32528,14654,-,15292,6298,6298
29,2017,2,13214,13,東村山市,Higashimurayama-shi,38387,35946,23633,1980,1406,8876,51,2441,-,23927,12313,-,16597,304,304
29,2017,2,13215,14,国分寺市,Kokubunji-shi,30174,27517,16251,1717,868,8640,41,2657,-,18284,11284,-,13748,182,182
29,2017,2,13218,15,国立市,Kunitachi-shi,21865,20674,13970,1620,596,4461,27,1191,-,15693,6704,-,7935,169,169
29,2017,2,13219,16,福生市,Fussa-shi　,16664,15652,10837,538,532,3724,21,1012,-,11775,4815,-,5947,134,134
29,2017,2,13220,17,狛江市,Komae-shi,20149,18791,13117,889,431,4335,19,1358,-,14169,5675,-,7575,55,55
29,2017,2,13221,18,東大和市,Higashiyamato-shi,21009,19795,14439,652,301,4374,29,1214,-,15255,5356,9,7663,314,314
29,2017,2,13222,19,清瀬市,Kiyose-shi,17823,17823,12317,1356,116,4008,26,-,-,13562,5506,-,2981,224,224
29,2017,2,13223,20,東久留米市,Higashikurume-shi,32279,29384,20169,2194,212,6768,41,2895,-,22175,9215,-,12743,269,269
29,2017,2,13224,21,武蔵村山市,Musashimurayama-shi,20246,19681,14170,899,255,4332,25,565,-,15330,5511,12,6860,197,197
29,2017,2,13225,22,多摩市,Tama-shi,41997,38098,29219,991,1196,6648,44,3899,-,31043,8879,-,14697,358,358
29,2017,2,13227,23,稲城市,Inagi-shi,23663,21766,16918,1147,421,3250,30,1897,-,18266,4848,-,7460,1936,1936
29,2017,2,13228,24,羽村市,Hamura-shi,16826,15922,10897,370,568,4065,22,904,-,11726,5025,-,6073,645,645
29,2017,2,13229,25,あきる野市,Akiruno-shi,25070,23024,17792,352,806,4041,33,2046,-,18823,5232,985,7829,5580,5580
29,2017,2,13300,26,西東京市,Nishitokyo-shi,50130,47014,29718,3459,225,13561,51,3116,-,32774,17296,-,21174,429,429
29,2017,1,13303,,郡部,All gun,20112,19273,14345,435,765,3703,25,839,-,15462,4588,334,6000,4006,4006
29,2017,2,13305,1,瑞穂町,Mizuho-machi,11955,11613,8334,317,446,2500,16,342,-,8989,3279,-,3772,1516,1516
29,2017,2,13307,2,日の出町,Hinode-machi,5479,4991,4108,72,205,601,5,488,-,4406,606,227,1504,412,412
29,2017,2,13308,3,檜原村,Hinohara-mura,821,812,578,13,50,171,-,9,-,642,171,33,165,542,542
29,2017,2,13350,4,奥多摩町,Okutama-machi,1857,1857,1325,33,64,431,4,-,-,1425,532,74,559,1536,1536
29,2017,1,13361,,島部,All islands,14589,14588,10726,1100,1223,1510,29,1,-,10990,2220,3792,1710,25763,25763
29,2017,2,13362,1,大島町,Oshima-machi,3686,3686,3051,156,157,318,4,-,-,3194,635,705,289,9572,9572
29,2017,2,13363,2,利島村,Toshima-mura,113,113,99,3,-,11,-,-,-,99,14,14,11,609,609
29,2017,2,13364,3,新島村,Niijima-mura,1772,1772,1082,643,5,42,-,-,-,1082,47,692,42,1577,1577
29,2017,2,13381,4,神津島村,Kouzushima-mura,1957,1957,1432,53,459,13,-,-,-,1441,115,1582,87,556,556
29,2017,2,13382,5,三宅村,Miyake-mura,1399,1399,1203,128,68,-,-,-,-,1236,196,210,163,2008,2008
29,2017,2,13401,6,御蔵島村,Mikurajima-mura,177,177,172,-,-,4,1,-,-,230,5,28,5,73,73
29,2017,2,13402,7,八丈町,Hachijo-machi,4205,4205,2981,95,500,626,3,-,-,2981,629,406,626,10703,10703
29,2017,2,13421,8,青ヶ島村,Aogashima-mura,102,102,60,22,-,20,-,-,-,60,43,10,20,245,245
29,2017,2,13421,9,小笠原村,Ogasawara-mura,1178,1177,646,-,34,476,21,1,-,667,536,145,467,420,420
,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,
19-9  ごみ ・ し尿 (平成27～29年度) 19-9  REFUSE AND HUMAN WASTE ( Fiscal years 2015-2017 ),,,,,,,,,,,,,,,,,,,,,
資料：都環境局資源循環推進部一般廃棄物対策課「東京都区市町村清掃事業年報」 Source: Bureau of Environment， TMG        ,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村・継続持込),,,,,,,,,,,,,,,,,,,,,
