品目,Item,区分,Classification,項番 Item number,区分,Classification,銘柄,Specification,単位,Unit,マーク Mark,30年平均 2018 Av.,1月 Jan.,2月 Feb.,3月 Mar.,4月 Apr.,5月 May,6月 June,7月 July,8月 Aug.,9月 Sept.,10月 Oct.,11月 Nov.,12月 Dec.
被服及び履物,Clothes & footwear,洋服,Clothing,3,ワイシャツ,Men's business shirts,長袖，ｼﾝｸﾞﾙｶﾌｽ， 〔素材〕ﾎﾟﾘｴｽﾃﾙ･綿混用，白（白織柄を含む）  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,Long sleeves， single cuffs， [material] mixed polyester and cotton， white (including white weave pattern),1枚,1 sheet,,2822,2798,2807,2807,2807,2783,2798,2780,2682,2791,2862,3000,2944
被服及び履物,Clothes & footwear,洋服,Clothing,4,婦人用セーター,Women's sweaters ,ｶｰﾃﾞｨｶﾞﾝ｢長袖」又は「7分袖」， [素材]毛･化学繊維混用， [ｻｲｽﾞ] M， 普通品,"Cardigan， ""long sleeves"" or ""three-quarter sleeves""， [material] ""mixed wool and synthetic fiber""， [size] M， ordinary quality",1枚,1 sheet,,3727,3332,2768,2904,…,…,…,…,…,4491,4241,4237,4117
被服及び履物,Clothes & footwear,履物類,Footwear,1,男子靴,Men's shoes ,短靴， 黒， 〔甲〕牛革， [底〕「合成ゴム」又は「ウレタン」， [底の製法]張り付け， ［ｻｲｽﾞ］ 25～26cm， 中級品,"Low shoes， black， [instep] oxhide， [sole] ""synthetic rubber"" or ""urethane""， sticked soles， [size] 25 - 26cm， medium quality",1足,1 pair,,10796,10849,10849,10849,10570,10570,10398,10562,10734,10716,11067,11067,11320
被服及び履物,Clothes & footwear,履物類,Footwear,2,婦人靴,Women's shoes,パンプス， [甲] 牛革， [底] 合成ゴム， [底の製法] 張り付け， ［ｻｲｽﾞ］ 23～24cm， 中級品,Pumps， [instep] oxhide， [sole] synthetic rubber，sticked soles，［size] 23-24cm，medium quality,1足,1 pair,,9309,9278,9459,9423,9513,9513,9485,8918,9071,9296,9197,9278,9278
被服及び履物,Clothes & footwear,被服関連 サービス,Services related to clothing,1,洗濯代,Laundry charges ,ワイシャツ，水洗い，機械仕上げ，立体仕上げ，持ち込み，料金前払い，配達なし,Business shirt， water washing， machine finishing， solid finishing， bringing in， payment in advance， not delivery,1枚,1 sheet,,234,233,233,233,233,233,233,233,234,233,234,234,239
保健医療,Medical care,医薬品・健康保持用摂取品,Medicines & health fortification,1,ビタミン剤,Vitamin preparations,第3類医薬品ビタミン含有保健剤，錠剤，プラスチックボトル入り（90錠入り），「キューピーコーワゴールドα-プラス」,"Third-class OTC drugs， multiple vitamins， tablets， plastic-bottled (90 tablets)， ""Q&P Kowa Gold α-plus""",1箱,1 package,,2334,2329,2348,2348,2329,2324,2329,2329,2329,2329,2348,2324,2343
保健医療,Medical care,医薬品・健康保持用摂取品,Medicines & health fortification,2,漢方薬,Chinese medicines,第2類医薬品，防風通聖散，錠剤，瓶入り（315錠入り），「ナイシトールZ」,"Second-class OTC drugs， ""Bofutsu-Shosan"" (Chinese herbal medicine) extracts， tablets， bottled (315 tablets)， ""Naicitol Z""",1箱,1 package,※ 7月 July,6333,4501,4501,4501,4507,4501,4533,6336,6323,6323,6344,6337,6337
保健医療,Medical care,保健医療用品・器具,Medical supplies & appliances,1,眼鏡,Spectacles,〔レンズ〕プラスチックレンズ，非球面レンズ，近視用，屈折率1.60，UVカット，無色，「HOYAニュールックス」，「セイコースーパールーシャスUV」又は「ニコンライト3-AS」，〔フレーム〕男性用，樹脂フレーム，中級品，加工料を含む,"[lens] plastic lenses， non-spherical lenses， for myopia， refractive index 1.60， UV protection， untinted， ""HOYA NULUX""， ""SEIKO Super Luscious UV"" or ""Nikon Lite 3-AS""， [frame] for men， plastic frames， medium quality， including conversion costs",1式,1 set,,24923,25013,25013,25013,25013,25013,25013,25013,25013,24743,24743,24743,24743
保健医療,Medical care,保健医療サービス,Medical services,1,診療代（国民健康保険）,Medical treatment (National health insurance),国民健康保険，被保険者の一部負担金の割合（6歳未満及び70歳以上を除く）,National health insurance， rate of charges shared by the insured (excluding under 6 years old and 70 years old or more),1回／パーセント,once／In ％,,30,30,30,30,30,30,30,30,30,30,30,30,30
交通・通信,Transportation & communication,交通,Public transportation,1,タクシー代,Taxi fares ,4km，昼,4km， diurnal,1回,once,,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450
交通・通信,Transportation & communication,自動車等関係費,Private transportation,1,ガソリン,Gasoline,レギュラーガソリン，セルフサービス式を除く,Regular， excluding self-service,1L,1L,,148,140,142,142,142,146,152,151,151,152,157,155,145
交通・通信,Transportation & communication,自動車等関係費,Private transportation,2,車庫借料,Garage rental charges,月極駐車料金， 屋根なし駐車場， アスファルト舗装， 小型自動車,Monthly contract， no roof garage， asphalted， small motor vehicle,1か月,1 month,,25782,26900,25700,25700,25700,25700,25700,25700,25700,25700,25700,25700,25484
交通・通信,Transportation & communication,通信,Communication,1,通信料,Telephone charges ,固定電話，加入電話，住宅用，回線使用料，ユニバーサルサービス料を含む,Fixed-line phone， subscribed phone， for domestic use， access charges， including the universal service charges,1か月,1 month,,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838
交通・通信,Transportation & communication,通信,Communication,2,携帯電話機,Mobile phones ,NTTドコモ，スマートフォン，〔OS（基本ソフト）〕iOS 11，〔CPU〕A11 Bionicチップ，〔記憶容量〕64GB，〔ディスプレイ〕Retina HD （サイズ：4.7インチ），機種変更，オプション未加入，一括払い，「ドコモ iPhone 8」,"""NTT Docomo""， smartphone， [OS] iOS 11， [CPU] A11 Bionic chip， [Capacity] 64GB， [Display] Retina HD (size: 4.7 inches)， model change， option non-participation， lumpsum payment， ""Docomo iPhone 8""",1台,1 set,,87739,88776,88776,88776,88776,88776,88776,82555,82555,88776,88776,88776,88776
交通・通信,Transportation & communication,通信,Communication,3,携帯電話機,Mobile phones ,KDDI（au）又は沖縄セルラー，スマートフォン，〔OS（基本ソフト）〕iOS 11，〔CPU〕A11 Bionicチップ，〔記憶容量〕64GB，〔ディスプレイ〕Retina HD（サイズ：4.7インチ），機種変更，オプション未加入，一括払い，「au iPhone 8」,"""KDDI (au)"" or ""OKINAWA‐CELLULAR""， smartphone， [OS] iOS 11， [CPU] A11 Bionic chip， [Capacity] 64GB， [Display] Retina HD (size: 4.7 inches)， model change， option non-participation， lump-sum payment， ""au iPhone 8""",1台,1 set,,91440,91440,91440,91440,91440,91440,91440,91440,91440,91440,91440,91440,91440
交通・通信,Transportation & communication,通信,Communication,4,携帯電話機,Mobile phones ,ソフトバンク，スマートフォン，〔OS（基本ソフト）〕iOS 11，〔CPU〕A11 Bionicチップ，〔記憶容量〕64GB，〔ディスプレイ〕Retina HD （サイズ：4.7インチ），機種変更，一括払い，「ソフトバンク iPhone 8」 ,"""Softbank""， smartphone， [OS] iOS 11，  [CPU] A11 Bionic chip， [Capacity] 64GB， [Display] Retina HD (size: 4.7 inches)， model change， lump-sum payment， ""Softbank iPhone 8""",1台,1 set,,92340,94320,94320,94320,94320,94320,94320,94320,94320,94320,86400,86400,86400
教育,Education,授業料等,School fees,1,大学(私立),College and university(Private) 1),昼間部，法文経系,Daytime， Law， literature and economic course,1か年,1 year,,788656,-,-,-,788656,-,-,-,-,-,-,-,-
教育,Education,授業料等,School fees,2,高等学校(私立),High school(Private),全日制，普通科,Daytime， General course,1か年,1 year,,436650,-,-,-,436650,-,-,-,-,-,-,-,-
教養娯楽,Culture & recreation,教養娯楽用耐久財,Recreational durable goods,1,テレビ,TV sets,液晶テレビ，32V型，地上デジタルチューナー2基内蔵，ハイビジョン対応パネル，LEDバックライト搭載，特殊機能付きは除く,LCD， 32V type， 2 built-in digital terrestrial television tuners， acceptable the high-definition television panel， LED back light loading， without special function,1台,1 set,,47482,49685,49317,49619,45928,44939,48166,45982,44829,43245,49732,49657,48683
教養娯楽,Culture & recreation,教養娯楽サービス,Recreational services,1,映画観覧料,Admission to movies,一般,For adults,1回,once,,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
諸雑費,Miscellaneous,理美容サービス,Personal care services,1,理髪料,Men's haircut charges,総合調髪， 男性（高校生以下を除く） ,General trim，  for men (excluding ones under high school students age),1回,once,,3812,3801,3801,3805,3815,3815,3815,3815,3815,3815,3815,3815,3815
諸雑費,Miscellaneous,理美容サービス,Personal care services,2,パーマネント代,Permanent wave charges,パーマネント(ｼｬﾝﾌﾟｰ， ｶｯﾄ， ﾌﾞﾛｰ又はｾｯﾄ込み)， ショート女性（高校生以下を除く）                                                                              ,Permanent wave (including shampoo， haircut and blow or set)， short， for women (excluding ones under high school students age),1回,once,,8624,8636,8658,8658,8658,8658,8540,8627,8496,8542,8639,8657,8717
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 ) 13 　物価・地価 13   PRICES,,,,,,,,,,,,,,,,,,,,,,,,
13-3  東京都区部の主要品目小売価格 （平成30年） 13-3  RETAIL PRICES OF PRINCIPAL ITEMS IN KU-AREA OF TOKYO ( 2018 ),,,,,,,,,,,,,,,,,,,,,,,,
この表は小売物価統計調査の結果であり，調査日は毎月12日を含む週の水曜日，木曜日及び金曜日のいずれか1日を調査日とする。 ただし，生鮮食品は，上旬，中旬，下旬の3旬別に調査を行い（旬別調査），それぞれ，5日，12日及び22日を含む週の水曜日，木曜日又は金曜日のいずれか1日を調査日とする。短期間の特売価格や棚ざらい，在庫一掃セール等の特売価格は，原則として調査しない。また，生鮮食品は，調査日とその前2日間(計3日間）の中値を調査する。,,,,,,,,,,,,,,,,,,,,,,,,
This table shows the results of the Retail Price Survey， conducted on either Wednesday， Thursday， or Friday of the week that includes the 12th of the month. However， for fresh foods， the survey is conducted three times on either Wednesday， Thursday， or Friday of the weeks including the 5th， 12th， and 22nd. In principle， prices from short-term bargain， discount， or clearance sales are not surveyed. For fresh foods， the median prices of three consecutive days (the survey date and two days prior to it) are surveyed.,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 東京都全体の数値。,,,,,,,,,,,,,,,,,,,,,,,,
2) ※印月から基本銘柄改正。,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) The average of all universities that meet the criteria in Tokyo.,,,,,,,,,,,,,,,,,,,,,,,,
2) ※indicates the month when the basic criteria were revised.,,,,,,,,,,,,,,,,,,,,,,,,
資料：総務省 「小売物価統計調査年報」 Source: Ministry of Internal Affairs and Communications,,,,,,,,,,,,,,,,,,,,,,,,
（単位　　円） (In yen),,,,,,,,,,,,,,,,,,,,,,,,
