年次（平成）,Year,区分階層,項番 Item number,種類,Kind,受理 Received／総数 Total,受理 Received／旧受 Previously received,受理 Received／新受 Newly received,既済 Disposed／総数 Total,既済 Disposed／認容 Granted,既済 Disposed／却下 Rejected,既済 Disposed／取下 Withdrawn,既済 Disposed／その他 Others,未済 Pending
30,2018,2,11,特別代理人の選任（利益相反行為）,Appointment of a special agent (for conflict of interest),1290,80,1210,1187,1132,6,49,-,103
30,2018,2,12,郵便物等の配達の嘱託,Redirection of mail， etc.,238,3,235,233,176,1,53,3,5
30,2018,2,13,郵便物等の配達の嘱託取消,Rescission of redirection of mail， etc.,3,-,3,3,2,1,-,-,-
30,2018,2,14,後見人等に対する報酬の付与,Remuneration to a guardian of an adult， etc.,22959,434,22525,22355,22320,3,30,2,604
30,2018,2,15,後見等監督処分,Supervisory disposition of guardianship， etc.,16059,1756,14303,14234,13920,6,2,306,1825
30,2018,2,,うち職権によるもの,(of which) Disposition by the family court's authority,16047,1753,14294,14223,13915,-,2,306,1824
30,2018,2,16,第三者が子等に与えた財産の管理者選任等,Appointment， etc. of a manager of property offered to a child， etc. by a third party,-,-,-,-,-,-,-,-,-
30,2018,2,17,後見終了に伴う管理計算の期間の伸長,Extension of the period of settlement of account at the end of guardianship,1,-,1,1,-,-,1,-,-
30,2018,2,18,成年被後見人死亡後の事務,Administrative process after the death of an adult ward,475,7,468,471,449,-,22,-,4
30,2018,2,19,臨時保佐人等の選任（利益相反行為）,Appointment of a temporary curator， etc. (for conflict of interest),23,2,21,23,21,-,2,-,-
30,2018,2,20,不在者の財産の管理に関する処分,Disposition regarding the administration of property of an absentee,1250,146,1104,1109,765,2,247,95,141
30,2018,2,21,失踪の宣告及びその取消し,Adjudication of disappearance and rescission of such adjudication,713,242,471,439,347,6,79,7,274
30,2018,2,22,夫婦の財産管理者変更・共有財産の分割,Change of an administrator of property under a Matrimonial Property Contract/division of property in co-ownership,-,-,-,-,-,-,-,-,-
30,2018,2,23,特別代理人の選任（嫡出否認）,Appointment of a special agent (rebuttal of presumption of a child in wedlock),-,-,-,-,-,-,-,-,-
30,2018,2,24,子の氏の変更についての許可,Permission for changing the surname of a child,11860,111,11749,11737,11667,5,43,22,123
30,2018,2,25,養子をするについての許可,Permission for adoption,169,38,131,120,72,1,46,1,49
30,2018,2,26,離縁をするについての許可,Permission for dissolution of adoption ,290,23,267,278,267,-,8,3,12
30,2018,2,27,特別養子縁組の成立及びその離縁に関する処分,Disposition on establishment and dissolution of special adoption ,179,64,115,106,93,2,11,-,73
30,2018,2,,うち離縁に関する処分,(of which) Disposition regarding dissolution of special adoption ,-,-,-,-,-,-,-,-,-
30,2018,2,28,親権喪失，親権停止又は管理権喪失の審判及びその取消し,Adjudication on loss or suspension of parental authority or loss of the right of administration of property / rescission of such adjudication,47,10,37,33,10,1,21,1,14
30,2018,2,,うち親権喪失の審判,(of which) Adjudication on loss of parental authority,11,3,8,6,3,1,2,-,5
30,2018,2,,うち親権停止の審判,(of which) Adjudication on suspension of parental authority,36,7,29,27,7,-,19,1,9
30,2018,2,,うち管理権喪失の審判,(of which) Adjudication on loss of the right of administration of property,-,-,-,-,-,-,-,-,-
30,2018,2,29,親権・管理権の辞任・回復,Surrender or restoration of parental authority or the right of administration of property,3,-,3,3,2,-,1,-,-
30,2018,2,30,扶養義務の設定及びその取消し,Establishment of an obligation of support / rescission of such establishment,7,-,7,6,5,1,-,-,1
30,2018,2,31,推定相続人の廃除及びその取消し,Disinheritance of presumptive heirs / rescission of such disinheritance,48,25,23,34,2,15,17,-,14
30,2018,2,32,推定相続人廃除等に伴う遺産の管理に関する処分,Disposition regarding administration of estates upon disinheritance of presumptive heirs， etc.,1,-,1,1,1,-,-,-,-
30,2018,2,33,相続の承認又は放棄の期間の伸長,Extension of the period for acceptance or renunciation of inheritance,1169,55,1114,1125,1051,3,52,19,44
30,2018,2,34,相続財産の保存又は管理に関する処分,Disposition regarding preservation or management of inherited property,287,7,280,272,258,2,12,-,15
30,2018,2,35,相続の限定承認又は放棄の取消し,Rescission of qualified acceptance or renunciation of inheritance,16,-,16,14,6,3,5,-,2
30,2018,2,36,相続の限定承認の申述受理,Acceptance of a statement of qualified acceptance of inheritance,127,6,121,117,111,-,5,1,10
30,2018,2,37,鑑定人の選任,Appointment of an appraiser,9,1,8,9,9,-,-,-,-
30,2018,2,38,相続の放棄の申述の受理,Acceptance of a statement of renunciation of inheritance,21677,1106,20571,20631,20086,22,381,142,1046
30,2018,2,39,相続財産の分離に関する処分,Disposition regarding separation of inherited property,-,-,-,-,-,-,-,-,-
30,2018,2,40,相続財産管理に関する処分（財産分離）,Disposition regarding the administration of inherited property (separation of property),-,-,-,-,-,-,-,-,-
30,2018,2,41,相続財産管理人選任等（相続人不分明）,Appointment of an administrator of inherited property， etc. (heirs unknown),2715,148,2567,2533,2437,1,77,18,182
30,2018,2,42,特別縁故者への相続財産の分与,Distribution of inherited property to a person with a special connection,210,52,158,138,105,6,27,-,72
30,2018,2,43,遺言の確認,Confirmation of a will,35,5,30,25,22,1,2,-,10
30,2018,2,44,遺言書の検認,Probate of a will,3099,211,2888,2857,2830,1,18,8,242
30,2018,2,45,遺言執行者の選任,Appointment of an executor,389,39,350,362,345,1,14,2,27
30,2018,2,46,遺言執行者に対する報酬の付与,Grant of remuneration to an executor ,80,15,65,76,73,1,2,-,4
30,2018,2,47,遺言執行者の解任及び辞任,Dismissal and resignation of an executor,34,12,22,27,11,8,8,-,7
30,2018,2,48,遺言の取消し,Rescission of a will,3,1,2,1,-,1,-,-,2
30,2018,2,49,遺留分の放棄についての許可,Permission for an heir's renunciation of said heir's legally reserved portion  ,223,21,202,201,193,-,7,1,22
30,2018,2,50,任意後見契約に関する法律関係,Legal relationship concerning a voluntary guardianship contract,713,37,676,684,654,5,13,12,29
30,2018,2,,うち任意後見監督人の選任,(of which) Appointment of a supervisor for a voluntarily appointed guardian,174,21,153,158,138,3,8,9,16
30,2018,2,,うち任意後見監督処分,(of which) Supervisory disposition of a voluntarily appointed guardianship ,-,-,-,-,-,-,-,-,-
30,2018,2,,うち任意後見監督人の辞任,(of which) Resignation of the supervisor of a voluntarily appointed guardian,5,-,5,4,4,-,-,-,1
30,2018,2,,うち任意後見人等の解任,(of which) Dismissal of a voluntarily appointed guardian， etc.,3,3,-,3,-,1,-,2,-
30,2018,2,,うち任意後見監督人に対する報酬の付与,(of which) Grant of remuneration to the supervisor of a voluntarily appointed guardian,524,10,514,514,511,-,3,-,10
30,2018,2,51,戸籍法による氏の変更についての許可,Permission for change of surname under the Family Register Act,1472,90,1382,1387,1153,30,200,4,85
30,2018,2,52,戸籍法による名の変更についての許可,Permission for change of first name under the Family Register Act,1070,86,984,973,615,44,311,3,97
30,2018,2,53,就籍についての許可,Permission for the registration of an unregistered person,51,10,41,30,15,-,11,4,21
30,2018,2,54,戸籍の訂正についての許可,Permission for correction of a family register,187,31,156,155,123,9,20,3,32
30,2018,2,55,戸籍事件についての処分に対する不服,Appeal against the disposition of a family register-related case,4,1,3,1,-,1,-,-,3
30,2018,2,56,性同一性障害者の性別の取扱いの特例に関する法律3条1項の事件,Cases under Article 3， Paragraph 1 of the Act on Special Cases in Handling Gender for People with Gender Identity Disorder,136,14,122,128,125,-,3,-,8
30,2018,2,57,児童福祉法28条1項の事件,Cases under Article 28， Paragraph 1 of the Child Welfare Act,74,12,62,40,30,-,10,-,34
30,2018,2,58,児童福祉法28条2項の事件,Cases under Article 28， Paragraph 2 of the Child Welfare Act,22,2,20,15,14,-,1,-,7
30,2018,2,59,生活保護法30条3項の事件,Cases under Article 30， Paragraph 3 of the Public Assistance Act,61,-,61,58,45,1,12,-,3
30,2018,2,60,心神喪失等の状態で重大な他害行為を行った者の医療及び観察等に関する法律23条の2第2項ただし書の事件,Cases under the proviso of Article 23-2， Paragraph 2 of the Act on Medical Care and Treatment for Persons Who Have Caused Serious Cases Under the Condition of Insanity,13,-,13,12,12,-,-,-,1
30,2018,2,61,破産法61条の事件,Cases under Article 61 of the Bankruptcy Act,-,-,-,-,-,-,-,-,-
30,2018,2,62,破産法238条の事件,Cases under Article 238 of the Bankruptcy Act,1,-,1,1,1,-,-,-,-
30,2018,2,63,中小企業における経営の承継の円滑化に関する法律8条1項の事件,Cases under Article 8， Paragraph 1 of the Act on Facilitation of Succession of Management of Small and Medium Sized Enterprises,4,-,4,2,2,-,-,-,2
30,2018,1,,別表第二審判事件総数,Total number of cases of adjudication of domestic relations under Appended Table 2 of the Domestic Relations Case Procedure Act,3404,1227,2177,2245,1032,232,437,544,1159
30,2018,2,1,夫婦の同居・協力扶助,Cohabitation， cooperation， and mutual assistance between husband and wife,16,5,11,11,-,4,6,1,5
30,2018,2,2,婚姻費用の分担,Sharing of living expenses arising from marriage,609,183,426,439,256,26,50,107,170
30,2018,2,3,子の監護者の指定その他の処分,Designation of a child custodian and other dispositions,1744,665,1079,1077,360,162,293,262,667
30,2018,2,,うち監護者の指定,(of which) Designation of a child custodian ,519,203,316,315,102,37,106,70,204
30,2018,2,,うち養育費請求,(of which) Claim for child support payments,315,93,222,211,90,27,24,70,104
30,2018,2,,うち面会交流,(of which) Visitation and contacts,471,196,275,289,145,30,52,62,182
30,2018,2,,うち子の引渡し,(of which) Surrender of child custody,431,170,261,259,21,68,111,59,172
30,2018,2,4,財産の分与に関する処分,Disposition regarding the distribution of property,101,39,62,51,18,5,8,20,50
30,2018,2,5,祭祀の承継者の指定,Appointment of a successor of rights relating to rituals,29,9,20,17,13,-,3,1,12
30,2018,2,6,離縁後の親権者の指定,Designation of person who is to have parental authority upon dissolution of adoptive relationship,-,-,-,-,-,-,-,-,-
30,2018,2,7,親権者の指定又は変更,Designation or change of person having parental authority,212,67,145,152,79,10,33,30,60
30,2018,2,8,扶養に関する処分,Disposition on support,34,18,16,29,10,7,5,7,5
30,2018,2,9,遺産の分割に関する処分など,Disposition on division of estate， etc. ,336,155,181,215,100,2,20,93,121
30,2018,2,10,寄与分を定める処分,Disposition to determine an heir's contributing portion,85,43,42,56,16,15,8,17,29
30,2018,2,11,請求すべき按分割合に関する処分,Disposition regarding the pro rata share to be requested,238,43,195,198,180,1,11,6,40
30,2018,2,12,生活保護法77条2項の事件,Cases under Article 77， Paragraph 2 of the Public Assistance Act,-,-,-,-,-,-,-,-,-
30,2018,2,13,推定相続人の廃除及びその取消し（家事審判法第9条乙類）,Disinheritance of a presumptive heir / rescission of such disinheritance (Article 9， Clause 2 of the Domestic Relations Trial Act),-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,
東京都統計年鑑（平成30年）TOKYO STATISTICAL YEARBOOK ( 2018 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,
20-5  家事審判事件の種類別件数 （平成29， 30年） 20-5  CASES OF ADJUDICATION OF DOMESTIC RELATIONS BY KIND ( 2017 and 2018 ),,,,,,,,,,,,,,
資料：東京家庭裁判所事務局総務課 Source: Tokyo Family Court,,,,,,,,,,,,,,
区分階層(0:総数　1:区分　2:区分内訳),,,,,,,,,,,,,,
