区市町村名,事業所名,住所,緯度,経度,座標系,電話,種別,,,
目黒区,碑文谷保健センター,目黒区碑文谷4-16-18,35.621378,139.682498,JGD2011,03-3711-6446,精,,,
目黒区,目黒区心身障害者センターあいアイ館,目黒区八雲1-1-8,35.621306,139.671785,JGD2011,03-5701-2221,身,,,
目黒区,目黒区高次脳機能障害者支援センター,目黒区碑文谷5-12-1TS碑文谷ビル３階,35.624041,139.682742,JGD2011,03-6808-8575,高次脳専門,,,
目黒区,地域活動支援センターセサミ,目黒区中央町2-32-5スマイルプラザ中央町３階,35.631477,139.688844,JGD2011,03-5794-4101,精,,,
大田区,障がい者総合サポートセンター,大田区中央4-30-11,35.579493,139.718238,JGD2011,03-5728-9433,身・知・精・高,,,
大田区,志茂田福祉センター機能訓練係,大田区西六郷1-4-27,35.556795,139.710972,JGD2011,03-3734-0764,身・知・精・高,,,
大田区,福祉部大森地域福祉課,大田区大森西1-12-1,35.578204,139.722902,JGD2011,03-5764-0657,身・知,,,
大田区,福祉部大森地域健康課,大田区大森西1-12-1,35.578204,139.722902,JGD2011,03-5764-0662,精,,,
大田区,福祉部調布地域福祉課,大田区雪谷大塚町4-6,35.593151,139.680594,JGD2011,03-3726-2181,身・知,,,
大田区,福祉部調布地域健康課,大田区雪谷大塚町4-6,35.593151,139.680594,JGD2011,03-3726-4147,精,,,
大田区,福祉部蒲田地域福祉課,大田区蒲田本町2-1-1,35.558535,139.718423,JGD2011,03-5713-1504,身・知,,,
大田区,福祉部蒲田地域健康課,大田区蒲田本町2-1-1,35.558535,139.718423,JGD2011,03-5713-1702,精,,,
大田区,福祉部糀谷・羽田地域福祉課,大田区東糀谷1-21-15,35.557413,139.739658,JGD2011,03-3743-4281,身・知,,,
大田区,福祉部糀谷・羽田地域健康課,大田区東糀谷1-21-15,35.557413,139.739658,JGD2011,03-3743-4163,精,,,
世田谷区,世田谷総合支所保健福祉センター保健福祉課,世田谷区世田谷4-22-33,35.646513,139.652191,JGD2011,03-5432-2865,身・知・精,,,
世田谷区,北沢総合支所保健福祉センター保健福祉課,世田谷区北沢2-8-18,35.662238,139.66982,JGD2011,03-6804-8727,身・知・精,,,
世田谷区,玉川総合支所保健福祉センター保健福祉課,世田谷区玉川1-20-21,35.609941,139.6329,JGD2011,03-3702-2092,身・知・精,,,
世田谷区,砧総合支所保健福祉センター保健福祉課,世田谷区成城6-2-1,35.641294,139.600582,JGD2011,03-3482-8198,身・知・精,,,
世田谷区,烏山総合支所保健福祉センター保健福祉課,世田谷区南烏山6-22-14,35.669776,139.598031,JGD2011,03-3326-6115,身・知・精,,,
世田谷区,世田谷区立保健センター専門相談課,世田谷区松原6-37-10保健医療福祉総合プラザ２階,35.656467,139.65011,JGD2011,03-6265-7548,身・知・精・高,,,
世田谷区,ケアセンターふらっと,世田谷区下馬2-20-14パーム下馬,35.64064,139.675406,JGD2011,03-5712-5105,身・高,,,
渋谷区,福祉部障がい者福祉課身体福祉係,渋谷区宇田川町1-1,35.664301,139.697244,JGD2011,03-3463-1937,身,,,
渋谷区,福祉部障がい者福祉課精神福祉係,渋谷区宇田川町1-1,35.664301,139.697244,JGD2011,03-3463-1905,精,,,
渋谷区,中央保健相談所,渋谷区宇田川町5-6,35.66298256,139.6981866,JGD2011,03-3463-2439,精,,,
渋谷区,恵比寿保健相談所,渋谷区恵比寿2-27-18,35.645458,139.719781,JGD2011,03-3443-6251,精,,,
渋谷区,幡ヶ谷保健相談所,渋谷区幡ヶ谷3-39-1,35.679514,139.671925,JGD2011,03-3374-7591,精,,,
渋谷区,渋谷区基幹相談支援センター,渋谷区宇田川町1-1,35.664301,139.697244,JGD2011,03-3463-3298,身・知・精・高,,,
中野区,障害福祉課障害者支援係,中野区中野4-8-1,35.707287,139.66381,JGD2011,03-3228-8706,身・知,,,
中野区,中部すこやか福祉センター,中野区中央3-19-1,35.700399,139.674176,JGD2011,03-3367-7788,精,,,
中野区,北部すこやか福祉センター,中野区江古田4-31-10,35.724616,139.661418,JGD2011,03-3389-4321,精,,,
中野区,南部すこやか福祉センター,中野区弥生町5-11-26,35.68818,139.668682,JGD2011,03-3382-1750,精,,,
中野区,鷺宮すこやか福祉センター,中野区若宮3-58-10,35.722082,139.640336,JGD2011,03-3336-7111,精,,,
中野区,障害者地域自立生活支援センターつむぎ,中野区中野5-68-7スマイルなかの５階,35.709262,139.665196,JGD2011,03-3389-2375,身・知・精・高,,,
中野区,地域生活支援センターせせらぎ,中野区中野5-68-7スマイルなかの６階,35.709262,139.665196,JGD2011,03-3387-0993,精,,,
杉並区,障害者生活支援課地域生活支援担当,杉並区高井戸東4-10-5杉並障害者福祉会館２階,35.689659,139.617836,JGD2011,03-3332-1817,高次脳専門,,,
杉並区,障害者地域相談支援センター荻窪すまいる「荻窪」,杉並区荻窪5-20-1杉並保健所２階,35.702257,139.620236,JGD2011,03-3391-1976,身・知・精,,,
杉並区,障害者地域相談支援センター高円寺すまいる「高円寺」,杉並区高円寺南2-24-18杉並福祉事務所高円寺事務所４階,35.700629,139.649153,JGD2011,03-5306-6381,身・知・精,,,
杉並区,障害者地域相談支援センター高井戸すまいる「高井戸」,杉並区高井戸東4-10-5杉並障害者福祉会館３階,35.689659,139.617836,JGD2011,03-3331-2510,身・知・精,,,
杉並区,NPO法人モナミセブン,杉並区荻窪5-30-17-407荻窪豊栄ステーションプラザ,35.7041455,139.6221996,JGD2011,03-6339-7722　,高次脳専門,,,
豊島区,障害福祉課心身障害者福祉センター,豊島区目白5-18-8,35.724067,139.695846,JGD2011,03-3953-2811,高次脳専門,,,
豊島区,障害福祉課身体障害者支援第一グループ,豊島区南池袋2-45-1,35.726261,139.716611,JGD2011,03-3981-2141,身,,,
豊島区,障害福祉課身体障害者支援第二グループ,豊島区南池袋2-45-1,35.726261,139.716611,JGD2011,03-4566-2442,身,,,
豊島区,障害福祉課精神障害者福祉グループ,豊島区南池袋2-45-1,35.726261,139.716611,JGD2011,03-3981-1988,精,,,
豊島区,豊島区在宅医療相談窓口,豊島区西池袋3-22-16豊島区医師会館２階,35.72993,139.70638,JGD2011,03-5956-8586,身・知・精,,,
豊島区,池袋保健所健康推進課,豊島区東池袋4-42-16,35.731339,139.71556,JGD2011,03-3987-4174,精,,,
豊島区,長崎健康相談所,豊島区長崎2-27-18,35.728699,139.688163,JGD2011,03-3957-1191,精,,,
豊島区,地域生活支援センターこかげ,豊島区東池袋4-5-1エアライズタワー103,35.726882,139.718894,JGD2011,03-5958-1990,身・知・精,,,
北区,健康福祉部障害者福祉センター事業係,北区中十条1-2-18,35.757595,139.729552,JGD2011,03-3905-7121,高次脳専門,,,
北区,健康福祉部障害福祉課王子障害相談係,北区王子本町1-15-22,35.753179,139.733983,JGD2011,03-3908-9081,身・知・精,,,
北区,健康福祉部障害福祉課赤羽障害相談係,北区赤羽南1-13-1赤羽会館６階,35.777737,139.7237,JGD2011,03-3903-4161,身・知・精,,,
北区,健康福祉部健康推進課王子健康支援センター,北区東十条2-7-3北区保健所１階,35.763183,139.730526,JGD2011,03-3919-7588,身・知・精,,,
北区,健康福祉部健康推進課赤羽健康支援センター,北区赤羽南1-13-1赤羽会館６階,35.777737,139.7237,JGD2011,03-3903-6481,身・知・精,,,
北区,健康福祉部健康推進課滝野川健康支援センター,北区西ヶ原1-19-12,35.742787,139.747574,JGD2011,03-3915-0184,身・知・精,,,
北区,滝野川地域障害者相談支援センター,北区西ヶ原4-51-1,35.741489,139.735957,JGD2011,03-4334-6548,身・知・精,,,
北区,北区障害者地域活動支援室支援センターきらきら,北区中十条1-2-18,35.757595,139.729552,JGD2011,03-3905-7201,身・知・精,,,
荒川区,障害者福祉課相談支援係,荒川区荒川2-2-3,35.736082,139.783371,JGD2011,03-3802-3111,身・知・精,,,
荒川区,荒川区立心身障害者福祉センター,荒川区荒川1-53-20,35.733041,139.784491,JGD2011,03-3891-6824,身・知・高,,,
板橋区,板橋福祉事務所障がい者支援係,板橋区板橋2-66-1,35.75092,139.709199,JGD2011,03-3579-2460,身・知,,,
板橋区,赤塚福祉事務所障がい者支援係,板橋区赤塚6-38-1,35.77877,139.644887,JGD2011,03-3938-5118,身・知,,,
板橋区,志村福祉事務所障がい者支援係,板橋区蓮根2-28-1,35.785267,139.675165,JGD2011,03-3968-2337,身・知,,,
板橋区,板橋区立障がい者福祉センター,板橋区高島平9-25-12,35.79048,139.668176,JGD2011,03-3550-3401,身・知・精・高,,,
板橋区,地域活動支援センタースペースピア,板橋区南常盤台2-1-7,35.759057,139.687603,JGD2011,03-3554-3081,精,,,
練馬区,練馬総合福祉事務所,練馬区豊玉北6-12-1区役所西庁舎２階,35.736,139.651346,JGD2011,03-5984-4609,身・知,,,
練馬区,光が丘総合福祉事務所,練馬区光が丘2-9-6光が丘区民センター２階,35.759407,139.629828,JGD2011,03-5997-7796,身・知,,,
練馬区,石神井総合福祉事務所,練馬区石神井町3-30-26石神井庁舎４階,35.743137,139.602753,JGD2011,03-5393-2816,身・知,,,
練馬区,大泉総合福祉事務所,練馬区東大泉1-29-1ゆめりあ１・４階,35.748845,139.585513,JGD2011,03-5905-5272,身・知,,,
練馬区,豊玉保健相談所,練馬区豊玉北5-15-19,35.736015,139.654851,JGD2011,03-3992-1188,精,,,
練馬区,北保健相談所,練馬区北町8-2-11,35.763961,139.651376,JGD2011,03-3931-1347,精,,,
練馬区,光が丘保健相談所,練馬区光が丘2-9-6光が丘区民センター内１階,35.759486,139.629589,JGD2011,03-5997-7722,精,,,
練馬区,石神井保健相談所,練馬区石神井町7-3-28,35.74452,139.601328,JGD2011,03-3996-0634,精,,,
練馬区,大泉保健相談所,練馬区大泉学園町5-8-8,35.767045,139.586632,JGD2011,03-3921-0217,精,,,
練馬区,関保健相談所,練馬区関町東1-27-4,35.726539,139.5813,JGD2011,03-3929-5381,精,,,
練馬区,光が丘障害者地域生活支援センターすてっぷ,練馬区光が丘2-9-6光が丘区民センター６階,35.759407,139.629828,JGD2011,03-5997-7858,身・知・精,,,
練馬区,大泉障害者地域生活支援センターさくら,練馬区東大泉5-35-2,35.747611,139.58951,JGD2011,03-3925-7371,身・知・精,,,
練馬区,豊玉障害者地域生活支援センターきらら,練馬区豊玉北5-15-19,35.736015,139.654851,JGD2011,03-3557-9222,身・知・精,,,
練馬区,石神井障害者地域生活支援センターういんぐ,練馬区石神井7-3-28石神井保健相談所併設,35.744593,139.601348,JGD2011,03-3997-2181,身・知・精,,,
練馬区,練馬区立心身障害者福祉センター（だんだん）,練馬区貫井1-9-1,35.738181,139.635656,JGD2011,03-3926-7214,高次脳専門,,,
足立区,障がい福祉課中部援護第一係,足立区中央本町1-17-1,35.774892,139.804584,JGD2011,03-3880-5881,身,,,
足立区,障がい福祉課中部援護第二係,足立区中央本町1-17-1,35.774892,139.804584,JGD2011,03-3880-5882,知,,,
足立区,障がい福祉課千住援護係,足立区千住仲町19-3,35.746343,139.801619,JGD2011,03-3888-3146,身・知,,,
足立区,障がい福祉課東部援護係,足立区東綾瀬1-26-2,35.765879,139.831201,JGD2011,03-3605-7520,身・知,,,
足立区,障がい福祉課西部援護係,足立区鹿浜8-27-15,35.789908,139.764926,JGD2011,03-3897-5034,身・知,,,
足立区,障がい福祉課北部援護係,足立区竹の塚2-25-17,35.79267,139.794671,JGD2011,03-5831-5799,身・知,,,
足立区,足立区障がい福祉センターあしすと自立生活支援室,足立区梅島3-31-19,35.777505,139.792921,JGD2011,03-5681-0132,身・知・精・高,,,
足立区,中央本町地域・保健総合支援課,足立区中央本町1-5-3,35.771103,139.803976,JGD2011,03-3880-5351,精,,,
足立区,竹の塚保健センター,足立区西竹の塚1-11-2エミエルタワー竹の塚２階,35.793317,139.789772,JGD2011,03-3855-5082,精,,,
足立区,江北保健センター,足立区西新井本町2-30-40,35.775922,139.771665,JGD2011,03-3896-4004,精,,,
足立区,千住保健センター,足立区千住仲町19-3,35.746343,139.801619,JGD2011,03-3888-4277,精,,,
足立区,東部保健センター,足立区大谷田3-11-13,35.779503,139.842461,JGD2011,03-3606-4171,精,,,
葛飾区,障害福祉課援護係,葛飾区立石5-13-1,35.742985,139.847407,JGD2011,03-5654-8302,身・知・高,,,
葛飾区,福祉部障害者施設課地域活動支援係,葛飾区堀切3-34-1,35.744302,139.834493,JGD2011,03-5698-1336,身・知・高,,,
葛飾区,保健所・青戸保健センター,葛飾区青戸4-15-14,35.751462,139.850512,JGD2011,03-3602-1284,精,,,
葛飾区,新小岩保健センター,葛飾区西新小岩4-21-12,35.721688,139.852227,JGD2011,03-3696-3781,精,,,
葛飾区,金町保健センター,葛飾区金町4-18-19,35.764635,139.865057,JGD2011,03-3607-4141,精,,,
葛飾区,水元保健センター,葛飾区東水元1-7-3,35.778847,139.867526,JGD2011,03-3627-1911,精,,,
江戸川区,障害者福祉課身体障害者相談係,江戸川区中央1-4-1,35.706662,139.868429,JGD2011,03-5662-0052,身,,,
江戸川区,江戸川区立障害者支援ハウス,江戸川区中葛西2-11-8,35.673425,139.875032,JGD2011,03-5667-1333,身・知・精,,,
江戸川区,中央健康サポートセンター,江戸川区中央4-24-19,35.709623,139.868262,JGD2011,03-5661-2467,身・知・精,,,
江戸川区,小岩健康サポートセンター,江戸川区東小岩3-23-3,35.733873,139.893964,JGD2011,03-3658-3171,身・知・精,,,
江戸川区,東部健康サポートセンター,江戸川区瑞江2-5-7,35.694018,139.897643,JGD2011,03-3678-6441,身・知・精,,,
江戸川区,清新町健康サポートセンター,江戸川区清新町1-3-11,35.662897,139.855773,JGD2011,03-3878-1221,身・知・精,,,
江戸川区,葛西健康サポートセンター,江戸川区中葛西3-10-1,35.665925,139.86958,JGD2011,03-3688-0154,身・知・精,,,
江戸川区,鹿骨健康サポートセンター,江戸川区鹿骨1-55-10,35.709727,139.890588,JGD2011,03-3678-8711,身・知・精,,,
江戸川区,小松川健康サポートセンター,江戸川区小松川3-6-1,35.696259,139.848629,JGD2011,03-3683-5531,身・知・精,,,
江戸川区,なぎさ健康サポートセンター,江戸川区南葛西7-1-27,35.645633,139.8813,JGD2011,03-5675-2515,身・知・精,,,
江戸川区,地域活動・相談支援センターかさい,江戸川区中葛西2-8-3,35.673247,139.872155,JGD2011,03-5679-6445,身・知・精,,,
江戸川区,地域活動支援センターえどがわ,江戸川区松島3-46-10かとりコーポ１階,35.709817,139.865885,JGD2011,03-5879-0708,身・知・精,,,
江戸川区,地域活動支援センターこまつがわ,江戸川区小松川2-9小松川二丁目第三アパート１階,35.710059,139.865987,JGD2011,03-5858-6421,身・知・精,,,
江戸川区,地域活動支援センターはるえ野,江戸川区春江町2-41-8,35.699503,139.890743,JGD2011,03-5664-6070,身・知・精・高,,,
八王子市,福祉部障害者福祉課,八王子市元本郷町3-24-1,35.666569,139.316075,JGD2011,042-620-7366　042-620-7367,身・知・精,,,
八王子市,八王子市高次脳機能障害者相談室はっぱ,八王子市椚田町590-4,35.638624,139.307322,JGD2011,080-1254-7480,高次脳専門,,,
立川市,福祉保健部障害福祉課,立川市泉町1156-9,35.714003,139.407832,JGD2011,042-523-2111,身・知・精,,,
武蔵野市,健康福祉部障害者福祉課,武蔵野市緑町2-2-28,35.717836,139.565937,JGD2011,0422-60-1847,身・知・精,,,
武蔵野市,高次脳機能障害相談室ゆいっと,武蔵野市八幡町4-28-13武蔵野市障害者福祉センター内,35.720011,139.554458,JGD2011,0422-55-5018,高次脳専門,,,
三鷹市,健康福祉部障がい者支援課基幹相談支援センター担当,三鷹市野崎1-1-1,35.683495,139.559794,JGD2011,0422-45-1151,身・知・精・高,,,
三鷹市,健康福祉部三鷹市北野ハピネスセンター,三鷹市北野1-9-29,35.679899,139.586148,JGD2011,0422-48-6331,身・知,,,
三鷹市,障がい者自立支援センターゆー・あい,三鷹市上連雀4-1-8福祉コアかみれん２階,35.697063,139.558931,JGD2011,0422-43-9047,精,,,
三鷹市,障がい者相談支援センターぽっぷ,三鷹市下連雀4-15-18下連雀複合施設２階,35.695201,139.561677,JGD2011,0422-71-0901,身・知,,,
青梅市,健康福祉部障がい者福祉課,青梅市東青梅1-11-1,35.787856,139.275835,JGD2011,0428-22-1111,身・知・精,,,
青梅市,青梅市障がい者サポートセンター,青梅市大門2-261-1,35.795681,139.29145,JGD2011,0428-30-0152,身・知・精・高,,,
府中市,福祉保健部障害者福祉課,府中市宮西町2-24,35.66907,139.477278,JGD2011,042-335-4022,精,,,
府中市,福祉保健部障害者福祉課,府中市宮西町2-24,35.66907,139.477278,JGD2011,042-335-4962,身・知,,,
府中市,地域生活支援センターあけぼの,府中市寿町3-9-11山上ビル1階,35.67645,139.473832,JGD2011,042-358-1085,身・知・精・高,,,
昭島市,保健福祉部障害福祉課,昭島市田中町1-17-1,35.705755,139.353609,JGD2011,042-544-5111,身・知・精,,,
昭島市,昭島市障害者相談支援センター,昭島市昭和町4-7-1昭島市保健福祉センター２階,35.710835,139.364124,JGD2011,042-513-5456,身・知・精,,,
調布市,福祉健康部障害福祉課相談係,調布市小島町2-35-1,35.650628,139.540682,JGD2011,042-481-7094,身・知・精,,,
調布市,調布市障害者地域活動支援センター「ドルチェ｣,調布市小島町2-47-1社会福祉法人調布市社会福祉協議会,35.651397,139.542754,JGD2011,042-490-6675,身・精・高,,,
町田市,社会福祉法人まちだ育成会ひかり療育園,町田市忠生3-6-2,35.576871,139.418819,JGD2011,042-794-0733,身・知・精・高,,,
小金井市,福祉保健部自立生活支援課相談支援係,小金井市本町6-6-3市役所第二庁舎２階,35.699478,139.502988,JGD2011,042-387-9841,身・知・精,,,
小金井市,小金井市障害者地域自立生活支援センター,小金井市緑町4-17-10,35.708738,139.517365,JGD2011,042-381-8411,身・知・精・高,,,
小金井市,小金井市精神障害者地域生活支援センターそら,小金井市本町2-20-30,35.704116,139.508254,JGD2011,042-381-6922,精,,,
小平市,健康福祉部障がい者支援課サービス支援担当,小平市小川町2-1333健康福祉事務センター内１階,35.728408,139.477908,JGD2011,042-346-9542,身・知・精・高,,,
小平市,障がい者地域自立生活支援センターひびき,小平市学園東町1-19-13小平市福祉会館２階,35.726597,139.478105,JGD2011,042-341-6555,身・知・精,,,
小平市,地域生活支援センターあさやけ,小平市小川東町4-2-1「小平元気村おがわ東」１階,35.740263,139.473893,JGD2011,042-345-1741,精,,,
日野市,健康福祉部障害福祉課,日野市神明1-12-1,35.670504,139.395512,JGD2011,042-514-8489,身・知・精・高,,,
日野市,地域生活支援センターゆうき,日野市高幡864-15,35.663891,139.409439,JGD2011,042-591-6321,精,,,
日野市,地域活動支援センターやまばと,日野市旭が丘2-42-5,35.66314082,139.3691725,JGD2011,042-582-3400,身・知,,,
日野市,高次脳機能障害者相談支援センターつくし,日野市多摩平3-5-21,35.665777,139.375959,JGD2011,070-1316-8800,高次脳専門,,,
東村山市,健康福祉部障害支援課,東村山市本町1-2-3いきいきプラザ１階,35.754204,139.46825,JGD2011,042-393-5111,身・知・精・高,,,
東村山市,東村山市基幹相談支援センターるーと,東村山市野口町1-25-15東村山市地域福祉センター内１階,35.758176,139.464297,JGD2011,042-394-1555,身・知・精・高,,,
東村山市,地域生活支援センターふれあいの郷,東村山市本町2-8-2プライムビル207,35.763456,139.466889,JGD2011,042-397-6400,精・高,,,
国分寺市,福祉部障害福祉課,国分寺市戸倉1-6-1,35.71102,139.462607,JGD2011,042-325-0111,身・知・精・高,,,
国分寺市,国分寺市基幹相談支援センター,国分寺市戸倉2-7-26KOCO・ジャム２階,35.696397,139.468855,JGD2011,042-320-1300,身・知・精・高,,,
国分寺市,国分寺市地域活動支援センターつばさ,国分寺市泉町2-3-8,35.696567,139.468868,JGD2011,042-321-1136,身・知・精・高,,,
国分寺市,国分寺市地域生活支援センタープラッツ,国分寺市南町3-4-4,35.697786,139.478868,JGD2011,042-359-2440,精,,,
国分寺市,国分寺市地域活動支援センター虹,国分寺市戸倉4-14,35.708512,139.455311,JGD2011,042-300-0608,知・精,,,
