展示会名,会期(開始),開始曜日,会期(終了),終了曜日,利用施設,開催時間,最終日の終了時刻(●:30分前に終了　▲:1時間前に終了　■:2時間前に終了）,来場対象者,入場料について,内容,連絡先,TEL,URL
第98回東京インターナショナル・ギフト・ショー秋2024 アニメ・コミック＆キャラクターライセンスフェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 ビューティー＆コスメティックフェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 生活雑貨フェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 おしゃれ雑貨＆レザーグッズフェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 アパレルファッションフェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 ファッションアクセサリーフェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 ホームファニシング＆デコラティブフェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 フラワー・グリーン＆ガーデングッズフェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 香りの商品フェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 Ethical Styleフェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
第98回東京インターナショナル・ギフト・ショー秋2024 インポートギフトフェア,2024/9/4,(水),2024/9/6,金,東1-6,10:00-18:00 ,▲,商談,無料 (要登録)  ,日本最大のパーソナルギフトと生活雑貨の国際見本市,インターナショナル・ギフト・ショー事務局,03-3843-9851,https://www.giftshow.co.jp/tigs/98tigs/
東京インターナショナル・ギフト・ショー秋2024 第16回LIFEXDESIGN アクティブデザイン＆クラフトフェア,2024/9/4,(水),2024/9/6,金,西1・2,10:00-18:00 ,▲,商談,無料 (要登録)  ,暮らし方から住まいをデザインする、リノベーションのための見本市,LIFE×DESIGN事務局,03-3843-9711,https://www.giftshow.co.jp/tigs/life16/
東京インターナショナル・ギフト・ショー秋2024 第16回LIFEXDESIGN 伝統とmodernの日本ブランドフェア,2024/9/4,(水),2024/9/6,金,西1・2,10:00-18:00 ,▲,商談,無料 (要登録)  ,暮らし方から住まいをデザインする、リノベーションのための見本市,LIFE×DESIGN事務局,03-3843-9711,https://www.giftshow.co.jp/tigs/life16/
東京インターナショナル・ギフト・ショー秋2024 第16回LIFEXDESIGN リノベーションゾーン,2024/9/4,(水),2024/9/6,金,西1・2,10:00-18:00 ,▲,商談,無料 (要登録)  ,暮らし方から住まいをデザインする、リノベーションのための見本市,LIFE×DESIGN事務局,03-3843-9711,https://www.giftshow.co.jp/tigs/life16/
花友フェスタ,2024/9/8,(日),2024/9/8,日,西1・2,8:00-16:00 ,,一般,￥1500 (前売あり)  ,日本最大級のガーデニングイベント,花友フェスタ実行委員会,,https://hanatomofesta.com/
国際物流総合展2024,2024/9/10,(火),2024/9/13,金,東1-8,10:00-17:00 ,,商談,￥3000 (事前登録者無料) ウェブをご参照ください ,内外の最新物流機器・システム・情報等のソフトとハードを一堂に紹介する総合展示会,国際物流総合展事務局,03-3434-3453,https://www.logis-tech-tokyo.gr.jp/ltt/outline/index.html
第65回サインアンドディスプレイショウ,2024/9/11,(水),2024/9/13,金,西1,10:00-17:00 ,,商談/一般,無料 (要登録) ウェブをご参照ください 事務局へお問合せください,サイン・ディスプレイの製作、施工に必要な資材・素材及び加工機器、工作車両等関連品,東京屋外広告美術協同組合,03-3626-2251,https://tokobi.or.jp/sds/
第26回自動認識総合展,2024/9/11,(水),2024/9/13,金,西4,10:00-17:00 ,,商談,￥1000 (事前登録者無料)  ,国内唯一の自動認識技術、ソリューションの専門展示会,自動認識総合展事務局 （株）シー・エヌ・ティ,03-5297-8855,https://www.autoid-expo.com/tokyo/
第5回恐竜フェスティバル,2024/9/13,(金),2024/9/16,月,有明GYM-EX, 9/13 16:00～22:00，9/14 9:00～21:00，9/15 9:00～21:00，9/16 9:00～16:00,,一般,6000 ウェブをご参照ください ,日本一の家族で遊べる恐竜イベント！？【恐竜フェスティバル】が東京初開催！！,恐竜フェスティバル事務局,0120-005-814,https://www.dino-land.net/
Japan Bike Show 2024(ジャパンバイクショー),2024/9/18,(水),2024/9/19,木,有明GYM-EX,10:00-17:00 ,▲,商談,無料 (要登録)  ,国内外メーカーとの商談や講演により自転車市場でのビジネスチャンスをつかむ展示会,ジャパンバイクショー運営事務局,06-6949-9119,https://www.japanbikeshow.jp/
IFPEX2024　第27回油圧・空気圧・水圧国際見本市,2024/9/18,(水),2024/9/20,金,東2・3,10:00-17:00 ,,商談,無料 (要登録)  ,日本で唯一のフルードパワー（油圧・空気圧・水圧）の専門展示会,IFPEX2024展示会事務局,,https://www.ifpex.jp/2024/
FORESTRISE 2024　第4回次世代森林産業展,2024/9/18,(水),2024/9/20,金,東8,10:00-17:00 ,,商談,無料 (要登録)  ,森林産業の活性化に向けて次世代テクノロジー利活用を促進する専門展示会,産経新聞社,03-3273-6180,https://www.forestrise.jp/2024/index.html
センサエキスポジャパン2024,2024/9/18,(水),2024/9/20,金,東2,10:00-17:00 ,,商談,無料 (要登録)  ,センサ・コントロールとその応用技術、機器、システム、ネットワークの専門展示会,センサエキスポジャパン事務局,03-3273-6180,https://www.sensorexpojapan.com/
地盤技術フォーラム2024,2024/9/18,(水),2024/9/20,金,東1,10:00-17:00 ,,商談,無料 (要登録)  ,地盤技術にかかわる4つの展示会を一堂に開催。,（株）シー・エヌ・ティ,03-5297-8855,http://www.sgrte.jp/
第12回総合検査機器展（JIMA2024）,2024/9/18,(水),2024/9/20,金,東1,10:00-17:00 ,,商談,無料 (要登録)  ,全ての非破壊検査界分野より主要企業が一堂に集まる国内唯一の展示会です。,JIMA2024展示会事務局,03-3288-5080,https://www.jima-show.jp/
INTERMEASURE 2024（第31回計量計測展）,2024/9/18,(水),2024/9/20,金,東1・2,10:00-17:00 ,,商談,無料 (要登録)  ,計量計測業界国内最大規模の展示会です。,INTERMEASURE2024実行委員会事務局,03-3268-2121,https://intermeasure.org/itms2024/
2024洗浄総合展,2024/9/18,(水),2024/9/20,金,東4-6,10:00-17:00 ,,商談,￥1000 (事前登録者無料)  ,洗浄機器・システム・洗浄剤など産業洗浄に関する最新製品・技術を一堂に展示,日刊工業新聞社　イベント事業部,,https://biz.nikkan.co.jp/eve/senjyo/
Japan Robot Week 2024,2024/9/18,(水),2024/9/20,金,東4-6,10:00-17:00 ,,商談,￥1000 (事前登録者無料)  ,ロボットおよびロボット周辺要素・関連技術の展示会,日刊工業新聞社　イベント事業部,,https://biz.nikkan.co.jp/eve/s-robot/
VACUUM2024真空展,2024/9/18,(水),2024/9/20,金,東4-6,10:00-17:00 ,,商談,￥1000 (事前登録者無料)  ,真空機器・真空装置の総合展示会,日刊工業新聞社　イベント事業部,,https://biz.nikkan.co.jp/eve/vacuum/
SAMPE Japan 先端材料技術展2024,2024/9/18,(水),2024/9/20,金,東4-6,10:00-17:00 ,,商談,￥1000 (事前登録者無料)  ,先端材料とその加工技術を主体にした展示会,日刊工業新聞社　イベント事業部,,https://biz.nikkan.co.jp/eve/sampe/
スマートファクトリーJapan 2024 秋,2024/9/18,(水),2024/9/20,金,東4-6,10:00-17:00 ,,商談,￥1000 (事前登録者無料)  ,情報管理・処理システム、製造設備・装置、その他生産工場に関する技術・製品の展示会,日刊工業新聞社　イベント事業部,,https://biz.nikkan.co.jp/eve/smart-factory/
高精度・難加工技術展2024,2024/9/18,(水),2024/9/20,金,東4-6,10:00-17:00 ,,商談,￥1000 (事前登録者無料)  ,より高度な製造技術および機械・機器の展示会,日刊工業新聞社　イベント事業部,,https://biz.nikkan.co.jp/eve/hds/
表面改質展2024,2024/9/18,(水),2024/9/20,金,東4-6,10:00-17:00 ,,商談,￥1000 (事前登録者無料)  ,各種表面処理技術・関連機器の展示会,日刊工業新聞社　イベント事業部,,https://biz.nikkan.co.jp/eve/hds/
骨董グランデ,2024/9/20,(金),2024/9/22,日,西3,10:00-17:00 ,,一般,1000 ウェブをご参照ください 事務局へお問合せください,骨董ディーラー数250店舗が集合した骨董の祭典,骨董グランデ,070-3828-8623,https://antique-grande.com/
Maker Faire Tokyo 2024,2024/9/21,(土),2024/9/22,日,西4, 9/21 12:00～18:00， 9/22 10:00～17:00,,一般,1200 ウェブをご参照ください ,家族で楽しめる、地上最大のDIYの展示発表会。,Maker Faire Tokyo事務局,,https://makezine.jp/event/mft2024/
ハイウェイテクノフェア2024,2024/9/26,(木),2024/9/27,金,西1・2,10:00-17:00 ,,商談/一般,無料 (要登録)  ,高速道路の建設・管理技術に焦点をあてた展示会,ハイウェイテクノフェア実行委員会事務局,03-6550-9114,https://www.express-highway.or.jp/hwtf/
レジャー＆サービス産業展2024,2024/9/26,(木),2024/9/27,金,西3・4,10:00-17:00 ,,商談,無料  ,レジャー・サービス施設の開発・投資に関連する商材・システムが集うビジネスフェア,「レジャー＆サービス産業展2024」事務局,03-3563-0420,https://www.sogo-unicom.co.jp/lsi/index.html
レジャーホテルフェア2024,2024/9/26,(木),2024/9/27,金,西3・4,10:00-17:00 ,,商談,無料  ,レジャーホテルの開発・投資・運営に関連する商材・システムが集うビジネスフェア,「レジャーホテルフェア2024」事務局,03-3563-0420,https://www.sogo-unicom.co.jp/lhf/index.html
ツーリズムEXPOジャパン2024,2024/9/26,(木),2024/9/29,日,東1-6,10:00-18:00 ,▲,商談/一般,￥1300 (前売あり)  ,様々な旅の情報交換が可能な世界最大級のツーリズムイベントです。,ツーリズムEXPOジャパン推進室,03-5510-2004,https://www.t-expo.jp/
トラベルソリューション展2024,2024/9/26,(木),2024/9/27,金,東6,10:00-18:00 ,,商談, ウェブをご参照ください 事務局へお問合せください,観光産業関係者と直接商談ができる機会を提供する国内最大級の展示会,トラベルソリューション展出展事務局（ツーリズムEXPOジャパン推進室内）,03-5510-2004,https://www.t-expo.jp/biz/program/travel_solutions
Diet & Beauty Fair 2024,2024/9/30,(月),2024/10/2,水,西1,10:00-17:00 ,,商談,無料 (要登録) ウェブをご参照ください ,「働く女性の美と健康を応援」ビューティ＆ウエルネス産業の総合展示会,Diet & Beauty Fair 事務局,03-5296-1013,https://www.dietandbeauty.jp
Well-beauty Style 2024（ウエルネス産業展＆カンファレンス）,2024/9/30,(月),2024/10/2,水,西1,10:00-17:00 ,,商談,無料 (要登録) ウェブをご参照ください ,「働く女性の美と健康を応援」ビューティ＆ウエルネス産業の総合展示会,Well-beauty Style 事務局,03-5296-1013,https://www.dietandbeauty.jp
DX 総合EXPO 2024【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,日本最大級！DX化を実現するための展示会,DX 総合EXPO実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/dx-tokyo
第7回 人事・労務 DX EXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,日本最大級！人事・労務・採用業務のDX化を実現するための展示会,DX 総合EXPO実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/dx-tokyo-hr
第7回 経理・財務 DX EXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,日本最大級！経理・財務・会計業務のDX化を促進する展示会,DX 総合EXPO実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/dx-tokyo-finance
第7回 法務 DX EXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,日本最大級！法務・知財業務のDX化を実現するための展示会,DX 総合EXPO実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/dx-tokyo-legal
第7回 マーケティング DX EXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,日本最大級！マーケティングのDX化を実現するための展示会,DX 総合EXPO実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/dx-tokyo-marketing
第7回 営業 DX EXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,日本最大級！営業のDX化を実現するための展示会,DX 総合EXPO実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/dx-tokyo-sales
第7回 業務改革 DX EXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,日本最大級！業務改革・業務効率化を実現するためのDX展示会,DX 総合EXPO実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/dx-tokyo-biz-transform
ビジネスイノベーションJapan 2024【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,VUCA・ニューノーマル時代の経営課題解決のための総合展,ビジネスイノベーションJapan実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/bij-tokyo
第5回 経営支援EXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,日本初！経営層・経営企画・事業責任者向け  経営課題を解決するための総合展,ビジネスイノベーションJapan実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/bij-tokyo-executive-support
第7回  働き方改革Week 【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,企業・店舗の働き方改革を実現するための展示会,ビジネスイノベーションJapan実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/bij-tokyo-workstyle-reform
第4回 人材育成・採用支援EXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,人材育成・採用支援に特化した展示会,ビジネスイノベーションJapan実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/bij-tokyo-talent
第4回 ウェルビーイングEXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,健康経営・福利厚生・従業員満足度向上などのサービスが一堂に出展する展示会,ビジネスイノベーションJapan実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/bij-tokyo-well-being
第4回 SDGs・ESG支援EXPO【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,企業のSDGs推進・ESG投資・脱炭素経営を実現するための展示会,ビジネスイノベーションJapan実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/bij-tokyo-sdgs
第4回  AI World【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,企業・店舗のAI導入・活用を促進する展示会,ビジネスイノベーションJapan実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/bij-tokyo-ai
第3回  販促支援Week【秋】,2024/10/1,(火),2024/10/3,木,南1-4,10:00-17:00 ,,商談,無料 (要登録)  ,ノベルティ・POP・什器など販促製品・サービスが一堂に出展,ビジネスイノベーションJapan実行委員会,03-5715-6012,https://www.bizcrew.jp/expo/bij-tokyo-promotion
第33回 2024知財・情報フェア＆コンファレンス,2024/10/2,(水),2024/10/4,金,西3・4,10:00-17:00 ,,商談,無料 (要登録)  ,特許、意匠、商標。すべての知財戦略に役立つ情報を網羅した我が国唯一の総合展示会。,産経新聞社　事業本部　コンベンション事業部,,https://pifc.jp/2024/
創立60周年記念全国建設業労働災害防止大会,2024/10/3,(木),2024/10/3,木,東7・8,10:30-16:30 ,,一般,10000 ウェブをご参照ください ,安全衛生功労者等の表彰、講演等を行う、建設業関係者等による全国規模の安全衛生活動,建設業労働災害防止協会,03-3453-8202,https://www.kensaibou.or.jp/public_relations/national_convention/national_convention.html
レティシアン感謝祭～会員100万人突破記念～,2024/10/5,(土),2024/10/5,土,東8,10:00-17:00 ,,一般,無料 (要登録)  ,会員100万人突破を記念したレティシアン主催・初開催のペットイベント,株式会社レティシアン,0570-200-012,https://bit.ly/3Y0S4TQ
FOOD STYLE Japan 2024,2024/10/9,(水),2024/10/10,木,東2・3,10:00-17:00 ,,商談,￥5000 (事前登録者無料)  ,外食・中食・小売業界の垣根を超えた商談展示会,FOOD STYLE Japan 実行委員会,03-6812-9423,https://foodstyle.jp/tokyo/
ラーメン産業展 in Japan,2024/10/9,(水),2024/10/10,木,東2・3,10:00-17:00 ,,商談,￥5000 (事前登録者無料)  ,国内最大級のラーメン業界専門商談展示会,FOOD STYLE Japan 実行委員会内 ラーメン産業展 事務局,03-6812-9423,https://ramenexpo.jp/tokyo.php
FOOD展2024（ F-SYS / FSJ / FF / FD / SDJ ）,2024/10/9,(水),2024/10/11,金,東4-6,10:00-17:00 ,,商談,無料 (要登録) ウェブをご参照ください ,給食・大量調理、衛生、工場、物流、惣菜を包括した、秋口唯一の“食”の複合展示会,FOOD展事務局,03-3503-7661,https://www.food-exhibition.info/
エヌプラス(N-Plus)2024　「New」「Next」をプラスする製品開発技術展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,ものづくりの旬なキーワードを冠した全14の専門展示会で構成する複合展示会,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
プラスチック高機能化展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,プラスチック・フィルム・ゴム等の高機能化と循環利用を提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
軽量化・高強度化展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,軽量・高強度化を実現する材料、成形法、新素材を提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
マルチマテリアル化展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,さまざまな材料の適材適所を提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
コーティング・表面処理展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,機能性と意匠性を高めるためのコーティング技術を提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
受託・付加製造・加工技術展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,日本のものづくりを支える製造・加工技術の提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
電磁波対策・放熱技術展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,次世代ものづくりに不可欠な放熱技術と電磁波対策,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
電動化・電池・給電技術展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,あらゆる動力の「電動化技術」「要素技術」の提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
不織布・機能紙展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,紙・パルプ・不織布等の高機能化と循環利用を提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
環境配慮型素材展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,SDGs、カーボンニュートラルの実現に応える素材と技術,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
セルロースナノファイバー展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,植物由来の天然素材・技術の提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
製品の長寿命化・循環活用展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,製品の省資源化、サーキュラーエコノミーの提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
次世代製品開発DX展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,デジタル技術が促進する開発環境の効率化,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
次世代燃料開発技術展,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,次世代に向けた合成燃料・アンモニア・水素等の新技術・応用展開を提案,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
フライングカーテクノロジー,2024/10/9,(水),2024/10/11,金,東6,10:00-17:00 ,,商談,無料 (要登録)  ,『空飛ぶクルマ』の技術開発と普及・活用を支援する専門展示会,エヌプラス事務局,03-3503-7621,https://www.n-plus.biz/
危機管理産業展(RISCON TOKYO)2024,2024/10/9,(水),2024/10/11,金,西1・2,10:00-17:00 ,,商談,無料 (要登録)  ,『危機管理』をテーマにした国内最大級の総合トレードショー,RISCON TOKYO 事務局,03-3503-7641,https://www.kikikanri.biz/
SCAJ ワールドスペシャルティコーヒーカンファレンスアンドエキシビション2024,2024/10/9,(水),2024/10/11,金,西3・4、南3,10:00-17:00 ,▲,商談/一般,未定 ウェブをご参照ください ,スペシャルティコーヒー業界関係者が 世界中から集まる、年に一度のcoffeeの祭典,株式会社イベントアンドコンベンションハウス,03-3831-2698,https://scajconference.jp/
第15回 FaW TOKYO（ファッションワールド 東京）【秋】,2024/10/15,(火),2024/10/17,木,東1・2・4-6,10:00-18:00 ,▲,商談,￥5000 (事前登録者無料)  ,春と秋、年に2回開催される日本最大のファッション総合展,主催者 RX Japan株式会社,03-6739-4108,https://www.fashion-tokyo.jp/autumn/ja-jp.html
第4回 サステナブル ファッションEXPO【秋】,2024/10/15,(火),2024/10/17,木,東1・2・4-6,10:00-18:00 ,▲,商談,￥5000 (事前登録者無料)  ,エコ、リサイクル、エシカルなどサステナビリティを考慮した製品・素材の展示会,主催者 RX Japan株式会社,03-6739-4108,https://www.fashion-tokyo.jp/autumn/ja-jp/about/sus.html
第15回 ”日本のファッション 輸出” EXPO 【秋】,2024/10/15,(火),2024/10/17,木,東1・2・4-6,10:00-18:00 ,▲,商談,￥5000 (事前登録者無料)  ,高品質を誇る日本のファッションブランド・製品・素材が一堂に出展する展示会,主催者 RX Japan株式会社,03-6739-4108,https://www.fashion-tokyo.jp/autumn/ja-jp/about/jfa.html
