"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","とても良くなった[人]","良くなった[人]","変わらない[人]","悪くなった[人]","とても悪くなった[人]","無回答[人]"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","職業別","無職","83","4","15","46","0","1","17"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","職業別","その他","26","2","5","16","0","0","3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","職業別","無回答","5","0","0","2","0","0","3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","居住地区別","芝地区","107","4","20","73","1","2","7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","居住地区別","麻布地区","140","9","21","91","1","2","16"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","居住地区別","赤坂地区","88","9","13","54","3","1","8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","居住地区別","高輪地区","155","8","32","101","1","1","12"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","居住地区別","芝浦港南地区","164","6","36","104","3","0","15"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","居住地区別","無回答","4","0","1","0","0","1","2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","持家（一戸建）","95","7","19","55","1","2","11"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","持家（マンション）","302","18","60","195","4","3","22"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","借家（一戸建）","7","0","1","5","1","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","民間の賃貸マンション・アパート","171","9","26","118","3","2","13"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","都営住宅・区営住宅・区立住宅","28","0","5","14","0","0","9"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","5","13","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","社宅・公務員宿舎","20","2","3","15","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","1","3","0","0","2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","その他","5","0","1","4","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","住居形態別","無回答","6","0","2","1","0","0","3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","定住意向別","ずっと住み続けていたい","366","24","67","229","5","4","37"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","定住意向別","当分は住んでいたい","224","7","46","147","3","1","20"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","3","7","26","1","2","3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","2","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","定住意向別","近いうちに区外に転居する予定である","9","1","0","8","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","定住意向別","わからない","14","0","3","11","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(11)専門的な知識の活用","定住意向別","無回答","1","1","0","0","0","0","0"

"第32回港区民世論調査クロス集計表・港区の職員に対する印象Q30-11","Ver202003",,,,,,,,,,,
