年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
R4,国民健康保険特別会計,7,都支出金,1,都負担金補助金,1,保険給付費等交付金,2,特別交付金,1,特別交付金,216200
R4,国民健康保険特別会計,7,都支出金,1,都負担金補助金,2,都費補助金,1,都費補助金,1,都費補助金,51871
R4,国民健康保険特別会計,9,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,1,基金積立金利子,71
R4,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,1,保険基盤安定繰入金（保険税軽減分）,1,保険基盤安定繰入金（保険税軽減分）,323890
R4,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,2,保険基盤安定繰入金（保険者支援分）,1,保険基盤安定繰入金（保険者支援分）,214612
R4,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,3,未就学児均等割保険料繰入金,1,未就学児均等割保険料繰入金,6655
R4,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,4,職員給与等繰入金,1,職員給与等繰入金,265590
R4,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,5,出産育児一時金等繰入金,1,出産育児一時金等繰入金,22960
R4,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,7,その他一般会計繰入金,1,その他一般会計繰入金,1166306
R4,国民健康保険特別会計,11,繰入金,2,基金繰入金,1,財政運営基金繰入金,1,財政運営基金繰入金,1,財政運営基金繰入金,37892
R4,国民健康保険特別会計,12,繰越金,1,繰越金,2,その他繰越金,1,その他繰越金,1,前年度繰越金,1
R4,国民健康保険特別会計,13,諸収入,1,延滞金・加算金及び過料,1,延滞金,1,一般被保険者延滞金,1,一般被保険者保険税延滞金,24000
R4,国民健康保険特別会計,13,諸収入,1,延滞金・加算金及び過料,1,延滞金,2,退職被保険者等延滞金,1,退職被保険者等保険税延滞金,600
R4,国民健康保険特別会計,13,諸収入,1,延滞金・加算金及び過料,2,加算金,1,一般被保険者加算金,1,一般被保険者加算金,1
R4,国民健康保険特別会計,13,諸収入,1,延滞金・加算金及び過料,2,加算金,2,退職被保険者等加算金,1,退職被保険者等加算金,1
R4,国民健康保険特別会計,13,諸収入,2,預金利子,1,預金利子,1,預金利子,1,歳計現金預金利子,8
R4,国民健康保険特別会計,13,諸収入,4,雑入,1,滞納処分費,1,滞納処分費,1,滞納処分費,1
R4,国民健康保険特別会計,13,諸収入,4,雑入,5,一般被保険者第三者納付金,1,一般被保険者第三者納付金,1,一般被保険者第三者納付金,1
R4,国民健康保険特別会計,13,諸収入,4,雑入,6,退職被保険者等第三者納付金,1,退職被保険者等第三者納付金,1,退職被保険者等第三者納付金,1
R4,国民健康保険特別会計,13,諸収入,4,雑入,7,一般被保険者返納金,1,一般被保険者返納金,1,一般被保険者返納金,1
R4,国民健康保険特別会計,13,諸収入,4,雑入,8,退職被保険者等返納金,1,退職被保険者等返納金,1,退職被保険者等返納金,1
R4,国民健康保険特別会計,13,諸収入,4,雑入,9,雑入,1,雑入,1,雑入,1
R4,国民健康保険特別会計,13,諸収入,4,雑入,9,雑入,1,雑入,2,雇用保険被保険者負担金,11
R4,後期高齢者医療特別会計,1,後期高齢者医療保険料,1,後期高齢者医療保険料,1,特別徴収保険料,1,特別徴収保険料,1,特別徴収保険料,1202861
R4,後期高齢者医療特別会計,1,後期高齢者医療保険料,1,後期高齢者医療保険料,2,普通徴収保険料,1,現年度分,1,普通徴収保険料現年度分,921180
R4,後期高齢者医療特別会計,1,後期高齢者医療保険料,1,後期高齢者医療保険料,2,普通徴収保険料,2,滞納繰越分,1,普通徴収保険料滞納繰越分,6103
R4,後期高齢者医療特別会計,2,使用料及び手数料,1,手数料,1,証明手数料,1,証明手数料,1,証明手数料,1
R4,後期高齢者医療特別会計,4,広域連合支出金,1,広域連合負担金,1,広域連合負担金返還金,1,広域連合負担金返還金,1,保険料軽減措置負担金返還金,1
R4,後期高齢者医療特別会計,4,広域連合支出金,1,広域連合負担金,1,広域連合負担金返還金,1,広域連合負担金返還金,2,保険料負担金返還金,500
R4,後期高齢者医療特別会計,4,広域連合支出金,2,広域連合補助金,1,特別調整交付金,1,保険料賦課事務補助金,1,保険料賦課事務補助金（１０／１０）,1
R4,後期高齢者医療特別会計,4,広域連合支出金,2,広域連合補助金,1,特別調整交付金,2,長寿・健康増進事業費補助金,1,長寿・健康増進事業費補助金（１／３、１０／１０）,9873
R4,後期高齢者医療特別会計,4,広域連合支出金,2,広域連合補助金,2,区市町村支援事業補助金,1,区市町村支援事業補助金,1,区市町村支援事業補助金,8825
R4,後期高齢者医療特別会計,4,広域連合支出金,2,広域連合補助金,3,後期高齢者医療制度事業費関連補助金,1,後期高齢者医療制度事業費関連補助金,1,後期高齢者医療制度事業費関連補助金,3982
R4,後期高齢者医療特別会計,4,広域連合支出金,3,受託事業収入,1,健康診査費受託事業収入,1,健康診査費受託事業収入,1,健康診査費受託事業収入,91287
R4,後期高齢者医療特別会計,4,広域連合支出金,3,受託事業収入,2,葬祭費受託事業収入,1,葬祭費受託事業収入,1,葬祭費受託事業収入,47600
R4,後期高齢者医療特別会計,4,広域連合支出金,3,受託事業収入,3,高齢者の保健事業と介護予防の一体的実施事業費受託事業収入,1,高齢者の保健事業と介護予防の一体的実施事業費受託事業収入,1,高齢者の保健事業と介護予防の一体的実施事業費受託事業収入,13308
R4,後期高齢者医療特別会計,4,広域連合支出金,4,還付加算金,1,還付加算金,1,還付加算金,1,還付加算金,60
R4,後期高齢者医療特別会計,5,繰入金,1,他会計繰入金,1,一般会計繰入金,1,療養給付費繰入金,1,療養給付費繰入金,1359189
R4,後期高齢者医療特別会計,5,繰入金,1,他会計繰入金,1,一般会計繰入金,2,事務費繰入金,1,事務費繰入金,136928
R4,後期高齢者医療特別会計,5,繰入金,1,他会計繰入金,1,一般会計繰入金,3,保険基盤安定繰入金,1,保険基盤安定繰入金,323192
R4,後期高齢者医療特別会計,5,繰入金,1,他会計繰入金,1,一般会計繰入金,4,保険料軽減措置繰入金,1,保険料軽減措置繰入金,128316
R4,後期高齢者医療特別会計,5,繰入金,1,他会計繰入金,1,一般会計繰入金,5,健康診査費繰入金,1,健康診査費繰入金,71630
R4,後期高齢者医療特別会計,6,繰越金,1,繰越金,1,繰越金,1,前年度繰越金,1,前年度繰越金,4900
R4,後期高齢者医療特別会計,7,諸収入,1,延滞金及び過料,1,延滞金,1,延滞金,1,延滞金,700
R4,後期高齢者医療特別会計,7,諸収入,1,延滞金及び過料,2,過料,1,過料,1,過料,1
R4,後期高齢者医療特別会計,7,諸収入,3,預金利子,1,預金利子,1,預金利子,1,歳計現金預金利子,2
R4,後期高齢者医療特別会計,7,諸収入,5,雑入,1,滞納処分費,1,滞納処分費,1,滞納処分費,1
R4,後期高齢者医療特別会計,7,諸収入,5,雑入,2,雑入,1,雑入,1,雑入,1
R4,後期高齢者医療特別会計,7,諸収入,5,雑入,2,雑入,1,雑入,2,雇用保険被保険者負担金,1
R4,介護保険特別会計,1,保険料,1,介護保険料,1,第１号被保険者保険料,1,現年度分特別徴収保険料,1,第１号被保険者保険料,2437307
R4,介護保険特別会計,1,保険料,1,介護保険料,1,第１号被保険者保険料,2,現年度分普通徴収保険料,1,第１号被保険者保険料,223491
R4,介護保険特別会計,1,保険料,1,介護保険料,1,第１号被保険者保険料,3,滞納繰越分普通徴収保険料,1,滞納繰越分第１号被保険者保険料,6027
R4,介護保険特別会計,2,使用料及び手数料,1,手数料,1,総務手数料,1,総務手数料,1,証明手数料,1
R4,介護保険特別会計,3,国庫支出金,1,国庫負担金,1,介護給付費負担金,1,現年度分,1,介護給付費国庫負担金（２０／１００）,1910857
R4,介護保険特別会計,3,国庫支出金,2,国庫補助金,1,調整交付金,1,現年度分,1,介護保険調整交付金,74347
R4,介護保険特別会計,3,国庫支出金,2,国庫補助金,1,調整交付金,1,現年度分,4,総合事業調整交付金,8330
R4,介護保険特別会計,3,国庫支出金,2,国庫補助金,2,介護保険災害臨時特例補助金,1,介護保険災害臨時特例補助金,1,介護保険災害臨時特例補助金,1
R4,介護保険特別会計,3,国庫支出金,2,国庫補助金,4,地域支援事業費交付金,1,現年度分,1,地域支援事業費交付金,192055
R4,介護保険特別会計,3,国庫支出金,2,国庫補助金,5,保険者機能強化推進交付金,1,保険者機能強化推進交付金,1,保険者機能強化推進交付金,1
R4,介護保険特別会計,3,国庫支出金,2,国庫補助金,6,介護保険保険者努力支援交付金,1,介護保険保険者努力支援交付金,1,介護保険保険者努力支援交付金,1
R4,介護保険特別会計,4,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,1,介護給付費交付金（２７／１００）,2909304
R4,介護保険特別会計,4,支払基金交付金,1,支払基金交付金,2,地域支援事業費交付金,1,現年度分,1,地域支援事業費交付金,98643
R4,介護保険特別会計,5,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,1,介護給付費都負担金（１２．５／１００）,1591085
R4,介護保険特別会計,5,都支出金,2,財政安定化基金支出金,1,交付金,1,交付金,1,財政安定化基金交付金,1
R4,介護保険特別会計,5,都支出金,3,都補助金,1,地域支援事業費交付金,1,現年度分,1,地域支援事業費交付金,105162
R4,介護保険特別会計,5,都支出金,3,都補助金,3,民生費都補助金,1,社会福祉費補助金,1,区市町村介護人材緊急確保対策事業費補助金（３／４）,1898
R4,介護保険特別会計,6,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,1,介護給付費繰入金（１２．５／１００）,1346902
R4,介護保険特別会計,6,繰入金,1,一般会計繰入金,2,その他一般会計繰入金,1,職員給与等繰入金,1,職員給与等繰入金,152635
R4,介護保険特別会計,6,繰入金,1,一般会計繰入金,2,その他一般会計繰入金,2,事務費繰入金,1,事務費繰入金,169745
R4,介護保険特別会計,6,繰入金,1,一般会計繰入金,3,地域支援事業費繰入金,1,現年度分,1,地域支援事業費市繰入金,105162
R4,介護保険特別会計,6,繰入金,1,一般会計繰入金,4,低所得者保険料軽減繰入金,1,現年度分,1,低所得者保険料軽減繰入金,146040
R4,介護保険特別会計,6,繰入金,2,基金繰入金,1,介護保険給付準備基金繰入金,1,介護保険給付準備基金繰入金,1,介護保険給付準備基金繰入金,302955
R4,介護保険特別会計,7,諸収入,1,延滞金・加算金及び過料,1,第１号被保険者延滞金,1,第１号被保険者延滞金,1,第１号被保険者延滞金,1
R4,介護保険特別会計,7,諸収入,1,延滞金・加算金及び過料,2,過料,1,過料,1,過料,1
R4,介護保険特別会計,7,諸収入,2,預金利子,1,預金利子,1,預金利子,1,歳計現金預金利子,6
R4,介護保険特別会計,7,諸収入,3,雑入,1,滞納処分費,1,滞納処分費,1,滞納処分費,1
R4,介護保険特別会計,7,諸収入,3,雑入,2,第三者納付金,1,第三者納付金,1,第三者納付金,1
R4,介護保険特別会計,7,諸収入,3,雑入,3,返納金,1,返納金,1,返納金,1
R4,介護保険特別会計,7,諸収入,3,雑入,4,雑入,1,雑入,1,雇用保険被保険者負担金,80
R4,介護保険特別会計,7,諸収入,3,雑入,4,雑入,1,雑入,5,介護予防・日常生活支援総合事業返還金,1
R4,介護保険特別会計,7,諸収入,3,雑入,4,雑入,1,雑入,9,介護・介護予防サービス等諸費返還金,1
R4,介護保険特別会計,8,財産収入,1,財産運用収入,1,利子及び配当金,1,利子及び配当金,1,介護保険給付準備基金利子,616
R4,介護保険特別会計,9,繰越金,1,繰越金,1,繰越金,1,繰越金,1,前年度繰越金,1
