年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
H31,一般会計,08,自動車取得税交付金,01,自動車取得税交付金,01,自動車取得税交付金,01,自動車取得税交付金,01,自動車取得税交付金,71608
H31,一般会計,08,自動車取得税交付金,01,自動車取得税交付金,02,旧法による自動車取得税交付金,01,旧法による自動車取得税交付金,01,旧法による自動車取得税交付金,1
H31,一般会計,09,環境性能割交付金,01,環境性能割交付金,01,環境性能割交付金,01,環境性能割交付金,01,環境性能割交付金,24872
H31,一般会計,10,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,19849
H31,一般会計,10,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,02,施設等所在市町村調整交付金,01,施設等所在市町村調整交付金,01,施設等所在市町村調整交付金,4475
H31,一般会計,11,地方特例交付金,01,地方特例交付金,01,地方特例交付金,01,地方特例交付金,02,減収補てん特例交付金,144422
H31,一般会計,11,地方特例交付金,02,子ども・子育て支援臨時交付金,01,子ども・子育て支援臨時交付金,01,子ども・子育て支援臨時交付金,01,子ども・子育て支援臨時交付金,1
H31,一般会計,12,地方交付税,01,地方交付税,01,地方交付税,01,地方交付税,01,特別交付税,68000
H31,一般会計,13,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,13802
H31,一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,01,社会福祉費負担金,01,老人保護措置費自己負担金,1669
H31,一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,02,児童福祉費負担金,01,保育所保育料,423233
H31,一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,02,児童福祉費負担金,02,助産施設入所費自己負担金,40
H31,一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,02,児童福祉費負担金,03,母子生活支援施設入所費自己負担金,1
H31,一般会計,14,分担金及び負担金,01,負担金,02,衛生費負担金,02,衛生費負担金,01,未熟児養育医療負担金,2250
H31,一般会計,14,分担金及び負担金,01,負担金,03,土木費負担金,01,道路橋りょう費負担金,01,多摩センター共同溝維持管理費占用者負担金,33868
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,01,ワークショップルーム施設使用料,436
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,02,ガス制圧装置用地使用料,131
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,03,現金自動支払機庁舎使用料,243
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,04,電柱用地使用料,26
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,05,埋設ガス管用地使用料,9
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,06,防火水槽用地使用料,241
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,07,公共施設撮影使用料,1587
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,08,地区市民ホール使用料,1440
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,09,コミュニティルーム使用料,7265
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,10,複合文化施設使用料,2412
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,15,自動販売機設置使用料,198
H31,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,18,送電線上空使用料,2
H31,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,01,電柱用地使用料,14
H31,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,02,学童クラブ使用料,117003
H31,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,06,自動販売機設置使用料,132
H31,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,08,学童クラブ延長育成料,5119
H31,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,09,多摩市西永山福祉施設事業施設使用料,3464
H31,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,01,衛生使用料,01,電柱用地使用料,10
H31,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,01,衛生使用料,02,地域保健医療活動室使用料,454
H31,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,02,清掃使用料,01,電柱用地使用料,6
H31,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,02,清掃使用料,02,資源化センター多目的ホール等使用料,1
H31,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,02,清掃使用料,03,自動販売機設置使用料,66
H31,一般会計,15,使用料及び手数料,01,使用料,04,商工使用料,01,商工使用料,01,消費生活センター使用料,1785
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,01,道路橋りょう使用料,01,道路占用料,78000
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,01,公園占用料,11495
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,02,公園内行為使用料,4
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,03,公園施設使用料,159
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,04,自動販売機設置使用料,462
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,05,公園駐車場使用料,712
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,01,市営住宅家賃,45803
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,02,市営住宅駐車場使用料,3605
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,03,電柱用地使用料,20
H31,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,04,埋設ガス管用地使用料,2
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,01,小学校使用料,01,学校設備等使用料,232
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,02,中学校使用料,01,学校設備等使用料,250
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,01,ギャラリー使用料,10
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,02,古民家使用料,91
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,03,公民館使用料,19698
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,04,永山複合施設駐車場使用料,9375
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,06,学校開放施設使用料,15000
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,07,自動販売機設置使用料,66
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,01,電柱用地使用料,15
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,02,総合体育館使用料,60
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,03,温水プール使用料,765
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,04,陸上競技場使用料,407
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,07,公衆電話用地使用料,2
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,08,武道館使用料,1307
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,09,総合体育館食堂使用料,600
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,18,自動販売機設置使用料,693
H31,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,19,体育施設広告掲出使用料,198
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,01,徴税手数料,01,諸証明手数料,11943
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,01,徴税手数料,02,閲覧手数料,142
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,01,徴税手数料,04,納税証明手数料,540
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,01,戸籍手数料,11265
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,02,住民票手数料,24593
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,03,印鑑証明手数料,13718
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,04,その他証明手数料,1110
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,05,通知カード再交付手数料,350
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,06,個人番号カード再交付手数料,40
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,03,総務管理手数料,01,境界証明手数料,1
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,03,総務管理手数料,02,諸証明手数料,1
H31,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,03,総務管理手数料,04,臨時運行許可番号標交付手数料,300
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,01,保健衛生手数料,01,工場設置・変更認可手数料,16
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,01,保健衛生手数料,02,畜犬登録料,3674
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,01,ごみ処理手数料,275307
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,02,し尿処理手数料,5095
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,03,一般廃棄物処理業許可申請手数料,210
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,04,犬猫等死体処理手数料,655
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,05,事業系ごみ処理手数料,19880
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,06,粗大ごみ処理手数料,30730
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,07,浄化槽清掃業許可申請手数料,30
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,08,家庭系ごみ処理手数料,277413
H31,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,10,境界証明等手数料,1
H31,一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,01,道路橋りょう手数料,01,屋外広告物許可申請手数料,2125
H31,一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,01,道路橋りょう手数料,02,境界証明等手数料,60
H31,一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,02,都市計画手数料,01,諸証明手数料,11
H31,一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,03,住宅手数料,01,市営住宅車庫証明手数料,1
H31,一般会計,15,使用料及び手数料,02,手数料,04,民生手数料,01,民生手数料,01,諸証明手数料,1
H31,一般会計,15,使用料及び手数料,02,手数料,04,民生手数料,01,民生手数料,02,社会福祉法人理事証明等手数料,1
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,01,特別障害者手当等負担金（３／４）,68470
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,02,障害者自立支援給付国庫負担金（１／２）,1625492
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,03,保険基盤安定負担金（１／２）,99134
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,08,生活困窮者自立支援事業負担金（３／４）,19059
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,09,障害者医療費国庫負担金（１／２）,90245
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,10,低所得者保険料軽減負担金（１／２）,38179
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,01,子どものための保育給付費負担金（１／２）,1062636
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,05,助産施設入所費負担金（１／２）,2107
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,06,母子生活支援施設入所費負担金（１／２）,12243
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,09,児童扶養手当負担金（１／３）,144590
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,18,児童手当負担金（３７／４５、４／６）,1454613
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,19,子育て支援施設等利用給付費負担金（１／２）,41510
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,03,生活保護費負担金,01,生活保護費負担金（３／４）,3213149
H31,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,03,生活保護費負担金,02,中国残留邦人等支援事業負担金（３／４）,12984
H31,一般会計,16,国庫支出金,01,国庫負担金,02,衛生費国庫負担金,01,保健衛生費負担金,03,未熟児養育医療国庫負担金（１／２）,4125
H31,一般会計,16,国庫支出金,01,国庫負担金,03,教育費国庫負担金,03,幼稚園費負担金,02,子どものための教育給付費負担金（１／２）,162703
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,01,社会福祉費補助金,02,地域生活支援事業国庫補助金（１／２）,83359
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,01,社会福祉費補助金,17,生活困窮者就労準備支援事業費等補助金,27503
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,01,社会福祉費補助金,19,生活困窮者等のための共助の基盤づくり事業補助金（１／２）,4000
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,01,母子及び父子家庭自立支援給付金（３／４）,6562
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,03,婦人相談員活動強化事業補助金（１／２）,1175
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,09,児童虐待防止対策支援事業補助金（１／２）,169
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,14,子ども・子育て支援交付金（１／３）,217834
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,16,子ども・子育て支援整備交付金（２／３）,87047
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,17,子ども・子育て支援体制整備総合推進事業補助金（１／２）,156
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,19,マイナンバー情報連携体制整備事業補助金（２／３）,1008
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,20,幼児教育・保育無償化対策事業補助金（１０／１０）,13478
H31,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,22,保育所等整備交付金（１／２）,6250
H31,一般会計,16,国庫支出金,02,国庫補助金,02,衛生費国庫補助金,01,保健衛生費補助金,04,新たなステージに入ったがん検診の総合支援事業補助金（１／２）,1349
H31,一般会計,16,国庫支出金,02,国庫補助金,02,衛生費国庫補助金,01,保健衛生費補助金,05,母子保健衛生費国庫補助金（１／２）,720
H31,一般会計,16,国庫支出金,02,国庫補助金,02,衛生費国庫補助金,01,保健衛生費補助金,07,母子保健情報利活用に係る情報システム改修事業補助金（２／３）,660
H31,一般会計,16,国庫支出金,02,国庫補助金,03,土木費国庫補助金,01,都市計画費補助金,06,社会資本整備総合交付金,60200
H31,一般会計,16,国庫支出金,02,国庫補助金,03,土木費国庫補助金,02,住宅費補助金,03,社会資本整備総合交付金,67304
H31,一般会計,16,国庫支出金,02,国庫補助金,03,土木費国庫補助金,02,住宅費補助金,07,重層的住宅セーフティネット構築支援事業補助金（１０／１０）,1192
H31,一般会計,16,国庫支出金,02,国庫補助金,03,土木費国庫補助金,03,道路橋りょう費補助金,01,社会資本整備総合交付金,97200
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,01,小学校費補助金,01,要保護児童就学援助費補助金（１／２）,87
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,01,小学校費補助金,02,特別支援教育就学奨励費補助金（１／２）,1853
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,01,小学校費補助金,04,理科教育設備整備費等補助金（１／２）,2250
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,01,小学校費補助金,08,学校施設環境改善交付金（１／２、１／３、２／７）,39496
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,02,中学校費補助金,01,要保護生徒就学援助費補助金（１／２）,437
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,02,中学校費補助金,02,特別支援教育就学奨励費補助金（１／２）,1871
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,02,中学校費補助金,04,理科教育設備整備費等補助金（１／２）,1425
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,02,中学校費補助金,08,学校施設環境改善交付金（１／２、１／３、２／７）,122212
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,03,幼稚園費補助金,01,幼稚園就園奨励費補助金（１／３、１／２）,65191
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,04,社会教育費補助金,01,埋蔵文化財発掘調査事業費補助金（１／２）,2500
H31,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,04,社会教育費補助金,04,地域の特色ある埋蔵文化財活用事業国庫補助金（１／２）,2500
H31,一般会計,16,国庫支出金,02,国庫補助金,05,総務費国庫補助金,01,総務費国庫補助金,11,個人番号カード交付事業費補助金（１０／１０）,31937
H31,一般会計,16,国庫支出金,02,国庫補助金,05,総務費国庫補助金,01,総務費国庫補助金,12,個人番号カード交付事務費補助金（１０／１０）,4880
H31,一般会計,16,国庫支出金,02,国庫補助金,05,総務費国庫補助金,01,総務費国庫補助金,16,社会保障・税番号制度システム整備費補助金,3034
H31,一般会計,16,国庫支出金,03,委託金,01,民生費委託金,01,社会福祉費委託金,01,中国残留邦人等支援相談員委託金（１０／１０）,290
H31,一般会計,16,国庫支出金,03,委託金,01,民生費委託金,02,児童福祉費委託金,01,特別児童扶養手当事務費委託金（１０／１０）,306
H31,一般会計,16,国庫支出金,03,委託金,01,民生費委託金,03,国民年金費委託金,01,国民年金費委託金（１０／１０）,36853
H31,一般会計,16,国庫支出金,03,委託金,02,総務費委託金,01,総務管理費委託金,01,自衛官募集事務費（１０／１０）,21
H31,一般会計,16,国庫支出金,03,委託金,02,総務費委託金,02,戸籍住民基本台帳費委託金,02,中長期在留者住居地届出等事務委託費（１０／１０）,685
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,01,保険基盤安定負担金（３／４、１／４）,469882
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,02,民生委員推薦会負担金（１０／１０）,163
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,03,民生委員・児童委員及び民生委員協議会負担金（１０／１０）,12618
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,04,心身障害者福祉手当負担金（１０／１０）,249038
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,05,障害者自立支援給付都負担金（１／４）,857868
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,10,行旅死亡人及び行旅病人取扱負担金（１０／１０）,468
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,15,低所得者保険料軽減負担金（１／４）,19089
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,01,子どものための保育給付費負担金（１／４）,531317
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,02,児童育成手当負担金（１０／１０）,293949
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,05,助産施設入所費負担金（１／４）,1053
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,06,母子生活支援施設入所費負担金（１／４）,6121
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,15,児童手当負担金（４／４５、１／６）,316538
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,16,子育て支援施設等利用給付費負担金（１／４）,20754
H31,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,03,生活保護費負担金,01,生活保護費負担金（１／４）,157409
H31,一般会計,17,都支出金,01,都負担金,02,衛生費都負担金,01,保健衛生費負担金,01,感染症予防費負担金（２／３）,114
H31,一般会計,17,都支出金,01,都負担金,02,衛生費都負担金,01,保健衛生費負担金,07,未熟児養育医療都負担金（１／４）,2062
H31,一般会計,17,都支出金,01,都負担金,03,土木費都負担金,01,都市計画費負担金,01,地籍調査事業費負担金（３／４）,28500
H31,一般会計,17,都支出金,01,都負担金,04,教育費都負担金,02,幼稚園費負担金,02,子どものための教育給付費負担金（１／２、１／４）,157230
H31,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,01,市町村総合交付金,01,市町村総合交付金,1320000
H31,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,05,東京都人権啓発活動区市町村補助金,01,東京都人権啓発活動区市町村補助金（１０／１０）,637
H31,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,07,青少年対策費補助金,03,地域における青少年健全育成応援事業補助金（１／２）,1000
H31,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,13,スポーツ振興等事業費補助金,01,スポーツ振興等事業費補助金（１／２、２／３）,6466
H31,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,13,スポーツ振興等事業費補助金,02,スポーツ施設整備費補助金（１／２）,70416
H31,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,14,東京都自動通話録音機設置促進補助金,01,東京都自動通話録音機設置促進補助金（１／２）,329
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,01,地域福祉推進包括補助事業補助金（１／２、１０／１０）,62635
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,02,地域福祉推進事業補助金（１／２）,5419
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,03,介護基盤整備事業関係都補助金（１０／１０）,8330
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,04,在宅障害者福祉事業費等補助金（１０／１０）,945
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,05,重度訪問介護等利用促進に係る区市町村支援事業補助金（３／４）,19017
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,06,老人クラブ・老人クラブ連合会助成費補助金（２／３）,1250
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,08,障害者施策推進区市町村包括補助事業補助金,302481
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,09,シルバー人材センター事業補助金（１／２）,12797
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,10,高齢社会対策区市町村包括補助事業補助金,36121
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,12,介護保険事業費補助金（３／４、１／２）,752
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,13,精神保健福祉一般相談事業交付金（１０／１０）,10720
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,16,地域生活支援事業都補助金（１／４）,41679
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,54,区市町村特別支援事業補助金（１／４）,44374
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,55,介護予防による地域づくり推進員の配置事業補助金（１０／１０）,5500
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,56,区市町村高次脳機能障害者支援促進事業補助金（３／４）,3076
H31,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,57,高齢者見守り相談窓口事業補助金（１／２）,5143
