年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,節,節名称,予算額
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,039,秘書事務経費,14,使用料及び賃借料,22
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,040,市渉外経費,09,旅費,459
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,040,市渉外経費,10,交際費,800
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,040,市渉外経費,19,負担金・補助及び交付金,3127
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,041,一般管理経費,11,需用費,345
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,041,一般管理経費,12,役務費,5318
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,041,一般管理経費,22,補償補填及び賠償金,1
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,01,報酬,45
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,08,報償費,1071
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,11,需用費,267
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,12,役務費,77
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,042,表彰関係経費,13,委託料,33
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,01,報酬,553
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,08,報償費,1087
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,09,旅費,1
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,11,需用費,1
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,12,役務費,25
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,043,争訟等関係経費,13,委託料,189
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,044,非常勤職員公務災害補償等審査会経費,01,報酬,90
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,045,特別職報酬等審議会経費,01,報酬,436
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,01,報酬,282
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,08,報償費,30
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,11,需用費,784
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,12,役務費,6
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,046,契約管理経費,14,使用料及び賃借料,52
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,047,生活事務経費,11,需用費,366
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,049,文書管理経費,12,役務費,48647
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,08,報償費,325
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,09,旅費,558
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,11,需用費,333
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,12,役務費,3
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,13,委託料,1060
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,14,使用料及び賃借料,1058
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,050,平和啓発事業,19,負担金・補助及び交付金,60
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,051,総合オンブズマン制度運営経費,01,報酬,6586
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,051,総合オンブズマン制度運営経費,09,旅費,10
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,051,総合オンブズマン制度運営経費,11,需用費,113
H31,一般会計,02,総務費,01,総務管理費,01,一般管理費,051,総合オンブズマン制度運営経費,13,委託料,215
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,01,報酬,349082
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,04,共済費,92044
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,05,災害補償費,2
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,07,賃金,139156
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,08,報償費,296
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,09,旅費,18336
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,11,需用費,1787
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,12,役務費,260
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,13,委託料,21740
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,14,使用料及び賃借料,11457
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,18,備品購入費,1958
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,054,人事管理経費,19,負担金・補助及び交付金,1141
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,11,需用費,3645
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,12,役務費,470
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,13,委託料,34677
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,18,備品購入費,162
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,055,福利厚生事業,19,負担金・補助及び交付金,13141
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,08,報償費,527
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,09,旅費,3100
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,11,需用費,363
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,12,役務費,28
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,13,委託料,3789
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,14,使用料及び賃借料,666
H31,一般会計,02,総務費,01,総務管理費,02,人事管理費,056,職員研修事業,19,負担金・補助及び交付金,11629
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,057,広報活動費,11,需用費,317
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,057,広報活動費,12,役務費,3162
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,057,広報活動費,13,委託料,57992
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,057,広報活動費,19,負担金・補助及び交付金,42
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,058,広聴活動費,01,報酬,270
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,058,広聴活動費,08,報償費,4779
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,058,広聴活動費,11,需用費,77
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,058,広聴活動費,13,委託料,2281
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,059,文書事務経費,11,需用費,1520
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,059,文書事務経費,12,役務費,233
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,059,文書事務経費,13,委託料,9560
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,059,文書事務経費,14,使用料及び賃借料,7
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,060,事務機械経費,11,需用費,10630
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,060,事務機械経費,13,委託料,13553
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,060,事務機械経費,14,使用料及び賃借料,12538
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,061,情報公開関係経費,01,報酬,537
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,890,シティセールス推進事業,08,報償費,184
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,890,シティセールス推進事業,11,需用費,33
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,890,シティセールス推進事業,13,委託料,29295
H31,一般会計,02,総務費,01,総務管理費,03,文書広報費,890,シティセールス推進事業,19,負担金・補助及び交付金,330
H31,一般会計,02,総務費,01,総務管理費,04,財政管理費,062,財政管理経費,11,需用費,81
H31,一般会計,02,総務費,01,総務管理費,04,財政管理費,062,財政管理経費,13,委託料,3327
H31,一般会計,02,総務費,01,総務管理費,04,財政管理費,062,財政管理経費,14,使用料及び賃借料,720
H31,一般会計,02,総務費,01,総務管理費,04,財政管理費,062,財政管理経費,19,負担金・補助及び交付金,40
H31,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,11,需用費,414
H31,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,12,役務費,8790
H31,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,13,委託料,34523
H31,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,18,備品購入費,50
H31,一般会計,02,総務費,01,総務管理費,05,会計管理費,063,会計管理経費,19,負担金・補助及び交付金,100
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,065,公共建築物等整備保全基金積立,25,積立金,60412
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,11,需用費,8657
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,12,役務費,28274
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,13,委託料,51094
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,14,使用料及び賃借料,94622
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,18,備品購入費,4505
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,067,電算機管理運営経費,19,負担金・補助及び交付金,7122
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,068,情報政策事務経費,11,需用費,57
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,068,情報政策事務経費,13,委託料,7524
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,068,情報政策事務経費,19,負担金・補助及び交付金,180
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,11,需用費,36194
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,12,役務費,11133
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,13,委託料,111324
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,14,使用料及び賃借料,19
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,15,工事請負費,35480
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,16,原材料費,54
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,070,庁舎管理経費,18,備品購入費,486
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,071,庁舎対策事業,25,積立金,100999
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,08,報償費,980
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,11,需用費,615
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,12,役務費,1117
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,13,委託料,28783
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,15,工事請負費,1830
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,19,負担金・補助及び交付金,22
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,11,需用費,9286
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,12,役務費,522
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,14,使用料及び賃借料,4162
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,15,工事請負費,6327
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,18,備品購入費,3904
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,19,負担金・補助及び交付金,30
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,22,補償補填及び賠償金,1
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,27,公課費,146
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,11,需用費,681
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,12,役務費,3861
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,13,委託料,167864
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,14,使用料及び賃借料,151669
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,19,負担金・補助及び交付金,7352
H31,一般会計,02,総務費,01,総務管理費,06,財産管理費,079,いきいきＴＡＭＡ基金積立,25,積立金,8
H31,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,08,報償費,633
H31,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,09,旅費,1
H31,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,11,需用費,287
H31,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,12,役務費,15
H31,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,13,委託料,2728
H31,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,14,使用料及び賃借料,300
H31,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,19,負担金・補助及び交付金,420
H31,一般会計,02,総務費,01,総務管理費,07,企画費,082,多摩市自治基本条例推進事業,01,報酬,403
H31,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,01,報酬,733
H31,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,08,報償費,78
H31,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,09,旅費,8
H31,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,11,需用費,46
H31,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,13,委託料,304
H31,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,01,報酬,1897
H31,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,08,報償費,1150
H31,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,09,旅費,77
H31,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,11,需用費,390
H31,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,12,役務費,131
H31,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,13,委託料,308
H31,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,14,使用料及び賃借料,132
H31,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,19,負担金・補助及び交付金,400
H31,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,23,償還金・利子及び割引料,3
H31,一般会計,02,総務費,01,総務管理費,07,企画費,089,第五次総合計画基本計画改定事業,01,報酬,491
H31,一般会計,02,総務費,01,総務管理費,07,企画費,089,第五次総合計画基本計画改定事業,13,委託料,2830
H31,一般会計,02,総務費,01,総務管理費,07,企画費,908,総合戦略推進経費,08,報償費,204
H31,一般会計,02,総務費,01,総務管理費,07,企画費,937,市制施行５０周年記念事業,08,報償費,336
H31,一般会計,02,総務費,01,総務管理費,07,企画費,937,市制施行５０周年記念事業,13,委託料,6651
H31,一般会計,02,総務費,01,総務管理費,07,企画費,954,若者のまちづくり推進事業,08,報償費,450
H31,一般会計,02,総務費,01,総務管理費,07,企画費,954,若者のまちづくり推進事業,11,需用費,30
H31,一般会計,02,総務費,01,総務管理費,07,企画費,954,若者のまちづくり推進事業,13,委託料,3214
H31,一般会計,02,総務費,01,総務管理費,07,企画費,954,若者のまちづくり推進事業,14,使用料及び賃借料,50
H31,一般会計,02,総務費,01,総務管理費,07,企画費,955,ふるさとＴＡＭＡ応援寄附金管理運営経費,12,役務費,202
H31,一般会計,02,総務費,01,総務管理費,07,企画費,955,ふるさとＴＡＭＡ応援寄附金管理運営経費,13,委託料,4500
H31,一般会計,02,総務費,01,総務管理費,08,財政調整基金費,096,財政調整基金積立,25,積立金,1415
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,01,報酬,2868
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,08,報償費,448
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,09,旅費,31
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,11,需用費,1575
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,12,役務費,12
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,14,使用料及び賃借料,2669
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,19,負担金・補助及び交付金,5260
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,951,子ども若者育成支援事業,08,報償費,228
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,951,子ども若者育成支援事業,11,需用費,30
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,951,子ども若者育成支援事業,13,委託料,1387
H31,一般会計,02,総務費,01,総務管理費,09,青少年対策費,951,子ども若者育成支援事業,19,負担金・補助及び交付金,1200
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,098,交通問題事務経費,08,報償費,775
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,098,交通問題事務経費,11,需用費,36
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,098,交通問題事務経費,13,委託料,7204
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,098,交通問題事務経費,19,負担金・補助及び交付金,30
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,01,報酬,11
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,09,旅費,36
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,11,需用費,563
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,12,役務費,14
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,14,使用料及び賃借料,517
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,19,負担金・補助及び交付金,3122
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,01,報酬,7091
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,09,旅費,595
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,11,需用費,1421
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,12,役務費,71
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,13,委託料,2224
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,14,使用料及び賃借料,5903
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,11,需用費,1569
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,12,役務費,499
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,13,委託料,58152
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,14,使用料及び賃借料,2683
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,15,工事請負費,500
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,19,負担金・補助及び交付金,31590
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,23,償還金・利子及び割引料,5
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,104,駐車場対策事務経費,12,役務費,37
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,11,需用費,1
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,14,使用料及び賃借料,60
H31,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,19,負担金・補助及び交付金,57201
H31,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,112,多摩市立複合文化施設等管理運営事業,13,委託料,360000
H31,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,114,複合文化施設修繕事業,11,需用費,1000
H31,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,08,報償費,1210
H31,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,11,需用費,102
H31,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,13,委託料,201225
H31,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,14,使用料及び賃借料,595
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,115,文化推進事務経費,11,需用費,36
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,115,文化推進事務経費,13,委託料,44
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,09,旅費,87
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,11,需用費,11
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,12,役務費,18
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,13,委託料,382
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,14,使用料及び賃借料,71
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,118,国際化推進事業,08,報償費,240
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,118,国際化推進事業,11,需用費,66
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,118,国際化推進事業,13,委託料,2271
H31,一般会計,02,総務費,01,総務管理費,12,文化推進費,119,多摩市国際交流センター補助事業,19,負担金・補助及び交付金,3780
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,121,多摩市自治連合会補助事業,19,負担金・補助及び交付金,3036
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,122,集会所管理経費,11,需用費,687
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,122,集会所管理経費,12,役務費,286
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,122,集会所管理経費,13,委託料,2630
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,122,集会所管理経費,14,使用料及び賃借料,3192
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,122,集会所管理経費,15,工事請負費,19313
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,122,集会所管理経費,19,負担金・補助及び交付金,580
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,124,複合施設等管理経費,11,需用費,24242
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,124,複合施設等管理経費,12,役務費,335
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,124,複合施設等管理経費,13,委託料,19701
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,124,複合施設等管理経費,15,工事請負費,2000
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,08,報償費,24
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,11,需用費,1631
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,12,役務費,305
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,13,委託料,17827
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,14,使用料及び賃借料,419
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,125,老人福祉館・地区市民ホール運営費,23,償還金・利子及び割引料,3
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,11,需用費,48827
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,12,役務費,1998
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,13,委託料,245280
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,14,使用料及び賃借料,4
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,15,工事請負費,6999
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,18,備品購入費,2537
H31,一般会計,02,総務費,01,総務管理費,13,地域振興費,127,コミュニティセンター管理運営事業,19,負担金・補助及び交付金,42
