年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,2,都市計画使用料,5,公園駐車場使用料,712
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,3,住宅使用料,1,市営住宅家賃,42015
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,3,住宅使用料,2,市営住宅駐車場使用料,3122
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,3,住宅使用料,3,電柱用地使用料,19
R2,一般会計,15,使用料及び手数料,1,使用料,5,土木使用料,3,住宅使用料,4,埋設ガス管用地使用料,2
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,1,小学校使用料,1,学校設備等使用料,232
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,2,中学校使用料,1,学校設備等使用料,250
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,4,社会教育使用料,1,ギャラリー使用料,14
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,4,社会教育使用料,2,古民家使用料,102
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,4,社会教育使用料,3,公民館使用料,19400
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,4,社会教育使用料,4,永山複合施設駐車場使用料,8975
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,4,社会教育使用料,6,学校開放施設使用料,15000
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,4,社会教育使用料,7,自動販売機設置使用料,66
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,1,電柱用地使用料,15
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,2,総合体育館使用料,60
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,3,温水プール使用料,765
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,7,公衆電話用地使用料,2
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,9,総合体育館食堂使用料,600
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,18,自動販売機設置使用料,825
R2,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,19,体育施設広告掲出使用料,296
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,1,徴税手数料,1,諸証明手数料,11019
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,1,徴税手数料,2,閲覧手数料,142
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,1,徴税手数料,4,納税証明手数料,570
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,1,戸籍手数料,11400
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,2,住民票手数料,24192
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,3,印鑑証明手数料,13155
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,4,その他証明手数料,1110
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,5,通知カード再交付手数料,325
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,6,個人番号カード再交付手数料,80
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,3,総務管理手数料,1,境界証明手数料,1
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,3,総務管理手数料,2,諸証明手数料,1
R2,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,3,総務管理手数料,4,臨時運行許可番号標交付手数料,390
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,1,保健衛生手数料,1,工場設置・変更認可手数料,16
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,1,保健衛生手数料,2,畜犬登録料,3610
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,1,ごみ処理手数料,277252
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,2,し尿処理手数料,4892
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,3,一般廃棄物処理業許可申請手数料,10
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,4,犬猫等死体処理手数料,690
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,5,事業系ごみ処理手数料,18438
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,6,粗大ごみ処理手数料,30940
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,7,浄化槽清掃業許可申請手数料,30
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,8,家庭系ごみ処理手数料,273074
R2,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,10,境界証明等手数料,1
R2,一般会計,15,使用料及び手数料,2,手数料,3,土木手数料,1,道路橋りょう手数料,1,屋外広告物許可申請手数料,2108
R2,一般会計,15,使用料及び手数料,2,手数料,3,土木手数料,1,道路橋りょう手数料,2,境界証明等手数料,60
R2,一般会計,15,使用料及び手数料,2,手数料,3,土木手数料,2,都市計画手数料,1,諸証明手数料,11
R2,一般会計,15,使用料及び手数料,2,手数料,3,土木手数料,3,住宅手数料,1,市営住宅車庫証明手数料,1
R2,一般会計,15,使用料及び手数料,2,手数料,4,民生手数料,1,民生手数料,1,諸証明手数料,1
R2,一般会計,15,使用料及び手数料,2,手数料,4,民生手数料,1,民生手数料,2,社会福祉法人理事証明等手数料,1
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,1,特別障害者手当等負担金（３／４）,70600
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,2,障害者自立支援給付国庫負担金（１／２）,1616233
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,3,保険基盤安定負担金（１／２）,107351
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,8,生活困窮者自立支援事業負担金（３／４）,28847
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,9,障害者医療費国庫負担金（１／２）,92784
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,10,低所得者保険料軽減負担金（１／２）,64079
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,1,子どものための保育給付費負担金（１／２）,1450036
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,5,助産施設入所費負担金（１／２）,1689
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,6,母子生活支援施設入所費負担金（１／２）,11449
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,9,児童扶養手当負担金（１／３）,139465
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,18,児童手当負担金（３７／４５、４／６）,1432878
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,19,子育て支援施設等利用保育給付費負担金（１／２）,79319
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,3,生活保護費負担金,1,生活保護費負担金（３／４）,3197560
R2,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,3,生活保護費負担金,2,中国残留邦人等支援事業負担金（３／４）,12608
R2,一般会計,16,国庫支出金,1,国庫負担金,2,衛生費国庫負担金,1,保健衛生費負担金,3,未熟児養育医療国庫負担金（１／２）,4125
R2,一般会計,16,国庫支出金,1,国庫負担金,3,教育費国庫負担金,3,幼稚園費負担金,2,子どものための教育給付費負担金（１／２）,203373
R2,一般会計,16,国庫支出金,1,国庫負担金,3,教育費国庫負担金,3,幼稚園費負担金,3,子育て支援施設等利用教育給付費負担金（１／２）,142943
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,1,社会福祉費補助金,2,地域生活支援事業国庫補助金（１／２）,85177
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,1,社会福祉費補助金,17,生活困窮者就労準備支援事業費等補助金,25213
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,1,社会福祉費補助金,19,生活困窮者等のための共助の基盤づくり事業補助金（１／２）,1858
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,1,母子及び父子家庭自立支援給付金（３／４）,8294
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,3,婦人相談員活動強化事業補助金（１／２）,39
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,9,児童虐待防止対策支援事業補助金（１／２）,118
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,14,子ども・子育て支援交付金（１／３）,252852
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,16,子ども・子育て支援整備交付金（２／３）,37300
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,17,子ども・子育て支援体制整備総合推進事業補助金（１／２）,1874
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,21,保育対策総合支援事業費国庫補助金（１／２、３／８、１／３）,10149
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,22,保育所等整備交付金（２／３、１／２）,659413
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,23,幼児教育無償化実施円滑化事業補助金（１０／１０）,24571
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,28,保育人材就職支援事業補助金（１／２）,350
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,29,母子・父子自立支援プログラム策定事業補助金（１０／１０）,120
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,30,都市部における保育所等への賃借料支援事業補助金（１／２）,14149
R2,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,31,児童手当マイナンバー情報連携体制整備事業補助金（２／３）,1026
R2,一般会計,16,国庫支出金,2,国庫補助金,2,衛生費国庫補助金,1,保健衛生費補助金,4,新たなステージに入ったがん検診の総合支援事業補助金（１／２）,1561
R2,一般会計,16,国庫支出金,2,国庫補助金,2,衛生費国庫補助金,1,保健衛生費補助金,5,母子保健衛生費国庫補助金（１／２）,1120
R2,一般会計,16,国庫支出金,2,国庫補助金,2,衛生費国庫補助金,1,保健衛生費補助金,8,緊急風しん抗体検査等事業補助金（１／２）,22380
R2,一般会計,16,国庫支出金,2,国庫補助金,3,土木費国庫補助金,1,都市計画費補助金,6,社会資本整備総合交付金,41700
R2,一般会計,16,国庫支出金,2,国庫補助金,3,土木費国庫補助金,2,住宅費補助金,3,社会資本整備総合交付金,103132
R2,一般会計,16,国庫支出金,2,国庫補助金,3,土木費国庫補助金,3,道路橋りょう費補助金,1,社会資本整備総合交付金,42900
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,1,小学校費補助金,1,要保護児童就学援助費補助金（１／２）,68
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,1,小学校費補助金,2,特別支援教育就学奨励費補助金（１／２）,2025
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,1,小学校費補助金,4,理科教育設備整備費等補助金（１／２）,5242
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,1,小学校費補助金,8,学校施設環境改善交付金（１／２、１／３、２／７）,13670
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,2,中学校費補助金,1,要保護生徒就学援助費補助金（１／２）,399
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,2,中学校費補助金,2,特別支援教育就学奨励費補助金（１／２）,2356
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,2,中学校費補助金,4,理科教育設備整備費等補助金（１／２）,1425
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,2,中学校費補助金,8,学校施設環境改善交付金（１／２、１／３、２／７）,95556
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,4,社会教育費補助金,1,埋蔵文化財発掘調査事業費補助金（１／２）,2250
R2,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,4,社会教育費補助金,4,地域の特色ある埋蔵文化財活用事業国庫補助金（１／２）,2500
R2,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,11,個人番号カード交付事業費補助金（１０／１０）,97763
R2,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,12,個人番号カード交付事務費補助金（１０／１０）,77408
R2,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,16,社会保障・税番号制度システム整備費補助金,4148
R2,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,19,個人番号カード利用環境整備費補助金（１０／１０）,9647
R2,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,20,戸籍事務とマイナンバー制度の連携等に係る補助金（１０／１０）,6424
R2,一般会計,16,国庫支出金,3,委託金,1,民生費委託金,1,社会福祉費委託金,1,中国残留邦人等支援相談員委託金（１０／１０）,290
R2,一般会計,16,国庫支出金,3,委託金,1,民生費委託金,1,社会福祉費委託金,4,年金生活者支援給付金支給業務市町村事務取扱交付金,847
R2,一般会計,16,国庫支出金,3,委託金,1,民生費委託金,2,児童福祉費委託金,1,特別児童扶養手当事務費委託金（１０／１０）,317
R2,一般会計,16,国庫支出金,3,委託金,1,民生費委託金,3,国民年金費委託金,1,国民年金費委託金（１０／１０）,33660
R2,一般会計,16,国庫支出金,3,委託金,2,総務費委託金,1,総務管理費委託金,1,自衛官募集事務費（１０／１０）,20
R2,一般会計,16,国庫支出金,3,委託金,2,総務費委託金,2,戸籍住民基本台帳費委託金,2,中長期在留者住居地届出等事務委託費（１０／１０）,729
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,1,保険基盤安定負担金（３／４、１／４）,491723
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,2,民生委員推薦会負担金（１０／１０）,163
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,3,民生委員・児童委員及び民生委員協議会負担金（１０／１０）,12888
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,4,心身障害者福祉手当負担金（１０／１０）,244388
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,5,障害者自立支援給付都負担金（１／４）,854508
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,10,行旅死亡人及び行旅病人取扱負担金（１０／１０）,477
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,15,低所得者保険料軽減負担金（１／４）,32040
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,1,子どものための保育給付費負担金（１／４）,588420
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,2,児童育成手当負担金（１０／１０）,291168
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,5,助産施設入所費負担金（１／４）,844
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,6,母子生活支援施設入所費負担金（１／４）,5724
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,15,児童手当負担金（４／４５、１／６）,312105
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,16,子育て支援施設等利用保育給付費負担金（１／４）,39659
R2,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,3,生活保護費負担金,1,生活保護費負担金（１／４）,139814
R2,一般会計,17,都支出金,1,都負担金,2,衛生費都負担金,1,保健衛生費負担金,1,感染症予防費負担金（２／３）,114
R2,一般会計,17,都支出金,1,都負担金,2,衛生費都負担金,1,保健衛生費負担金,7,未熟児養育医療都負担金（１／４）,2062
R2,一般会計,17,都支出金,1,都負担金,3,土木費都負担金,1,都市計画費負担金,1,地籍調査事業費負担金（３／４）,17250
R2,一般会計,17,都支出金,1,都負担金,4,教育費都負担金,2,幼稚園費負担金,2,子どものための教育給付費負担金（１／２、１／４）,175388
R2,一般会計,17,都支出金,1,都負担金,4,教育費都負担金,2,幼稚園費負担金,3,子育て支援施設等利用教育給付費負担金（１／４）,71471
R2,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,1,市町村総合交付金,1,市町村総合交付金,1285000
R2,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,5,東京都人権啓発活動区市町村補助金,1,東京都人権啓発活動区市町村補助金（１０／１０）,745
R2,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,7,青少年対策費補助金,3,地域における青少年健全育成応援事業補助金（１／２）,1000
R2,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,13,スポーツ振興等事業費補助金,1,スポーツ振興等事業費補助金（１／２）,5750
R2,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,14,東京都自動通話録音機設置促進補助金,1,東京都自動通話録音機設置促進補助金（１／２）,1485
R2,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,15,東京２０２０大会開催関連事業費補助金,1,東京２０２０大会開催関連事業費補助金（１／２、２／３）,14409
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,1,地域福祉推進包括補助事業補助金（１／２、１０／１０）,64055
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,2,地域福祉推進事業補助金（１／２）,5419
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,3,介護基盤整備事業関係都補助金（１０／１０）,10076
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,4,在宅障害者福祉事業費等補助金（１０／１０）,1
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,5,重度訪問介護等利用促進に係る区市町村支援事業補助金（３／４）,14331
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,6,老人クラブ・老人クラブ連合会助成費補助金（２／３）,1250
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,8,障害者施策推進区市町村包括補助事業補助金,323934
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,9,シルバー人材センター事業補助金（１／２）,12797
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,10,高齢社会対策区市町村包括補助事業補助金,42114
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,12,介護保険事業費補助金（３／４、１／２）,944
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,13,精神保健福祉一般相談事業交付金（１０／１０）,10720
R2,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,16,地域生活支援事業都補助金（１／４）,42588
