年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
R2,国民健康保険特別会計,7,都支出金,1,都負担金補助金,1,保険給付費等交付金,2,特別交付金,1,特別交付金,143315
R2,国民健康保険特別会計,7,都支出金,1,都負担金補助金,2,都費補助金,1,都費補助金,1,都費補助金,72818
R2,国民健康保険特別会計,9,財産収入,1,財産運用収入,2,利子及び配当金,1,利子及び配当金,1,基金積立金利子,71
R2,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,1,保険基盤安定繰入金（保険税軽減分）,1,保険基盤安定繰入金（保険税軽減分）,315064
R2,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,2,保険基盤安定繰入金（保険者支援分）,1,保険基盤安定繰入金（保険者支援分）,214703
R2,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,3,職員給与等繰入金,1,職員給与等繰入金,315294
R2,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,4,出産育児一時金等繰入金,1,出産育児一時金等繰入金,27440
R2,国民健康保険特別会計,11,繰入金,1,他会計繰入金,1,一般会計繰入金,6,その他一般会計繰入金,1,その他一般会計繰入金,884009
R2,国民健康保険特別会計,11,繰入金,2,基金繰入金,1,財政運営基金繰入金,1,財政運営基金繰入金,1,財政運営基金繰入金,35032
R2,国民健康保険特別会計,12,繰越金,1,繰越金,2,その他繰越金,1,その他繰越金,1,前年度繰越金,1
R2,国民健康保険特別会計,13,諸収入,1,延滞金・加算金及び過料,1,延滞金,1,一般被保険者延滞金,1,一般被保険者保険税延滞金,22000
R2,国民健康保険特別会計,13,諸収入,1,延滞金・加算金及び過料,1,延滞金,2,退職被保険者等延滞金,1,退職被保険者等保険税延滞金,600
R2,国民健康保険特別会計,13,諸収入,1,延滞金・加算金及び過料,2,加算金,1,一般被保険者加算金,1,一般被保険者加算金,1
R2,国民健康保険特別会計,13,諸収入,1,延滞金・加算金及び過料,2,加算金,2,退職被保険者等加算金,1,退職被保険者等加算金,1
R2,国民健康保険特別会計,13,諸収入,2,預金利子,1,預金利子,1,預金利子,1,歳計現金預金利子,33
R2,国民健康保険特別会計,13,諸収入,4,雑入,1,滞納処分費,1,滞納処分費,1,滞納処分費,1
R2,国民健康保険特別会計,13,諸収入,4,雑入,5,一般被保険者第三者納付金,1,一般被保険者第三者納付金,1,一般被保険者第三者納付金,1
R2,国民健康保険特別会計,13,諸収入,4,雑入,6,退職被保険者等第三者納付金,1,退職被保険者等第三者納付金,1,退職被保険者等第三者納付金,1
R2,国民健康保険特別会計,13,諸収入,4,雑入,7,一般被保険者返納金,1,一般被保険者返納金,1,一般被保険者返納金,1
R2,国民健康保険特別会計,13,諸収入,4,雑入,8,退職被保険者等返納金,1,退職被保険者等返納金,1,退職被保険者等返納金,1
R2,国民健康保険特別会計,13,諸収入,4,雑入,9,雑入,1,雑入,1,雑入,1
R2,国民健康保険特別会計,13,諸収入,4,雑入,9,雑入,1,雑入,2,雇用保険被保険者負担金,9
R2,介護保険特別会計,1,保険料,1,介護保険料,1,第１号被保険者保険料,1,現年度分特別徴収保険料,1,第１号被保険者保険料,2370337
R2,介護保険特別会計,1,保険料,1,介護保険料,1,第１号被保険者保険料,2,現年度分普通徴収保険料,1,第１号被保険者保険料,205572
R2,介護保険特別会計,1,保険料,1,介護保険料,1,第１号被保険者保険料,3,滞納繰越分普通徴収保険料,1,滞納繰越分第１号被保険者保険料,8525
R2,介護保険特別会計,2,使用料及び手数料,1,手数料,1,総務手数料,1,総務手数料,1,証明手数料,1
R2,介護保険特別会計,3,国庫支出金,1,国庫負担金,1,介護給付費負担金,1,現年度分,1,介護給付費国庫負担金（２０／１００）,1842147
R2,介護保険特別会計,3,国庫支出金,2,国庫補助金,1,調整交付金,1,現年度分,1,介護保険調整交付金,73523
R2,介護保険特別会計,3,国庫支出金,2,国庫補助金,1,調整交付金,1,現年度分,4,総合事業調整交付金,4433
R2,介護保険特別会計,3,国庫支出金,2,国庫補助金,2,介護保険災害臨時特例補助金,1,介護保険災害臨時特例補助金,1,介護保険災害臨時特例補助金,1
R2,介護保険特別会計,3,国庫支出金,2,国庫補助金,4,地域支援事業費交付金,1,現年度分,1,地域支援事業費交付金,179699
R2,介護保険特別会計,3,国庫支出金,2,国庫補助金,5,保険者機能強化推進交付金,1,保険者機能強化推進交付金,1,保険者機能強化推進交付金,1
R2,介護保険特別会計,4,支払基金交付金,1,支払基金交付金,1,介護給付費交付金,1,現年度分,1,介護給付費交付金（２７／１００）,2796036
R2,介護保険特別会計,4,支払基金交付金,1,支払基金交付金,2,地域支援事業費交付金,1,現年度分,1,地域支援事業費交付金,98355
R2,介護保険特別会計,5,都支出金,1,都負担金,1,介護給付費負担金,1,現年度分,1,介護給付費都負担金（１２．５／１００）,1523451
R2,介護保険特別会計,5,都支出金,2,財政安定化基金支出金,1,交付金,1,交付金,1,財政安定化基金交付金,1
R2,介護保険特別会計,5,都支出金,3,都補助金,1,地域支援事業費交付金,1,現年度分,1,地域支援事業費交付金,98957
R2,介護保険特別会計,6,繰入金,1,一般会計繰入金,1,介護給付費繰入金,1,現年度分,1,介護給付費繰入金（１２．５／１００）,1294461
R2,介護保険特別会計,6,繰入金,1,一般会計繰入金,2,その他一般会計繰入金,1,職員給与等繰入金,1,職員給与等繰入金,134455
R2,介護保険特別会計,6,繰入金,1,一般会計繰入金,2,その他一般会計繰入金,2,事務費繰入金,1,事務費繰入金,161534
R2,介護保険特別会計,6,繰入金,1,一般会計繰入金,3,地域支援事業費繰入金,1,現年度分,1,地域支援事業費市繰入金,98957
R2,介護保険特別会計,6,繰入金,1,一般会計繰入金,4,低所得者保険料軽減繰入金,1,現年度分,1,低所得者保険料軽減繰入金,128158
R2,介護保険特別会計,6,繰入金,2,基金繰入金,1,介護保険給付準備基金繰入金,1,介護保険給付準備基金繰入金,1,介護保険給付準備基金繰入金,283686
R2,介護保険特別会計,7,諸収入,1,延滞金・加算金及び過料,1,第１号被保険者延滞金,1,第１号被保険者延滞金,1,第１号被保険者延滞金,1
R2,介護保険特別会計,7,諸収入,1,延滞金・加算金及び過料,2,過料,1,過料,1,過料,1
R2,介護保険特別会計,7,諸収入,2,預金利子,1,預金利子,1,預金利子,1,歳計現金預金利子,23
R2,介護保険特別会計,7,諸収入,3,雑入,1,滞納処分費,1,滞納処分費,1,滞納処分費,1
R2,介護保険特別会計,7,諸収入,3,雑入,2,第三者納付金,1,第三者納付金,1,第三者納付金,1
R2,介護保険特別会計,7,諸収入,3,雑入,3,返納金,1,返納金,1,返納金,1
R2,介護保険特別会計,7,諸収入,3,雑入,4,雑入,1,雑入,1,雇用保険被保険者負担金,21
R2,介護保険特別会計,8,財産収入,1,財産運用収入,1,利子及び配当金,1,利子及び配当金,1,介護保険給付準備基金利子,373
R2,介護保険特別会計,9,繰越金,1,繰越金,1,繰越金,1,繰越金,1,前年度繰越金,1
R2,後期高齢者医療特別会計,1,後期高齢者医療保険料,1,後期高齢者医療保険料,1,特別徴収保険料,1,特別徴収保険料,1,特別徴収保険料,1015168
R2,後期高齢者医療特別会計,1,後期高齢者医療保険料,1,後期高齢者医療保険料,2,普通徴収保険料,1,現年度分,1,普通徴収保険料現年度分,877994
R2,後期高齢者医療特別会計,1,後期高齢者医療保険料,1,後期高齢者医療保険料,2,普通徴収保険料,2,滞納繰越分,1,普通徴収保険料滞納繰越分,13764
R2,後期高齢者医療特別会計,2,使用料及び手数料,1,手数料,1,証明手数料,1,証明手数料,1,証明手数料,1
R2,後期高齢者医療特別会計,3,繰入金,1,他会計繰入金,1,一般会計繰入金,1,療養給付費繰入金,1,療養給付費繰入金,1196234
R2,後期高齢者医療特別会計,3,繰入金,1,他会計繰入金,1,一般会計繰入金,2,事務費繰入金,1,事務費繰入金,122015
R2,後期高齢者医療特別会計,3,繰入金,1,他会計繰入金,1,一般会計繰入金,3,保険基盤安定繰入金,1,保険基盤安定繰入金,269000
R2,後期高齢者医療特別会計,3,繰入金,1,他会計繰入金,1,一般会計繰入金,4,保険料軽減措置繰入金,1,保険料軽減措置繰入金,123373
R2,後期高齢者医療特別会計,3,繰入金,1,他会計繰入金,1,一般会計繰入金,5,健康診査費繰入金,1,健康診査費繰入金,71813
R2,後期高齢者医療特別会計,4,繰越金,1,繰越金,1,繰越金,1,前年度繰越金,1,前年度繰越金,1
R2,後期高齢者医療特別会計,5,諸収入,1,延滞金及び過料,1,延滞金,1,延滞金,1,延滞金,1
R2,後期高齢者医療特別会計,5,諸収入,1,延滞金及び過料,2,過料,1,過料,1,過料,1
R2,後期高齢者医療特別会計,5,諸収入,2,償還金及び還付加算金,1,保険料還付金,1,保険料還付金,1,保険料還付金,4424
R2,後期高齢者医療特別会計,5,諸収入,2,償還金及び還付加算金,2,還付加算金,1,還付加算金,1,還付加算金,60
R2,後期高齢者医療特別会計,5,諸収入,2,償還金及び還付加算金,3,返還金,1,広域連合納付金返還金,1,保険料軽減措置負担金返還金,1
R2,後期高齢者医療特別会計,5,諸収入,3,預金利子,1,預金利子,1,預金利子,1,歳計現金預金利子,7
R2,後期高齢者医療特別会計,5,諸収入,4,受託事業収入,1,受託事業収入,1,健康診査費受託事業収入,1,健康診査費受託事業収入,79657
R2,後期高齢者医療特別会計,5,諸収入,4,受託事業収入,1,受託事業収入,2,葬祭費受託事業収入,1,葬祭費受託事業収入,46400
R2,後期高齢者医療特別会計,5,諸収入,5,雑入,1,滞納処分費,1,滞納処分費,1,滞納処分費,1
R2,後期高齢者医療特別会計,5,諸収入,5,雑入,2,雑入,1,雑入,1,雑入,10628
