年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,節,節名称,予算額
R4,国民健康保険特別会計,1,総務費,2,徴税費,1,賦課徴収費,726,国民健康保険税賦課徴収事務費,5,災害補償費,2
R4,国民健康保険特別会計,1,総務費,2,徴税費,1,賦課徴収費,726,国民健康保険税賦課徴収事務費,8,旅費,178
R4,国民健康保険特別会計,1,総務費,2,徴税費,1,賦課徴収費,726,国民健康保険税賦課徴収事務費,10,需用費,7462
R4,国民健康保険特別会計,1,総務費,2,徴税費,1,賦課徴収費,726,国民健康保険税賦課徴収事務費,11,役務費,13863
R4,国民健康保険特別会計,1,総務費,2,徴税費,1,賦課徴収費,726,国民健康保険税賦課徴収事務費,12,委託料,6005
R4,国民健康保険特別会計,1,総務費,2,徴税費,1,賦課徴収費,726,国民健康保険税賦課徴収事務費,13,使用料及び賃借料,147
R4,国民健康保険特別会計,1,総務費,3,運営協議会費,1,運営協議会費,728,国民健康保険運営協議会費,1,報酬,1213
R4,国民健康保険特別会計,1,総務費,3,運営協議会費,1,運営協議会費,728,国民健康保険運営協議会費,8,旅費,39
R4,国民健康保険特別会計,1,総務費,3,運営協議会費,1,運営協議会費,728,国民健康保険運営協議会費,12,委託料,370
R4,国民健康保険特別会計,1,総務費,3,運営協議会費,1,運営協議会費,728,国民健康保険運営協議会費,18,負担金・補助及び交付金,12
R4,国民健康保険特別会計,2,保険給付費,1,療養諸費,1,一般被保険者療養給付費,729,保険給付に要する経費,18,負担金・補助及び交付金,8875926
R4,国民健康保険特別会計,2,保険給付費,1,療養諸費,2,退職被保険者等療養給付費,730,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,374
R4,国民健康保険特別会計,2,保険給付費,1,療養諸費,3,一般被保険者療養費,731,保険給付に要する経費,18,負担金・補助及び交付金,80178
R4,国民健康保険特別会計,2,保険給付費,1,療養諸費,4,退職被保険者等療養費,732,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,88
R4,国民健康保険特別会計,2,保険給付費,1,療養諸費,5,審査支払手数料,733,保険給付に要する経費,12,委託料,45310
R4,国民健康保険特別会計,2,保険給付費,2,高額療養費,1,一般被保険者高額療養費,734,保険給付に要する経費,18,負担金・補助及び交付金,1338201
R4,国民健康保険特別会計,2,保険給付費,2,高額療養費,2,退職者被保険者等高額療養費,735,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,115
R4,国民健康保険特別会計,2,保険給付費,2,高額療養費,3,一般被保険者高額介護合算療養費,736,保険給付に要する経費,18,負担金・補助及び交付金,800
R4,国民健康保険特別会計,2,保険給付費,2,高額療養費,4,退職被保険者等高額介護合算療養費,737,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,50
R4,国民健康保険特別会計,2,保険給付費,3,移送費,1,一般被保険者移送費,739,保険給付に要する経費,18,負担金・補助及び交付金,200
R4,国民健康保険特別会計,2,保険給付費,3,移送費,2,退職者被保険者等移送費,740,退職被保険者等保険給付に要する経費,18,負担金・補助及び交付金,50
R4,国民健康保険特別会計,2,保険給付費,4,出産育児諸費,1,出産育児一時金,741,保険付加給付に要する経費,11,役務費,18
R4,国民健康保険特別会計,2,保険給付費,4,出産育児諸費,1,出産育児一時金,741,保険付加給付に要する経費,18,負担金・補助及び交付金,34440
R4,国民健康保険特別会計,2,保険給付費,5,葬祭費,1,葬祭費,743,保険付加給付に要する経費,18,負担金・補助及び交付金,11000
R4,国民健康保険特別会計,2,保険給付費,6,結核・精神医療給付金,1,結核・精神医療給付金,744,保険付加給付に要する経費,18,負担金・補助及び交付金,18619
R4,国民健康保険特別会計,2,保険給付費,7,傷病手当金,1,傷病手当金,861,保険付加給付に要する経費,18,負担金・補助及び交付金,1968
R4,国民健康保険特別会計,3,国民健康保険事業費納付金,1,医療給付費分,1,一般被保険者医療給付費分,956,一般被保険者医療費給付分,18,負担金・補助及び交付金,3108605
R4,国民健康保険特別会計,3,国民健康保険事業費納付金,1,医療給付費分,2,退職被保険者等医療給付費分,957,退職被保険者等医療費給付分,18,負担金・補助及び交付金,1
R4,国民健康保険特別会計,3,国民健康保険事業費納付金,2,後期高齢者支援金等分,1,一般被保険者後期高齢者支援金等分,958,一般被保険者後期高齢者支援金分,18,負担金・補助及び交付金,993046
R4,国民健康保険特別会計,3,国民健康保険事業費納付金,2,後期高齢者支援金等分,2,退職被保険者等後期高齢者支援金等分,959,退職被保険者等後期高齢者支援金等分,18,負担金・補助及び交付金,1
R4,国民健康保険特別会計,3,国民健康保険事業費納付金,3,介護納付金,1,介護納付金,748,介護納付金に要する経費,18,負担金・補助及び交付金,394554
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,758,国民健康保険総合健康診査料助成に要する経費,11,役務費,23
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,758,国民健康保険総合健康診査料助成に要する経費,18,負担金・補助及び交付金,3850
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,1,報酬,329
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,4,共済費,6
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,8,旅費,35
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,10,需用費,10
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,11,役務費,33
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,12,委託料,2829
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,872,疾病予防に要する経費,10,需用費,15
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,872,疾病予防に要する経費,11,役務費,41
R4,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,872,疾病予防に要する経費,12,委託料,7810
R4,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,760,特定健康診査に要する経費,10,需用費,941
R4,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,760,特定健康診査に要する経費,11,役務費,3883
R4,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,760,特定健康診査に要する経費,12,委託料,157517
R4,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,760,特定健康診査に要する経費,18,負担金・補助及び交付金,3125
R4,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,761,特定保健指導に要する経費,10,需用費,15
R4,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,761,特定保健指導に要する経費,12,委託料,25632
R4,国民健康保険特別会計,6,基金積立金,1,基金積立金,1,基金積立金,762,国民健康保険財政運営基金,24,積立金,121
R4,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,1,一般被保険者保険税還付金,764,一般被保険者保険税還付金,22,償還金・利子及び割引料,24000
R4,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,2,退職被保険者等保険税還付金,765,退職被保険者等保険税還付金,22,償還金・利子及び割引料,300
R4,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,6,保険給付費等交付金償還金,979,保険給付費等償還金,22,償還金・利子及び割引料,318
R4,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,8,その他償還金,981,その他償還金,22,償還金・利子及び割引料,100
R4,国民健康保険特別会計,9,共同事業拠出金,1,共同事業拠出金,1,その他共同事業事務費拠出金,751,退職者医療共同事業に要する拠出金,18,負担金・補助及び交付金,4
R4,国民健康保険特別会計,10,予備費,1,予備費,1,予備費,768,予備費,29,予備費,5000
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,34,職員人件費等,2,給料,26396
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,34,職員人件費等,3,職員手当等,21351
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,34,職員人件費等,4,共済費,8665
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,34,職員人件費等,8,旅費,15
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,1,報酬,2986
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,3,職員手当等,363
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,4,共済費,341
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,8,旅費,116
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,10,需用費,481
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,11,役務費,20871
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,12,委託料,1330
R4,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,18,負担金・補助及び交付金,132
R4,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費,777,後期高齢者医療保険料徴収事務事業,1,報酬,12
R4,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費,777,後期高齢者医療保険料徴収事務事業,10,需用費,1823
R4,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費,777,後期高齢者医療保険料徴収事務事業,11,役務費,4905
R4,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費,777,後期高齢者医療保険料徴収事務事業,12,委託料,2472
R4,後期高齢者医療特別会計,2,広域連合納付金,1,広域連合負担金,1,広域連合分賦金,779,後期高齢者医療広域連合納付金支払事業,18,負担金・補助及び交付金,3991923
R4,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費,784,後期高齢者医療健康診査等事業,10,需用費,673
R4,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費,784,後期高齢者医療健康診査等事業,11,役務費,4164
R4,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費,784,後期高齢者医療健康診査等事業,12,委託料,179340
R4,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費,784,後期高齢者医療健康診査等事業,18,負担金・補助及び交付金,1420
R4,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,2,疾病予防費,163,高齢者の保健事業と介護予防の一体的実施事業,7,報償費,430
R4,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,2,疾病予防費,163,高齢者の保健事業と介護予防の一体的実施事業,10,需用費,170
R4,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,2,疾病予防費,163,高齢者の保健事業と介護予防の一体的実施事業,11,役務費,351
R4,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,2,疾病予防費,163,高齢者の保健事業と介護予防の一体的実施事業,12,委託料,6557
R4,後期高齢者医療特別会計,4,保険給付費,1,葬祭費,1,葬祭費,785,後期高齢者医療葬祭費給付事業,11,役務費,89
R4,後期高齢者医療特別会計,4,保険給付費,1,葬祭費,1,葬祭費,785,後期高齢者医療葬祭費給付事業,18,負担金・補助及び交付金,47600
R4,後期高齢者医療特別会計,5,諸支出金,1,償還金及び還付加算金,1,保険料還付金,780,後期高齢者医療保険料還付事業,22,償還金・利子及び割引料,5460
R4,後期高齢者医療特別会計,5,諸支出金,2,繰出金,1,一般会計繰出金,782,一般会計繰出金,27,繰出金,1
R4,後期高齢者医療特別会計,6,予備費,1,予備費,1,予備費,783,予備費,29,予備費,6
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,35,職員人件費等,2,給料,67091
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,35,職員人件費等,3,職員手当等,61258
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,35,職員人件費等,4,共済費,24205
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,35,職員人件費等,8,旅費,81
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,1,報酬,3739
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,3,職員手当等,714
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,8,旅費,203
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,10,需用費,4167
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,11,役務費,21317
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,12,委託料,22897
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,13,使用料及び賃借料,306
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,17,備品購入費,3348
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,18,負担金・補助及び交付金,307
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,790,介護保険サービス推進事業,12,委託料,732
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,790,介護保険サービス推進事業,18,負担金・補助及び交付金,1800
R4,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,993,介護サービス事業所等に対する指導検査等事業,12,委託料,1309
R4,介護保険特別会計,1,総務費,1,総務管理費,2,運営協議会費,791,介護保険運営協議会費,1,報酬,526
R4,介護保険特別会計,1,総務費,1,総務管理費,2,運営協議会費,791,介護保険運営協議会費,12,委託料,132
R4,介護保険特別会計,1,総務費,1,総務管理費,2,運営協議会費,874,地域包括支援センター運営協議会費,7,報償費,60
R4,介護保険特別会計,1,総務費,1,総務管理費,3,連合会負担金,792,国民健康保険団体連合会負担金,18,負担金・補助及び交付金,425
R4,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費,793,介護保険料賦課徴収事務経費,10,需用費,1869
R4,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費,793,介護保険料賦課徴収事務経費,11,役務費,125
R4,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費,793,介護保険料賦課徴収事務経費,12,委託料,1005
R4,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費,793,介護保険料賦課徴収事務経費,18,負担金・補助及び交付金,134
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,1,介護認定審査会費,794,介護認定審査会運営費,1,報酬,12839
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,1,介護認定審査会費,794,介護認定審査会運営費,8,旅費,92
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,1,介護認定審査会費,794,介護認定審査会運営費,13,使用料及び賃借料,238
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,1,報酬,19769
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,3,職員手当等,4002
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,4,共済費,4111
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,8,旅費,972
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,10,需用費,568
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,11,役務費,38973
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,12,委託料,24843
R4,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,13,使用料及び賃借料,204
R4,介護保険特別会計,2,保険給付費,1,介護サービス等諸費,1,介護サービス等諸費,804,介護サービス等諸費,18,負担金・補助及び交付金,9809507
R4,介護保険特別会計,2,保険給付費,2,介護予防サービス等諸費,1,介護予防サービス等諸費,811,介護予防サービス等諸費,18,負担金・補助及び交付金,323828
R4,介護保険特別会計,2,保険給付費,3,その他諸費,1,審査支払手数料,812,審査支払に要する経費,12,委託料,11161
R4,介護保険特別会計,2,保険給付費,4,高額介護サービス等費,1,高額介護サービス等費,815,高額介護サービス等費,18,負担金・補助及び交付金,341155
R4,介護保険特別会計,2,保険給付費,5,高額医療合算介護サービス等費,1,高額医療合算介護サービス等費,817,高額医療合算介護サービス等費,18,負担金・補助及び交付金,49057
R4,介護保険特別会計,2,保険給付費,6,特定入所者介護サービス等費,1,特定入所者介護サービス等費,816,特定入所者介護サービス等費,18,負担金・補助及び交付金,240493
R4,介護保険特別会計,2,保険給付費,7,市町村特別給付費,1,市町村特別給付費,870,市町村特別給付費,18,負担金・補助及び交付金,3071
R4,介護保険特別会計,3,財政安定化基金拠出金,1,財政安定化基金拠出金,1,財政安定化基金拠出金,818,財政安定化基金拠出金,18,負担金・補助及び交付金,1
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,36,職員人件費等,2,給料,12149
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,36,職員人件費等,3,職員手当等,10156
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,36,職員人件費等,4,共済費,4212
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,36,職員人件費等,8,旅費,20
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,7,報償費,39
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,10,需用費,130
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,11,役務費,1622
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,12,委託料,215878
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,13,使用料及び賃借料,9958
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,18,負担金・補助及び交付金,13957
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,7,報償費,362
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,10,需用費,18
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,11,役務費,8
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,12,委託料,4098
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,1,報酬,1812
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,3,職員手当等,363
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,4,共済費,386
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,7,報償費,91
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,8,旅費,120
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,10,需用費,60
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,12,委託料,7793
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,18,負担金・補助及び交付金,114
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,904,生活支援体制整備事業,7,報償費,43
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,904,生活支援体制整備事業,12,委託料,24743
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,916,介護給付費等費用適正化事業,7,報償費,276
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,916,介護給付費等費用適正化事業,11,役務費,451
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,924,地域ケア会議推進事業,7,報償費,183
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,924,地域ケア会議推進事業,10,需用費,22
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,940,短期集中予防サービス事業,11,役務費,10
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,940,短期集中予防サービス事業,12,委託料,29474
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,941,指定型訪問・通所サービス費,18,負担金・補助及び交付金,276883
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,942,介護予防ケアマネジメント事業,12,委託料,1002
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,942,介護予防ケアマネジメント事業,18,負担金・補助及び交付金,44824
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,943,高額介護予防・生活支援サービス費,18,負担金・補助及び交付金,549
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,944,高額医療合算介護予防・生活支援サービス費,18,負担金・補助及び交付金,588
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費,945,一般介護予防事業,7,報償費,1316
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費,945,一般介護予防事業,10,需用費,109
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費,945,一般介護予防事業,12,委託料,8471
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費,945,一般介護予防事業,18,負担金・補助及び交付金,1260
R4,介護保険特別会計,4,地域支援事業,1,地域支援事業,4,その他の諸経費,946,地域支援事業に係る審査支払に要する経費,12,委託料,858
R4,介護保険特別会計,5,基金積立金,1,基金積立金,1,介護保険給付準備基金積立金,820,介護保険給付準備基金積立金,24,積立金,616
R4,介護保険特別会計,7,諸支出金,1,償還金及び還付加算金,1,第１号被保険者保険料還付金,823,第１号被保険者保険料還付金,22,償還金・利子及び割引料,5000
R4,介護保険特別会計,7,諸支出金,1,償還金及び還付加算金,3,償還金,824,国庫支出金等返還に要する経費,22,償還金・利子及び割引料,1
R4,介護保険特別会計,7,諸支出金,3,繰出金,1,他会計繰出金,826,他会計繰出金,27,繰出金,1
