年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,節,節名称,予算額
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,11,役務費,1157
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,12,委託料,19346
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,14,工事請負費,2130
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,16,公有財産購入費,180272
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,18,負担金・補助及び交付金,22
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,072,財産管理経費,26,公課費,0
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,10,需用費,7548
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,11,役務費,423
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,13,使用料及び賃借料,3745
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,14,工事請負費,0
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,17,備品購入費,0
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,18,負担金・補助及び交付金,20
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,21,補償補填及び賠償金,1
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,073,車両管理経費,26,公課費,81
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,10,需用費,601
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,11,役務費,49695
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,12,委託料,93034
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,13,使用料及び賃借料,167888
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,074,情報システム管理運営経費,18,負担金・補助及び交付金,5933
R3,一般会計,02,総務費,01,総務管理費,06,財産管理費,079,いきいきＴＡＭＡ基金積立,24,積立金,22
R3,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,07,報償費,163
R3,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,08,旅費,1
R3,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,10,需用費,259
R3,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,11,役務費,15
R3,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,12,委託料,500
R3,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,13,使用料及び賃借料,0
R3,一般会計,02,総務費,01,総務管理費,07,企画費,080,企画事務経費,18,負担金・補助及び交付金,100
R3,一般会計,02,総務費,01,総務管理費,07,企画費,082,多摩市自治基本条例推進事業,01,報酬,479
R3,一般会計,02,総務費,01,総務管理費,07,企画費,082,多摩市自治基本条例推進事業,07,報償費,78
R3,一般会計,02,総務費,01,総務管理費,07,企画費,082,多摩市自治基本条例推進事業,10,需用費,80
R3,一般会計,02,総務費,01,総務管理費,07,企画費,082,多摩市自治基本条例推進事業,12,委託料,1892
R3,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,01,報酬,556
R3,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,07,報償費,31
R3,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,08,旅費,8
R3,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,10,需用費,48
R3,一般会計,02,総務費,01,総務管理費,07,企画費,085,女と男がともに生きる行動計画推進事業,12,委託料,140
R3,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,01,報酬,1897
R3,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,07,報償費,1029
R3,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,08,旅費,78
R3,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,10,需用費,308
R3,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,11,役務費,132
R3,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,12,委託料,185
R3,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,13,使用料及び賃借料,132
R3,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,18,負担金・補助及び交付金,400
R3,一般会計,02,総務費,01,総務管理費,07,企画費,086,ＴＡＭＡ女性センター運営経費,22,償還金・利子及び割引料,3
R3,一般会計,02,総務費,01,総務管理費,07,企画費,908,総合戦略推進経費,07,報償費,136
R3,一般会計,02,総務費,01,総務管理費,07,企画費,936,行財政改革推進事業,12,委託料,912
R3,一般会計,02,総務費,01,総務管理費,07,企画費,936,行財政改革推進事業,13,使用料及び賃借料,1500
R3,一般会計,02,総務費,01,総務管理費,07,企画費,937,市制施行５０周年記念事業,07,報償費,269
R3,一般会計,02,総務費,01,総務管理費,07,企画費,937,市制施行５０周年記念事業,10,需用費,27
R3,一般会計,02,総務費,01,総務管理費,07,企画費,937,市制施行５０周年記念事業,12,委託料,9898
R3,一般会計,02,総務費,01,総務管理費,07,企画費,954,若者のまちづくり推進事業,12,委託料,484
R3,一般会計,02,総務費,01,総務管理費,07,企画費,955,ふるさとＴＡＭＡ応援寄附金管理運営経費,11,役務費,616
R3,一般会計,02,総務費,01,総務管理費,07,企画費,955,ふるさとＴＡＭＡ応援寄附金管理運営経費,12,委託料,4500
R3,一般会計,02,総務費,01,総務管理費,08,財政調整基金費,096,財政調整基金積立,24,積立金,1282
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,01,報酬,2697
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,07,報償費,189
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,08,旅費,7
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,10,需用費,1342
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,11,役務費,12
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,13,使用料及び賃借料,2298
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,097,青少年問題活動費,18,負担金・補助及び交付金,5260
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,951,子ども若者育成支援事業,07,報償費,893
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,951,子ども若者育成支援事業,10,需用費,72
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,951,子ども若者育成支援事業,11,役務費,201
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,951,子ども若者育成支援事業,12,委託料,1756
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,951,子ども若者育成支援事業,18,負担金・補助及び交付金,2400
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,970,子どもの学習支援事業,07,報償費,33
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,970,子どもの学習支援事業,10,需用費,9
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,970,子どもの学習支援事業,11,役務費,73
R3,一般会計,02,総務費,01,総務管理費,09,青少年対策費,970,子どもの学習支援事業,12,委託料,6386
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,098,交通問題事務経費,07,報償費,778
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,098,交通問題事務経費,10,需用費,36
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,098,交通問題事務経費,18,負担金・補助及び交付金,30
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,01,報酬,33
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,08,旅費,36
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,10,需用費,511
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,11,役務費,15
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,13,使用料及び賃借料,531
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,099,交通安全対策事務経費,18,負担金・補助及び交付金,3126
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,01,報酬,6926
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,08,旅費,814
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,10,需用費,1332
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,11,役務費,71
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,12,委託料,1244
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,100,交通安全指導経費,13,使用料及び賃借料,5984
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,07,報償費,0
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,10,需用費,1389
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,11,役務費,566
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,12,委託料,38832
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,13,使用料及び賃借料,2705
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,14,工事請負費,500
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,18,負担金・補助及び交付金,31590
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,102,放置自転車等対策事業,22,償還金・利子及び割引料,5
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,104,駐車場対策事務経費,11,役務費,33
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,104,駐車場対策事務経費,12,委託料,308
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,10,需用費,1
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,12,委託料,0
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,13,使用料及び賃借料,59
R3,一般会計,02,総務費,01,総務管理費,10,交通安全対策費,105,地域密着型交通運行事業,18,負担金・補助及び交付金,62872
R3,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,112,多摩市立複合文化施設等管理運営事業,12,委託料,243161
R3,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,112,多摩市立複合文化施設等管理運営事業,21,補償補填及び賠償金,99282
R3,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,114,複合文化施設修繕事業,10,需用費,0
R3,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,10,需用費,51022
R3,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,12,委託料,192894
R3,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,14,工事請負費,6280796
R3,一般会計,02,総務費,01,総務管理費,11,複合文化施設費,923,複合文化施設等大規模改修事業,17,備品購入費,202583
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,115,文化推進事務経費,10,需用費,0
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,115,文化推進事務経費,12,委託料,0
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,08,旅費,51
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,10,需用費,10
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,11,役務費,22
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,12,委託料,402
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,116,都市交流推進事業,13,使用料及び賃借料,89
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,118,国際化推進事業,07,報償費,144
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,118,国際化推進事業,10,需用費,28
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,118,国際化推進事業,12,委託料,2382
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,119,多摩市国際交流センター補助事業,18,負担金・補助及び交付金,3780
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,867,文化施策推進事業,07,報償費,461
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,867,文化施策推進事業,10,需用費,14
R3,一般会計,02,総務費,01,総務管理費,12,文化推進費,867,文化施策推進事業,13,使用料及び賃借料,31
R3,一般会計,02,総務費,01,総務管理費,13,地域振興費,121,多摩市自治連合会補助事業,18,負担金・補助及び交付金,3036
