年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
R4,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,4,社会教育使用料,8,市民活動・交流センター使用料,228
R4,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,1,電柱用地使用料,15
R4,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,2,総合体育館使用料,60
R4,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,3,温水プール使用料,754
R4,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,7,公衆電話用地使用料,2
R4,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,9,総合体育館食堂使用料,600
R4,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,18,自動販売機設置使用料,660
R4,一般会計,15,使用料及び手数料,1,使用料,6,教育使用料,5,保健体育使用料,19,体育施設広告掲出使用料,363
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,1,徴税手数料,1,諸証明手数料,9554
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,1,徴税手数料,2,閲覧手数料,134
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,1,徴税手数料,4,納税証明手数料,480
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,1,戸籍手数料,10867
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,2,住民票手数料,20106
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,3,印鑑証明手数料,10286
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳手数料,4,その他証明手数料,1035
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,3,総務管理手数料,1,境界証明手数料,1
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,3,総務管理手数料,2,諸証明手数料,1
R4,一般会計,15,使用料及び手数料,2,手数料,1,総務手数料,3,総務管理手数料,4,臨時運行許可番号標交付手数料,397
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,1,保健衛生手数料,1,工場設置・変更認可手数料,16
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,1,保健衛生手数料,2,畜犬登録料,3610
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,1,ごみ処理手数料,257865
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,2,し尿処理手数料,4929
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,3,一般廃棄物処理業許可申請手数料,10
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,4,犬猫等死体処理手数料,558
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,5,事業系ごみ処理手数料,14498
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,6,粗大ごみ処理手数料,35606
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,7,浄化槽清掃業許可申請手数料,30
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,8,家庭系ごみ処理手数料,312251
R4,一般会計,15,使用料及び手数料,2,手数料,2,衛生手数料,2,清掃手数料,10,境界証明等手数料,1
R4,一般会計,15,使用料及び手数料,2,手数料,3,土木手数料,1,道路橋りょう手数料,1,屋外広告物許可申請手数料,2000
R4,一般会計,15,使用料及び手数料,2,手数料,3,土木手数料,1,道路橋りょう手数料,2,境界証明等手数料,60
R4,一般会計,15,使用料及び手数料,2,手数料,3,土木手数料,2,都市計画手数料,1,諸証明手数料,11
R4,一般会計,15,使用料及び手数料,2,手数料,3,土木手数料,3,住宅手数料,1,市営住宅車庫証明手数料,1
R4,一般会計,15,使用料及び手数料,2,手数料,4,民生手数料,1,民生手数料,1,諸証明手数料,1
R4,一般会計,15,使用料及び手数料,2,手数料,4,民生手数料,1,民生手数料,2,社会福祉法人理事証明等手数料,1
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,1,特別障害者手当等負担金（３／４）,75034
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,2,障害者自立支援給付国庫負担金（１／２）,1879192
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,3,保険基盤安定負担金（１／２）,107306
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,8,生活困窮者自立支援事業負担金（３／４）,60864
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,9,障害者医療費国庫負担金（１／２）,97478
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,10,低所得者保険料軽減負担金（１／２）,73020
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,11,未就学児均等割保険料負担金（１／２）,3327
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,1,子どものための保育給付費負担金（１／２）,1546914
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,5,助産施設入所費負担金（１／２）,1168
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,6,母子生活支援施設入所費負担金（１／２）,11827
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,9,児童扶養手当負担金（１／３）,134180
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,18,児童手当負担金（３７／４５、４／６）,1372740
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,児童福祉費負担金,19,子育て支援施設等利用保育給付費負担金（１／２）,57537
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,3,生活保護費負担金,1,生活保護費負担金（３／４）,3198648
R4,一般会計,16,国庫支出金,1,国庫負担金,1,民生費国庫負担金,3,生活保護費負担金,2,中国残留邦人等支援事業負担金（３／４）,12905
R4,一般会計,16,国庫支出金,1,国庫負担金,2,衛生費国庫負担金,1,保健衛生費負担金,3,未熟児養育医療国庫負担金（１／２）,4125
R4,一般会計,16,国庫支出金,1,国庫負担金,2,衛生費国庫負担金,1,保健衛生費負担金,4,新型コロナウイルスワクチン接種対策費国庫負担金（１０／１０）,280061
R4,一般会計,16,国庫支出金,1,国庫負担金,3,教育費国庫負担金,3,幼稚園費負担金,2,子どものための教育給付費負担金（１／２）,215836
R4,一般会計,16,国庫支出金,1,国庫負担金,3,教育費国庫負担金,3,幼稚園費負担金,3,子育て支援施設等利用教育給付費負担金（１／２）,111024
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,1,社会福祉費補助金,2,地域生活支援事業国庫補助金（１／２）,83661
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,1,社会福祉費補助金,13,障害者総合支援法対応システム改修費国庫補助金（１／２）,990
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,1,社会福祉費補助金,17,生活困窮者就労準備支援事業費等補助金,57000
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,1,社会福祉費補助金,23,新型コロナウイルス感染症セーフティネット交付金（１０／１０）,20544
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,1,母子及び父子家庭自立支援給付金（３／４）,5943
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,3,婦人相談員活動強化事業補助金（１／２）,71
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,9,児童虐待防止対策支援事業補助金（１／２）,6515
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,14,子ども・子育て支援交付金（１／３、２／３）,277640
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,16,子ども・子育て支援整備交付金（１／３）,1421
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,17,子ども・子育て支援体制整備総合推進事業補助金（１／２）,2451
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,21,保育対策総合支援事業費国庫補助金（１／２、３／８、１／３）,4661
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,22,保育所等整備交付金（２／３、１／２）,163986
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,23,幼児教育・保育無償化実施事業補助金（１０／１０）,7651
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,29,母子・父子自立支援プログラム策定事業補助金（１０／１０）,80
R4,一般会計,16,国庫支出金,2,国庫補助金,1,民生費国庫補助金,3,児童福祉費補助金,40,保育士等処遇改善臨時特例交付金（１０／１０）,59320
R4,一般会計,16,国庫支出金,2,国庫補助金,2,衛生費国庫補助金,1,保健衛生費補助金,4,新たなステージに入ったがん検診の総合支援事業補助金（１／２）,1609
R4,一般会計,16,国庫支出金,2,国庫補助金,2,衛生費国庫補助金,1,保健衛生費補助金,5,母子保健衛生費国庫補助金（１／２）,1998
R4,一般会計,16,国庫支出金,2,国庫補助金,2,衛生費国庫補助金,1,保健衛生費補助金,8,緊急風しん抗体検査等事業補助金（１／２）,16607
R4,一般会計,16,国庫支出金,2,国庫補助金,2,衛生費国庫補助金,1,保健衛生費補助金,9,新型コロナウイルスワクチン接種体制確保補助金（１０／１０）,226051
R4,一般会計,16,国庫支出金,2,国庫補助金,2,衛生費国庫補助金,1,保健衛生費補助金,11,二酸化炭素排出抑制対策事業費等補助金（３／４）,7500
R4,一般会計,16,国庫支出金,2,国庫補助金,2,衛生費国庫補助金,2,清掃費補助金,2,廃棄物処理施設整備交付金（１／３）,38366
R4,一般会計,16,国庫支出金,2,国庫補助金,3,土木費国庫補助金,1,都市計画費補助金,6,社会資本整備総合交付金,102100
R4,一般会計,16,国庫支出金,2,国庫補助金,3,土木費国庫補助金,2,住宅費補助金,3,社会資本整備総合交付金,248867
R4,一般会計,16,国庫支出金,2,国庫補助金,3,土木費国庫補助金,2,住宅費補助金,7,共生社会実現に向けた住宅ＳＮ推進事業補助金（１０／１０）,4056
R4,一般会計,16,国庫支出金,2,国庫補助金,3,土木費国庫補助金,3,道路橋りょう費補助金,1,社会資本整備総合交付金,40000
R4,一般会計,16,国庫支出金,2,国庫補助金,3,土木費国庫補助金,3,道路橋りょう費補助金,2,道路更新防災等対策事業費補助金,25850
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,1,小学校費補助金,1,要保護児童就学援助費補助金（１／２）,147
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,1,小学校費補助金,2,特別支援教育就学奨励費補助金（１／２）,2319
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,1,小学校費補助金,4,理科教育設備整備費等補助金（１／２）,2250
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,1,小学校費補助金,8,学校施設環境改善交付金（１／２、１／３、２／７）,53972
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,2,中学校費補助金,1,要保護生徒就学援助費補助金（１／２）,670
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,2,中学校費補助金,2,特別支援教育就学奨励費補助金（１／２）,3036
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,2,中学校費補助金,4,理科教育設備整備費等補助金（１／２）,1425
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,2,中学校費補助金,8,学校施設環境改善交付金（１／２、１／３、２／７）,10137
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,3,幼稚園費補助金,4,幼稚園教諭等処遇改善臨時特例交付金（１０／１０）,7473
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,4,社会教育費補助金,1,埋蔵文化財発掘調査事業費補助金（１／２）,2700
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,6,教育総務費補助金,5,切れ目ない支援体制整備充実事業費補助金（１／３）,594
R4,一般会計,16,国庫支出金,2,国庫補助金,4,教育費国庫補助金,6,教育総務費補助金,8,学校のＩＣＴを活用した授業環境高度化推進事業（１／２）,4387
R4,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,12,個人番号カード交付事務費補助金（１０／１０）,109118
R4,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,16,社会保障・税番号制度システム整備費補助金,5919
R4,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,19,マイナポイント事業費補助金（１０／１０）,20750
R4,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,23,新型コロナウイルス感染症対応地方創生臨時交付金,264908
R4,一般会計,16,国庫支出金,2,国庫補助金,5,総務費国庫補助金,1,総務費国庫補助金,24,デジタル基盤改革支援補助金（１／２）,8047
R4,一般会計,16,国庫支出金,2,国庫補助金,6,消防費国庫補助金,1,消防費補助金,2,防災・安全交付金（１／２）,1000
R4,一般会計,16,国庫支出金,3,委託金,1,民生費委託金,1,社会福祉費委託金,1,中国残留邦人等支援相談員委託金（１０／１０）,290
R4,一般会計,16,国庫支出金,3,委託金,1,民生費委託金,2,児童福祉費委託金,1,特別児童扶養手当事務費委託金（１０／１０）,320
R4,一般会計,16,国庫支出金,3,委託金,1,民生費委託金,3,国民年金費委託金,1,国民年金費委託金（１０／１０）,45639
R4,一般会計,16,国庫支出金,3,委託金,1,民生費委託金,4,年金生活者支援給付金事務費委託金,1,年金生活者支援給付金支給業務市町村事務取扱交付金,311
R4,一般会計,16,国庫支出金,3,委託金,2,総務費委託金,1,総務管理費委託金,1,自衛官募集事務費（１０／１０）,18
R4,一般会計,16,国庫支出金,3,委託金,2,総務費委託金,2,戸籍住民基本台帳費委託金,2,中長期在留者住居地届出等事務委託費（１０／１０）,963
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,1,保険基盤安定負担金（３／４、１／４）,538964
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,2,民生委員推薦会負担金（１０／１０）,154
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,3,民生委員・児童委員及び民生委員協議会負担金（１０／１０）,12667
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,4,心身障害者福祉手当負担金（１０／１０）,239754
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,5,障害者自立支援給付都負担金（１／４）,988380
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,10,行旅死亡人及び行旅病人取扱負担金（１０／１０）,486
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,15,低所得者保険料軽減負担金（１／４）,36510
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,16,未就学児均等割保険料負担金（１／４）,1663
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,1,子どものための保育給付費負担金（１／４）,645274
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,2,児童育成手当負担金（１０／１０）,284147
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,5,助産施設入所費負担金（１／４）,584
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,6,母子生活支援施設入所費負担金（１／４）,5913
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,15,児童手当負担金（４／４５、１／６）,302306
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,2,児童福祉費負担金,16,子育て支援施設等利用保育給付費負担金（１／４）,28768
R4,一般会計,17,都支出金,1,都負担金,1,民生費都負担金,3,生活保護費負担金,1,生活保護費負担金（１／４）,123118
R4,一般会計,17,都支出金,1,都負担金,2,衛生費都負担金,1,保健衛生費負担金,1,感染症予防費負担金（２／３）,114
R4,一般会計,17,都支出金,1,都負担金,2,衛生費都負担金,1,保健衛生費負担金,7,未熟児養育医療都負担金（１／４）,2062
R4,一般会計,17,都支出金,1,都負担金,3,土木費都負担金,1,都市計画費負担金,1,地籍調査事業費負担金（３／４）,9000
R4,一般会計,17,都支出金,1,都負担金,4,教育費都負担金,2,幼稚園費負担金,2,子どものための教育給付費負担金（１／２、１／４）,184543
R4,一般会計,17,都支出金,1,都負担金,4,教育費都負担金,2,幼稚園費負担金,3,子育て支援施設等利用教育給付費負担金（１／４）,55512
R4,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,1,市町村総合交付金,1,市町村総合交付金,1450000
R4,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,5,東京都人権啓発活動区市町村補助金,1,東京都人権啓発活動区市町村補助金（１０／１０）,410
R4,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,7,青少年対策費補助金,3,地域における青少年健全育成応援事業補助金（１／２）,1000
R4,一般会計,17,都支出金,2,都補助金,1,総務費都補助金,14,東京都自動通話録音機設置促進補助金,1,東京都自動通話録音機設置促進補助金（１／２）,1155
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,1,地域福祉推進包括補助事業補助金（１／２、１０／１０）,66899
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,2,地域福祉推進事業補助金（１／２）,4202
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,3,介護基盤整備事業関係都補助金（１０／１０）,176535
R4,一般会計,17,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,4,在宅障害者福祉事業費等補助金（１０／１０）,1
