年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,節,節名称,予算額
R2,国民健康保険特別会計,2,保険給付費,6,結核・精神医療給付金,1,結核・精神医療給付金,744,保険付加給付に要する経費,19,負担金・補助及び交付金,17869
R2,国民健康保険特別会計,3,国民健康保険事業費納付金,1,医療給付費分,1,一般被保険者医療給付費分,956,一般被保険者医療費給付分,19,負担金・補助及び交付金,2939750
R2,国民健康保険特別会計,3,国民健康保険事業費納付金,1,医療給付費分,2,退職被保険者等医療給付費分,957,退職被保険者等医療費給付分,19,負担金・補助及び交付金,4918
R2,国民健康保険特別会計,3,国民健康保険事業費納付金,2,後期高齢者支援金等分,1,一般被保険者後期高齢者支援金等分,958,一般被保険者後期高齢者支援金分,19,負担金・補助及び交付金,1042020
R2,国民健康保険特別会計,3,国民健康保険事業費納付金,2,後期高齢者支援金等分,2,退職被保険者等後期高齢者支援金等分,959,退職被保険者等後期高齢者支援金等分,19,負担金・補助及び交付金,1659
R2,国民健康保険特別会計,3,国民健康保険事業費納付金,3,介護納付金,1,介護納付金,748,介護納付金に要する経費,19,負担金・補助及び交付金,355728
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,758,国民健康保険総合健康診査料助成に要する経費,12,役務費,27
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,758,国民健康保険総合健康診査料助成に要する経費,19,負担金・補助及び交付金,7900
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,1,報酬,503
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,9,旅費,36
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,11,需用費,12
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,12,役務費,9
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,869,医療費分析等に要する経費,13,委託料,4443
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,872,疾病予防に要する経費,11,需用費,10
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,872,疾病予防に要する経費,12,役務費,122
R2,国民健康保険特別会計,5,保健事業費,1,保健事業費,2,疾病予防費,872,疾病予防に要する経費,13,委託料,12413
R2,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,760,特定健康診査に要する経費,11,需用費,743
R2,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,760,特定健康診査に要する経費,12,役務費,4388
R2,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,760,特定健康診査に要する経費,13,委託料,156387
R2,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,760,特定健康診査に要する経費,19,負担金・補助及び交付金,3380
R2,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,761,特定保健指導に要する経費,11,需用費,110
R2,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,761,特定保健指導に要する経費,12,役務費,268
R2,国民健康保険特別会計,5,保健事業費,2,特定健康診査等事業費,1,特定健康診査等事業費,761,特定保健指導に要する経費,13,委託料,9964
R2,国民健康保険特別会計,6,基金積立金,1,基金積立金,1,基金積立金,762,国民健康保険財政運営基金,25,積立金,121
R2,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,1,一般被保険者保険税還付金,764,一般被保険者保険税還付金,23,償還金・利子及び割引料,22000
R2,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,2,退職被保険者等保険税還付金,765,退職被保険者等保険税還付金,23,償還金・利子及び割引料,1000
R2,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,6,保険給付費等交付金償還金,979,保険給付費等償還金,23,償還金・利子及び割引料,1
R2,国民健康保険特別会計,8,諸支出金,1,償還金及び還付加算金,8,その他償還金,981,その他償還金,23,償還金・利子及び割引料,1
R2,国民健康保険特別会計,9,共同事業拠出金,1,共同事業拠出金,1,その他共同事業事務費拠出金,751,退職者医療共同事業に要する拠出金,19,負担金・補助及び交付金,4
R2,国民健康保険特別会計,10,予備費,1,予備費,1,予備費,768,予備費,29,予備費,5000
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,34,職員人件費等,2,給料,20485
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,34,職員人件費等,3,職員手当等,18070
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,34,職員人件費等,4,共済費,7269
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,34,職員人件費等,9,旅費,20
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,1,報酬,2846
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,9,旅費,144
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,11,需用費,470
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,12,役務費,10935
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,13,委託料,1350
R2,後期高齢者医療特別会計,1,総務費,1,総務管理費,1,一般管理費,776,後期高齢者医療事務事業,19,負担金・補助及び交付金,103
R2,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費,777,後期高齢者医療保険料徴収事務事業,1,報酬,10
R2,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費,777,後期高齢者医療保険料徴収事務事業,11,需用費,1766
R2,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費,777,後期高齢者医療保険料徴収事務事業,12,役務費,5085
R2,後期高齢者医療特別会計,1,総務費,2,徴収費,1,徴収費,777,後期高齢者医療保険料徴収事務事業,13,委託料,2178
R2,後期高齢者医療特別会計,2,広域連合納付金,1,広域連合負担金,1,広域連合分賦金,779,後期高齢者医療広域連合納付金支払事業,19,負担金・補助及び交付金,3547675
R2,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費,784,後期高齢者医療保健事業,11,需用費,786
R2,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費,784,後期高齢者医療保健事業,12,役務費,4120
R2,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費,784,後期高齢者医療保健事業,13,委託料,153747
R2,後期高齢者医療特別会計,3,保健事業費,1,保健事業費,1,健康診査費,784,後期高齢者医療保健事業,19,負担金・補助及び交付金,2500
R2,後期高齢者医療特別会計,4,保険給付費,1,葬祭費,1,葬祭費,785,後期高齢者医療葬祭費給付事業,12,役務費,87
R2,後期高齢者医療特別会計,4,保険給付費,1,葬祭費,1,葬祭費,785,後期高齢者医療葬祭費給付事業,19,負担金・補助及び交付金,46400
R2,後期高齢者医療特別会計,5,諸支出金,1,償還金及び還付加算金,1,保険料還付金,780,後期高齢者医療保険料還付事業,23,償還金・利子及び割引料,4484
R2,後期高齢者医療特別会計,5,諸支出金,2,繰出金,1,一般会計繰出金,782,一般会計繰出金,28,繰出金,1
R2,後期高齢者医療特別会計,6,予備費,1,予備費,1,予備費,783,予備費,29,予備費,12
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,35,職員人件費等,2,給料,58128
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,35,職員人件費等,3,職員手当等,54012
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,35,職員人件費等,4,共済費,22230
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,35,職員人件費等,9,旅費,85
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,1,報酬,3584
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,3,職員手当等,577
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,9,旅費,201
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,11,需用費,3181
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,12,役務費,17719
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,13,委託料,32591
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,14,使用料及び賃借料,130
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,18,備品購入費,15331
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,789,介護保険事務経費,19,負担金・補助及び交付金,234
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,790,介護保険サービス推進事業,8,報償費,52
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,790,介護保険サービス推進事業,13,委託料,608
R2,介護保険特別会計,1,総務費,1,総務管理費,1,一般管理費,993,介護サービス事業所等に対する指導検査等事業,13,委託料,1436
R2,介護保険特別会計,1,総務費,1,総務管理費,2,運営協議会費,791,介護保険運営協議会費,1,報酬,1051
R2,介護保険特別会計,1,総務費,1,総務管理費,2,運営協議会費,791,介護保険運営協議会費,13,委託料,259
R2,介護保険特別会計,1,総務費,1,総務管理費,2,運営協議会費,874,地域包括支援センター運営協議会費,8,報償費,68
R2,介護保険特別会計,1,総務費,1,総務管理費,3,連合会負担金,792,国民健康保険団体連合会負担金,19,負担金・補助及び交付金,425
R2,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費,793,介護保険料賦課徴収事務経費,11,需用費,1727
R2,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費,793,介護保険料賦課徴収事務経費,12,役務費,119
R2,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費,793,介護保険料賦課徴収事務経費,13,委託料,977
R2,介護保険特別会計,1,総務費,2,徴収費,1,賦課徴収費,793,介護保険料賦課徴収事務経費,19,負担金・補助及び交付金,168
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,1,介護認定審査会費,794,介護認定審査会運営費,1,報酬,12080
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,1,介護認定審査会費,794,介護認定審査会運営費,9,旅費,80
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,1,介護認定審査会費,794,介護認定審査会運営費,14,使用料及び賃借料,304
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,1,報酬,16554
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,3,職員手当等,2614
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,4,共済費,3142
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,9,旅費,754
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,11,需用費,730
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,12,役務費,28358
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,13,委託料,16315
R2,介護保険特別会計,1,総務費,3,介護認定審査会費,2,介護認定調査費,795,介護認定調査事業,14,使用料及び賃借料,204
R2,介護保険特別会計,2,保険給付費,1,介護サービス等諸費,1,介護サービス等諸費,804,介護サービス等諸費,19,負担金・補助及び交付金,9514599
R2,介護保険特別会計,2,保険給付費,2,介護予防サービス等諸費,1,介護予防サービス等諸費,811,介護予防サービス等諸費,19,負担金・補助及び交付金,265188
R2,介護保険特別会計,2,保険給付費,3,その他諸費,1,審査支払手数料,812,審査支払に要する経費,13,委託料,10710
R2,介護保険特別会計,2,保険給付費,4,高額介護サービス等費,1,高額介護サービス等費,815,高額介護サービス等費,19,負担金・補助及び交付金,294798
R2,介護保険特別会計,2,保険給付費,5,高額医療合算介護サービス等費,1,高額医療合算介護サービス等費,817,高額医療合算介護サービス等費,19,負担金・補助及び交付金,45261
R2,介護保険特別会計,2,保険給付費,6,特定入所者介護サービス等費,1,特定入所者介護サービス等費,816,特定入所者介護サービス等費,19,負担金・補助及び交付金,225130
R2,介護保険特別会計,2,保険給付費,7,市町村特別給付費,1,市町村特別給付費,870,市町村特別給付費,19,負担金・補助及び交付金,3819
R2,介護保険特別会計,3,財政安定化基金拠出金,1,財政安定化基金拠出金,1,財政安定化基金拠出金,818,財政安定化基金拠出金,19,負担金・補助及び交付金,1
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,36,職員人件費等,2,給料,13371
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,36,職員人件費等,3,職員手当等,11337
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,36,職員人件費等,4,共済費,4859
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,36,職員人件費等,9,旅費,35
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,8,報償費,78
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,11,需用費,101
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,12,役務費,1307
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,13,委託料,188707
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,14,使用料及び賃借料,4148
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,831,地域包括支援センター運営事業,19,負担金・補助及び交付金,17876
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,8,報償費,632
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,11,需用費,111
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,12,役務費,46
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,902,在宅医療・介護連携推進事業,13,委託料,4098
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,1,報酬,1732
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,3,職員手当等,283
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,4,共済費,447
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,8,報償費,151
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,9,旅費,192
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,11,需用費,543
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,12,役務費,27
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,13,委託料,7822
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,903,認知症施策推進事業,19,負担金・補助及び交付金,38
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,904,生活支援体制整備事業,11,需用費,30
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,904,生活支援体制整備事業,13,委託料,18588
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,916,介護給付費等費用適正化事業,8,報償費,276
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,916,介護給付費等費用適正化事業,12,役務費,411
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,924,地域ケア会議推進事業,8,報償費,255
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,1,包括的支援事業・任意事業費,924,地域ケア会議推進事業,11,需用費,24
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,940,短期集中予防サービス事業,12,役務費,10
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,940,短期集中予防サービス事業,13,委託料,29869
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,941,指定型訪問・通所サービス費,19,負担金・補助及び交付金,269195
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,942,介護予防ケアマネジメント事業,13,委託料,657
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,942,介護予防ケアマネジメント事業,19,負担金・補助及び交付金,44280
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,943,高額介護予防・生活支援サービス費,19,負担金・補助及び交付金,541
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,2,介護予防・生活支援サービス事業費,944,高額医療合算介護予防・生活支援サービス費,19,負担金・補助及び交付金,261
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費,945,一般介護予防事業,8,報償費,2224
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費,945,一般介護予防事業,11,需用費,1408
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費,945,一般介護予防事業,13,委託料,13808
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,3,一般介護予防事業費,945,一般介護予防事業,19,負担金・補助及び交付金,1303
R2,介護保険特別会計,4,地域支援事業,1,地域支援事業,4,その他の諸経費,946,地域支援事業に係る審査支払に要する経費,13,委託料,721
R2,介護保険特別会計,5,基金積立金,1,基金積立金,1,介護保険給付準備基金積立金,820,介護保険給付準備基金積立金,25,積立金,373
R2,介護保険特別会計,6,公債費,1,公債費,1,利子,822,一時借入金に要する経費,23,償還金・利子及び割引料,1
R2,介護保険特別会計,7,諸支出金,1,償還金及び還付加算金,1,第１号被保険者保険料還付金,823,第１号被保険者保険料還付金,23,償還金・利子及び割引料,5000
R2,介護保険特別会計,7,諸支出金,1,償還金及び還付加算金,2,小切手未払未済償還金,825,小切手未払未済償還金,23,償還金・利子及び割引料,1
R2,介護保険特別会計,7,諸支出金,1,償還金及び還付加算金,3,償還金,824,国庫支出金等返還に要する経費,23,償還金・利子及び割引料,1
R2,介護保険特別会計,7,諸支出金,3,繰出金,1,他会計繰出金,826,他会計繰出金,28,繰出金,1
