年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
R3,一般会計,08,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,01,ゴルフ場利用税交付金,25764
R3,一般会計,09,環境性能割交付金,01,環境性能割交付金,01,環境性能割交付金,01,環境性能割交付金,01,環境性能割交付金,58150
R3,一般会計,09,環境性能割交付金,01,環境性能割交付金,02,旧法による自動車取得税交付金,01,旧法による自動車取得税交付金,01,旧法による自動車取得税交付金,1
R3,一般会計,10,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,21162
R3,一般会計,10,国有提供施設等所在市町村助成交付金,01,国有提供施設等所在市町村助成交付金,02,施設等所在市町村調整交付金,01,施設等所在市町村調整交付金,01,施設等所在市町村調整交付金,4552
R3,一般会計,11,地方特例交付金,01,地方特例交付金,01,地方特例交付金,01,地方特例交付金,02,減収補てん特例交付金,148033
R3,一般会計,11,地方特例交付金,02,新型コロナウイルス感染症対策地方税減収補てん特別交付金,01,新型コロナウイルス感染症対策地方税減収補てん特別交付金,01,新型コロナウイルス感染症対策地方税減収補てん特別交付金,01,新型コロナウイルス感染症対策地方税減収補てん特別交付金,468791
R3,一般会計,12,地方交付税,01,地方交付税,01,地方交付税,01,地方交付税,01,特別交付税,64000
R3,一般会計,13,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,01,交通安全対策特別交付金,13960
R3,一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,01,社会福祉費負担金,01,老人保護措置費自己負担金,450
R3,一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,02,児童福祉費負担金,01,保育所保育料,267290
R3,一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,02,児童福祉費負担金,02,助産施設入所費自己負担金,40
R3,一般会計,14,分担金及び負担金,01,負担金,01,民生費負担金,02,児童福祉費負担金,03,母子生活支援施設入所費自己負担金,1
R3,一般会計,14,分担金及び負担金,01,負担金,02,衛生費負担金,02,衛生費負担金,01,未熟児養育医療負担金,2250
R3,一般会計,14,分担金及び負担金,01,負担金,03,土木費負担金,01,道路橋りょう費負担金,01,多摩センター共同溝維持管理費占用者負担金,28614
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,01,ワークショップルーム施設使用料,410
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,02,ガス制圧装置用地使用料,130
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,03,現金自動支払機庁舎使用料,243
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,04,電柱用地使用料,26
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,05,埋設ガス管用地使用料,9
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,06,防火水槽用地使用料,241
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,07,公共施設撮影使用料,1659
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,08,地区市民ホール使用料,1321
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,09,コミュニティルーム使用料,9617
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,15,自動販売機設置使用料,198
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,18,送電線上空使用料,2
R3,一般会計,15,使用料及び手数料,01,使用料,01,総務使用料,01,総務使用料,19,複合文化施設貸館使用料,99281
R3,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,01,電柱用地使用料,12
R3,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,02,学童クラブ使用料,130992
R3,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,06,自動販売機設置使用料,132
R3,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,08,学童クラブ延長育成料,6236
R3,一般会計,15,使用料及び手数料,01,使用料,02,民生使用料,01,民生使用料,09,多摩市西永山福祉施設事業施設使用料,7749
R3,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,01,衛生使用料,01,電柱用地使用料,10
R3,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,01,衛生使用料,02,地域保健医療活動室使用料,454
R3,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,02,清掃使用料,01,電柱用地使用料,6
R3,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,02,清掃使用料,02,資源化センター多目的ホール等使用料,1
R3,一般会計,15,使用料及び手数料,01,使用料,03,衛生使用料,02,清掃使用料,03,自動販売機設置使用料,66
R3,一般会計,15,使用料及び手数料,01,使用料,04,商工使用料,01,商工使用料,01,消費生活センター使用料,1740
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,01,道路橋りょう使用料,01,道路占用料,84700
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,01,公園占用料,7602
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,02,公園内行為使用料,1
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,03,公園施設使用料,177
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,04,自動販売機設置使用料,528
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,02,都市計画使用料,05,公園駐車場使用料,712
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,01,市営住宅家賃,41867
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,02,市営住宅駐車場使用料,3115
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,03,電柱用地使用料,19
R3,一般会計,15,使用料及び手数料,01,使用料,05,土木使用料,03,住宅使用料,04,埋設ガス管用地使用料,2
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,01,小学校使用料,01,学校設備等使用料,232
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,02,中学校使用料,01,学校設備等使用料,250
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,01,ギャラリー使用料,14
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,02,古民家使用料,102
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,03,公民館使用料,17583
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,04,永山複合施設駐車場使用料,8907
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,06,学校開放施設使用料,13500
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,04,社会教育使用料,07,自動販売機設置使用料,66
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,01,電柱用地使用料,15
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,02,総合体育館使用料,60
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,03,温水プール使用料,754
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,07,公衆電話用地使用料,2
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,09,総合体育館食堂使用料,600
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,18,自動販売機設置使用料,825
R3,一般会計,15,使用料及び手数料,01,使用料,06,教育使用料,05,保健体育使用料,19,体育施設広告掲出使用料,296
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,01,徴税手数料,01,諸証明手数料,9736
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,01,徴税手数料,02,閲覧手数料,142
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,01,徴税手数料,04,納税証明手数料,600
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,01,戸籍手数料,11275
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,02,住民票手数料,21342
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,03,印鑑証明手数料,11100
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,04,その他証明手数料,1110
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,05,通知カード再交付手数料,0
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,02,戸籍住民基本台帳手数料,06,個人番号カード再交付手数料,200
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,03,総務管理手数料,01,境界証明手数料,1
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,03,総務管理手数料,02,諸証明手数料,1
R3,一般会計,15,使用料及び手数料,02,手数料,01,総務手数料,03,総務管理手数料,04,臨時運行許可番号標交付手数料,397
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,01,保健衛生手数料,01,工場設置・変更認可手数料,16
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,01,保健衛生手数料,02,畜犬登録料,3610
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,01,ごみ処理手数料,276072
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,02,し尿処理手数料,4708
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,03,一般廃棄物処理業許可申請手数料,200
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,04,犬猫等死体処理手数料,675
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,05,事業系ごみ処理手数料,18438
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,06,粗大ごみ処理手数料,30940
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,07,浄化槽清掃業許可申請手数料,30
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,08,家庭系ごみ処理手数料,274674
R3,一般会計,15,使用料及び手数料,02,手数料,02,衛生手数料,02,清掃手数料,10,境界証明等手数料,1
R3,一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,01,道路橋りょう手数料,01,屋外広告物許可申請手数料,2126
R3,一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,01,道路橋りょう手数料,02,境界証明等手数料,60
R3,一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,02,都市計画手数料,01,諸証明手数料,11
R3,一般会計,15,使用料及び手数料,02,手数料,03,土木手数料,03,住宅手数料,01,市営住宅車庫証明手数料,1
R3,一般会計,15,使用料及び手数料,02,手数料,04,民生手数料,01,民生手数料,01,諸証明手数料,1
R3,一般会計,15,使用料及び手数料,02,手数料,04,民生手数料,01,民生手数料,02,社会福祉法人理事証明等手数料,1
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,01,特別障害者手当等負担金（３／４）,73222
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,02,障害者自立支援給付国庫負担金（１／２）,1651877
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,03,保険基盤安定負担金（１／２）,113377
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,08,生活困窮者自立支援事業負担金（３／４）,53243
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,09,障害者医療費国庫負担金（１／２）,91194
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,01,社会福祉費負担金,10,低所得者保険料軽減負担金（１／２）,65280
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,01,子どものための保育給付費負担金（１／２）,1522616
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,05,助産施設入所費負担金（１／２）,1168
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,06,母子生活支援施設入所費負担金（１／２）,12082
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,09,児童扶養手当負担金（１／３）,136633
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,18,児童手当負担金（３７／４５、４／６）,1402593
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,02,児童福祉費負担金,19,子育て支援施設等利用保育給付費負担金（１／２）,66048
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,03,生活保護費負担金,01,生活保護費負担金（３／４）,3186472
R3,一般会計,16,国庫支出金,01,国庫負担金,01,民生費国庫負担金,03,生活保護費負担金,02,中国残留邦人等支援事業負担金（３／４）,12810
R3,一般会計,16,国庫支出金,01,国庫負担金,02,衛生費国庫負担金,01,保健衛生費負担金,03,未熟児養育医療国庫負担金（１／２）,4125
R3,一般会計,16,国庫支出金,01,国庫負担金,03,教育費国庫負担金,03,幼稚園費負担金,02,子どものための教育給付費負担金（１／２）,214227
R3,一般会計,16,国庫支出金,01,国庫負担金,03,教育費国庫負担金,03,幼稚園費負担金,03,子育て支援施設等利用教育給付費負担金（１／２）,116164
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,01,社会福祉費補助金,02,地域生活支援事業国庫補助金（１／２）,85852
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,01,社会福祉費補助金,17,生活困窮者就労準備支援事業費等補助金,48161
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,01,社会福祉費補助金,19,生活困窮者等のための共助の基盤づくり事業補助金（１／２）,2936
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,01,母子及び父子家庭自立支援給付金（３／４）,7687
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,03,婦人相談員活動強化事業補助金（１／２）,71
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,09,児童虐待防止対策支援事業補助金（１／２）,6505
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,14,子ども・子育て支援交付金（１／３）,256696
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,16,子ども・子育て支援整備交付金（１／３）,2918
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,17,子ども・子育て支援体制整備総合推進事業補助金（１／２）,2505
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,21,保育対策総合支援事業費国庫補助金（１／２、３／８、１／３）,8828
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,22,保育所等整備交付金（２／３、１／２）,37995
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,23,幼児教育無償化実施円滑化事業補助金（１０／１０）,19843
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,28,保育人材就職支援事業補助金（１／２）,0
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,29,母子・父子自立支援プログラム策定事業補助金（１０／１０）,120
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,30,都市部における保育所等への賃借料支援事業補助金（１／２）,21307
R3,一般会計,16,国庫支出金,02,国庫補助金,01,民生費国庫補助金,03,児童福祉費補助金,31,児童手当マイナンバー情報連携体制整備事業補助金（２／３）,0
R3,一般会計,16,国庫支出金,02,国庫補助金,02,衛生費国庫補助金,01,保健衛生費補助金,04,新たなステージに入ったがん検診の総合支援事業補助金（１／２）,1569
R3,一般会計,16,国庫支出金,02,国庫補助金,02,衛生費国庫補助金,01,保健衛生費補助金,05,母子保健衛生費国庫補助金（１／２）,1687
R3,一般会計,16,国庫支出金,02,国庫補助金,02,衛生費国庫補助金,01,保健衛生費補助金,08,緊急風しん抗体検査等事業補助金（１／２）,15851
R3,一般会計,16,国庫支出金,02,国庫補助金,02,衛生費国庫補助金,01,保健衛生費補助金,09,新型コロナウイルスワクチン接種体制確保補助金（１０／１０）,86355
R3,一般会計,16,国庫支出金,02,国庫補助金,02,衛生費国庫補助金,02,清掃費補助金,01,循環型社会形成推進交付金（１／３）,55000
R3,一般会計,16,国庫支出金,02,国庫補助金,03,土木費国庫補助金,01,都市計画費補助金,06,社会資本整備総合交付金,18043
R3,一般会計,16,国庫支出金,02,国庫補助金,03,土木費国庫補助金,02,住宅費補助金,03,社会資本整備総合交付金,19223
R3,一般会計,16,国庫支出金,02,国庫補助金,03,土木費国庫補助金,02,住宅費補助金,07,共生社会実現に向けた住宅ＳＮ推進事業補助金（１０／１０）,3985
R3,一般会計,16,国庫支出金,02,国庫補助金,03,土木費国庫補助金,03,道路橋りょう費補助金,01,社会資本整備総合交付金,0
R3,一般会計,16,国庫支出金,02,国庫補助金,03,土木費国庫補助金,03,道路橋りょう費補助金,02,道路更新防災等対策事業費補助金,63250
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,01,小学校費補助金,01,要保護児童就学援助費補助金（１／２）,229
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,01,小学校費補助金,02,特別支援教育就学奨励費補助金（１／２）,2456
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,01,小学校費補助金,04,理科教育設備整備費等補助金（１／２）,1875
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,01,小学校費補助金,08,学校施設環境改善交付金（１／２、１／３、２／７）,29974
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,02,中学校費補助金,01,要保護生徒就学援助費補助金（１／２）,747
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,02,中学校費補助金,02,特別支援教育就学奨励費補助金（１／２）,2966
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,02,中学校費補助金,04,理科教育設備整備費等補助金（１／２）,1425
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,02,中学校費補助金,08,学校施設環境改善交付金（１／２、１／３、２／７）,17635
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,04,社会教育費補助金,01,埋蔵文化財発掘調査事業費補助金（１／２）,2500
R3,一般会計,16,国庫支出金,02,国庫補助金,04,教育費国庫補助金,04,社会教育費補助金,04,地域の特色ある埋蔵文化財活用事業国庫補助金（１／２）,2500
R3,一般会計,16,国庫支出金,02,国庫補助金,05,総務費国庫補助金,01,総務費国庫補助金,11,個人番号カード交付事業費補助金（１０／１０）,36548
R3,一般会計,16,国庫支出金,02,国庫補助金,05,総務費国庫補助金,01,総務費国庫補助金,12,個人番号カード交付事務費補助金（１０／１０）,87414
R3,一般会計,16,国庫支出金,02,国庫補助金,05,総務費国庫補助金,01,総務費国庫補助金,16,社会保障・税番号制度システム整備費補助金,1351
R3,一般会計,16,国庫支出金,02,国庫補助金,05,総務費国庫補助金,01,総務費国庫補助金,19,マイナポイント事業費補助金（１０／１０）,0
R3,一般会計,16,国庫支出金,02,国庫補助金,05,総務費国庫補助金,01,総務費国庫補助金,20,戸籍事務とマイナンバー制度の連携等に係る補助金（１０／１０）,0
R3,一般会計,16,国庫支出金,03,委託金,01,民生費委託金,01,社会福祉費委託金,01,中国残留邦人等支援相談員委託金（１０／１０）,290
R3,一般会計,16,国庫支出金,03,委託金,01,民生費委託金,01,社会福祉費委託金,04,年金生活者支援給付金支給業務市町村事務取扱交付金,0
R3,一般会計,16,国庫支出金,03,委託金,01,民生費委託金,02,児童福祉費委託金,01,特別児童扶養手当事務費委託金（１０／１０）,313
R3,一般会計,16,国庫支出金,03,委託金,01,民生費委託金,03,国民年金費委託金,01,国民年金費委託金（１０／１０）,32205
R3,一般会計,16,国庫支出金,03,委託金,01,民生費委託金,04,年金生活者支援給付金事務費委託金,01,年金生活者支援給付金支給業務市町村事務取扱交付金,426
R3,一般会計,16,国庫支出金,03,委託金,02,総務費委託金,01,総務管理費委託金,01,自衛官募集事務費（１０／１０）,20
R3,一般会計,16,国庫支出金,03,委託金,02,総務費委託金,02,戸籍住民基本台帳費委託金,02,中長期在留者住居地届出等事務委託費（１０／１０）,827
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,01,保険基盤安定負担金（３／４、１／４）,524999
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,02,民生委員推薦会負担金（１０／１０）,128
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,03,民生委員・児童委員及び民生委員協議会負担金（１０／１０）,12058
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,04,心身障害者福祉手当負担金（１０／１０）,242916
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,05,障害者自立支援給付都負担金（１／４）,871535
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,10,行旅死亡人及び行旅病人取扱負担金（１０／１０）,477
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,01,社会福祉費負担金,15,低所得者保険料軽減負担金（１／４）,32640
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,01,子どものための保育給付費負担金（１／４）,647136
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,02,児童育成手当負担金（１０／１０）,286285
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,05,助産施設入所費負担金（１／４）,584
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,06,母子生活支援施設入所費負担金（１／４）,6041
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,15,児童手当負担金（４／４５、１／６）,308350
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,02,児童福祉費負担金,16,子育て支援施設等利用保育給付費負担金（１／４）,33024
R3,一般会計,17,都支出金,01,都負担金,01,民生費都負担金,03,生活保護費負担金,01,生活保護費負担金（１／４）,130926
R3,一般会計,17,都支出金,01,都負担金,02,衛生費都負担金,01,保健衛生費負担金,01,感染症予防費負担金（２／３）,114
R3,一般会計,17,都支出金,01,都負担金,02,衛生費都負担金,01,保健衛生費負担金,07,未熟児養育医療都負担金（１／４）,2062
R3,一般会計,17,都支出金,01,都負担金,03,土木費都負担金,01,都市計画費負担金,01,地籍調査事業費負担金（３／４）,12750
R3,一般会計,17,都支出金,01,都負担金,04,教育費都負担金,02,幼稚園費負担金,02,子どものための教育給付費負担金（１／２、１／４）,183167
R3,一般会計,17,都支出金,01,都負担金,04,教育費都負担金,02,幼稚園費負担金,03,子育て支援施設等利用教育給付費負担金（１／４）,58082
R3,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,01,市町村総合交付金,01,市町村総合交付金,1355000
R3,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,05,東京都人権啓発活動区市町村補助金,01,東京都人権啓発活動区市町村補助金（１０／１０）,688
R3,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,07,青少年対策費補助金,03,地域における青少年健全育成応援事業補助金（１／２）,1000
R3,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,13,スポーツ振興等事業費補助金,01,スポーツ振興等事業費補助金（１／２）,5000
R3,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,14,東京都自動通話録音機設置促進補助金,01,東京都自動通話録音機設置促進補助金（１／２）,0
R3,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,15,東京２０２０大会開催関連事業費補助金,01,東京２０２０大会開催関連事業費補助金（１／２、２／３）,13514
R3,一般会計,17,都支出金,02,都補助金,01,総務費都補助金,17,ホストタウン等新型コロナウイルス感染症対策交付金,01,ホストタウン等新型コロナウイルス感染症対策交付金,17548
R3,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,01,地域福祉推進包括補助事業補助金（１／２、１０／１０）,65337
R3,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,02,地域福祉推進事業補助金（１／２）,4202
R3,一般会計,17,都支出金,02,都補助金,02,民生費都補助金,01,社会福祉費補助金,03,介護基盤整備事業関係都補助金（１０／１０）,8066
