年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
H31,国民健康保険特別会計,13,諸収入,04,雑入,06,退職被保険者等第三者納付金,01,退職被保険者等第三者納付金,01,退職被保険者等第三者納付金,1
H31,国民健康保険特別会計,13,諸収入,04,雑入,07,一般被保険者返納金,01,一般被保険者返納金,01,一般被保険者返納金,1
H31,国民健康保険特別会計,13,諸収入,04,雑入,08,退職被保険者等返納金,01,退職被保険者等返納金,01,退職被保険者等返納金,1
H31,国民健康保険特別会計,13,諸収入,04,雑入,09,雑入,01,雑入,01,雑入,1
H31,国民健康保険特別会計,13,諸収入,04,雑入,09,雑入,01,雑入,02,雇用保険被保険者負担金,9
H31,介護保険特別会計,01,保険料,01,介護保険料,01,第１号被保険者保険料,01,現年度分特別徴収保険料,01,第１号被保険者保険料,2349278
H31,介護保険特別会計,01,保険料,01,介護保険料,01,第１号被保険者保険料,02,現年度分普通徴収保険料,01,第１号被保険者保険料,238420
H31,介護保険特別会計,01,保険料,01,介護保険料,01,第１号被保険者保険料,03,滞納繰越分普通徴収保険料,01,滞納繰越分第１号被保険者保険料,7770
H31,介護保険特別会計,02,使用料及び手数料,01,手数料,01,総務手数料,01,総務手数料,01,証明手数料,1
H31,介護保険特別会計,03,国庫支出金,01,国庫負担金,01,介護給付費負担金,01,現年度分,01,介護給付費国庫負担金（２０／１００）,1709623
H31,介護保険特別会計,03,国庫支出金,02,国庫補助金,01,調整交付金,01,現年度分,01,介護保険調整交付金,72430
H31,介護保険特別会計,03,国庫支出金,02,国庫補助金,01,調整交付金,01,現年度分,04,総合事業調整交付金,3132
H31,介護保険特別会計,03,国庫支出金,02,国庫補助金,02,介護保険災害臨時特例補助金,01,介護保険災害臨時特例補助金,01,介護保険災害臨時特例補助金,1
H31,介護保険特別会計,03,国庫支出金,02,国庫補助金,04,地域支援事業費交付金,01,現年度分,01,地域支援事業費交付金,199218
H31,介護保険特別会計,03,国庫支出金,02,国庫補助金,05,保険者機能強化推進交付金,01,保険者機能強化推進交付金,01,保険者機能強化推進交付金,1
H31,介護保険特別会計,04,支払基金交付金,01,支払基金交付金,01,介護給付費交付金,01,現年度分,01,介護給付費交付金（２７／１００）,2607429
H31,介護保険特別会計,04,支払基金交付金,01,支払基金交付金,02,地域支援事業費交付金,01,現年度分,01,地域支援事業費交付金,123903
H31,介護保険特別会計,05,都支出金,01,都負担金,01,介護給付費負担金,01,現年度分,01,介護給付費都負担金（１２．５／１００）,1428951
H31,介護保険特別会計,05,都支出金,02,財政安定化基金支出金,01,交付金,01,交付金,01,財政安定化基金交付金,1
H31,介護保険特別会計,05,都支出金,03,都補助金,01,地域支援事業費交付金,01,現年度分,01,地域支援事業費交付金,111081
H31,介護保険特別会計,06,繰入金,01,一般会計繰入金,01,介護給付費繰入金,01,現年度分,01,介護給付費繰入金（１２．５／１００）,1207144
H31,介護保険特別会計,06,繰入金,01,一般会計繰入金,02,その他一般会計繰入金,01,職員給与等繰入金,01,職員給与等繰入金,134699
H31,介護保険特別会計,06,繰入金,01,一般会計繰入金,02,その他一般会計繰入金,02,事務費繰入金,01,事務費繰入金,137556
H31,介護保険特別会計,06,繰入金,01,一般会計繰入金,03,地域支援事業費繰入金,01,現年度分,01,地域支援事業費市繰入金,111081
H31,介護保険特別会計,06,繰入金,01,一般会計繰入金,04,低所得者保険料軽減繰入金,01,現年度分,01,低所得者保険料軽減繰入金,76357
H31,介護保険特別会計,06,繰入金,02,基金繰入金,01,介護保険給付準備基金繰入金,01,介護保険給付準備基金繰入金,01,介護保険給付準備基金繰入金,160000
H31,介護保険特別会計,07,諸収入,01,延滞金・加算金及び過料,01,第１号被保険者延滞金,01,第１号被保険者延滞金,01,第１号被保険者延滞金,1
H31,介護保険特別会計,07,諸収入,01,延滞金・加算金及び過料,02,過料,01,過料,01,過料,1
H31,介護保険特別会計,07,諸収入,02,預金利子,01,預金利子,01,預金利子,01,歳計現金預金利子,21
H31,介護保険特別会計,07,諸収入,03,雑入,01,滞納処分費,01,滞納処分費,01,滞納処分費,1
H31,介護保険特別会計,07,諸収入,03,雑入,02,第三者納付金,01,第三者納付金,01,第三者納付金,1
H31,介護保険特別会計,07,諸収入,03,雑入,03,返納金,01,返納金,01,返納金,1
H31,介護保険特別会計,07,諸収入,03,雑入,04,雑入,01,雑入,01,雇用保険被保険者負担金,78
H31,介護保険特別会計,08,財産収入,01,財産運用収入,01,利子及び配当金,01,利子及び配当金,01,介護保険給付準備基金利子,221
H31,介護保険特別会計,09,繰越金,01,繰越金,01,繰越金,01,繰越金,01,前年度繰越金,1
H31,後期高齢者医療特別会計,01,後期高齢者医療保険料,01,後期高齢者医療保険料,01,特別徴収保険料,01,特別徴収保険料,01,特別徴収保険料,963720
H31,後期高齢者医療特別会計,01,後期高齢者医療保険料,01,後期高齢者医療保険料,02,普通徴収保険料,01,現年度分,01,普通徴収保険料現年度分,811590
H31,後期高齢者医療特別会計,01,後期高齢者医療保険料,01,後期高齢者医療保険料,02,普通徴収保険料,02,滞納繰越分,01,普通徴収保険料滞納繰越分,13651
H31,後期高齢者医療特別会計,02,使用料及び手数料,01,手数料,01,証明手数料,01,証明手数料,01,証明手数料,1
H31,後期高齢者医療特別会計,03,繰入金,01,他会計繰入金,01,一般会計繰入金,01,療養給付費繰入金,01,療養給付費繰入金,1194430
H31,後期高齢者医療特別会計,03,繰入金,01,他会計繰入金,01,一般会計繰入金,02,事務費繰入金,01,事務費繰入金,114550
H31,後期高齢者医療特別会計,03,繰入金,01,他会計繰入金,01,一般会計繰入金,03,保険基盤安定繰入金,01,保険基盤安定繰入金,255724
H31,後期高齢者医療特別会計,03,繰入金,01,他会計繰入金,01,一般会計繰入金,04,保険料軽減措置繰入金,01,保険料軽減措置繰入金,116685
H31,後期高齢者医療特別会計,03,繰入金,01,他会計繰入金,01,一般会計繰入金,05,健康診査費繰入金,01,健康診査費繰入金,59766
H31,後期高齢者医療特別会計,04,繰越金,01,繰越金,01,繰越金,01,前年度繰越金,01,前年度繰越金,1
H31,後期高齢者医療特別会計,05,諸収入,01,延滞金及び過料,01,延滞金,01,延滞金,01,延滞金,1
H31,後期高齢者医療特別会計,05,諸収入,01,延滞金及び過料,02,過料,01,過料,01,過料,1
H31,後期高齢者医療特別会計,05,諸収入,02,償還金及び還付加算金,01,保険料還付金,01,保険料還付金,01,保険料還付金,3903
H31,後期高齢者医療特別会計,05,諸収入,02,償還金及び還付加算金,02,還付加算金,01,還付加算金,01,還付加算金,60
H31,後期高齢者医療特別会計,05,諸収入,02,償還金及び還付加算金,03,返還金,01,広域連合納付金返還金,01,保険料軽減措置負担金返還金,1
H31,後期高齢者医療特別会計,05,諸収入,03,預金利子,01,預金利子,01,預金利子,01,歳計現金預金利子,7
H31,後期高齢者医療特別会計,05,諸収入,04,受託事業収入,01,受託事業収入,01,健康診査費受託事業収入,01,健康診査費受託事業収入,73689
H31,後期高齢者医療特別会計,05,諸収入,04,受託事業収入,01,受託事業収入,02,葬祭費受託事業収入,01,葬祭費受託事業収入,43150
H31,後期高齢者医療特別会計,05,諸収入,05,雑入,01,滞納処分費,01,滞納処分費,01,滞納処分費,1
H31,後期高齢者医療特別会計,05,諸収入,05,雑入,02,雑入,01,雑入,01,雑入,4648
