"年月[西暦]","調査項目","設問","考え","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","ややそう思う[人]","どちらともいえない[人]","あまり思わない[人]","思わない[人]","無回答[人]"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","民間の賃貸マンション・アパート","151","15","20","27","42","42","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","都営住宅・区営住宅・区立住宅","26","2","4","5","5","8","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","1","4","1","3","1","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","社宅・公務員宿舎","10","1","0","6","1","2","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","1","0","1","1","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","その他","5","1","0","3","0","1","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","住居形態別","無回答","11","0","0","0","0","0","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","定住意向別","ずっと住み続けていたい","279","25","39","61","66","68","20"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","定住意向別","当分は住んでいたい","203","12","32","47","48","52","12"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","2","8","10","13","9","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","0","2","1","2","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","定住意向別","近いうちに区外に転居する予定である","13","0","1","1","4","5","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","定住意向別","わからない","10","1","1","2","1","4","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","３　悩みやストレスを感じていることを他人に知られたくないと思う","定住意向別","無回答","3","0","0","0","0","2","1"

"第33回港区民世論調査クロス集計表・自殺対策Q30-3","Ver202203",,,,,,,,,,,
