ID,Title,Content,Excerpt,Date,"Post Type",Permalink," wheelchair-1.5m-b",_aioseo_description,_aioseo_keywords,_aioseo_og_article_section,_aioseo_og_article_tags,_aioseo_og_description,_aioseo_og_title,_aioseo_title,_aioseo_twitter_description,_aioseo_twitter_title,_aioseop_custom_link,_aioseop_description,_aioseop_disable,_aioseop_disable_analytics,_aioseop_keywords,_aioseop_nofollow,_aioseop_noindex,_aioseop_sitemap_exclude,_aioseop_title,_view_count,_wp_desired_post_slug,_wp_old_date,_wp_old_slug,_wp_page_template,address,appearance-img,baby-bed,baby-car,baby-chair,barrierfree-1.5m-a,barrierfree-1.5m-b,barrierfree-1.5m-c,barrierfree-barrier-free-a,barrierfree-barrier-free-b,barrierfree-barrier-free-c,barrierfree-bath-step-a,barrierfree-bath-step-b,barrierfree-bath-step-c,barrierfree-bath-width-a,barrierfree-bath-width-b,barrierfree-bath-width-c,barrierfree-bed-num-a,barrierfree-bed-num-b,barrierfree-bed-num-c,barrierfree-breadth-a,barrierfree-breadth-b,barrierfree-breadth-c,barrierfree-capacity-a,barrierfree-capacity-b,barrierfree-capacity-c,barrierfree-image-a,barrierfree-image-b,barrierfree-image-c,barrierfree-room-img-a,barrierfree-room-img-b,barrierfree-room-img-c,barrierfree-room-type-a,barrierfree-room-type-b,barrierfree-room-type-c,barrierfree-step-a,barrierfree-step-b,barrierfree-step-c,barrierfree-toilet-step-a,barrierfree-toilet-step-b,barrierfree-toilet-step-c,barrierfree-toilet-width-a,barrierfree-toilet-width-b,barrierfree-toilet-width-c,barrierfree-width-a,barrierfree-width-b,barrierfree-width-c,ch-address,ch-name,column,daredemo-toilet-floor,daredemo-toilet-numbber,diaper-changing-table,dog-bowl,dog-mat,dog-toilet-floor,elevator-capacity-a,elevator-capacity-b,elevator-capacity-c,elevator-capacity-d,elevator-capacity-e,elevator-depth-a,elevator-depth-b,elevator-depth-c,elevator-depth-d,elevator-depth-e,elevator-number-a,elevator-number-b,elevator-number-c,elevator-number-d,elevator-number-e,elevator-width-a,elevator-width-b,elevator-width-c,elevator-width-d,elevator-width-e,en-address,en-name,entrance-name,entrance-step,entrance-width,flash-bell,google_map,guidance-map,ko-address,ko-adress,ko-name,latitude,leisure-latitude,leisure-longitude,longitude,mobile-handrail,new-ch-address,new-en-address,new-en-name,new-ko-address,normal-1.5m-a,normal-1.5m-b,normal-1.5m-c,normal-barrier-free-a,normal-barrier-free-b,normal-barrier-free-c,normal-bath-step-a,normal-bath-step-b,normal-bath-step-c,normal-bath-width-a,normal-bath-width-b,normal-bath-width-c,normal-bed-num-a,normal-bed-num-b,normal-bed-num-c,normal-breadth-a,normal-breadth-b,normal-breadth-c,normal-capacity-a,normal-capacity-b,normal-capacity-c,normal-image-a,normal-image-b,normal-image-c,normal-room-img-a,normal-room-img-b,normal-room-img-c,normal-room-type-a,normal-room-type-b,normal-room-type-c,normal-step-a,normal-step-b,normal-step-c,normal-toilet-step-a,normal-toilet-step-b,normal-toilet-step-c,normal-toilet-width-a,normal-toilet-width-b,normal-toilet-width-c,normal-width-a,normal-width-b,normal-width-c,ostomate-floor,ostomate-number,page_builder,park-latitude,park-longitude,parking-capacity,phone,public-latitude,public-longitude,restaurant-latitude,restaurant-longitude,route,route-arakawa,route-disney,route-hokuso,route-jr,route-keikyu,route-keio,route-keisei,route-keiyo,route-metro,route-mitake,route-monorail,route-odakyu,route-rinkai,route-saitama,route-seibu,route-takao,route-tamamonorail,route-tobu,route-toei,route-tokyu,route-toneri,route-tsukuba,route-yurikamome,shopping-latitude,shopping-longitude,shower-chair,sign-language,slider_time,staff-writing,toilet-latitude,toilet-longitude,touchpanel,traffic-latitude,traffic-longitude,tv-with-subtitles,url,use_page_builder,vibrating-clock,wheelchair,wheelchair-1.5m-a,wheelchair-1.5m-b,wheelchair-1.5m-c,wheelchair-barrier-free-a,wheelchair-barrier-free-b,wheelchair-barrier-free-c,wheelchair-bath-step-a,wheelchair-bath-step-b,wheelchair-bath-step-c,wheelchair-bath-width-a,wheelchair-bath-width-b,wheelchair-bath-width-c,wheelchair-bed-num-a,wheelchair-bed-num-b,wheelchair-bed-num-c,wheelchair-breadth-a,wheelchair-breadth-b,wheelchair-breadth-c,wheelchair-capacity-a,wheelchair-capacity-b,wheelchair-capacity-c,wheelchair-image-a,wheelchair-image-b,wheelchair-image-c,wheelchair-parking-capacity,wheelchair-room-img-a,wheelchair-room-img-b,wheelchair-room-img-c,wheelchair-room-type-a,wheelchair-room-type-b,wheelchair-room-type-c,wheelchair-step-a,wheelchair-step-b,wheelchair-step-c,wheelchair-toilet-step-a,wheelchair-toilet-step-b,wheelchair-toilet-step-c,wheelchair-toilet-width-a,wheelchair-toilet-width-b,wheelchair-toilet-width-c,wheelchair-width-a,wheelchair-width-b,wheelchair-width-c,writing-goods,施設情報,区市町村,駅,カテゴリー,"Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,"Post Password",Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
40139,サントリーホール,,,"2024-02-28 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40139/,,,,,,,,,,,,,,,,,,,,4205,,2020-02-17,,default,東京都港区赤坂1-13-1,139_サントリーホール_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都港区赤坂1-13-1,三得利音乐厅,補助犬専用トイレ自体はないが、専用トイレスペースを設置,"1F,2F",6,4,,,1,11,,17,,,130,,176,,,1,,1,,,90,,105,,,"1-13-1, Akasaka, Minato-ku","Suntory Hall",,,160,,,,"도쿄도 미나토 구 아카사카 1-13-1",,"산토리 홀",35.66663667,,,139.7413914,,,"Akasaka, Minato-ku, Tokyo 1-13-1","Suntory Hall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1F,2F",7,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,03-3505-1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,開場～閉門,,,,,,,https://www.suntory.co.jp/suntoryhall/,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,レジャー,お台場・汐留・新橋・六本木・青山>港区,,"お台場・汐留・新橋・六本木・青山>港区,施設出入口の段差,エレベーター,12人以上,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,車いすの貸出,補助犬専用トイレ,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%82%b5%e3%83%b3%e3%83%88%e3%83%aa%e3%83%bc%e3%83%9b%e3%83%bc%e3%83%ab,,,default,,,,open,open,"2024-02-29 01:33:08"
40156,サンシャイン水族館,,,"2022-01-31 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40156/,,,,,,,,,,,,,,,,,,,,6481,,2020-02-17||2021-01-26,,default,"東京都豊島区東池袋3-1 サンシャインシティ ワールドインポートマートビル・屋上",156_サンシャイン水族館_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"东京都丰岛区东池袋3-1 阳光城世界进口市场大厦屋顶",阳光水族馆,ベビーカー、車いすの貸出しは、サンシャインシティ内で可能（台数に限りあり）,"1F,2F",2,7,,,,11,27,,,,205,168,,,,1,4,,,,90,160,,,,"Rooftop, World Import Mart Bldg., Sunshine City, 3-1, Higashiikebukuro, Toshima-ku","Sunshine Aquarium",,,129,,,,"도쿄도 토시 마구 히가시 이케부쿠로 3-1 선샤인 시티 월드 임포트 마트 빌딩 옥상",,"선샤인 수족관",35.72890389,,,139.7200567,,,"Toshima-ku, Tokyo Higashi-Ikebukuro 3-1 Sunshine City World Import Mart building rooftop","Sunshine Aquarium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,1778,03-3989-3466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,営業時間内（季節により変動あり、公式サイト参照）,,,,,,,https://sunshinecity.jp/aquarium/,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,レジャー,池袋・目白・板橋・赤羽>豊島区,,"池袋・目白・板橋・赤羽>豊島区,駐車場,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,施設入口：自動ドア,エレベーター,12人以上,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,スタッフの筆談対応,100cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%82%b5%e3%83%b3%e3%82%b7%e3%83%a3%e3%82%a4%e3%83%b3%e6%b0%b4%e6%97%8f%e9%a4%a8,,,default,,,,open,open,"2022-03-08 04:35:13"
40157,"サンシャイン60展望台 てんぼうパーク",,,"2024-02-19 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40157/,,,,,,,,,,,,,,,,,,,,6368,,2020-02-17||2021-01-26||2022-02-01||2024-02-29,,default,"東京都豊島区東池袋3-1 サンシャインシティ サンシャイン60ビル・60F","157_SKY CIRCUS サンシャイン60展望台_000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"东京都丰岛区东池袋3-1 阳光城 阳光60大厦60层","SKY CIRCUS阳光60观景台",ベビーカー、車いすの貸出しは、サンシャインシティ内で可能（台数に限りあり）,60F,1,4,,,,23,,,,,178,,,,,2,,,,,110,,,,,"60F, Sunshine 60 Bldg., Sunshine City, 3-1, Higashiikebukuro, Toshima-ku","SKY CIRCUS Sunshine 60 Observatory",,,210,,,,"도쿄도 토시 마구 히가시 이케부쿠로 3-1 선샤인 시티 선샤인 60 빌딩 60F",,"SKY CIRCUS 선샤인 60 전망대",35.72917861,,,139.7189242,,,"Toshima-ku, Tokyo Higashi-Ikebukuro Sunshine City 3-1 Sunshine 60 building · 60F","SKY CIRCUS Sunshine 60 Observation Deck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60F,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,1778,03-3989-3457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不定,7000,営業時間内（季節により変動あり、公式サイト参照）,,,,,,,https://sunshinecity.jp/observatory/,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,レジャー,池袋・目白・板橋・赤羽>豊島区,,"池袋・目白・板橋・赤羽>豊島区,駐車場,車いす専用駐車場,施設出入口の段差,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,スタッフの手話対応,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,sky-circus-%e3%82%b5%e3%83%b3%e3%82%b7%e3%83%a3%e3%82%a4%e3%83%b360%e5%b1%95%e6%9c%9b%e5%8f%b0,,,default,,,,open,open,"2024-02-29 12:00:32"
40174,しながわ水族館,,,"2024-02-28 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40174/,,,,,,,,,,,,,,,,,,,,4746,,2020-02-12,,default,東京都品川区勝島3-2-1,174_しながわ水族館_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都品川区桂岛3-2-1,品川水族馆,,"B1,1F",2,6,,,,20,なし,,,,197,207,,,,（本館）1,（アザラシ館）1,,,,139,89,,,,"3-2-1, Katsushima, Shinagawa-ku","Shinagawa Aquarium",,,141,,,,"도쿄도 시나가와 구 이길 섬 3-2-1",,"시나가와 수족관",35.58856556,,,139.7373867,,,"Shinagawa-ku, Tokyo Katsushima 3-2-1","Shinagawa Aquarium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B1,1F",2,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,96,03-3762-3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,10:00～17:00,,,,,,,https://www.aquarium.gr.jp/,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,レジャー,品川・蒲田・大森・羽田>品川区,,"品川・蒲田・大森・羽田>品川区,駐車場,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,点字表示,階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,車いすの貸出,スタッフの筆談対応,送迎車,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%81%97%e3%81%aa%e3%81%8c%e3%82%8f%e6%b0%b4%e6%97%8f%e9%a4%a8,,,default,,,,open,open,"2024-02-29 01:50:54"
40175,マクセル　アクアパーク品川,,,"2024-02-28 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40175/,,,,,,,,,,,,,,,,,,,,4603,,2020-02-12||2022-02-01||2022-01-20,,default,東京都港区高輪4-10-30(品川プリンスホテル内),ナイトver_aquaparkshinagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都港区高轮4-10-30(品川王子大饭店内),万胜水上公园品川,,"1F,2F",2,6,,,,24,15,,,,180,150,,,,1,1,,,,100,89,,,,"4-10-30, Takanawa, Minato-ku (in Prince Hotel Shinagawa)","Maxell Aqua Park Shinagawa",,,180,,,,"도쿄도 미나토 구 다카나와 4-10-30 (시나가와 프린스 호텔 내)",,"맥셀 아쿠아 파크 시나가와",35.62789028,,,139.7350994,,,"Tokyo, Minato-ku, Takanawa 4-10-30 (in the Shinagawa Prince Hotel)","Maxell Aqua Park Shinagawa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,03-5421-1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,営業時間に準ずる,,,,,,,https://www.aqua-park.jp,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,レジャー,お台場・汐留・新橋・六本木・青山>港区,,"お台場・汐留・新橋・六本木・青山>港区,施設出入口スロープ,施設出入口の段差,点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車いす対応エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%83%9e%e3%82%af%e3%82%bb%e3%83%ab%e3%82%a2%e3%82%af%e3%82%a2%e3%83%91%e3%83%bc%e3%82%af%e5%93%81%e5%b7%9d,,,default,,,,closed,closed,"2024-02-29 01:39:33"
40211,東京スカイツリー,,,"2022-01-30 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40211/,,,,,,,,,,,,,,,,,,,,7784,,2020-03-04,,default,東京都墨田区押上1-1-2,211_東京スカイツリーⓇ_000,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都墨田区大城1-1-2,东京天空树,"駐車場は、東京ソラマチと共用です。エレベーター①は、4階 入口フロア・5階 出口フロア～天望デッキ、 エレベーター②は、天望デッキ～天望回廊、エレベーター③は、天望デッキ内専用車イス・ベビーカー優先エレベーターとなります。","B1F,1F,4F,5F,340,345,350,450",12,16,,,1,40,40,15,,,233,233,150,,,4,2,1,,,200,200,100,,,"1-1-2, Oshiage, Sumida-ku","Tokyo Skytree Ⓡ",正面エントランス,,161,,,,"도쿄도 스미다 구 오시아 게 1-1-2",,"도쿄 스카이 트리",35.710031,,,139.810701,,,"Sumida-ku, Tokyo pushed up 1-1-2","Tokyo Sky Tree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B1F,1F,4F,5F,340,345,350,450",8,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,0570-55-0634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,全日可,,,,,,,http://www.tokyo-skytree.jp/,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,レジャー,上野・浅草・両国>墨田区,,"上野・浅草・両国>墨田区,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーチェアの貸出,ベビーカーの貸出,車いすの貸出,補助犬専用トイレ,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%9d%b1%e4%ba%ac%e3%82%b9%e3%82%ab%e3%82%a4%e3%83%84%e3%83%aa%e3%83%bc%e2%93%a1,,,default,,,,open,open,"2022-02-26 17:52:16"
40212,すみだ水族館,,,"2022-12-06 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40212/,,,,,,,,,,,,,,,,,,,,5424,,2020-02-20,,default,"東京都墨田区押上1-1-2 東京スカイツリータウン・ソラマチ5F・6F",212_すみだ水族館_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"东京都墨田区大城1-1-2东京晴空塔町Solamachi 5楼/6楼",墨田水族馆,駐車場は館内にはないが、東京スカイツリータウンに有り。車椅子の貸し出しは台数限定であり。,"5F,6F",3,8,,,,26,15,,,,248,164,,,,1,1,,,,120,98,,,,"5F & 6F, Sky Tree Town Solamachi, 1-1-2, Oshiage, Sumida-ku","Sumida Aquarium",メインエントランス,,168,,,,"도쿄도 스미다 구 오시아 게 1-1-2 도쿄 스카이 트리 타운 · 소라 마치 5F · 6F",,"스미다 수족관",35.70997333,,,139.8098972,,,"Sumida-ku, Tokyo pushed 1-1-2 Tokyo Sky Tree Town Soramachi 5F · 6F","Sumida Aquarium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5F,6F",3,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,03-5619-1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,不定,,,,,,,https://www.sumida-aquarium.com/,,,あり,,,,,,,,,,,,,,,,,,,,,,,,,数,,,,,,,,,,,,,,,,,,,'-,レジャー,上野・浅草・両国>墨田区,,"上野・浅草・両国>墨田区,施設出入口の段差,点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%81%99%e3%81%bf%e3%81%a0%e6%b0%b4%e6%97%8f%e9%a4%a8,,,default,,,,open,open,"2023-02-08 01:56:12"
40249,伊豆大島火山博物館,,,"2020-03-05 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40249/,,,,,,,,,,,,,,,,,,,,4047,,,,default,東京都大島町元町神田屋敷6176,249_伊豆大島火山博物館_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都大岛町元町神田屋敷6176,伊豆大火山博物馆,車椅子用トイレ有り,,,,,,,11,,,,,142,,,,,1,,,,,75,,,,,"617, Kandayashiki, Moto-machi, Oshima-cho","Izu Oshima Volcano Museum ",,,153,,,,"도쿄도 오시마 마치 모토마치 칸다 저택 6176",,"이즈 오시마 화산 박물관",34.74400361,,,139.3600803,,,"Tokyo Oshima-cho, Motomachi Kanda mansion 6176","Izu Oshima Volcano Museum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,50,04992-2-4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,店舗営業時間内,,,,,,,https://www.town.oshima.tokyo.jp/soshiki/kankou/kazan-hakubutsukan.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,1,レジャー,伊豆七島・小笠原>大島町,,"伊豆七島・小笠原>大島町,駐車場,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,施設入口：自動ドア,エレベーター,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),筆談対応用備品,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e4%bc%8a%e8%b1%86%e5%a4%a7%e5%b3%b6%e7%81%ab%e5%b1%b1%e5%8d%9a%e7%89%a9%e9%a4%a8,,,default,,,,open,open,"2021-02-11 06:20:55"
40250,愛らんどセンター御神火温泉,,,"2020-03-05 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40250/,,,,,,,,,,,,,,,,,,,,3964,,,,default,東京都大島町元町字仲の原1-8,250_愛らんどセンター御神火温泉_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都大岛町元町字字中原1-8,爱土地中心的下沉温泉,車椅子用トイレ有り,,,,,,,,,,,,,,,,,,,,,,,,,,,"1-8, Nakanohara, Moto-machi,  Oshima-cho","Island Center Gojinka Spa",,,150,,,,"도쿄도 오시마 마치 모토마치 자 사이의 원 1-8",,"사랑 랜드 센터 어 하나님의 불 온천",34.75608722,,,139.3517517,,,"Hara of Tokyo, Oshima-cho, Motomachi-shaped relationship 1-8","Love land Center your sinker Onsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,22,04992-2-0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,店舗営業時間内,,,,,,,https://www.town.oshima.tokyo.jp/soshiki/kankou/gojinka.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,レジャー,伊豆七島・小笠原>大島町,,"伊豆七島・小笠原>大島町,駐車場,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,施設入口：自動ドア,筆談対応用備品,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%84%9b%e3%82%89%e3%82%93%e3%81%a9%e3%82%bb%e3%83%b3%e3%82%bf%e3%83%bc%e5%be%a1%e7%a5%9e%e7%81%ab%e6%b8%a9%e6%b3%89,,,default,,,,open,open,"2021-04-02 08:04:17"
40251,"八丈富士 ふれあい牧場",,,"2020-03-05 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40251/,,,,,,,,,,,,,,,,,,,,4487,,,,default,東京都八丈島八丈町,"251_八丈富士 ふれあい牧場_000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都八条岛八条町,爱抚牧场,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Hachijo-machi, Hachijojima","Fureai Farm",,2,82,,,,"도쿄도 하치 조 섬 하치 조 정",,"만남 목장",33.13132278,,,139.76717,,,"Tokyo Hachijojimahachijo-cho","Petting Ranch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,15,04996-2-1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,レジャー,伊豆七島・小笠原>八丈町,,"伊豆七島・小笠原>八丈町,駐車場,車いす専用駐車場,施設出入口スロープ,車椅子使用者対応トイレ,オストメイト対応トイレ,80cm未満,2cm以上",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%85%ab%e4%b8%88%e5%af%8c%e5%a3%ab-%e3%81%b5%e3%82%8c%e3%81%82%e3%81%84%e7%89%a7%e5%a0%b4,,,default,,,,open,open,"2020-03-24 18:17:03"
40269,"生涯青春の湯 つるつる温泉",,,"2020-02-27 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/leisure/40269/,,,,,,,,,,,,,,,,,,,,5361,,,,default,東京都西多摩郡日の出町大久野4718,"269_生涯青春の湯 つるつる温泉_000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京都西玉郡日出町大久野4718,热水滑终身青年温泉,,1F,1,3,,,,11,,,,,140,,,,,1,,,,,76,,,,,"4718, Oguno, Hinode-machi, Nishitama-gun","Rejuvenatory Spa Tsurutsuru Onsen",,,165,,,,"도쿄도 니시 타마 군 히노 데 정 큰 구노 4718",,"생애 청춘의 온천 반들 반들 온천",35.779468,,,139.192093,,,"Tokyo Nishitama-gun Hinode-cho, Oguno 4718","Lifelong youth of hot water slippery Onsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,140,042-597-1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,10:00～20：00,,,,,,," http://www.tsurutsuru-onsen.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,レジャー,青梅・奥多摩>日の出町,,"青梅・奥多摩>日の出町,駐車場,車いす専用駐車場,施設出入口の段差,施設入口：自動ドア,エレベーター,11人以下,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,施設内おむつ交換台,補助犬のエサ用ボール,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e7%94%9f%e6%b6%af%e9%9d%92%e6%98%a5%e3%81%ae%e6%b9%af-%e3%81%a4%e3%82%8b%e3%81%a4%e3%82%8b%e6%b8%a9%e6%b3%89,,,default,,,,open,open,"2021-04-02 08:00:41"
