ID,Title,Content,Excerpt,Date,"Post Type",Permalink," wheelchair-1.5m-b",_aioseo_description,_aioseo_keywords,_aioseo_og_article_section,_aioseo_og_article_tags,_aioseo_og_description,_aioseo_og_title,_aioseo_title,_aioseo_twitter_description,_aioseo_twitter_title,_aioseop_custom_link,_aioseop_description,_aioseop_disable,_aioseop_disable_analytics,_aioseop_keywords,_aioseop_nofollow,_aioseop_noindex,_aioseop_sitemap_exclude,_aioseop_title,_view_count,_wp_desired_post_slug,_wp_old_date,_wp_old_slug,_wp_page_template,address,appearance-img,baby-bed,baby-car,baby-chair,barrierfree-1.5m-a,barrierfree-1.5m-b,barrierfree-1.5m-c,barrierfree-barrier-free-a,barrierfree-barrier-free-b,barrierfree-barrier-free-c,barrierfree-bath-step-a,barrierfree-bath-step-b,barrierfree-bath-step-c,barrierfree-bath-width-a,barrierfree-bath-width-b,barrierfree-bath-width-c,barrierfree-bed-num-a,barrierfree-bed-num-b,barrierfree-bed-num-c,barrierfree-breadth-a,barrierfree-breadth-b,barrierfree-breadth-c,barrierfree-capacity-a,barrierfree-capacity-b,barrierfree-capacity-c,barrierfree-image-a,barrierfree-image-b,barrierfree-image-c,barrierfree-room-img-a,barrierfree-room-img-b,barrierfree-room-img-c,barrierfree-room-type-a,barrierfree-room-type-b,barrierfree-room-type-c,barrierfree-step-a,barrierfree-step-b,barrierfree-step-c,barrierfree-toilet-step-a,barrierfree-toilet-step-b,barrierfree-toilet-step-c,barrierfree-toilet-width-a,barrierfree-toilet-width-b,barrierfree-toilet-width-c,barrierfree-width-a,barrierfree-width-b,barrierfree-width-c,ch-address,ch-name,column,daredemo-toilet-floor,daredemo-toilet-numbber,diaper-changing-table,dog-bowl,dog-mat,dog-toilet-floor,elevator-capacity-a,elevator-capacity-b,elevator-capacity-c,elevator-capacity-d,elevator-capacity-e,elevator-depth-a,elevator-depth-b,elevator-depth-c,elevator-depth-d,elevator-depth-e,elevator-number-a,elevator-number-b,elevator-number-c,elevator-number-d,elevator-number-e,elevator-width-a,elevator-width-b,elevator-width-c,elevator-width-d,elevator-width-e,en-address,en-name,entrance-name,entrance-step,entrance-width,flash-bell,google_map,guidance-map,ko-address,ko-adress,ko-name,latitude,leisure-latitude,leisure-longitude,longitude,mobile-handrail,new-ch-address,new-en-address,new-en-name,new-ko-address,normal-1.5m-a,normal-1.5m-b,normal-1.5m-c,normal-barrier-free-a,normal-barrier-free-b,normal-barrier-free-c,normal-bath-step-a,normal-bath-step-b,normal-bath-step-c,normal-bath-width-a,normal-bath-width-b,normal-bath-width-c,normal-bed-num-a,normal-bed-num-b,normal-bed-num-c,normal-breadth-a,normal-breadth-b,normal-breadth-c,normal-capacity-a,normal-capacity-b,normal-capacity-c,normal-image-a,normal-image-b,normal-image-c,normal-room-img-a,normal-room-img-b,normal-room-img-c,normal-room-type-a,normal-room-type-b,normal-room-type-c,normal-step-a,normal-step-b,normal-step-c,normal-toilet-step-a,normal-toilet-step-b,normal-toilet-step-c,normal-toilet-width-a,normal-toilet-width-b,normal-toilet-width-c,normal-width-a,normal-width-b,normal-width-c,ostomate-floor,ostomate-number,page_builder,park-latitude,park-longitude,parking-capacity,phone,public-latitude,public-longitude,restaurant-latitude,restaurant-longitude,route,route-arakawa,route-disney,route-hokuso,route-jr,route-keikyu,route-keio,route-keisei,route-keiyo,route-metro,route-mitake,route-monorail,route-odakyu,route-rinkai,route-saitama,route-seibu,route-takao,route-tamamonorail,route-tobu,route-toei,route-tokyu,route-toneri,route-tsukuba,route-yurikamome,shopping-latitude,shopping-longitude,shower-chair,sign-language,slider_time,staff-writing,toilet-latitude,toilet-longitude,touchpanel,traffic-latitude,traffic-longitude,tv-with-subtitles,url,use_page_builder,vibrating-clock,wheelchair,wheelchair-1.5m-a,wheelchair-1.5m-b,wheelchair-1.5m-c,wheelchair-barrier-free-a,wheelchair-barrier-free-b,wheelchair-barrier-free-c,wheelchair-bath-step-a,wheelchair-bath-step-b,wheelchair-bath-step-c,wheelchair-bath-width-a,wheelchair-bath-width-b,wheelchair-bath-width-c,wheelchair-bed-num-a,wheelchair-bed-num-b,wheelchair-bed-num-c,wheelchair-breadth-a,wheelchair-breadth-b,wheelchair-breadth-c,wheelchair-capacity-a,wheelchair-capacity-b,wheelchair-capacity-c,wheelchair-image-a,wheelchair-image-b,wheelchair-image-c,wheelchair-parking-capacity,wheelchair-room-img-a,wheelchair-room-img-b,wheelchair-room-img-c,wheelchair-room-type-a,wheelchair-room-type-b,wheelchair-room-type-c,wheelchair-step-a,wheelchair-step-b,wheelchair-step-c,wheelchair-toilet-step-a,wheelchair-toilet-step-b,wheelchair-toilet-step-c,wheelchair-toilet-width-a,wheelchair-toilet-width-b,wheelchair-toilet-width-c,wheelchair-width-a,wheelchair-width-b,wheelchair-width-c,writing-goods,施設情報,区市町村,駅,カテゴリー,"Image URL","Images Filename","Images Path","Images ID","Images Title","Images Caption","Images Description","Images Alt Text","Attachment URL","Attachments Filename","Attachments Path","Attachments ID","Attachments Title","Attachments Caption","Attachments Description","Attachments Alt Text",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,"Post Password",Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
40214,すみだ北斎美術館,,,"2022-01-22 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40214/,,,,,,,,,,,,,,,,,,,,4281,,2020-03-05,,default,東京都墨田区亀沢2-7-2,214_すみだ北斎美術館_000,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"墨田区，东京亀沢 2-7-2",艺术的北斋墨田博物馆,,1F,1,1,,,,11,,,,,138,,,,,2,,,,,80,,,,,"2-7-2, Kamezawa, Sumida-ku","The Sumida Hokusai Museum",,,137,,,,"도쿄도 스미다 구 거북이 사와 2-7-2",,"스미다 호쿠사이 미술관",35.696323,,,139.800478,,,"Sumida-ku, Tokyo Kamezawa 2-7-2","Hokusai Sumida Museum of Art",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,(03)6658-8936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,開館時間内,,,,,,,https://hokusai-museum.jp/,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,'-,公共施設,上野・浅草・両国>墨田区,,"上野・浅草・両国>墨田区,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%81%99%e3%81%bf%e3%81%a0%e5%8c%97%e6%96%8e%e7%be%8e%e8%a1%93%e9%a4%a8,,,default,,,,open,open,"2022-02-26 18:27:24"
40215,すみだトリフォニーホール,,,"2022-01-19 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40215/,,,,,,,,,,,,,,,,,,,,4448,,2020-03-05||2022-01-23,,default,東京都墨田区錦糸1-2-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,墨田区，东京锦1-2-3,墨田TriphonyHall,,"B1F,2F",3,,,,,15,15,,,,157,160,,,,1,1,,,,90,90,,,,"1-2-3, Kinshi, Sumida-ku","Sumida Triphony Hall",大ホール入口中扉,,166,,,,"도쿄도 스미다 구 긴시 1-2-3",,"스미다 트리 포니 홀",35.697241,,,139.810122,,,"Sumida-ku, Tokyo Kinshi 1-2-3","Sumida Triphony Hall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,03-5608-5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,平日9:00～19:00、土・日曜、祝日9:00～17:00,,,,,,,http://www.triphony.com/,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,公共施設,上野・浅草・両国>墨田区,,"上野・浅草・両国>墨田区,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,エレベーター,12人以上,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,筆談対応用備品,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%81%99%e3%81%bf%e3%81%a0%e3%83%88%e3%83%aa%e3%83%95%e3%82%a9%e3%83%8b%e3%83%bc%e3%83%9b%e3%83%bc%e3%83%ab,,,default,,,,closed,closed,"2022-02-26 18:28:45"
40246,たましんRISURUホール(立川市市民会館),,,"2022-01-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40246/,,,,,,,,,,,,,,,,,,,,4220,,2020-02-18,,default,東京都立川市錦町3-3-20,246_たましんRISURUホール(立川市市民会館)_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"东京立川錦町 3-3-20","Tamashin RISURU厅（立川市市民会館）",,"1F,2F,5F",4,1,,,,9,,,,,113,,,,,2,,,,,75,,,,,"3-3-20, Nishiki-cho, Tachikawa-shi","Tamashin RISURU Hall (Tachikawa Civic Hall) ",,,210,,,,"도쿄도 다 치카와시 니시키 마치 3-3-20",,"타마신 RISURU 홀 (타치 카와시 시민 회관)",35.69339694,,,139.420075,,,"Tokyo Tachikawa Nishikicho 3-3-20","Tamashin RISURU Hall (Tachikawa city center)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1F,2F,5F",4,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,,042-526-1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,第3月曜を除く9:00～20:00（第3月曜が祝日の場合は翌日が休館となるため対応不可）,,,,,,,https://risuru.hall-info.jp/,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,八王子・立川・町田・吉祥寺・調布>立川市,,"八王子・立川・町田・吉祥寺・調布>立川市,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,施設入口：自動ドア,エレベーター,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車いす対応エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%81%9f%e3%81%be%e3%81%97%e3%82%93risuru%e3%83%9b%e3%83%bc%e3%83%ab%e7%ab%8b%e5%b7%9d%e5%b8%82%e5%b8%82%e6%b0%91%e4%bc%9a%e9%a4%a8,,,default,,,,closed,closed,"2022-02-26 18:29:05"
40394,ぱれ・らめーる,,,"2022-01-17 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40394/,,,,,,,,,,,,,,,,,,,,3756,,2020-02-18,,default,東京都大島町差木地字クダッチ,394_ぱれ・らめーる_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京，大岛町差木地字Kudatchi,宫海蓝之谜,車椅子用トイレ有り,,,,,,,11,,,,,144,,,,,1,,,,,90,,,,,"Kudatchi, Sashikiji, Oshima-machi","Palais La Mer",,,82,,,,"도쿄도 오시마 마치 차이 나무의 땅 글자 쿠닷찌",,"팔레 라 메르",34.68184444,,,139.4372111,,,"Tokyo, Oshima-machi Sashikiji shaped Kudatchi","Palais La Mer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,24,04992-4-0501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,店舗営業時間内,,,,,,,https://www.town.oshima.tokyo.jp/~palais/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>大島町,,"伊豆七島・小笠原>大島町,駐車場,施設出入口スロープ,施設出入口の段差,施設入口：自動ドア,エレベーター,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,スタッフの筆談対応,80cm未満,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e3%81%b1%e3%82%8c%e3%83%bb%e3%82%89%e3%82%81%e3%83%bc%e3%82%8b,,,default,,,,open,open,"2022-02-26 18:29:33"
40395,【休業中】八丈島地熱館,,,"2024-02-26 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/40395/,,,,,,,,,,,,,,,,,,,,3155,,2020-02-21,,default,東京都八丈島八丈町中之郷2872,395_八丈島地熱館_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,东京八丈島八丈町町中之乡2872,八丈岛地热博物馆,,1F,1,1,,,,,,,,,,,,,,,,,,,,,,,,"2872, Nakanogo, Hachijo-machi, Hachijojima","Hachijo Island Geothermal Energy Museum",,,112,,,,"도쿄도 하치 조 섬 하치 조 정 중의 고향 2872",,"하치 죠 지마 지열 관",33.07428056,,,139.8128583,,,"Tokyo Hachijojimahachijo-cho Nakanogo 2872","Hachijo-jima Geothermal Museum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,5,なし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,営業時間内,,,,,,,http://www.town.hachijo.tokyo.jp/chinetsukan/index.html,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>八丈町,,"伊豆七島・小笠原>八丈町,駐車場,施設出入口の段差,館内案内（点字・浮き出し文字）,施設入口：自動ドア,車いす対応エスカレーター,車椅子使用者対応トイレ,施設内おむつ交換台,車いすの貸出,スタッフの筆談対応,100cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%85%ab%e4%b8%88%e5%b3%b6%e5%9c%b0%e7%86%b1%e9%a4%a8,,,default,,,,open,open,"2024-02-27 01:20:22"
60121,大島空港ターミナルビル,,,"2022-01-24 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60121/,,,,,,,,,,,,,,,,,,,,3631,,2020-01-01,,default,大島町元町字北の山270,大島空港ターミナルビル_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大岛町的270元町字北山,大岛机场候机楼,,"1,2階",2,'-,,,,,,,,,,,,,,1,,,,,,,,,,,"Oshima airport",,,,,,,"오시마 마치 모토마치 자 북쪽 산 270",,"오시마 공항 터미널",34.7819554,,,139.3614962,,,"Oshima-cho, Motomachi Jikita mountain of 270","Oshima airport terminal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2階",2,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,233,04992-2-1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,'-,https://www.kouwan.metro.tokyo.lg.jp/rito/tmg-airport/oshima/oshima_service.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>大島町,,"伊豆七島・小笠原>大島町,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,エレベーター,点字表示,車いす利用者用パネル(ボタン),階段の手すり,エスカレーター,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,字幕対応テレビ,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%a4%a7%e5%b3%b6%e7%a9%ba%e6%b8%af%e3%82%bf%e3%83%bc%e3%83%9f%e3%83%8a%e3%83%ab%e3%83%93%e3%83%ab,,,default,,,,open,open,"2022-02-27 02:59:27"
60122,新島空港ターミナルビル,,,"2024-02-19 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60122/,,,,,,,,,,,,,,,,,,,,4142,,2020-01-01||2022-01-25||2024-02-22,,default,新島村字川原,新島空港ターミナルビル_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新岛乡村特色川原,新岛机场候机楼,航空会社が乗降客用車いす貸し出し対応,1階,1,'-,,,,,,,,,,,,,,,,,,,,,,,,,"Niijima airport",,,128,,,,"니 지마 촌 글자 강변",,"니 이지마 공항 터미널",34.3704019,,,139.2694507,,,"Niijima village character Kawahara","Niijima airport terminal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1階,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,66,04992-5-1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,https://www.kouwan.metro.tokyo.lg.jp/rito/tmg-airport/niijima/niijima_service.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>新島村,,"伊豆七島・小笠原>新島村,駐車場,車いす専用駐車場,施設出入口スロープ,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,100cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e6%96%b0%e5%b3%b6%e7%a9%ba%e6%b8%af%e3%82%bf%e3%83%bc%e3%83%9f%e3%83%8a%e3%83%ab%e3%83%93%e3%83%ab,,,default,,,,closed,closed,"2024-02-27 05:49:41"
60123,神津島空港ターミナルビル,,,"2022-01-24 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60123/,,,,,,,,,,,,,,,,,,,,4328,,2020-01-01,,default,神津島村字金長,神津島空港ターミナルビル_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神津岛村成形金长度,神津岛机场终端,,1階,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Kozushima airport",,,,,,,"고즈 시마 촌 자 금 길이",,"코즈 시마 공항 터미널",34.1902414,,,139.1343624,,,"Kōzushima shaped gold length","Kozushima airport terminal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,44,04992-8-1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,'-,,,,,,,https://www.kouwan.metro.tokyo.lg.jp/rito/tmg-airport/kozushima/kozushima_service.html,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,公共施設,伊豆七島・小笠原>神津島村,,"伊豆七島・小笠原>神津島村,駐車場,車いす専用駐車場,施設出入口の段差,階段の手すり,車椅子使用者対応トイレ,乗降車時のドアマン・ベルスタッフ対応,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e7%a5%9e%e6%b4%a5%e5%b3%b6%e7%a9%ba%e6%b8%af%e3%82%bf%e3%83%bc%e3%83%9f%e3%83%8a%e3%83%ab%e3%83%93%e3%83%ab,,,default,,,,open,open,"2022-02-27 03:01:02"
60124,三宅島空港ターミナルビル,,,"2022-01-24 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60124/,,,,,,,,,,,,,,,,,,,,3923,,2020-01-01,,default,三宅島三宅村坪田1378番,三宅島空港ターミナルビル_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三宅宅村坪田1378号,三宅岛机场航站楼,,1階,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"Miyakejima airport",,,,,,,"미야케 지마 미야케 마을 츠 보타 1378 번",,"미야케 지마 공항 터미널",,,,,,,"Miyake Miyake village Tsubota 1378 No.","Miyakejima Airport Terminal Building",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,53,(04994)6-0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,,https://www.kouwan.metro.tokyo.lg.jp/rito/tmg-airport/miyakejima/miyakejima_service.html,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,公共施設,伊豆七島・小笠原>三宅村,,"伊豆七島・小笠原>三宅村,駐車場,車いす専用駐車場,施設出入口の段差,車椅子使用者対応トイレ,筆談対応用備品,施設内おむつ交換台,車いすの貸出,スタッフの筆談対応,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e4%b8%89%e5%ae%85%e5%b3%b6%e7%a9%ba%e6%b8%af%e3%82%bf%e3%83%bc%e3%83%9f%e3%83%8a%e3%83%ab%e3%83%93%e3%83%ab,,,default,,,,closed,closed,"2022-02-27 03:01:58"
60125,八丈島空港ターミナルビル,,,"2024-02-19 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60125/,,,,,,,,,,,,,,,,,,,,4436,,2020-01-01||2022-01-25||2022-12-22,,default,八丈島八丈町大賀郷2839-2,八丈島空港ターミナルビル_000,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"八丈島八丈町大賀郷 2839-2",八丈岛机场候机楼,筆談備品、ベビーカー、車椅子はＡＮＡ所有となります,2階,2,'-,,,,,,,,,,,,,,,,,,,,,,,,,"Hachijojima  airport",,,160,,,,"하치 조 섬 하치 조 정 오오 사토 2839-2",,"하치 죠 지마 공항 터미널",,,,,,,"Hachijojimahachijo-cho Okago 2839-2","Hachijojima airport terminal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,２階（出発ﾛﾋﾞｰ内）,1,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,415,04996-2-3311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,7:45～17:30,,,,,,,https://hachijoapo.net/,,,5,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,2,公共施設,伊豆七島・小笠原>八丈町,,"伊豆七島・小笠原>八丈町,駐車場,車いす専用駐車場,施設出入口の段差,階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,筆談対応用備品,施設内おむつ交換台,ベビーカーの貸出,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%85%ab%e4%b8%88%e5%b3%b6%e7%a9%ba%e6%b8%af%e3%82%bf%e3%83%bc%e3%83%9f%e3%83%8a%e3%83%ab%e3%83%93%e3%83%ab,,,default,,,,open,open,"2024-02-27 05:52:45"
60126,調布飛行場ターミナルビル,,,"2022-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60126/,,,,,,,,,,,,,,,,,,,,3918,,2020-01-01||2022-01-25,,default,調布市西町290-3,調布飛行場ターミナルビル_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,长府西町290-3,调布机场航站楼,航空会社が乗降客用車いす貸し出し対応,"1,2階",2,'-,,,,11,,,,,140,,,,,1,,,,,135,,,,,,"Chofu aerodrome",,,200,,,,"쵸후시 니시 마치 290-3",,"조후 비행장 터미널 빌딩",,,,,,,"Chofu Nishi-machi 290-3","Chofu Airport Terminal Building",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2階",2,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,200,0422-34-4840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,,,,,,,'-,https://www.kouwan.metro.tokyo.lg.jp/rito/tmg-airport/chofu/chofu_service.html　,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,公共施設,八王子・立川・町田・吉祥寺・調布>調布市,,"八王子・立川・町田・吉祥寺・調布>調布市,駐車場,車いす専用駐車場,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,エレベーター,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,オストメイト対応トイレ,施設内おむつ交換台,字幕対応テレビ,2cm未満,100cm以上,120cm以上,2cm未満,授乳室",,,,,,,,,,,,,,,,,publish,111,,,,,%e8%aa%bf%e5%b8%83%e9%a3%9b%e8%a1%8c%e5%a0%b4%e3%82%bf%e3%83%bc%e3%83%9f%e3%83%8a%e3%83%ab%e3%83%93%e3%83%ab,,,default,,,,closed,closed,"2023-02-15 00:21:07"
60127,元町港船客待合所,,,"2020-12-21 15:00:00",facility,https://www.daredemo-tokyo.metro.tokyo.lg.jp/facility/public/60127/,,,,,,,,,,,,,,,,,,,,2433,,2020-01-17,,default,大島町元町一丁目18番地3,元町港船客待合所_000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1階,1,,,,,11,,,,,135,,,,,1,,,,,90,,,,,,"Motomachi Port Terminal building",,,180,,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d26225.15200982256!2d139.33499153955077!3d34.75196520000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6017788ee65d270f%3A0xe3b1f164d0b4e186!2z5YWD55S65riv!5e0!3m2!1sja!2sus!4v1646369170596!5m2!1sja!2sus"" width=""100%"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy""></iframe>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"a:2:{s:3:""row"";a:1:{s:7:""indexes"";a:0:{}}s:6:""widget"";a:0:{}}",,,173,04992-2-5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,窓口の営業時間内で対応可能,,,,,,,,,,'-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公共施設,伊豆七島・小笠原>大島町,,"伊豆七島・小笠原>大島町,駐車場,施設出入口スロープ,施設出入口の段差,点字ブロック,敷地内道路の点字ブロック,館内の点字ブロック,館内案内（点字・浮き出し文字）,エレベーター,11人以下,音声案内,点字表示,車いす利用者用パネル(ボタン),階段の手すり,車椅子使用者対応トイレ,車いすの貸出,スタッフの筆談対応,100cm以上,120cm以上,2cm未満",,,,,,,,,,,,,,,,,publish,111,,,,,%e5%85%83%e7%94%ba%e6%b8%af%e8%88%b9%e5%ae%a2%e5%be%85%e5%90%88%e6%89%80,,,default,,,,open,open,"2023-02-15 01:02:57"
