品目,Item,区分,Classification,項番 Item number,区分,Classification,銘柄,Specification,単位,Unit,マーク Mark,25年平均 2013 Av.,1月 Jan.,2月 Feb.,3月 Mar.,4月 Apr.,5月 May,6月 June,7月 July,8月 Aug.,9月 Sept.,10月 Oct.,11月 Nov.,12月 Dec.
食料,Food,乳卵類,Dairy products & eggs,2,鶏卵,Hen eggs,白色卵，Lサイズ，パック詰（10個入り)     ,White eggs，size L，packed (10eggs),1パック,1 pack,,221,225,217,216,213,211,206,204,211,226,231,238,257
食料,Food,野菜・海草,Vegetables & seaweeds,1,キャベツ,Cabbage,,,1kg,1kg,,181,203,204,181,207,133,137,173,140,160,182,193,253
食料,Food,野菜・海草,Vegetables & seaweeds,2,だいこん,Radishes,　　　　　　　　　　　　　　　　　　　　　,,1kg,1kg,,167,175,173,167,135,136,139,178,167,191,199,179,165
食料,Food,野菜・海草,Vegetables & seaweeds,3,豆腐,"""Tofu""，bean curd",木綿豆腐，並,Momen Tofu，ordinary quality,100g,100g,,28,27,28,28,28,28,28,28,28,28,28,28,28
食料,Food,果物,Fruits,1,りんご(ふじ),"Apples (""Fuji"")",ふじ， 1個  200～400g ,Fuji，200-400g each,1kg,1kg,,470,430,428,429,428,476,534,586,...,...,...,457,460
食料,Food,果物,Fruits,2,みかん,Mandarin oranges,温州みかん(ハウスみかんを除く)，1個 70～130g  ,"""Unsyuu mikan (excluding hothouse stuff)""， 70-130g each",1kg,1kg,,546,554,534,580,...,...,...,...,...,669,507,483,495
食料,Food,果物,Fruits,3,いちご,Strawberries,国産品,Domestic,100g,100g,※ 7月 July,185,168,147,139,129,132,...,...,...,...,...,...,185
食料,Food,油脂・調味料,Oils， fats & seasonings,1,食用油,Edible oil,キャノーラ（なたね）油，ポリ容器入り（1，000g入り）,Canola oil， in polyethylene container (1，000g),1本,1 bottle,,326,322,318,318,325,317,325,330,328,334,334,336,328
食料,Food,油脂・調味料,Oils， fats & seasonings,2,みそ,Soybean paste,米みそ，カップ入り （750g入り），並,Fermented with rice malt， in cups (750g)， ordinary quality,1個,1 cup,,327,323,326,324,332,332,331,329,330,325,330,322,321
食料,Food,菓子類,Cakes & candies,1,ケーキ,Cakes ,いちごショートケーキ，1個(70～120g),Sponge cakes with cream and strawberry (70-120g each).,100g,100g,※ 7月 July,413,420,442,442,436,435,428,414,414,414,414,403,401
食料,Food,菓子類,Cakes & candies,2,チョコレート,Chocolate,板チョコレート，55g，「明治ミルクチョコレート」又は「ロッテガーナミルクチョコレート」,"Chocolate bar，55g， ""Meiji milk chocolate"" or ""LOTTE Ghana milk chocolate""",1枚,1sheet,,89,90,90,88,89,88,90,89,88,90,90,89,90
食料,Food,飲料,Beverages,1,緑茶(せん茶),"Green tea (""Sencha"")",せん茶，中,Sencha，medium quality,100g,100g,,589,600,598,602,592,592,587,580,582,585,582,581,582
食料,Food,酒類,Alcoholic beverages,1,ビール,Beer,淡色， 缶入り(350ml入り)， 6缶入り, Lager， canned(350ml)， 6 cans,1パック,1 pack,,1140,1141,1145,1146,1139,1147,1145,1134,1132,1142,1141,1137,1132
食料,Food,外食,Meals outside the home,1,中華そば,Chinese noodles,ラーメン，しょう油味 (豚骨しょう油味を含む),Ramen， soy sauce-based (including pork and soy sauce-based),1杯,1 bowl,,583,586,586,586,586,586,586,592,592,574,574,577,577
食料,Food,外食,Meals outside the home,2,すし(外食)(にぎりずし）,"""Sushi""(eating out)(""Nigiri-zushi"")",にぎりずし(江戸前），並,"Nigiri-zushi(Edomae)， hand-rolled ""Sushi""， ordinary quality",1人前,1 serving,,1257,1285,1237,1277,1277,1277,1277,1277,1268,1227,1227,1227,1227
食料,Food,外食,Meals outside the home,3,カレーライス,Curry and rice,,,1皿,1 dish,,723,724,724,724,714,724,724,724,724,724,724,724,724
食料,Food,外食,Meals outside the home,4,ピザパイ(配達),Delivered pizza,宅配ピザ， ミックスピザ(野菜類3種類，肉・魚介類2種類程度)， [サイズ]M (約25cm)　,Delivered pizza， mixed pizza(3 kinds of vegetable toppings and 2 kinds of meat or seafood toppings)， [size] M (about 25cm),1枚,1 sheet,,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079,2079
住居,Housing,家賃,House rent,1,家賃(民営借家),House rent (privately owned house rented),民営家賃,House rent managed by private sector,1か月・3.3㎡・,1 month,,8758,8837,8827,8793,8766,8748,8723,8718,8729,8724,8738,8740,8748
住居,Housing,家賃,House rent,2,家賃(公的住宅及び都市再生機構住宅の平均）,House rent (average rent of public house and Urban Renaissance Agency),公的住宅及び都市再生機構住宅の平均,Average rent of public house and the Urban Renaissance Agency,1か月・3.3㎡・,1 month,,3623,3612,3611,3611,3612,3633,3632,3630,3628,3628,3626,3623,3625
住居,Housing,設備修繕・維持,Repairs & maintenance,1,大工手間代,Carpentering,家屋修理手間代，常用1人分,For house repair，charge per regular carpenter,1日,1 day,,18428,18154,18154,18154,18154,18154,18321,18571,18571,18571,18750,18750,18833
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,1,電気代(基本料金又は最低料金),Electricity (basic charges or minimum charges),従量電灯，アンペア制又は最低料金制，早収料金，基本料金(契約電流10アンペア)又は最低料金,Meter rate system， ampere system or minimum charges system， early payment， basic charges(10 ampere) or minimum charges,1か月,1 month,,273,273,273,273,273,273,273,273,273,273,273,273,273
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,2,電気代(電力量料金１)(1～120kWh),Electricity (energy charges 1)(1-120kWh),従量電灯，アンペア制又は最低料金制，早収料金，電力量料金，1,Meter rate system，ampere system or minimum charges system，early payment，meter rate charges， 1,1kWh,1kWh,,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,3,ガス代(標準熱量),Gas (standard calorie),一般家庭用，早収料金，標準熱量,For domestic use， early payment， standard calorie,MJ／m3,MJ／m3,,45,45,45,45,45,45,45,45,45,45,45,45,45
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,4,プロパンガス,Liquefied propane,基本料金及び10m3 (従量料金）を使用した料金,Basic charges and meter rate charges(10?),1か月,1 month,,6662,6648,6650,6656,6656,6664,6664,6664,6671,6609,6677,6674,6712
光熱・水道,Fuel， light & water charges,他の光熱,Other fuel and light,1,灯油,Kerosene ,白灯油， 詰め替え売り， 店頭売り,White kerosene， refill， sold in stores,18L,18L,,1844,1768,1826,1833,1842,1839,1848,1850,1843,1841,1865,1876,1893
光熱・水道,Fuel， light & water charges,水道料,Water charges,1,水道料(基本料金),Water charges (basic charges),計量制， 専用給水装置（専用栓）， 一般用， 基本料金（基本水量10m3まで）  ,Meter charges，private hydrant，for domestic use， basic charges,1か月,1 month,,903,903,903,903,903,903,903,903,903,903,903,903,903
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,1,ラップ,Food wrap,ポリ塩化ビニリデン製，幅30cm×長さ20m，「サランラップ」又は「NEWクレラップ」,"Made of polyvinylidene chloride， 30cm width， 20m length， ""Saran Wrap"" or ""New kurewrap""",1本,1 roll,,157,159,160,158,156,155,154,154,158,159,157,155,158
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,2,トイレットペーパー,Rolled toilet paper,再生紙100%，白，〔長さ〕55m，60m， 2枚重ね27.5m又は2枚重ね30m，12ロール入り,100% recycled paper， white， [length]55m， 60m， doubled sheets 27.5m or doubled sheets 30m， 12 rolls,1パック,1pack,,238,247,244,245,240,244,236,231,234,234,233,233,235
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,3,洗濯用洗剤,Detergent， laundry,合成洗剤， 綿・朝・合成繊維用，粉末，箱入り（1.0㎏入り） 「アタック 高活性バイオEX」又は「トップ プラチナクリア」,"Synthetic detergent，　for cotton， hemp and synthetic fiber，　powder，　boxed(1.0kg) ""Attack High activity bio EX"" or ""Top Platinum clearance""　",一箱,1 box,,313,312,314,310,312,309,313,312,313,314,316,317,319
被服及び履物,Clothes & footwear,洋服,Clothing,1,背広服（夏物，普通）,Men's suits (for summer，　ordinary),夏物，シングル上下，並型，半裏又は背抜き,For summer， single breasted 2 pieces， ordinary style， half back lining or unlined back,1着,1 suit,,19145,…,…,20921,19967,19724,19150,17627,17481,…,…,…,…
被服及び履物,Clothes & footwear,洋服,Clothing,2,背広服（秋冬物，普通）,Men's suits (for autumn and winter， ordinary),秋冬物，シングル上下，並型，総裏 ,For autumn and winter， single breasted 2 pieces， ordinary style， full lining,1着,1 suit,,28994,24494,23846,…,…,…,…,…,…,32276,32163,31394,29789
被服及び履物,Clothes & footwear,洋服,Clothing,3,ワイシャツ(長袖),Men's business shirts （long sleeve）,長袖，シングルカフス， ブロード， ポリエステル・綿こん棒， 白， 標準タイプ， 普通品,Long sleeves， single cuffs， broad cloth， mixed polyester and cotton， white， standard type， ordinary quality,1枚,1 sheet,,2737,2766,2766,2766,2818,2818,2809,2559,2511,2872,2719,2719,2719
被服及び履物,Clothes & footwear,洋服,Clothing,4,婦人セーター(長袖),Women's sweaters (long sleeve),カーディガン，「長袖」又は「7分袖」， ［素材］網・化学繊維混用， ［サイズ］ M， 普通品,"Cardigan， ""long sleeves"" or ""three-quarter sleeves""， [material] ""mixed wool and synthetic fiber""， [size] M， ordinary quality",1枚,1 sheet,,3569,3911,2956,2180,…,…,…,…,…,4197,3992,4036,3712
被服及び履物,Clothes & footwear,履物類,Footwear,1,男子靴,Men's shoes ,短靴， 黒， ［高］牛革， ［底］「合成ゴム」又は「ウレタン」， ［そこの製法］貼り付け， ［サイズ］25～26cm， 中級品,"Low shoes， black， [instep] oxhide， [sole] ""synthetic rubber"" or ""urethan""， sticked sole， [size] 25-26cm， medium quality",1足,1 pair,,12075,12136,12082,12052,12770,12883,13320,12778,11625,11057,11625,11668,10909
被服及び履物,Clothes & footwear,履物類,Footwear,2,婦人靴,Women's shoes,パンプス， ［高］ 牛革， ［底］ 合成ゴム， ［そこの製法］ 貼り付け， ［サイズ］ 23～24cm， 中級品 ,Pumps， [instep] oxhide， [sole] synthetic rubber，sticked soles，［size] 23-24cm，medium quality,1足,1 pair,,9556,8571,8203,8988,9585,9883,9953,9795,9953,9953,9935,10067,9787
被服及び履物,Clothes & footwear,被服関連 サービス,Services related to clothing,1,洗濯代(ワイシャツ),Laundry charges (business shirts),ワイシャツ，水洗い， 機械仕上げ， 折りたたみ仕上げ， 持ち込み， 配達なし， 料金前払い,Business shirt， water washing， machine finishing， fold finishing， bringing in， not delivery， payment in advance,1枚,1 sheet,,227,227,227,227,227,227,227,227,229,227,227,227,227
保健医療,Medical care,医薬品,Medicines,1,ビタミン剤（ビタミン含有保健剤）,Vitamin preparations (multiple vitamins),第3類医薬品，ビタミン含有保健剤，錠剤，プラスチックボトル入り（90錠入り），「キューピーコーワゴールドα-プラス」,"Third-class OTC drugs， multiple vitamins， tablets， plastic-bottled (90 tablets)， ""Q&P Kowa Gold Alpha-plus""",1箱,1 package,※ 9月 Sept.,2303,1974,1974,1988,2002,1993,1979,1983,1974,"2,304",2304,2304,2300
保健医療,Medical care,医薬品,Medicines,2,漢方薬,Chinese medicines,第2類医薬品，防風通聖散， 錠剤， 瓶入り (336錠入り)， 「ナイシトール85」　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,"Second-class OTC drugs， ""Bofutsu-Shosan""　(Chinese herbal medicine) extracts，tablets， bottled (336 tablets)， "" Nicitol85""",1箱,1 package,,3702,3792,3792,3742,3682,3693,3655,3662,3687,3682,3644,3711,3682
保健医療,Medical care,保健医療用品・器具,Medical supplies & appliances,1,眼鏡,Spectacles,〔レンズ〕プラスチックレンズ，非球面レンズ，近視用，屈折率1.60，UVカット，無色，「HOYAニュールックス」，「セイコースーパールーシャスUV」又は「ニコンライト3-AS」，〔フレーム〕男性用，樹脂フレーム，中級品，加工料を含," [lens] plastic lenses， non-spherical lenses， for myopia， refractive index 1.60， UV protection， untinted， ""Hoya new looks""， ""Seiko super lucius UV"" or ""Nikon lite 3-AS""， [frame] for men， plastic frames， medium quality， including conversion costs",1式,1 set,※ 4月 Apr.,27366,34492,34062,"30,630",30303,30103,27541,26816,26816,25845,25314,25314,24976
保健医療,Medical care,保健医療サービス,Medical services,1,診察料（国民健康保険）,Medical treatment (National Health Insurance),国民健康保険，被保険者の一部負担金の割合(６歳未満及び70歳以上を除く),National Health Insurance， rate of charges shared by the insured (excluding under 6 years old and  70 years old or more),1回／パーセント,once／In ％,,30,30,30,30,30,30,30,30,30,30,30,30,30
交通・通信,Transportation & communication,交通,Public transportation,1,タクシー代(初乗運賃),Taxi fares (base fares),距離制運賃，初乗運賃，〔車種〕普通車,Taxi fares， meter rate system， base fares， 〔type of cars〕standard cars,1回,once,,710,710,710,710,710,710,710,710,710,710,710,710,710
交通・通信,Transportation & communication,自動車等関係費,Private transportation,1,自動車ガソリン(レギュラー）,Gasoline (regular),レギュラーガソリン，セルフサービス式を除く,Regular， excluding self-service,1L,1L,,153,146,152,153,153,150,150,153,158,159,154,154,154
交通・通信,Transportation & communication,自動車等関係費,Private transportation,2,車庫借料,Garage rental charges,月極駐車料金， 屋根なし駐車場， アスファルト舗装， 小型自動車,Monthly contract， no roof garage， asphalted， compact cars,1か月,1 month,,26178,26295,26295,26295,26295,26295,26095,26095,26095,26095,26095,26095,26095
交通・通信,Transportation & communication,通信,Communication,1,通話料(回線使用料),Telephone charges (circuit charges),固定電話， 加入電話， 住宅用， 回線使用料， ユニバーサルサービス料を含む,Fixed telephone， subscribed phone， for domestic use， access charges， including the universal service charges,1か月,1 month,,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788,1788
交通・通信,Transportation & communication,通信,Communication,2,携帯電話機(A),Mobile phones (A),NTTドコモ，スマートフォン，［OS（基本ソフト）］iOS 7，［CPU］A7チップ，［記憶容量］32GB，〔ディスプレイ〕Retina（サイズ:4インチ），契約変更（FOMAからＸｉ），オプション未加入，一括払い，「ドコモ iPhone 5s」,"NTT DOCOMO， smartphone， [OS] iOS 7， [CPU] A7 chip， [Capacity] 32GB， [Display] Retina (size:4 inches)， contract modification (FOMA to Xi)，  option non-participation， lump-sum payment， ""DOCOMO iPhone 5s""",1台,1 set,※ 2月 Feb. ※ 5月 May ※ 7月 July ※10月 Oct.,95760,"66,780",66780,67410,"79,800",79800,"80,640",80640,80640,80640,"95,760",95760,95760
交通・通信,Transportation & communication,通信,Communication,3,携帯電話機(B),Mobile phones (B),KDDI（au）又は沖縄セルラー，スマートフォン，〔OS（基本ソフト）〕iOS 7，〔CPU〕A7チップ，〔記憶容量〕32GB，〔ディスプレイ〕Retina（サイズ:4インチ），機種変更，オプション未加入，一括払い，「au iPhone 5s」　　,"""KDDI(au)"" or ""OKINAWA‐CELLULAR""， smartphone， [OS] iOS 7， [CPU] A7 chip， [Capacity] 32GB， [Display] Retina (size:4 inches)， model change，  option non-participation， lump-sum payment， ""au iPhone 5s""  ",1台,1 set,※ 2月 Feb. ※10月 Oct.,78120,"61,680",61680,61680,51360,51360,51360,51360,51360,51360,"78,120",78120,78120
交通・通信,Transportation & communication,通信,Communication,4,携帯電話機(C),Mobile phones (C),ソフトバンクモバイル，スマートフォン，〔OS（基本ソフト）〕iOS 7，〔CPU〕A7チップ，〔記憶容量〕32GB，〔ディスプレイ〕Retina（サイズ:4インチ），契約変更（3Ｇから4Ｇ LTE），一括払い，,"「ソフトバンク iPhone 5s」，""SOFTBANK MOBILE""， smartphone， [OS] iOS 7， [CPU] A7 chip， [Capacity] 32GB， [Display] Retina (size:4 inches)， contract modification (3G to 4G LTE)，  option non-participation， lump-sum payment， ""SOFTBANK iPhone 5s"" ",1台,1 set,※ 2月 Feb. ※10月 Oct.,78120,"51,360",51360,51360,51360,51360,51360,51360,51360,51360,"78,120",78120,78120
教育,Education,授業料等,School fees,1,大学(私立),College and university (Private)                     1),昼間部，法文経系,Daytime， Law， literature and economic course,1か年,1 year,,729764,-,-,-,729764,-,-,-,-,-,-,-,-
教育,Education,授業料等,School fees,2,高等学校(私立),High school (Private),全日制，普通課程,Daytime， General course,1か年,1 year,,304291,-,-,-,304291,-,-,-,-,-,-,-,-
教養娯楽,Culture & recreation,教養娯楽用耐久財,Recreational durable goods,1,テレビ（液晶),TV （LCD),液晶テレビ，32V型，地上デジタルチューナー2基内蔵，ハイビジョン対応パネル，LEDバックライト搭載，特殊機能付きは除く,LCD， 32V type， 2 built-in digital terrestrial television tuners， acceptable the high-definition television panel， LED back light loading， without special function,1台,1 set,,46583,42000,43835,49476,44781,51259,47287,47610,47967,45829,45438,47505,46007
教養娯楽,Culture & recreation,教養娯楽サービス,Recreational services,1,映画観覧料,Admissions to movies,一般,For adults,1回,once,,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
諸雑費,Miscellaneous,理美容サービス,Personal care services,1,理髪料,Men's haircut charges,総合調髪， 男性（高校生以下を除く）,General trim，  for man (excluding ones under high school students age),1回,once,※ 2月 Feb.,3680,"3,676",3679,3679,3679,3679,3679,3676,3679,3679,3684,3684,3684
諸雑費,Miscellaneous,理美容サービス,Personal care services,2,パーマネント代,Permanent wave charges,パーマネント（シャンプー， カット， ブローまたはセット込み）， ショート，女性（高校生以下を除く）, Permanent wave (including shampoo， haircut and blow or set)， short， for women (excluding ones under high school students age),1回,once,,8287,8258,8258,8280,8280,8280,8280,8280,8280,8280,8325,8325,8325
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 ) 13 　物価・地価 13   PRICES,,,,,,,,,,,,,,,,,,,,,,,,
13-3  東京都区部の主要品目小売価格 （平成25年） 13-3  RETAIL PRICES OF PRINCIPAL ITEMS IN KU-AREA OF TOKYO ( 2013 ),,,,,,,,,,,,,,,,,,,,,,,,
この表は小売物価統計調査の結果であり，調査日は毎月12日を含む週の水曜日，木曜日及び金曜日の3日のうち，いずれか1日について調査している。 ただし，生鮮魚介類，野菜類及び果物類は，調査日を含む前3日間の中値を調査している。調査価格は指定した店舗で実際に販売している平常の価格を調査している。 廉売価格，災害による一時的な異常価格，月賦販売，多量販売等による特殊価格及び中古品の価格は調査していない。,,,,,,,,,,,,,,,,,,,,,,,,
Figures in this table are the result of the Retail Price Survey which is carried out on any of the three days Wednesday， Thursday or Friday in the week which includes the 12th of the month. Fresh fish and shellfish， vegetables and fruits are however， inquired into on each or these three days. Surveyed prices are those at which items are normally sold， at appointed retail shops， not including temporally reduced prices due to bargain clearance sale， extraordinary prices due to disasters. ,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 東京都全体の数値。,,,,,,,,,,,,,,,,,,,,,,,,
2) ※印月から基本銘柄改正。,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) The average of all universities that meet the criteria in Tokyo.,,,,,,,,,,,,,,,,,,,,,,,,
2) ※indicates the month when the basic criteria were revised.,,,,,,,,,,,,,,,,,,,,,,,,
資料：総務省 「小売物価統計調査年報」 Source: Ministry of Internal Affairs and Communications,,,,,,,,,,,,,,,,,,,,,,,,
（単位　　円） (In yen),,,,,,,,,,,,,,,,,,,,,,,,
