年次,Year,月次,Month,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲）乳児死亡  (relisted) Infant deaths／計 Total,(再掲)乳児死亡  (relisted) Infant deaths／男 Male,(再掲)乳児死亡  (relisted) Infant deaths／女 Female,(再掲)乳児死亡  (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡  (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡  (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡  (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,婚姻 Marriages,離婚 Divorces
平成10,1998,総数,Total,98960,50948,48012,80793,44653,36140,18167,6295,11872,358,204,154,195,116,79,3107,1483,1624,82589,25685
平成11,1999,総数,Total,97959,50396,47563,85427,46950,38477,12532,3446,9086,325,191,134,175,102,73,3143,1550,1593,81287,26375
平成12,2000,総数,Total,100209,51487,48722,83849,46409,37440,16360,5078,11282,354,195,159,200,110,90,2995,1364,1631,87360,27032
平成13,2001,総数,Total,98421,50546,47875,84586,46661,37925,13835,3885,9950,298,164,134,159,82,77,2907,1389,1518,88538,28593
平成14,2002,総数,Total,100118,51619,48499,85162,46936,38226,14956,4683,10273,295,155,140,169,85,84,2908,1361,1547,84623,28780
平成15,2003,総数,Total,98534,50804,47730,87500,48128,39372,11034,2676,8358,293,156,137,139,67,72,2938,1295,1643,84755,28211
平成16,2004,総数,Total,99272,50793,48479,88767,48465,40302,10505,2328,8177,260,150,110,122,72,50,2923,1325,1598,84618,27123
平成17,2005,総数,Total,96542,49603,46939,93599,51265,42334,2943,-1662,4605,257,148,109,129,71,58,2839,1293,1546,85382,26984
平成18,2006,総数,Total,101674,52391,49283,93596,50908,42688,8078,1483,6595,290,156,134,154,79,75,2782,1247,1535,89413,26347
平成19,2007,総数,Total,103837,53564,50273,96354,52202,44152,7483,1362,6121,278,165,113,146,82,64,2621,1201,1420,89243,26627
平成20,2008,総数,Total,106015,54348,51667,98248,53289,44959,7767,1059,6708,261,122,139,119,57,62,2724,1218,1506,91196,26300
平成21,2009,総数,Total,106613,54736,51877,98304,53549,44755,8309,1187,7122,246,135,111,119,61,58,2482,1118,1364,91028,26803
平成22,2010,総数,Total,108135,55420,52715,104238,56443,47795,3897,-1023,4920,212,114,98,95,51,44,2587,1143,1444,91196,26335
平成23,2011,総数,Total,106027,54333,51694,105723,56613,49110,304,-2280,2584,216,112,104,98,50,48,2484,1140,1344,86888,24927
平成24,2012,総数,Total,107401,54985,52416,109194,58203,50991,-1793,-3218,1425,236,129,107,117,70,47,2325,1103,1222,89301,25329
平成25,2013,総数,Total,109986,56267,53719,110507,58810,51697,-521,-2543,2022,215,112,103,96,49,47,2441,1131,1310,88067,24855
平成25,2013,1,Jan.,9046,4603,4443,11315,6032,5283,-2269,-1429,-840,20,12,8,9,4,5,211,86,125,5716,1941
平成25,2013,2,Feb.,7945,4038,3907,9569,5121,4448,-1624,-1083,-541,11,7,4,5,3,2,215,98,117,6903,1980
平成25,2013,3,Mar.,8699,4502,4197,9474,4986,4488,-775,-484,-291,20,11,9,9,5,4,218,84,134,8712,2456
平成25,2013,4,Apr.,8855,4543,4312,8947,4780,4167,-92,-237,145,19,9,10,5,1,4,219,112,107,6730,2184
平成25,2013,5,May,9208,4730,4478,8661,4575,4086,547,155,392,12,6,6,7,4,3,235,112,123,7612,2126
平成25,2013,6,June,8838,4459,4379,7975,4300,3675,863,159,704,24,11,13,13,7,6,189,86,103,6668,1936
平成25,2013,7,July,9656,4988,4668,8776,4700,4076,880,288,592,18,9,9,8,3,5,181,90,91,8581,2136
平成25,2013,8,Aug. ,9768,4946,4822,8707,4537,4170,1061,409,652,16,9,7,6,3,3,215,98,117,6610,1992
平成25,2013,9,Sept.,9640,4963,4677,8137,4316,3821,1503,647,856,17,14,3,8,8,0,167,70,97,6006,1978
平成25,2013,10,Oct.,9817,5092,4725,9249,5033,4216,568,59,509,22,9,13,13,5,8,196,98,98,6743,2031
平成25,2013,11,Nov.,9087,4574,4513,9532,5058,4474,-445,-484,39,20,7,13,9,2,7,203,103,100,10085,1936
平成25,2013,12,Dec.,9427,4829,4598,10165,5372,4793,-738,-543,-195,16,8,8,4,4,0,192,94,98,7701,2159
,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,,,,,,,,,,,,,,,,,,,
2-7  人口動態  (2) 年，月別及び男女別（昭和58～平成25年）  2-7  VITAL STATISTICS  (2) BY YEAR， MONTH， AND GENDER ( 1983-2013 ) ,,,,,,,,,,,,,,,,,,,,,,,
注) 厚生労働省が平成16・18・21～29年の都道府県からの報告漏れ（平成31年３月29日公表）による再集計を行ったことにより，数値を修正した。ただし、月次の数値については，再集計の結果が反映されていないため，計と月次の合計は合致しない。,,,,,,,,,,,,,,,,,,,,,,,
Note: Figures for 2004， 2006， and 2009-2017 have been revised to reflect retabulation by the Ministry of Labour， Health and Welfare (announced March 29， 2019)， which was carried out due to omissions in reporting by the prefectures. ,,,,,,,,,,,,,,,,,,,,,,,
 However， the monthliy categories do not reflect this retablulation. Therefore， the total does not match the sum of these categories.,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,,,,,,,,,,
