年度,Fiscal year,会社名,Company name,系統,Line,駅,Station,マーク Mark,乗車人員 Boarding passengers／総数 Total,乗車人員 Boarding passengers／定期 Commuter Pass,乗車人員 Boarding passengers／普通 Tickets,降車人員 Deboarding passengers／総数 Total,降車人員 Deboarding passengers／定期 Commuter Pass,降車人員 Deboarding passengers／普通 Tickets
平成25,2013,小田急電鉄,Odakyu Electric Railway,小田原線,Odawara Line,町田,Machida,,53419,30869,22550,53445,30869,22576
平成25,2013,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,,,,18524,12019,6505,18170,12019,6151
平成25,2013,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,小田急永山,Odakyu Nagayama,,5485,3162,2323,5411,3162,2249
平成25,2013,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,小田急多摩ｾﾝﾀｰ,Odakyu Tama Center,,9063,5905,3158,8809,5905,2904
平成25,2013,小田急電鉄,Odakyu Electric Railway,多摩線,Tama Line,唐木田,Karakida,,3976,2952,1024,3950,2952,998
平成25,2013,西武鉄道,Seibu Railway,,,,,,525408,328923,196485,525437,328923,196514
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,,,,227819,140875,86944,226564,140875,85689
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,池袋,Ikebukuro,※,89207,57888,31319,87617,57888,29729
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,椎名町,Shiinamachi,※,3432,1698,1734,3381,1698,1683
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東長崎,Higashi-Nagasaki,※,4933,2986,1947,4948,2986,1962
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,江古田,Ekoda,※,6228,3571,2657,6198,3571,2627
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,桜台,Sakuradai,※,2505,1182,1323,2486,1182,1304
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬,Nerima,◎※,15965,8635,7330,16790,8635,8155
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,中村橋,Nakamurabashi,※,7137,4458,2679,7066,4458,2608
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,富士見台,Fujimidai,※,4609,2599,2010,4504,2599,1905
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,練馬高野台,Nerima-Takanodai,※,4775,2534,2241,4689,2534,2155
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,石神井公園,Shakujii-Koen,※,13574,8568,5006,13515,8568,4947
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,大泉学園,Oizumi-Gakuen,※,15362,9238,6124,15300,9238,6062
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,保谷,Hoya,,10663,7019,3644,10610,7019,3591
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,ひばりケ丘,Hibarigaoka,,12568,7450,5118,12590,7450,5140
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,東久留米,Higashi-Kurume,,9764,5975,3789,9780,5975,3805
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,清瀬,Kiyose,,12717,8197,4520,12679,8197,4482
平成25,2013,西武鉄道,Seibu Railway,池袋線,Ikebukuro Line,秋津,Akitsu,,14380,8877,5503,14411,8877,5534
平成25,2013,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,,,※,27260,17941,9319,28697,17941,10756
平成25,2013,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,小竹向原,Kotake-Mukaihara,,20556,13767,6789,22449,13767,8682
平成25,2013,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,新桜台,Shin-Sakuradai,,1393,704,689,1295,704,591
平成25,2013,西武鉄道,Seibu Railway,西武有楽町線,Seibu Yurakucho Line,練馬,Nerima,◎,5311,3470,1841,4953,3470,1483
平成25,2013,西武鉄道,Seibu Railway,豊島線,Toshima Line,,,※,2632,1262,1370,2595,1262,1333
平成25,2013,西武鉄道,Seibu Railway,豊島線,Toshima Line,練馬,Nerima,◎,135,2,133,135,2,133
平成25,2013,西武鉄道,Seibu Railway,豊島線,Toshima Line,豊島園,Toshimaen,,2497,1260,1237,2460,1260,1200
平成25,2013,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,,,,38,1,37,38,1,37
平成25,2013,西武鉄道,Seibu Railway,山口線,Yamaguchi Line,西武遊園地,Seibu-Yuenchi,◎,38,1,37,38,1,37
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,,,,186245,117616,68629,186351,117616,68735
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武新宿,Seibu-Shinjuku,※,33548,20795,12753,30417,20795,9622
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,高田馬場,Takadanobaba,※,51397,34626,16771,55438,34626,20812
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下落合,Shimo-Ochiai,※,2146,860,1286,1950,860,1090
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,中井,Nakai,※,5095,3086,2009,5221,3086,2135
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,新井薬師前,Araiyakushi-Mae,※,4142,2325,1817,4124,2325,1799
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,沼袋,Numabukuro,※,3644,1968,1676,3553,1968,1585
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,野方,Nogata,※,4212,2346,1866,4160,2346,1814
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,都立家政,Toritsu-Kasei,※,3226,2082,1144,3181,2082,1099
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,鷺ノ宮,Saginomiya,※,5543,3454,2089,5375,3454,1921
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,下井草,Shimo-Igusa,※,4354,2854,1500,4320,2854,1466
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,井荻,Iogi,※,3658,2164,1494,3592,2164,1428
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上井草,Kami-Igusa,※,3644,2341,1303,3668,2341,1327
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,上石神井,Kami-Shakujii,※,7982,5401,2581,7948,5401,2547
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,武蔵関,Musashi-Seki,※,5323,3371,1952,5190,3371,1819
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,東伏見,Higashi-Fushimi,,4420,2841,1579,4393,2841,1552
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,西武柳沢,Seibu-Yagisawa,,3039,1598,1441,2938,1598,1340
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,田無,Tanashi,,13597,8792,4805,13528,8792,4736
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,花小金井,Hana-Koganei,,9900,6400,3500,9880,6400,3480
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,小平,Kodaira,◎,5353,3151,2202,5324,3151,2173
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,久米川,Kumegawa,,5893,3291,2602,5965,3291,2674
平成25,2013,西武鉄道,Seibu Railway,新宿線,Shinjuku Line,東村山,Higashi-Murayama,◎,6129,3870,2259,6186,3870,2316
平成25,2013,西武鉄道,Seibu Railway,拝島線,Haijima Line,,,,27318,17347,9971,27094,17347,9747
平成25,2013,西武鉄道,Seibu Railway,拝島線,Haijima Line,小平,Kodaira,◎,1608,829,779,1566,829,737
平成25,2013,西武鉄道,Seibu Railway,拝島線,Haijima Line,萩山,Hagiyama,◎,1236,723,513,1212,723,489
平成25,2013,西武鉄道,Seibu Railway,拝島線,Haijima Line,小川,Ogawa,◎,2625,1599,1026,2583,1599,984
平成25,2013,西武鉄道,Seibu Railway,拝島線,Haijima Line,東大和市,Higashi-Yamatoshi,,4615,2719,1896,4571,2719,1852
平成25,2013,西武鉄道,Seibu Railway,拝島線,Haijima Line,玉川上水,Tamagawajosui,,7400,4906,2494,7344,4906,2438
平成25,2013,西武鉄道,Seibu Railway,拝島線,Haijima Line,武蔵砂川,Musashi-Sunagawa,,1985,1293,692,1952,1293,659
平成25,2013,西武鉄道,Seibu Railway,拝島線,Haijima Line,西武立川,Seibu-Tachikawa,,1597,1050,547,1592,1050,542
平成25,2013,西武鉄道,Seibu Railway,拝島線,Haijima Line,拝島,Haijima,,6252,4228,2024,6274,4228,2046
平成25,2013,西武鉄道,Seibu Railway,西武園線,Seibuen Line,,,,795,338,457,733,338,395
平成25,2013,西武鉄道,Seibu Railway,西武園線,Seibuen Line,東村山,Higashi-Murayama,◎,60,5,55,68,5,63
平成25,2013,西武鉄道,Seibu Railway,西武園線,Seibuen Line,西武園,Seibuen,,735,333,402,665,333,332
平成25,2013,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,,,,26312,17661,8651,26398,17661,8737
平成25,2013,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,国分寺,Kokubunji,◎,14180,9670,4510,14331,9670,4661
平成25,2013,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,恋ケ窪,Koigakubo,,2128,1279,849,2102,1279,823
平成25,2013,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,鷹の台,Takanodai,,4906,3454,1452,4838,3454,1384
平成25,2013,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,小川,Ogawa,◎,2722,1756,966,2701,1756,945
平成25,2013,西武鉄道,Seibu Railway,国分寺線,Kokubunji Line,東村山,Higashi-Murayama,◎,2376,1502,874,2426,1502,924
平成25,2013,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,,,,15687,8998,6689,15665,8998,6667
平成25,2013,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,国分寺,Kokubunji,◎,7098,4071,3027,7268,4071,3197
平成25,2013,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,一橋学園,Hitotsubashi-Gakuen,,3756,2163,1593,3677,2163,1514
平成25,2013,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,青梅街道,Ome-Kaido,,1361,822,539,1355,822,533
平成25,2013,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,萩山,Hagiyama,◎,659,249,410,621,249,372
平成25,2013,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,八坂,Yasaka,,1007,557,450,1000,557,443
平成25,2013,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,武蔵大和,Musashi-Yamato,,1343,861,482,1299,861,438
平成25,2013,西武鉄道,Seibu Railway,多摩湖線,Tamako Line,西武遊園地,Seibu-Yuenchi,◎,463,275,188,445,275,170
平成25,2013,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,,,,11302,6884,4418,11302,6884,4418
平成25,2013,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,武蔵境,Musashi-Sakai,,5302,3323,1979,5353,3323,2030
平成25,2013,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,新小金井,Shin-Koganei,,654,328,326,656,328,328
平成25,2013,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,多磨,Tama　　　,,2424,1399,1025,2416,1399,1017
平成25,2013,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,白糸台,Shiraitodai   ,,1001,570,431,1014,570,444
平成25,2013,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,競艇場前,Kyoteijo-Mae,,505,208,297,461,208,253
平成25,2013,西武鉄道,Seibu Railway,多摩川線,Tamagawa Line,是政,Koremasa,,1416,1056,360,1402,1056,346
平成25,2013,東急電鉄,Tokyu Corporation,,,,,,683132,400229,282903,662724,390174,272549
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,,,※,172083,93911,78172,171966,93911,78056
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,渋谷,Shibuya,◎,80649,45705,34944,80413,45705,34708
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,代官山,Daikan-Yama,,5163,1518,3645,5598,1518,4081
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,中目黒,Naka-Meguro,,33937,21442,12494,33928,21442,12486
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,祐天寺,Yutenji,,5517,2555,2961,5363,2555,2808
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,学芸大学,Gakugei-Daigaku,,13667,7366,6301,13491,7366,6124
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,都立大学,Toritsu-Daigaku,,8830,4047,4784,8555,4047,4508
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,自由が丘,Jiyugaoka,◎,17263,7995,9269,17675,7995,9680
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,田園調布,Den-En-Chofu,◎,4427,2222,2205,4450,2222,2228
平成25,2013,東急電鉄,Tokyu Corporation,東横線,Toyoko Line,多摩川,Tamagawa,◎,2630,1061,1569,2493,1061,1433
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,,,※,77782,47019,30764,77986,47019,30967
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,目黒,Meguro,,44840,29262,15578,45707,29262,16445
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,不動前,Fudo-Mae,,5448,2778,2670,5107,2778,2329
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,武蔵小山,Musashi-Koyama,,9295,5009,4286,9320,5009,4311
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,西小山,Nishi-Koyama,,6554,4268,2287,6350,4268,2083
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,洗足,Senzoku,,2672,1235,1437,2613,1235,1378
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,大岡山,Ookayama,◎,3665,1884,1781,3609,1884,1725
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,奥沢,Okusawa,,2506,1198,1308,2481,1198,1283
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,田園調布,Den-En-Chofu,◎,2171,1143,1028,2203,1143,1060
平成25,2013,東急電鉄,Tokyu Corporation,目黒線,Meguro Line,多摩川,Tamagawa　,◎,631,243,388,595,243,352
平成25,2013,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,,,※,37833,23642,14191,37890,23642,14248
平成25,2013,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,多摩川,Tamagawa　,◎,663,270,393,629,270,359
平成25,2013,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,沼部,Numabe,,1916,1051,864,1887,1051,836
平成25,2013,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,鵜の木,Unoki,,3399,1905,1494,3352,1905,1447
平成25,2013,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,下丸子,Shimomaruko,,6943,4787,2155,6831,4787,2044
平成25,2013,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,武蔵新田,Musashi-Nitta,,4627,2679,1948,4557,2679,1878
平成25,2013,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,矢口渡,Yaguchi-No-Watashi,,4452,2588,1864,4310,2588,1722
平成25,2013,東急電鉄,Tokyu Corporation,東急多摩川線,Tokyu Tamagawa Line,蒲田,Kamata,◎,15833,10361,5471,16324,10361,5963
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,,,※,83538,43663,39875,83311,43663,39648
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,大井町,Oimachi,,24868,15005,9863,25146,15005,10141
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,下神明,Shimo-Shimmei,,1250,591,660,1292,591,701
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,戸越公園,Togoshi-Koen,,2675,1345,1330,2709,1345,1364
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,中延,Nakanobu,,3869,2196,1674,3985,2196,1790
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,荏原町,Ebara-Machi,,3095,1778,1316,3077,1778,1298
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,旗の台,Hatanodai,◎,4278,2123,2154,4157,2123,2033
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,北千束,Kita-Senzoku,,1278,568,710,1271,568,702
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,大岡山,Ookayama,◎,4964,2637,2327,4968,2637,2331
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,緑が丘,Midorigaoka,,1702,701,1001,1576,701,876
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,自由が丘,Jiyugaoka,◎,9790,3604,6186,9697,3604,6093
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,九品仏,Kuhombutsu,,2381,1263,1118,2346,1263,1083
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,尾山台,Oyamadai,,5391,3061,2330,5302,3061,2241
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,等々力,Todoroki,,5347,3084,2264,5259,3084,2175
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,上野毛,Kaminoge,,4059,2136,1923,3957,2136,1821
平成25,2013,東急電鉄,Tokyu Corporation,大井町線,Oimachi Line,二子玉川,Futako-Tamagawa ,◎,8590,3571,5019,8570,3571,4999
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,,,,218339,138898,79442,218461,138898,79563
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,渋谷,Shibuya,◎※,120560,82206,38353,122401,82206,40195
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,池尻大橋,Ikejiri-Ohashi,※,11220,6509,4711,10716,6509,4207
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,三軒茶屋,Sangen-Jaya,◎※,23617,13525,10092,23270,13525,9745
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,駒沢大学,Komazawa-Daigaku,※,13824,8477,5348,13306,8477,4829
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,桜新町,Sakura-Shimmachi,※,12862,8135,4727,12504,8135,4369
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,用賀,Yoga,※,11229,6105,5125,11072,6105,4967
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,二子玉川,Futako-Tamagawa  ,◎※,14405,7426,6979,14570,7426,7143
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,つくし野,Tsukushino,,2270,1448,822,2250,1448,803
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,すずかけ台,Suzukakedai,,2168,1422,746,2148,1422,725
平成25,2013,東急電鉄,Tokyu Corporation,田園都市線,Den-En-Toshi Line,南町田,Minami-Machida ,,6184,3645,2539,6226,3645,2581
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,,,※,72767,43042,29726,73109,43042,30067
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,五反田,Gotanda,,19479,13180,6299,19950,13180,6771
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,大崎広小路,Osakihirokoji,,1316,473,843,1476,473,1003
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,戸越銀座,Togoshi-Ginza,,3489,1718,1770,3482,1718,1764
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,荏原中延,Ebara-Nakanobu,,2398,1364,1034,2361,1364,997
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,旗の台,Hatanodai,◎,2761,1183,1578,2553,1183,1370
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,長原,Nagahara,,2662,1425,1237,2765,1425,1340
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,洗足池,Senzoku-Ike,,3307,1938,1369,3296,1938,1358
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,石川台,Ishikawa-Dai,,2713,1294,1418,2633,1294,1339
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,雪が谷大塚,Yukigaya-Otsuka,,4328,2520,1809,4358,2520,1839
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,御嶽山,Ontakesan,,4546,3168,1377,4527,3168,1359
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,久が原,Kugahara,,2727,1372,1356,2684,1372,1313
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,千鳥町,Chidoricho,,2756,1657,1099,2680,1657,1023
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,池上,Ikegami,,6288,3387,2901,6215,3387,2828
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,蓮沼,Hasunuma,,1447,620,827,1322,620,702
平成25,2013,東急電鉄,Tokyu Corporation,池上線,Ikegami Line,蒲田,Kamata,◎,12551,7742,4809,12804,7742,5061
平成25,2013,東急電鉄,Tokyu Corporation,世田谷線,Setagaya Line,,,※,20790,10055,10735,-,-,-
平成25,2013,京浜急行電鉄,Keikyu Corporation,,,,,,160761,84512,76249,160704,84512,76192
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,,,※,128874,72523,56351,127952,72523,55429
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,泉岳寺,Sengakuji,,30557,16700,13857,30303,16700,13603
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,品川,Shinagawa,,47531,26716,20815,47276,26716,20560
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,北品川,Kitashinagawa,,1534,922,612,1551,922,629
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,新馬場,Shimbamba,,2647,1304,1343,2652,1304,1348
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,青物横丁,Aomono-Yokocho,,7641,4970,2672,7639,4970,2670
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,鮫洲,Samezu,,1721,973,748,1728,973,755
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,立会川,Tachiaigawa,,3126,1757,1369,3061,1757,1304
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,大森海岸,Omorikaigan,,2524,1223,1301,2514,1223,1291
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,平和島,Heiwajima,,8430,5216,3213,8362,5216,3146
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,大森町,Omorimachi,,3411,2104,1306,3403,2104,1299
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,梅屋敷,Umeyashiki,,2659,1359,1300,2654,1359,1294
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,京急蒲田,Keikyu Kamata,◎,9054,4605,4449,8877,4605,4271
平成25,2013,京浜急行電鉄,Keikyu Corporation,本線,Main Line,雑色,Zoshiki,,5417,3238,2179,5363,3238,2125
