年次,Year,地域階層,地域コード,地域,District,病院 Hospital／総数 Total,病院 Hospital／精神科病院 Psychiatric hospital,病院 Hospital／結核療養所 Tuberculosis sanatorium,病院 Hospital／一般病院 General hospital,病院 Hospital／(再掲 Relisted)／救急告示病院 Designated emergency hospital,病院 Hospital／(再掲 Relisted)／療養病床を有するもの Hospital with long-term care beds,一般診療所 General  clinic,歯科診療所 Dental clinic
平成24,2012,2,13211,小平市,Kodaira-shi,9,1,-,8,4,4,124,101
平成24,2012,2,13212,日野市,Hino-shi,6,-,-,6,2,4,119,83
平成24,2012,2,13213,東村山市,Higashimurayama-shi,11,3,-,8,4,4,93,65
平成24,2012,2,13214,国分寺市,Kokubunji-shi,2,-,-,2,-,2,116,74
平成24,2012,2,13215,国立市,Kunitachi-shi,2,-,-,2,1,1,83,74
平成24,2012,2,13218,福生市,Fussa-shi,4,-,-,4,3,1,42,32
平成24,2012,2,13219,狛江市,Komae-shi,2,-,-,2,1,1,50,39
平成24,2012,2,13220,東大和市,Higashiyamato-shi,2,-,-,2,1,-,50,40
平成24,2012,2,13221,清瀬市,Kiyose-shi,13,2,-,11,3,6,42,38
平成24,2012,2,13222,東久留米市,Higashikurume-shi,3,1,-,2,2,-,62,58
平成24,2012,2,13223,武蔵村山市,Musashimurayama-shi,4,-,-,4,2,2,24,24
平成24,2012,2,13224,多摩市,Tama-shi,8,2,-,6,2,2,108,63
平成24,2012,2,13225,稲城市,Inagi-shi,3,-,-,3,1,2,45,36
平成24,2012,2,13227,羽村市,Hamura-shi,2,-,-,2,-,2,36,31
平成24,2012,2,13228,あきる野市,Akiruno-shi,4,1,-,3,1,1,51,42
平成24,2012,2,13229,西東京市,Nishitokyo-shi,5,1,-,4,4,1,138,121
平成24,2012,1,13300,郡部,All gun,4,-,-,4,1,3,37,20
平成24,2012,2,13303,瑞穂町,Mizuho-machi,1,-,-,1,-,1,14,11
平成24,2012,2,13305,日の出町,Hinode-machi,2,-,-,2,-,2,12,7
平成24,2012,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,3,-
平成24,2012,2,13308,奥多摩町,Okutama-machi,1,-,-,1,1,-,8,2
平成24,2012,1,13350,島部,All islands,1,-,-,1,1,-,21,15
平成24,2012,2,13361,大島町,Oshima-machi,-,-,-,-,-,-,4,5
平成24,2012,2,13362,利島村,Toshima-mura,-,-,-,-,-,-,1,-
平成24,2012,2,13363,新島村,Niijima-mura,-,-,-,-,-,-,4,-
平成24,2012,2,13364,神津島村,Kozushima-mura,-,-,-,-,-,-,2,1
平成24,2012,2,13381,三宅村,Miyake-mura,-,-,-,-,-,-,2,2
平成24,2012,2,13382,御蔵島村,Mikurajima-mura,-,-,-,-,-,-,1,-
平成24,2012,2,13401,八丈町,Hachijo-machi,1,-,-,1,1,-,3,6
平成24,2012,2,13402,青ヶ島村,Aogashima-mura,-,-,-,-,-,-,1,-
平成24,2012,2,13421,小笠原村,Ogasawara-mura,-,-,-,-,-,-,3,1
,,,,,,,,,,,,,
東京都統計年鑑（平成25年）TOKYO STATISTICAL YEARBOOK ( 2013 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,
19-1  地域別医療施設数 (平成20～平成24年) 19-1  MEDICAL FACILITIES BY DISTRICT( 2008-2012 ),,,,,,,,,,,,,
この表は厚生労働省「医療施設調査」による。病院とは患者20人以上の収容施設を有するものをいい，診療所とは患者の収容施設を有しないもの， 又は20人未満のものをいう。,,,,,,,,,,,,,
"The table is based on the “Medical Institutions Survey” conducted by the Ministry of Health， Labour and Welfare. “Hospitals” refer to medical establishments with a capacity to admit 20 or more patients， while ""Clinics"" refer to those with no facilities to admit patients or with a capacity to admit less than 20 patients. ",,,,,,,,,,,,,
各年10月1日現在。 ,,,,,,,,,,,,,
Figures are as of October 1 of the each year.,,,,,,,,,,,,,
注) 「休止中」及び「休診中」のものを除く。          ,,,,,,,,,,,,,
"Note:  Facilities that are ""inactive"" are excluded.",,,,,,,,,,,,,
資料：都福祉保健局総務部総務課「東京都の医療施設」 Source: Bureau of Social Welfare and Public Health， TMG　,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,
