年度末,End of fiscal year,地域階層,地区コード,地域,District,総人口 (A) Total population 1),排水区域 Areas served by sewerage system／人口 (B) Population,排水区域 Areas served by sewerage system／計画面積 Planned area (ha),排水区域 Areas served by sewerage system／面積 Area　(ha),処理区域 Areas served by sewerage system and sewage treatment system／人口 Population,処理区域 Areas served by sewerage system and sewage treatment system／計画面積 Planned area (ha),処理区域Areas served by sewerage system and sewage treatment system／面積 Area (ha),終末処理場数 Number of sewage treatment plants 2),終末処理場数 Number of sewage treatment plants,普及率 (B／A) Sewerage system coverage (%),,,
平成25,2013,2,13121,足立区,Adachi-ku,671333,667976,4787,4777,667976,4787,4777,-,2,100,,,
平成25,2013,2,13122,葛飾区,Katsushika-ku,448680,447488,2996,2961,447488,2996,2961,-,1,100,,,
平成25,2013,2,13123,江戸川区,Edogawa-ku,676598,675489,4043,4037,675489,4043,4037,-,1,100,,,
平成25,2013,1,13200,市部,All shi,4099361,4064793,51104,47712,4064437,51100,47568,7,12,99,,,
平成25,2013,2,13201,八王子市,Hachioji-shi,561985,558230,8739,8390,558151,8739,8388,1,2,99,,,
平成25,2013,2,13202,立川市,Tachikawa-shi,178209,178209,2278,2172,178209,2278,2172,-,1,100,,,
平成25,2013,2,13203,武蔵野市,Musashino-shi,141584,141584,1073,1073,141584,1073,1073,-,-,100,,,
平成25,2013,2,13204,三鷹市,Mitaka-shi,180570,180570,1650,1644,180570,1650,1644,-,1,100,,,
平成25,2013,2,13205,青梅市,Ome-shi,137608,132279,2367,2103,132279,2367,2103,-,-,96,,,
平成25,2013,2,13206,府中市,Fuchu-shi,253424,253424,2725,2725,253424,2725,2725,1,1,100,,,
平成25,2013,2,13207,昭島市,Akishima-shi,112793,112714,1507,1378,112714,1507,1378,1,1,100,,,
平成25,2013,2,13208,調布市,Chofu-shi,223947,223947,2037,1955,223947,2037,1955,-,-,100,,,
平成25,2013,2,13209,町田市,Machida-shi,426209,418617,5419,4887,418617,5419,4887,-,2,98.2,,,
平成25,2013,2,13210,小金井市,Koganei-shi,117079,117079,1133,1133,116964,1133,1133,-,-,100,,,
平成25,2013,2,13211,小平市,Kodaira-shi,185846,185846,2046,2046,185846,2046,2046,-,-,100,,,
平成25,2013,2,13212,日野市,Hino-shi,179771,169330,2397,2221,169330,2397,2221,1,1,94,,,
平成25,2013,2,13213,東村山市,Higashimurayama-shi,151655,151655,1696,1696,151655,1696,1696,-,-,100,,,
平成25,2013,2,13214,国分寺市,Kokubunji-shi,118995,118628,1148,1139,118628,1148,1139,-,-,100,,,
平成25,2013,2,13215,国立市,Kunitachi-shi,74303,74303,796,783,74303,792,792,1,1,100,,,
平成25,2013,2,13218,福生市,Fussa-shi,58676,58676,1000,653,58676,1000,653,-,-,100,,,
平成25,2013,2,13219,狛江市,Komae-shi,78474,78474,582,582,78474,582,582,-,-,100,,,
平成25,2013,2,13220,東大和市,Higashiyamato-shi,85382,85330,1009,983,85330,1009,983,-,-,100,,,
平成25,2013,2,13221,清瀬市,Kiyose-shi,74247,74224,1019,867,74224,1019,867,1,1,100,,,
平成25,2013,2,13222,東久留米市,Higashikurume-shi,116410,116410,1292,1292,116410,1292,1292,-,-,100,,,
平成25,2013,2,13223,武蔵村山市,Musashimurayama-shi,71991,71986,1290,1159,71986,1290,1159,-,-,100,,,
平成25,2013,2,13224,多摩市,Tama-shi,147627,147612,2019,2014,147612,2019,2014,-,-,100,,,
平成25,2013,2,13225,稲城市,Inagi-shi,86268,85052,1747,1008,85052,1747,1008,1,1,99,,,
平成25,2013,2,13227,羽村市,Hamura-shi,56732,56732,905,905,56732,905,822,-,-,100,,,
平成25,2013,2,13228,あきる野市,Akiruno-shi,81900,76208,1645,1319,76046,1645,1251,-,-,93,,,
平成25,2013,2,13229,西東京市,Nishitokyo-shi,197676,197674,1585,1585,197674,1585,1585,-,-,100,,,
平成25,2013,1,13300,郡部,All gun,58857,55420,1824,1558,54310,1824,1487,-,1,94,,,
平成25,2013,2,13303,瑞穂町,Mizuho-machi,33864,32733,830,741,32733,830,741,-,-,97,,,
平成25,2013,2,13305,日の出町,Hinode-machi,16933,16930,700,527,16930,700,527,-,-,100,,,
平成25,2013,2,13307,檜原村,Hinohara-mura,2441,1811,95,91,1811,95,91,-,-,74,,,
平成25,2013,2,13308,奥多摩町,Okutama-machi,5619,3946,199,199,2836,199,128,-,1,70,,,
平成25,2013,1,13350,島部,All islands,2892,1835,87,72,1835,87,72,-,1,63,,,
平成25,2013,2,13363,新島村,Niijima-mura,2892,1835,87,72,1835,87,72,-,1,63,,,
,,,,,,,,,,,,,,,,,,
6-8  地域別下水道の普及状況 （平成23～25年度末） ,,,,,,,,,,,,,,,,,,
6-8 SEWERAGE SERVICE BY DISTRICT ( End of Fiscal Years 2011～2013 ) ,,,,,,,,,,,,,,,,,,
　注． 1) 総人口は， 住民基本台帳人口である。 ,,,,,,,,,,,,,,,,,,
            2) 終末処理場の （　） 内の数値は流域下水道にかかるものであり， 内数である。 ,,,,,,,,,,,,,,,,,,
　　    3) 島部に関しては，新島村のみ公共下水道である。 ,,,,,,,,,,,,,,,,,,
　Note: 1) Total population data from the Basic Resident Register. ,,,,,,,,,,,,,,,,,,
          　2) Figures in parentheses show the number of sewage treatment plants for a regional sewerage system within the total number  (figures on the right). ,,,,,,,,,,,,,,,,,,
             3) In the islands， only Niijima-mura is served by public sewer.,,,,,,,,,,,,,,,,,,
資料：都下水道局総務部広報サービス課，同都市整備局都市基盤部調整課 ,,,,,,,,,,,,,,,,,,
　Source : Bureau of Sewerage， T.M.G.， Bureau of Urban Development， T.M.G.,,,,,,,,,,,,,,,,,, 
