一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
187,大田区南馬込5丁目42,35.585648,139.705750,JGD2011,国道1号,B,2013-01-23,2013-01-24,3,6,2.0,2.1,72,70
188,大田区大森中2丁目1,35.568119,139.730362,JGD2011,国道15号,C,2013-01-17,2013-01-18,3,4,4.2,2.3,72,72
189,大田区西糀谷3丁目9,35.555283,139.738342,JGD2011,国道131号,C,2013-01-17,2013-01-18,3,7,5.0,3.3,68,66
190,大田区南馬込2丁目31,35.588638,139.718979,JGD2011,都道環状7号線,B,2013-01-23,2013-01-24,4,4,3.5,2.4,72,72
191,大田区新蒲田1丁目14,35.559662,139.709015,JGD2011,都道環状8号線,C,2013-01-21,2013-01-22,4,4,4.8,2.5,69,66
192,大田区南千束3丁目32,35.599949,139.687881,JGD2011,都道東京丸子横浜線,B,2013-01-23,2013-01-24,4,4,4.2,2.5,72,72
193,大田区多摩川1丁目36,35.560528,139.697922,JGD2011,国道1号,C,2013-01-21,2013-01-22,3,6,2.5,2.0,72,70
194,大田区田園調布本町41,35.586536,139.673248,JGD2011,都道東京丸子横浜線,C,2013-01-21,2013-01-22,4,4,4.2,2.5,67,66
195,大田区下丸子2丁目11,35.565666,139.684326,JGD2011,都道大田神奈川線,C,2013-01-21,2013-01-22,4,2,3.0,2.2,67,65
196,大田区羽田1丁目15,35.550411,139.741074,JGD2011,都道東京大師横浜線,C,2013-01-17,2013-01-18,4,6,5.0,2.0,71,70
197,世田谷区羽根木1-6-14,35.664528,139.660507,JGD2011,都道環状7号線(環七通り),c,2012-05-08,2012-05-18,4,5,4.7,1.2,69,69
198,世田谷区太子堂1-4-24,35.645943,139.676056,JGD2011,国道246号(玉川通り),c,2012-05-22,2012-06-01,3,6,4.4,1.2,72,72
199,世田谷区上馬4-1-3,35.635284,139.664078,JGD2011,国道246号(玉川通り),c,2012-08-21,2012-08-31,3,6,3.2,1.2,74,73
200,世田谷区野毛1-25-1,35.605718,139.643334,JGD2011,都道環状8号線(環八通り),b,2012-09-04,2012-09-14,4,6,2.7,1.2,71,69
201,世田谷区八幡山2-10-2,35.660605,139.614968,JGD2011,都道環状8号線(環八通り),b,2012-10-02,2012-10-12,4,6,4.3,1.2,67,66
202,世田谷区北烏山9-3-8,35.669563,139.594894,JGD2011,国道20号(甲州街道),b,2012-10-16,2012-10-26,3,4,3,1.2,75,75
203,世田谷区等々力4-19-18,35.610874,139.652435,JGD2011,都道白金台町等々力線(目黒通り),b,2012-04-10,2012-04-20,4,4,8.8,1.2,69,69
204,世田谷区世田谷1-11-18,35.642334,139.653488,JGD2011,都道世田谷町田線(世田谷通り),c,2012-06-05,2012-06-15,4,2,3.5,1.2,68,67
205,世田谷区上北沢2-1-3,35.669216,139.617523,JGD2011,都道調布経堂停車場線(赤堤通り),a,2012-06-19,2012-06-29,4,2,1.7,1.2,64,59
206,世田谷区大原1-16-16,35.668644,139.665207,JGD2011,都道赤坂杉並線(井の頭通り),a,2012-07-03,2012-07-13,4,2,3.9,1.2,64,63
207,世田谷区野沢3-4,35.629002,139.674240,JGD2011,都道環状7号線(環七通り),b,2012-12-05,2012-12-06,4,6,2.7,1.2,71,68
208,世田谷区太子堂2-12-2,35.644928,139.673462,JGD2011,国道246号(玉川通り),c,2012-12-05,2012-12-06,3,7,2.6,1.2,77,76
209,世田谷区上北沢4-31-10,35.670990,139.617905,JGD2011,国道20号(甲州街道),c,2012-12-05,2012-12-06,3,4,4.7,1.2,72,71
210,世田谷区砧公園7,35.632093,139.624210,JGD2011,都道環状8号線(環八通り),b,2012-12-05,2012-12-06,4,6,4.6,1.2,71,69
211,世田谷区瀬田2-31-2,35.618130,139.629593,JGD2011,国道246号(玉川通り),b,2012-12-05,2012-12-06,3,8,3,1.2,75,74
212,世田谷区野毛3-20,35.604420,139.637070,JGD2011,都道大田調布線(多摩堤通り),a,2012-12-05,2012-12-06,4,2,0.8,1.2,71,68
213,世田谷区松原1-39-11,35.670105,139.651138,JGD2011,国道20号(甲州街道),c,2012-12-05,2012-12-06,3,8,3.5,1.2,73,71
214,世田谷区成城3-18-23,35.634262,139.597687,JGD2011,都道世田谷町田線(世田谷通り),b,2012-12-05,2012-12-06,4,2,2.5,1.2,71,70
215,世田谷区玉川3丁目15,35.614845,139.625687,JGD2011,国道246号,C,2012-11-19,2012-11-20,3,4,6.9,1.2,60,58
216,世田谷区船橋7丁目19,35.657394,139.615479,JGD2011,都道環状8号線,B,2012-11-19,2012-11-20,4,6,8.1,1.2,65,64
217,世田谷区代田5丁目12,35.660400,139.660385,JGD2011,都道環状7号線,C,2012-11-19,2012-11-20,4,6,3.3,1.2,72,69
218,世田谷区大原2丁目10,35.669666,139.661209,JGD2011,都道環状7号線,C,2012-11-19,2012-11-20,4,4,4.7,1.2,73,72
219,世田谷区赤堤2丁目5,35.656586,139.647095,JGD2011,都道瀬田貫井線,B,2012-11-19,2012-11-20,4,2,3.1,1.2,69,67
220,渋谷区幡ヶ谷1丁目1,35.677483,139.678482,JGD2011,国道20号,C,2013-01-09,2013-01-10,3,6,3.8,1.2,71,70
221,渋谷区富ヶ谷2丁目14,35.663692,139.687195,JGD2011,都道環状六号線,B,2013-01-09,2013-01-10,4,4,5.9,1.2,67,65
222,渋谷区代々木1丁目22,35.681080,139.702087,JGD2011,都道四谷角筈線,C,2013-01-09,2013-01-10,4,2,3,1.2,67,64
223,渋谷区恵比寿南3丁目6,35.646267,139.703568,JGD2011,都道古川橋二子玉川線,C,2013-01-09,2013-01-10,4,4,6.3,1.2,66,63
224,渋谷区上原3丁目31,35.665424,139.674805,JGD2011,都道鮫洲大山線,C,2013-01-09,2013-01-10,4,2,2.1,1.2,63,63
225,中野区大和町1-12,35.712528,139.653717,JGD2011,都道環状7号線(環七通り),c,2012-11-27,2012-11-30,4,6,4.5,1.2,78,77
226,中野区中野2-17,35.702869,139.669495,JGD2011,都道神楽坂高円寺線(大久保通り),c,2012-11-27,2012-11-30,4,2,1.9,1.2,68,65
227,中野区本町4-18,35.696976,139.672409,JGD2011,都道東京所沢線(青梅街道),c,2012-11-27,2012-11-30,4,5,4.2,1.2,69,68
228,中野区弥生町4-20,35.686672,139.671631,JGD2011,都道鮫洲大山線(方南通り),c,2012-11-27,2012-11-30,4,3,4.5,1.2,64,61
229,中野区江原町3-5,35.730846,139.675552,JGD2011,都道千代田練馬田無線(目白通り),c,2012-11-27,2012-11-30,4,4,4.1,1.2,70,69
230,中野区中央2-18,35.700245,139.682617,JGD2011,都道環状6号線(山手通り),c,2012-11-27,2012-11-30,4,6,9.4,1.2,67,63
231,中野区中央1丁目35,35.696728,139.685089,JGD2011,都道東京所沢線,C,2012-11-29,2012-11-30,4,4,4.0,1.2,69,68
232,中野区本町4丁目18,35.696976,139.672409,JGD2011,都道東京所沢線,C,2012-11-29,2012-11-30,4,4,4.2,1.2,69,68
233,中野区東中野1丁目2,35.701782,139.686325,JGD2011,都道神楽坂高円寺線,C,2012-11-28,2012-11-29,4,2,2.5,1.2,67,64
234,中野区中野2丁目17,35.702869,139.669495,JGD2011,都道神楽坂高円寺線,C,2012-11-28,2012-11-29,4,2,1.9,1.2,68,65
235,杉並区高円寺北2-1,35.705902,139.653915,JGD2011,都道環状7号線(環七通り),c,2012-12-11,2012-12-14,4,6,6.9,1.2,70,68
236,杉並区和田2-7,35.686996,139.656174,JGD2011,都道環状7号線(環七通り),c,2012-05-15,2012-05-18,4,6,5.7,1.3,69,68
237,杉並区和泉1-21,35.674351,139.659515,JGD2011,都道環状7号線(環七通り),c,2012-05-22,2012-05-25,4,6,2.8,1.3,71,70
238,杉並区桃井1-39,35.713997,139.614243,JGD2011,都道環状8号線(環八通り),b,2012-07-03,2012-07-06,4,4,3.7,1.3,67,67
239,杉並区荻窪5-10,35.701599,139.617706,JGD2011,都道環状8号線(環八通り),c,2012-06-05,2012-06-08,4,4,2.8,1.2,71,71
240,杉並区高井戸西1-5,35.680756,139.613739,JGD2011,都道環状8号線(環八通り),b,2012-07-10,2012-07-13,4,4,4.3,1.6,68,70
241,杉並区下高井戸3-3,35.670132,139.631882,JGD2011,国道20号(甲州街道),c,2012-09-11,2012-09-14,3,8,4.9,1.3,70,68
242,杉並区高井戸東2-3,35.677635,139.615311,JGD2011,都道新宿国立線(放射5号線),b,2012-09-18,2012-09-21,4,6,4.9,1.8,69,68
243,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道新宿国立線(放射5号線),b,2012-10-09,2012-10-12,4,2,8.7,1.3,62,61
244,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線(青梅街道),c,2012-10-02,2012-10-05,4,4,4.0,1.3,69,68
245,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線(青梅街道),c,2012-10-23,2012-10-26,4,4,5.8,1.2,71,70
246,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線(青梅街道),c,2012-10-30,2012-11-02,4,4,4.7,1.2,71,69
247,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線(井の頭通り),b,2012-10-16,2012-10-19,4,4,2.9,1.2,67,66
248,杉並区宮前1-14,35.689945,139.609360,JGD2011,都道杉並あきる野線(井の頭通り),b,2012-11-06,2012-11-09,4,4,4.1,1.4,69,68
249,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線(五日市街道),c,2012-09-25,2012-09-28,4,2,3.0,1.7,66,59
250,杉並区宮前1-18,35.690220,139.613647,JGD2011,都道杉並あきる野線(五日市街道),c,2012-11-27,2012-11-30,4,2,1.8,1.2,68,68
251,杉並区阿佐谷北5-45,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線(早稲田通り),c,2013-01-22,2013-01-25,4,2,3.1,2.3,68,67
252,杉並区上井草3-6,35.719406,139.602066,JGD2011,都道向井町新町線(早稲田通り),a,2012-12-04,2012-12-07,4,2,3.0,1.2,68,63
253,杉並区堀ノ内1-9,35.683540,139.650314,JGD2011,都道新宿国立線(方南通り),b,2013-01-29,2013-02-01,4,4,3.9,1.2,66,63
254,杉並区阿佐谷北1-31,35.708443,139.636154,JGD2011,都道瀬田貫井線(中杉通り),c,2012-11-13,2012-11-16,4,2,6.9,1.2,64,62
255,杉並区宮前3-27,35.696415,139.609192,JGD2011,区道2132号線(神明通り),a,2012-06-12,2012-06-15,6,1,0.4,1.3,66,61
256,杉並区西荻北2-32,35.706882,139.605515,JGD2011,区道2103号線(真中橋通り),a,2012-06-26,2012-06-29,6,2,1.3,1.9,63,56
257,杉並区高井戸西1-17,35.681786,139.606659,JGD2011,区道2133号線,a,2012-05-29,2012-06-01,6,2,0.6,1.2,64,60
258,杉並区高井戸東4丁目10,35.689613,139.617554,JGD2011,都道環状8号線(環八通り),C,2012-10-24,2012-10-25,4,4,9.8,1.2,68,66
259,杉並区高円寺南4丁目1,35.701981,139.654282,JGD2011,都道環状7号線(環七通り),C,2012-10-24,2012-10-25,4,6,8,1.2,69,67
260,杉並区高井戸東3丁目33,35.686672,139.620056,JGD2011,都道赤坂杉並線(井の頭通り),B,2012-10-24,2012-10-25,4,4,3.3,1.2,67,64
261,杉並区宮前5丁目21,35.695518,139.600616,JGD2011,都道杉並あきる野線(井の頭通り),B,2012-10-24,2012-10-25,4,4,3.5,1.2,70,67
262,杉並区成田西3丁目17,35.690853,139.625244,JGD2011,都道杉並あきる野線(五日市街道),B,2012-10-24,2012-10-25,4,2,4.3,1.2,67,63
263,杉並区西荻南1丁目5,35.696884,139.601364,JGD2011,都道杉並あきる野線(五日市街道),B,2012-10-24,2012-10-25,4,2,2.2,1.2,67,66
264,杉並区西荻北4丁目38,35.708801,139.597565,JGD2011,都道杉並武蔵野線(女子大通り),A,2012-10-24,2012-10-25,4,2,2.4,1.2,64,60
265,豊島区南池袋4-18-9,35.724720,139.720322,JGD2011,首都高速5号池袋線,c,2012-12-18,2012-12-21,2,4,3.5,16.5,72,72
266,豊島区高田3丁目20,35.714901,139.708984,JGD2011,都道千代田練馬田無線,C,2012-12-18,2012-12-19,4,4,5.2,1.2,70,69
267,豊島区東池袋5丁目8,35.725052,139.720932,JGD2011,都道音羽池袋線,C,2012-12-18,2012-12-19,4,4,3.7,1.2,68,65
268,豊島区南大塚1丁目19,35.728470,139.732513,JGD2011,都道小石川西巣鴨線,C,2012-12-18,2012-12-19,4,2,6.1,1.2,65,61
269,豊島区北大塚2丁目17,35.733555,139.728027,JGD2011,都道小石川西巣鴨線,C,2012-12-18,2012-12-19,4,2,4.3,1.2,64,60
270,豊島区要町2丁目14,35.736393,139.691284,JGD2011,都道池袋谷原線,C,2012-12-18,2012-12-19,4,4,11.7,1.2,59,57
271,豊島区西池袋5丁目5,35.731922,139.705215,JGD2011,区道1113号,C,2012-12-18,2012-12-19,5,4,5.8,1.2,65,63
272,北区岩淵町26-6,35.785576,139.721802,JGD2011,国道122号(北本通り),c,2012-11-27,2012-11-30,3,5,4,1.2,69,67
273,北区志茂3-46-8,35.775665,139.734360,JGD2011,国道122号(北本通り),c,2012-11-27,2012-11-30,3,7,3,1.2,71,68
274,北区王子5-29,35.766922,139.735992,JGD2011,国道122号(北本通り),c,2012-11-27,2012-11-30,3,6,3.2,1.2,69,66
275,北区昭和町3-9-10,35.749462,139.751129,JGD2011,都道王子千住南砂町線(明治通り),c,2012-10-29,2012-11-01,4,4,3.6,1.2,69,66
276,北区滝野川1-90-8,35.746017,139.730728,JGD2011,国道122号(明治通り),c,2012-10-29,2012-11-01,3,4,4,1.2,72,70
277,北区赤羽北1-12-1,35.785896,139.712280,JGD2011,都道環状8号線(環八通り),c,2012-12-04,2012-12-07,4,4,3.8,1.2,71,68
278,北区上十条5-4-1,35.764732,139.717499,JGD2011,都道環状7号線(環七通り),c,2012-12-04,2012-12-07,4,4,4.2,1.2,70,68
279,北区上十条5丁目4,35.764984,139.717239,JGD2011,都道環状7号線,C,2012-11-20,2012-11-21,4,4,4,1.2,69,67
280,北区赤羽台1丁目6,35.778984,139.714539,JGD2011,都道常盤台赤羽線,A,2012-11-20,2012-11-21,4,3,3.5,1.2,66,61
281,荒川区南千住1-59,35.734081,139.793381,JGD2011,国道4号(日光街道),c,2012-05-07,2012-05-11,3,4,4.1,1.4,73,71
282,荒川区荒川2-2,35.736259,139.783386,JGD2011,都道王子千住南砂町線(明治通り),c,2012-05-28,2012-06-01,4,4,4.2,1.5,69,64
283,荒川区東尾久2-43,35.742863,139.769562,JGD2011,都道台東鳩ヶ谷線(尾久橋通り),c,2012-04-16,2012-04-20,4,4,6.1,1.2,70,66
284,荒川区荒川3-67,35.734917,139.778183,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2012-09-24,2012-09-28,4,4,3.4,1.4,68,65
285,荒川区町屋3-8,35.746952,139.782974,JGD2011,都道上野尾竹橋線(尾竹橋通り),c,2012-10-15,2012-10-19,4,2,3.5,1.5,68,65
286,荒川区東日暮里6-17,35.729103,139.777298,JGD2011,区道荒107号(日暮里中央通り),c,2012-11-19,2012-11-23,6,2,4.1,1.7,66,59
287,荒川区東尾久6-35,35.749165,139.772858,JGD2011,区道荒111号(旭電化通り),c,2012-12-03,2012-12-07,6,2,2.5,1.5,67,61
288,荒川区東日暮里6丁目10,35.730175,139.778488,JGD2011,都道上野尾竹橋線,C,2012-10-15,2012-10-16,4,4,3.5,1.2,66,63
289,荒川区西尾久1丁目21,35.745010,139.763000,JGD2011,都道白山小台線,C,2012-10-15,2012-10-16,4,2,3.6,1.2,66,62
290,板橋区板橋2-67-7,35.751736,139.709290,JGD2011,国道17号(中山道),c,2012-07-09,2012-07-12,3,7,4,1.2,68,65
291,板橋区高島平1-9-1,35.781695,139.667824,JGD2011,都道446号線(都道補助201号),b,2012-10-01,2012-10-04,4,6,2,1.2,71,67
292,板橋区双葉町42-1,35.759457,139.700028,JGD2011,都道318号線(環状七号線),c,2012-12-10,2012-12-13,4,4,4,1.2,69,66
293,板橋区蓮根3-6-3,35.785884,139.675917,JGD2011,都道446号線(高島通り),b,2012-10-09,2012-10-12,4,4,4,1.2,68,64
294,板橋区南常盤台2-8-9,35.756570,139.686306,JGD2011,国道254号(川越街道),c,2012-09-10,2012-09-13,3,4,4,1.2,69,68
295,板橋区熊野町25-2,35.744221,139.707901,JGD2011,都道317号線(山手通り),c,2012-07-05,2012-07-06,4,6,4,1.2,74,73
296,板橋区大山町13-1,35.747094,139.700047,JGD2011,国道254号(川越街道),c,2012-09-24,2012-09-25,3,4,4,1.2,72,71
297,板橋区本町41-3,35.757792,139.707237,JGD2011,国道17号(中山道),c,2012-09-04,2012-09-05,3,6,4,1.2,76,73
298,板橋区小茂根4-9-2,35.746487,139.675751,JGD2011,都道318号線(環七通り),c,2012-09-27,2012-09-28,4,4,4,1.2,70,68
299,板橋区大原町6-5,35.770150,139.700783,JGD2011,国道17号(中山道),c,2012-09-18,2012-09-19,3,4,4,1.2,72,71
300,板橋区東坂下2-20-9,35.787846,139.685287,JGD2011,国道17号(中山道),c,2012-10-15,2012-10-16,3,4,4,1.2,71,69
301,板橋区小豆沢4-29-9,35.781399,139.696838,JGD2011,都道311号線(環八通り),c,2012-09-20,2012-09-21,4,4,4,1.2,72,69
302,板橋区稲荷台22-4,35.762180,139.710297,JGD2011,都道318号線(環七通り),c,2012-10-22,2012-10-23,4,4,3,1.2,73,71
303,板橋区熊野町11-2,35.741886,139.706751,JGD2011,都道317号線(山手通り),c,2012-10-17,2012-10-18,4,9,4,1.2,71,69
304,板橋区高島平6-1-1,35.792306,139.646469,JGD2011,国道17号(新大宮バイパス),c,2012-11-19,2012-11-20,3,9,4,1.2,72,70
305,板橋区赤塚7-25,35.779480,139.649689,JGD2011,国道17号(新大宮バイパス),b,2012-11-29,2012-11-30,3,2,4,1.2,66,64
306,板橋区赤塚新町3-3-9,35.770729,139.641541,JGD2011,国道254号(川越街道),c,2012-11-07,2012-11-08,3,4,4,1.2,72,71
307,板橋区稲荷台22-4,35.762180,139.710297,JGD2011,都道環状7号線,C,2012-12-06,2012-12-07,4,4,4.2,1.2,73,72
308,板橋区富士見町2-4,35.760287,139.700882,JGD2011,都道環状7号線,C,2012-12-06,2012-12-07,4,4,4.7,1.2,69,66
309,板橋区小茂根3丁目16-4,35.748978,139.679199,JGD2011,都道環状7号線,C,2012-12-06,2012-12-07,4,4,4.5,1.2,73,71
310,板橋区高島平1丁目77-5,35.786000,139.671671,JGD2011,都道赤羽西台線,B,2012-12-06,2012-12-07,4,6,3.6,1.2,69,67
311,板橋区徳丸7丁目26-14,35.781921,139.662445,JGD2011,都道長後赤塚線,B,2012-12-06,2012-12-07,4,6,7.3,1.2,68,63
312,足立区新田2-4,35.773075,139.740738,JGD2011,都道318号線(環七通り),c,2012-11-19,2012-11-20,4,4,3,1.5,69,67
313,足立区大谷田4-1,35.777340,139.837265,JGD2011,都道318号線(環七通り),c,2012-11-27,2012-11-28,4,4,4,1.5,68,66
314,足立区千住河原町10,35.743710,139.797867,JGD2011,国道4号(日光街道),c,2012-11-13,2012-11-14,3,7,4,1.5,68,66
315,足立区中央本町1-5-3,35.771118,139.803574,JGD2011,国道4号(日光街道),c,2012-11-27,2012-11-28,3,4,4,1.5,67,65
316,足立区西保木間1-15,35.796452,139.801788,JGD2011,国道4号(日光街道),c,2012-11-15,2012-11-16,3,4,4.8,1.5,72,71
317,足立区西新井本町2-3-1,35.777260,139.775710,JGD2011,都道307号王子金町江戸川線,c,2012-11-15,2012-11-16,4,2,1,1.5,66,62
318,足立区本木南町2,35.760323,139.781052,JGD2011,都道450号新荒川葛西堤防線,c,2012-11-07,2012-11-08,4,4,7.1,1.5,67,65
319,足立区綾瀬3-12-15,35.764210,139.828583,JGD2011,都道314号言問大谷田線,b,2012-11-29,2012-11-30,4,2,6,1.5,66,63
320,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道308号千住小松川葛西沖線,b,2012-11-29,2012-11-30,4,2,3,1.5,64,63
321,足立区中央本町1丁目17,35.775124,139.805023,JGD2011,国道4号(日光街道),C,2012-10-16,2012-10-17,3,6,4.5,1.2,71,69
322,足立区谷中2丁目23,35.776302,139.835541,JGD2011,都道307号王子金町江戸川線(環七通り),C,2012-10-16,2012-10-17,4,4,5,1.2,66,63
323,足立区綾瀬4丁目21,35.766140,139.821793,JGD2011,首都高速6号三郷線,B,2012-10-16,2012-10-17,2,4,8.8,1.2,68,67
324,足立区鹿浜2丁目14,35.781342,139.745728,JGD2011,首都高速川口線,B,2012-10-16,2012-10-17,2,4,12,1.2,70,66
325,足立区扇2丁目27,35.766590,139.770355,JGD2011,都道58号台東鳩ヶ谷線,C,2012-10-16,2012-10-17,4,4,7.9,1.2,66,62
326,足立区入谷1丁目16,35.805164,139.767410,JGD2011,都道104号川口草加線,B,2012-10-16,2012-10-17,4,2,3.3,1.2,60,55
327,足立区青井4丁目37,35.774300,139.822098,JGD2011,都道102号平方東京線,A,2012-10-16,2012-10-17,4,2,1.5,1.2,64,60
328,葛飾区水元3-20,35.782383,139.865417,JGD2011,都道王子金町江戸川線(岩槻街道),b,2012-07-03,2012-07-10,4,2,5,1.2,63,59
329,葛飾区西水元6-16,35.788822,139.856949,JGD2011,都道王子金町江戸川線,b,2012-07-24,2012-07-31,4,2,1.5,1.2,68,64
330,葛飾区東金町8-2,35.779060,139.883957,JGD2011,都道松戸草加線,c,2012-07-03,2012-07-10,4,4,4.9,1.2,66,62
331,葛飾区柴又4-30,35.752903,139.877029,JGD2011,都道王子金町江戸川線(柴又街道),c,2012-07-24,2012-07-31,4,2,5,1.2,67,61
332,葛飾区亀有3-38,35.763786,139.850296,JGD2011,都道環状7号線(環七通り),c,2012-08-03,2012-08-10,4,4,4.3,1.2,66,63
333,葛飾区高砂1-2,35.741302,139.863144,JGD2011,都道環状7号線(環七通り),c,2012-07-24,2012-07-31,4,5,4.1,2.3,69,68
334,葛飾区金町5-24,35.765957,139.868622,JGD2011,国道6号(水戸街道),c,2012-07-03,2012-07-10,3,8,3.8,1.2,67,65
335,葛飾区四つ木5-15,35.742584,139.841217,JGD2011,国道6号(水戸街道),c,2012-07-24,2012-07-31,3,4,4.7,1.2,68,67
336,葛飾区堀切6-1,35.752026,139.827789,JGD2011,都道言問大谷田線,c,2012-08-01,2012-08-08,4,4,8.6,1.2,64,59
337,葛飾区小菅3-6,35.755337,139.824203,JGD2011,都道千住小松川葛西沖線,c,2012-08-01,2012-08-08,4,2,0.3,1.2,68,63
338,葛飾区小菅2-19,35.750191,139.825821,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2012-08-01,2012-08-08,4,5,4.1,1.2,68,61
339,葛飾区堀切3-32,35.743622,139.833282,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2012-08-01,2012-08-08,4,2,3.8,1.6,69,65
340,葛飾区東立石2-1,35.733753,139.843430,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2012-07-24,2012-07-31,4,3,4,1.2,66,62
341,葛飾区奥戸2-37,35.734699,139.861832,JGD2011,都道市川四つ木線(奥戸街道),c,2012-07-24,2012-07-31,4,2,3.2,1.8,64,61
342,葛飾区新小岩1-53,35.714451,139.861130,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2012-07-24,2012-07-31,4,3,3.7,1.2,67,63
343,葛飾区東新小岩3-12,35.722919,139.861862,JGD2011,都道御徒町小岩線(蔵前橋通り),c,2012-07-25,2012-08-01,4,4,4.6,1.4,67,63
344,葛飾区小菅1-35,35.756767,139.818176,JGD2011,都道千住小松川葛西沖線,b,2012-08-01,2012-08-08,4,4,4.6,1.8,68,66
345,葛飾区小菅1-2,35.752621,139.818939,JGD2011,首都高速道路中央環状線,c,2012-08-01,2012-08-08,2,4,23.2,13.6,63,62
346,葛飾区小菅1-36,35.758541,139.819077,JGD2011,首都高速道路三郷線,b,2012-08-01,2012-08-08,2,4,52,1.2,60,59
347,葛飾区堀切2-4,35.742863,139.825012,JGD2011,都道新荒川葛西堤防線,b,2012-08-01,2012-08-08,4,2,13,1.2,67,64
348,葛飾区堀切2-4,35.742863,139.825012,JGD2011,都道新荒川葛西堤防線,b,2012-08-01,2012-08-08,4,2,17.2,7.5,66,64
349,葛飾区堀切2-4,35.742863,139.825012,JGD2011,首都高速道路中央環状線,b,2012-08-01,2012-08-08,2,4,17.2,19.7,64,63
350,葛飾区東四つ木1-3,35.725761,139.841141,JGD2011,都道新荒川葛西堤防線,c,2012-07-24,2012-07-31,4,3,10,1.2,65,62
351,葛飾区東四つ木1-3,35.725761,139.841141,JGD2011,都道新荒川葛西堤防線,c,2012-07-24,2012-07-31,4,3,25.5,9.4,61,59
352,葛飾区東金町8-10,35.779598,139.885056,JGD2011,国道298号,c,2012-07-03,2012-07-10,3,6,4.7,1.2,62,56
353,葛飾区東金町8-16,35.779942,139.886841,JGD2011,国道298号,a,2012-07-03,2012-07-10,3,6,5.3,1.2,56,52
354,葛飾区東金町8-33,35.782219,139.884689,JGD2011,国道298号,a,2012-07-03,2012-07-10,3,6,5.8,1.2,62,58
355,葛飾区金町3-19,35.767693,139.872955,JGD2011,国道6号,c,2012-07-03,2012-07-10,3,8,4.6,1.8,70,68
356,葛飾区金町3-19,35.767693,139.872955,JGD2011,国道6号,c,2012-07-03,2012-07-10,3,8,4.6,11.8,70,68
357,葛飾区金町3-19,35.767693,139.872955,JGD2011,国道6号,c,2012-07-03,2012-07-10,3,8,4.6,17.3,74,73
358,葛飾区東金町7丁目31,35.778564,139.884460,JGD2011,都道松戸草加線,A,2012-11-27,2012-11-28,4,4,4.4,1.2,63,58
359,葛飾区水元5丁目14,35.790455,139.861740,JGD2011,都道王子金町江戸川線,B,2012-11-27,2012-11-28,4,2,0.5,1.2,67,63
360,葛飾区東新小岩5丁目14,35.722816,139.854050,JGD2011,都道千住小松川葛西沖線,C,2012-11-27,2012-11-28,4,2,3.4,1.2,69,64
361,葛飾区亀有2丁目75,35.761169,139.853012,JGD2011,都道環状七号線(環七通り),C,2012-11-27,2012-11-28,4,4,4.1,1.2,73,71
362,葛飾区小菅1丁目33,35.756416,139.814575,JGD2011,都道千住小松川葛西沖線,B,2012-11-27,2012-11-28,4,4,3.0,1.2,72,68
363,葛飾区堀切7丁目32,35.755867,139.828140,JGD2011,都道千住小松川葛西沖線,C,2012-11-27,2012-11-28,4,4,3.4,1.2,70,66
364,葛飾区堀切8丁目26,35.757244,139.829163,JGD2011,都道言問大谷田線,A,2012-11-27,2012-11-28,4,4,4.0,1.2,69,65
365,葛飾区立石2丁目3,35.736767,139.840363,JGD2011,都道市川四つ木線(奥戸街道),C,2012-11-27,2012-11-28,4,2,3.2,1.2,69,66
366,葛飾区白鳥4丁目5,35.751743,139.849228,JGD2011,国道6号(水戸街道),C,2012-11-27,2012-11-28,3,4,5.3,1.2,71,71
367,江戸川区南小岩8-20,35.732651,139.885925,JGD2011,都道王子金町江戸川線,c,2012-12-04,2012-12-05,4,2,2.4,1.2,64,59
368,江戸川区南小岩3-27,35.726662,139.888016,JGD2011,都道王子金町江戸川線,c,2012-12-04,2012-12-05,4,2,1.3,1.2,67,64
369,江戸川区大杉5-33,35.710335,139.879303,JGD2011,都道環状7号線,c,2012-12-04,2012-12-05,4,6,4.4,1.2,76,74
370,江戸川区一之江3-20,35.691460,139.882980,JGD2011,都道環状7号線,c,2012-12-04,2012-12-05,4,6,3.5,1.2,68,65
371,江戸川区南葛西3-23,35.650539,139.871368,JGD2011,都道環状7号線,c,2012-12-04,2012-12-05,4,6,5.5,1.2,70,67
372,江戸川区南小岩8-20,35.732651,139.885925,JGD2011,都道王子金町江戸川線,C,2012-12-04,2012-12-05,4,2,2.4,1.2,64,59
