年月,製造工業,最終需要財,投資財,資本財,建設財,消費財,耐久消費財,非耐久消費財,生産財,鉱工業用生産財,その他生産財
2015-11,99.1,97.6,95,95,94.8,101.9,112.9,94.3,101.2,100.2,103.1
2015-12,100.6,101.2,96.7,96.4,99,108.6,118.3,101.9,99.8,101.1,97.5
2016-01,88.3,86.4,85,84.6,88.4,88.7,87.7,89.4,91,90.8,91.5
2016-02,95.5,95.6,98,97.7,100.3,91.7,82.5,98.1,95.3,97.4,91.5
2016-03,118.2,127.8,141.1,146,101.9,105.9,101.1,109.2,104.7,105.2,103.9
2016-04,86.9,82.3,74.2,72.3,90.4,95.5,82.1,104.7,93.5,94.8,91.1
2016-05,84.7,79.7,75.2,73.9,85,87.2,81.2,91.3,91.7,91.4,92.2
2016-06,98,95.4,96.6,97.2,91,93.4,82.2,101.2,101.7,98.8,106.8
2016-07,91.2,89.2,89.8,89.2,94.9,88.2,72.3,99.2,93.9,95.3,91.5
2016-08,88.7,89.7,89.2,89.2,89.1,90.6,80.7,97.5,87.3,84.8,91.7
2016-09,106.1,108.6,117.9,120.3,97.9,93.2,84.4,99.3,102.6,105.3,97.9
2016-10,92.3,88.2,87.2,85.9,97.8,89.8,83.7,94,98.1,97.9,98.5
2016-11,95.4,94.1,93.8,92.6,102.8,94.6,96.8,93,97.4,99.6,93.4
2016-12,99.3,99.5,104.9,105.1,103.4,90.5,82.1,96.4,99.2,100.6,96.6
2017-01,87.4,81.8,85.7,85,92,75.4,67,81.2,95.1,99.4,87.5
2017-02,92.4,90.7,95,94.7,97.1,83.6,78,87.5,94.8,99.3,87
2017-03,115.8,121.9,137.4,141.2,106,96.4,83.9,105.1,107.4,110.2,102.3
2017-04,86.8,79.5,75.4,72.9,95.9,86.2,72.6,95.5,97,103.2,86.2
2017-05,83.4,78,76.7,75.3,88.7,80,64.8,90.4,91,91.7,89.9
2017-06,96.3,91.7,94.9,94.4,99.4,86.5,74.7,94.6,102.7,101,105.6
2017-07,92.8,90.2,92.9,92.3,97.6,85.9,70.7,96.4,96.4,100.9,88.5
2017-08,86.1,82.3,81.5,80.2,92.2,83.7,68.3,94.3,91.3,93.1,88
2017-09,104.3,107.9,118.8,120.4,106.4,90,78.7,97.7,99.2,102.8,92.9
2017-10,95.6,93.4,93.1,92.4,98.6,94,86,99.6,98.7,100.7,95.4
2017-11,97.7,97.8,99.2,98.2,107.2,95.6,91.4,98.4,97.5,103.3,87.5
2017-12,98.6,99.7,102.5,101.7,108.9,95.1,87.9,100.1,97,103.4,85.6
2018-01,89.6,88.1,90.1,89.9,92,84.7,70.1,94.8,91.8,97.3,82
2018-02,91,91,96,95.2,102.9,82.7,73.5,89.1,90.9,97.1,80
2018-03,118.7,129,147.4,151.7,112.9,98.6,87.3,106.3,104.3,107.2,99.3
2018-04,87,85,81,78.9,98.1,91.5,79.8,99.6,89.9,96.3,78.7
2018-05,89.6,86.7,85.9,84.6,96.4,88,77.9,95,93.6,97.5,86.6
2018-06,95.9,92,95.3,94,106.1,86.7,76.2,94,101.2,104.1,96.2
2018-07,94.9,94.3,98.5,97.7,104.8,87.3,75.8,95.2,95.7,101.9,84.7
2018-08,90.1,88.3,92.6,92.5,93.8,81.2,70.6,88.5,92.7,98.9,81.8
2018-09,102.7,106.8,117.4,119.4,100.8,89.3,74.6,99.4,97.1,102.6,87.3
2018-10,98.9,95.5,92.9,90.8,110.7,99.8,84.9,110.1,103.5,109.2,93.6
2018-11,98.8,99.3,100.1,98.4,113.4,98.2,76.2,113.3,98.1,102.2,91
2018-12,96.3,95.5,98.7,97.6,107.9,90.2,69.5,104.4,97.4,104,85.9
2019-01,85.4,84.1,86.3,85,96.7,80.4,66.7,89.9,87.2,88.1,85.8
2019-02,90,93.6,99,98.6,101.9,84.6,65.8,97.6,84.9,87.7,80
2019-03,112.6,122.6,140.1,144.4,104.3,93.7,76.4,105.6,98.8,101.4,94.2
2019-04,90.2,89.1,85.9,84.3,99.1,94.2,75.8,106.9,91.8,97.6,81.6
2019-05,88.2,88.9,89.6,89,93.8,87.7,78.3,94.1,87.3,89.2,83.9
2019-06,92.3,92.7,94.3,93.6,100.1,90.1,77.9,98.5,91.6,90.6,93.4
2019-07,95.4,97.8,101,100.5,104.9,92.4,80,101,92.2,97.8,82.4
2019-08,87.5,88.4,88.7,88.5,90.3,87.8,76.1,95.8,86.4,88.4,82.9
2019-09,104.3,112.8,125.1,128.7,95.8,92.5,80.2,101,92.5,96.8,84.8
2019-10,94.5,94.1,90.7,89.9,97.6,99.5,90.2,106,95.1,101.7,83.4
2019-11,91.5,92.3,93.5,92.7,100.6,90.2,78.8,98,90.5,97.2,78.6
2019-12,93.7,99.8,103.6,105.2,91.1,93.4,83.8,100,85.3,91.1,75.2
2020-01,87,83,83.1,83.4,80.1,82.9,72.2,90.3,92.6,99.6,80.3
2020-02,90.3,91.3,96.5,98,84.5,82.7,65.9,94.3,88.9,95.5,77.1
2020-03,105.2,112.6,126.2,130.5,91.1,90.2,70.5,103.8,94.7,98.2,88.7
2020-04,74.1,75,75.5,74.9,80.6,74,54.8,87.2,72.9,74.7,69.7
2020-05,63.1,60.7,63.2,62.2,71,56.6,34.9,71.6,66.5,64.1,70.9
2020-06,75.5,73.2,76.9,75.8,85.4,67.2,43.9,83.3,78.7,72.6,89.3
2020-07,73,71.6,73.2,72.5,79,68.9,41.4,87.9,75,74.1,76.6
2020-08,68.1,67.5,70,70.1,69.4,63.5,40.5,79.3,68.9,66.9,72.4
2020-09,84.8,85.9,92.3,93.4,83,75.5,57.1,88.1,83.3,85.4,79.6
2020-10,83.5,81.7,82.9,82.5,87,79.7,63.3,90.9,86.1,86.4,85.5
2020-11,82.4,83,88.2,88.9,82.6,74.4,54.7,88.1,81.7,82.9,79.4
2020-12,86.5,88.8,95.9,97.9,80.3,76.9,53.7,92.9,83.5,86.4,78.3
2021-01,77.3,76.2,83,84.4,72,65,46.6,77.7,78.9,79,78.7
2021-02,79.5,81.4,91,93,74.6,65.6,41.5,82.3,76.9,80.2,71.2
2021-03,104,111.3,131.6,137,87.8,77.9,57.7,91.8,93.7,96.1,89.6
2021-04,83.2,82.7,87,88,78.9,75.5,60.2,86.1,83.9,88.3,76.2
2021-05,77.6,78.4,87.7,89.8,70.4,63.2,48.7,73.1,76.4,77.6,74.4
2021-06,96.6,98.4,109.3,112.5,83.5,80.4,73.4,85.2,94.1,97,88.8
2021-07,87.4,89.8,97.9,100,81,76.4,61.4,86.7,84.1,91.9,70.3
2021-08,74.3,73.1,78.4,79.2,72.1,64.3,45.6,77.2,75.9,78.7,71.1
2021-09,90.3,95,111,114.2,84.4,68.6,50.5,81.1,83.7,86.9,77.9
2021-10,83.5,83.2,90.4,90.4,90.3,71.5,54.3,83.3,83.9,87.1,78.1
2021-11,90.9,95.8,108.6,110.7,91.3,74.7,63.1,82.7,84.1,89.2,75
2021-12,90.9,98.4,111,113.8,88.1,77.7,67.4,84.9,80.4,84,74
2022-01,78.5,80.6,91.6,93,81,62.3,43.5,75.3,75.6,74.7,77.1
2022-02,88.8,96,113,116.8,81.9,68,54.4,77.4,78.9,82.2,72.9
2022-03,105.9,112.9,134.6,140.3,88,77.1,61.4,88,96.3,99.5,90.5
2022-04,84.3,87.2,96.4,98.4,79.6,72.1,53.8,84.7,80.2,83.7,74.1
2022-05,78.2,78.9,87.8,90,70.5,64.2,42.8,78.9,77.2,75.2,80.6
2022-06,92.8,94.8,108.3,112,78.1,72.5,56.3,83.7,90,90.4,89.4
2022-07,84.2,88.2,99,102,75,70.4,53.9,81.8,78.6,80.8,74.8
2022-08,82.7,84.6,96.5,99.5,72.1,65,45.8,78.2,80,83.4,74.1
2022-09,93.7,97.6,112.6,116.3,82.1,72.8,60.6,81.2,88.2,92,81.6
2022-10,87.7,89.1,99.8,101.6,84.4,71.5,56,82.2,85.7,87.5,82.4
2022-11,87.9,90.4,102.1,103.6,89.9,71.2,57,81,84.5,88.1,78.1
2022-12,93.7,101,115.4,119.4,82.5,77.2,59.7,89.2,83.6,86.6,78.2
2023-01,74.7,76.9,88.1,90.2,71,58.4,35.1,74.4,71.6,73,69
2023-02,79.9,84.3,94.3,96.7,75,67.7,48.3,81.1,73.7,79.3,63.9
2023-03,103.4,115.7,137.6,144.1,84.5,79.7,58.5,94.3,86.2,88.9,81.4
2023-04,78.7,80,83.8,84.6,77.6,73.6,53.7,87.3,76.9,80.1,71.3
2023-05,71,69.7,70.7,70.7,71.1,68,45.4,83.6,72.8,75.8,67.7
2023-06,89.7,93.2,103.7,106.4,82.3,75.9,59.1,87.6,84.8,91.5,73.1
2023-07,83.1,88.5,94.4,96.2,79.1,78.9,65,88.5,75.6,85.7,57.9
2023-08,75.8,75.9,78.9,79.4,74.6,70.9,55.2,81.6,75.6,86.1,57.1
2023-09,82.7,84.2,90.2,91.5,79.7,74.4,57,86.3,80.6,92.9,59.1
2023-10,81.9,82.6,86,86.2,84.8,76.8,63.6,86,81,91.4,62.7
2023-11,77.6,77.1,79.8,79.5,82.4,72.7,54.2,85.5,78.3,88.5,60.3
2023-12,94.3,103.5,120.8,125.7,80.8,74.8,48,93.3,81.5,93.3,60.8

東京都工業指数 月次指数（平成２７年基準）平成２５年１月～令和５年１２月,,,,,,,,,,,
生産者出荷指数（特殊分類別、原指数）,,,,,,,,,,,
（注）最終月は速報値である。,,,,,,,,,,,
