"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","器具で家具を固定している[人]","家具の配置を工夫している[人]","できるだけ家具を置かないようにしている[人]","家具が収納式または据え付けとなっている[人]","行っていない[人]","無回答[人]"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","性・年代別","女性 50～59歳","62","18","24","13","15","6","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","性・年代別","女性 60～69歳","56","22","21","16","10","10","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","性・年代別","女性 70歳以上","42","14","26","5","5","5","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","性・年代別","無回答","14","0","3","0","1","0","10"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","職業別","自営業主・家族従業","86","25","35","14","13","19","1"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","職業別","会社員・団体職員・公務員","243","78","104","41","19","37","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","職業別","アルバイト・パートタイマー","35","10","16","8","3","5","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","職業別","家事専業","55","19","22","9","13","10","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","職業別","学生","13","8","5","0","1","1","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","職業別","無職","81","31","29","17","11","9","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","職業別","その他","31","8","17","7","9","2","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","職業別","無回答","14","0","3","0","0","1","10"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","居住地区別","芝地区","86","20","34","18","9","24","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","居住地区別","麻布地区","87","26","43","11","13","11","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","居住地区別","赤坂地区","81","25","32","14","12","14","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","居住地区別","高輪地区","146","48","59","27","23","21","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","居住地区別","芝浦港南地区","139","57","60","22","10","14","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","居住地区別","無回答","19","3","3","4","2","0","11"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","持家（一戸建）","64","30","24","6","12","10","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","持家（マンション）","267","92","114","44","47","35","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","借家（一戸建）","9","3","5","1","1","1","1"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","民間の賃貸マンション・アパート","151","38","60","33","8","30","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","都営住宅・区営住宅・区立住宅","26","9","11","5","0","4","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","3","8","2","0","0","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","社宅・公務員宿舎","10","2","2","4","0","3","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","3","0","0","1","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","その他","5","2","3","1","1","0","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","住居形態別","無回答","11","0","1","0","0","0","10"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","定住意向別","ずっと住み続けていたい","279","97","123","45","38","38","5"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","定住意向別","当分は住んでいたい","203","61","79","35","23","32","4"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","16","19","8","4","6","1"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","3","1","1","0","1","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","定住意向別","近いうちに区外に転居する予定である","13","1","4","3","0","5","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","定住意向別","わからない","10","1","4","3","2","2","0"
"202203","災害対策","Q24. 震災時に自宅でケガをしないために、事前の備えである家具の転倒・移動・落下対策が重要です。ご自宅でどのような対策を行っていますか。","定住意向別","無回答","3","0","1","1","2","0","1"

"第33回港区民世論調査クロス集計表・災害対策Q24","Ver202203",,,,,,,,,,
