年度,会計,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,当初予算額
2021,1,一般会計,14,使用料及び手数料,1,使用料,1,総務使用料,6,行政財産使用料,1,市役所等,"1,611,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,1,総務使用料,9,男女共同参画センター使用料,1,会議室等,"300,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,1,総務使用料,10,博物館使用料,1,ギャラリー等,"592,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,2,民生使用料,1,高齢者住宅使用料,1,高齢者民間アパート使用料,"5,928,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,2,民生使用料,1,高齢者住宅使用料,2,高齢者民間アパート使用料（滞納繰越分）,"284,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,2,民生使用料,4,緊急通報システム利用者負担金,1,利用者負担金,"39,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,3,衛生使用料,1,健康センター使用料,1,健康増進室等,"2,342,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,4,農林業使用料,1,市民農園使用料,1,市民農園,"2,760,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,5,商工使用料,1,消費生活センター使用料,1,消費生活センター,"410,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,1,道路橋梁等使用料,1,道路占用料等,"53,649,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,3,公園使用料,1,公園使用料,"321,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,4,住宅使用料,1,市営住宅,"37,711,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,4,住宅使用料,2,駐車場,"1,380,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,6,土木使用料,4,住宅使用料,3,市営住宅（滞納繰越分）,0
2021,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,2,行政財産使用料,1,学校施設等,"79,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,2,行政財産使用料,2,コミュニティプラザ駐車場,"1,300,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,5,生涯学習施設使用料,1,生涯学習センター,"5,300,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,6,学童育成使用料,1,育成料（現年度分）,"40,537,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,6,学童育成使用料,2,育成料（滞納繰越分）,"180,000"
2021,1,一般会計,14,使用料及び手数料,1,使用料,7,教育使用料,7,児童センター使用料,1,ホール等,"39,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,1,印鑑証明,"6,115,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,2,印鑑登録証交付,"407,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,3,戸籍関係証明,"6,298,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,4,住民基本台帳関係証明,"11,887,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,5,住民票閲覧,"133,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,6,諸証明,"646,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,7,自動車臨時運行取扱,"303,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,8,税関係証明,"7,069,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,1,総務手数料,2,戸籍住民基本台帳費手数料,12,個人番号カード再発行,"57,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,2,犬・猫等死体処理,"40,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,3,一般廃棄物処理業許可申請,"350,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,4,粗大ごみ処理,"14,564,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,5,し尿処理,"1,824,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,1,塵芥処理手数料,6,ごみ処理等,"212,593,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,2,公害対策手数料,1,工場認可申請,"7,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,2,衛生手数料,3,畜犬登録手数料,1,畜犬登録,"2,070,000"
2021,1,一般会計,14,使用料及び手数料,2,手数料,3,土木手数料,1,土木手数料,1,屋外広告物申請,"602,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,1,中国残留邦人等生活支援給付費（３／４）,"14,962,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,2,自立相談支援事業（３／４）,"13,780,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,3,住居確保給付金事業（３／４）,"12,891,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,1,社会福祉費負担金,4,配偶者支援給付金事業（１０／１０）,"1,043,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,障害者福祉費負担金,1,自立支援給付費（１／２）,"993,145,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,2,障害者福祉費負担金,2,特別障害者手当等（３／４）,"32,250,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,6,児童措置費負担金,1,児童手当等,"740,005,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,6,児童措置費負担金,6,児童扶養手当給付費（１／３）,"98,333,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,7,母子福祉費負担金,1,母子生活支援施設等（１／２）,"5,096,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,7,母子福祉費負担金,2,入院助産費（１／２）,"1,313,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,9,生活保護費負担金,1,生活保護費（３／４）,"2,831,664,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,9,生活保護費負担金,2,被保護者就労支援事業（３／４）,"8,959,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,10,国民健康保険基盤安定負担金,1,保険基盤安定（１／２）,"51,577,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,12,低所得者保険料軽減負担金,1,低所得者保険料軽減負担金（１／２）,"52,617,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,13,児童福祉費負担金,1,子どものための教育・保育給付交付金（１／２）,"785,830,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,1,民生費国庫負担金,13,児童福祉費負担金,2,子育てのための施設等利用給付交付金（１／２）,"152,867,000"
2021,1,一般会計,15,国庫支出金,1,国庫負担金,2,衛生費国庫負担金,1,保健衛生費負担金,1,養育医療費（１／２）,"1,577,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,1,社会保障・税番号制度,"1,064,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,3,通知カード・個人番号カード関連経費（１０／１０）,"26,975,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,7,マイナポイント事業費補助金（１０／１０）,"7,141,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,9,新型コロナウイルス感染症対応地方創生臨時交付金,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,10,民俗文化財伝承・活用等事業費（１／２）,"10,000,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,11,新型コロナウイルス感染症対応地方創生臨時交付金（繰越明許費）,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,1,総務費国庫補助金,1,総務費補助金,12,文化施設の感染拡大予防・活動支援環境整備事業（１／２）,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,1,老人福祉費補助金,1,高齢者住宅借上事業費（１／２）,"1,995,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,1,老人福祉費補助金,4,法改正に伴うシステム改修補助（１／２）,"1,000,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,2,社会福祉費補助金,4,地域における生活支援等のための基盤づくり事業（１／２）,"3,000,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,3,障害者福祉費補助金,9,地域生活支援事業費（１／２）,"26,164,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,5,生活保護費補助金,1,生活困窮者就労準備支援等事業費（３／４・１０／１０）,"33,420,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,5,生活保護費補助金,2,新型コロナウイルス感染症セーフティネット強化交付金,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,9,子ども・子育て支援交付金,"108,185,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,11,保育対策総合支援事業費（１／２・２／３）,"49,877,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,12,子ども・子育て支援体制整備総合推進事業（１／２）,"990,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,20,教育支援体制整備事業費交付金（１／２）,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,8,児童福祉費補助金,21,子育て世帯生活支援特別給付金給付事業（１０／１０）,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,10,母子福祉費補助金,1,児童虐待・ＤＶ防止対策等支援事業費（１／２）,"33,754,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,2,民生費国庫補助金,10,母子福祉費補助金,2,母子家庭等対策総合支援事業費（３／４）,"10,310,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,保健衛生費補助金,4,感染症予防等事業費（１／２）,"3,479,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,保健衛生費補助金,6,母子保健衛生費国庫補助金（１／２）,"1,037,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,保健衛生費補助金,8,新型コロナウイルスワクチン接種体制確保事業費（繰越明許費）,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,保健衛生費補助金,9,新型コロナウイルスワクチン接種事業費（繰越明許費）,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,3,衛生費国庫補助金,1,保健衛生費補助金,10,新型コロナウイルスワクチン接種体制確保事業費,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,4,土木費国庫補助金,1,道路橋梁費補助金,1,流域貯留浸透事業（１／３）,"14,000,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,4,土木費国庫補助金,2,都市計画費補助金,2,社会資本整備総合交付金（１／３・１／２・５．５／１０）,"152,474,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,4,土木費国庫補助金,2,都市計画費補助金,5,地域防災拠点建築物整備緊急促進事業補助金,"10,792,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,1,小学校費補助金,2,理科教育等設備費（１／２）,"720,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,1,小学校費補助金,5,修学旅行費,"60,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,1,小学校費補助金,8,特別支援学級就学奨励費（１／２）,"119,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,2,中学校費補助金,2,理科教育等設備費（１／２）,"500,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,2,中学校費補助金,4,修学旅行費,"550,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,2,中学校費補助金,7,特別支援学級就学奨励費（１／２）,"238,000"
2021,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,3,教育総務費補助金,4,公立学校情報機器整備費,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,3,教育総務費補助金,6,学校保健特別対策事業費（１／２）（繰越明許費）,0
2021,1,一般会計,15,国庫支出金,2,国庫補助金,7,教育費国庫補助金,7,小中学校費補助金,2,教育支援体制整備事業費補助金,"896,000"
2021,1,一般会計,15,国庫支出金,3,委託金,1,総務費委託金,2,戸籍住民基本台帳費委託金,2,自衛官募集事務費,"25,000"
2021,1,一般会計,15,国庫支出金,3,委託金,1,総務費委託金,2,戸籍住民基本台帳費委託金,3,中長期在留者住居地届出等事務費,"493,000"
2021,1,一般会計,15,国庫支出金,3,委託金,2,民生費委託金,1,国民年金費委託金,1,国民年金事務費,"16,000,000"
2021,1,一般会計,15,国庫支出金,3,委託金,2,民生費委託金,1,国民年金費委託金,2,年金生活者支援給付金事務費,"300,000"
2021,1,一般会計,15,国庫支出金,3,委託金,2,民生費委託金,2,児童措置費委託金,1,特別児童扶養手当事務費,"173,000"
2021,1,一般会計,15,国庫支出金,3,委託金,2,民生費委託金,3,社会福祉費委託金,1,生活支援相談事務費,"3,518,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,1,民生委員推薦会,"40,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,2,民生・児童委員活動費（１０／１０）,"5,456,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,3,民生委員協議会（１０／１０）,"734,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,4,民生委員協議会特別強化費（１０／１０）,"35,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,5,戦傷病者特別援護法事務費,"2,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,6,行旅病人・死亡人等取扱費（１０／１０）,"1,711,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,7,民生・児童委員会長協議会費（１０／１０）,"14,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,1,社会福祉費負担金,9,特別弔慰金受付事務費交付金,"185,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,2,老人福祉費負担金,2,介護保険サービス利用者負担軽減措置対策費（３／４）,"1,200,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,1,心身障害者福祉手当（１０／１０）,"150,000,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,2,重度心身障害者手当事務費,"368,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,3,心身障害者扶養年金事務費,"231,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,4,自立支援給付費（１／４）,"496,572,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,4,障害者福祉費負担金,6,身体障害者等無料乗車券発行事務費,"25,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,6,児童措置費負担金,1,児童手当等,"162,700,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,6,児童措置費負担金,5,児童育成手当（１０／１０）,"192,408,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,6,児童措置費負担金,6,児童育成手当（障害）（１０／１０）,"12,592,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,7,母子福祉費負担金,1,母子生活支援施設等（１／４）,"2,548,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,7,母子福祉費負担金,2,入院助産費（１／４）,"656,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,9,生活保護費負担金,1,生活保護費（１／４）,"72,733,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,10,国民健康保険基盤安定負担金,2,保険基盤安定（１／４・３／４）,"153,250,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,11,後期高齢者医療保険基盤安定負担金,1,保険基盤安定負担金（３／４）,"137,643,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,13,低所得者保険料軽減負担金,1,低所得者保険料軽減負担金（１／４）,"26,308,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,14,児童福祉費負担金,1,子どものための教育・保育給付費（１／４・１／２）,"402,915,000"
2021,1,一般会計,16,都支出金,1,都負担金,1,民生費都負担金,14,児童福祉費負担金,2,子育てのための施設等利用費（１／４）,"76,433,000"
2021,1,一般会計,16,都支出金,1,都負担金,2,衛生費都負担金,1,保健衛生費負担金,1,養育医療費（１／４）,"788,000"
2021,1,一般会計,16,都支出金,2,都補助金,1,総務費都補助金,1,総務管理費補助金,1,市町村総合交付金,"1,670,000,000"
2021,1,一般会計,16,都支出金,2,都補助金,1,総務費都補助金,1,総務管理費補助金,2,人権の花事業（１０／１０）,"56,000"
2021,1,一般会計,16,都支出金,2,都補助金,1,総務費都補助金,1,総務管理費補助金,9,防犯設備運用経費補助事業,"17,000"
2021,1,一般会計,16,都支出金,2,都補助金,1,総務費都補助金,1,総務管理費補助金,10,サテライトオフィス設置等補助金（２／３）,"5,000,000"
2021,1,一般会計,16,都支出金,2,都補助金,1,総務費都補助金,2,文化財保護費補助金,1,文化財関係事務処理特例交付金,"20,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,1,地域福祉推進事業費（１／２）,"2,641,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,4,地域福祉推進区市町村包括補助事業費,"37,158,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,8,ユニバーサルデザインのまちづくり緊急推進事業費（２／３）,"400,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,10,在宅要介護者の受入体制整備事業（１０／１０）,0
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,1,社会福祉費補助金,11,区市町村との共同による感染拡大防止対策推進事業（１０／１０）,0
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,2,老人福祉費補助金,1,シルバー人材センター運営費（１／２）,"10,297,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,2,老人福祉費補助金,2,老人クラブ助成事業費（２／３）,"1,000,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,2,老人福祉費補助金,4,高齢者民間アパート借上事業費（１／２）,"998,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,2,老人福祉費補助金,5,高齢社会対策区市町村包括補助事業,"12,757,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,2,老人福祉費補助金,9,区市町村介護人材緊急確保対策事業費補助金（３／４）,"450,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,2,老人福祉費補助金,10,介護予防・フレイル予防推進員配置事業（１０／１０）,"931,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,4,障害者福祉費補助金,3,障害者施策推進区市町村包括補助事業費,"175,492,000"
2021,1,一般会計,16,都支出金,2,都補助金,2,民生費都補助金,4,障害者福祉費補助金,4,精神障害者相談等事務費,"8,040,000"
