年度,会計,会計名称,款,款名称,項,項名称,目,目名称,大事業,大事業名称,節,節名称,細節,細節名称,当初予算額
2021,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,14,使用料及び賃借料,1,借上料,"130,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,14,使用料及び賃借料,2,使用料,"10,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,19,負担金、補助及び交付金,1,負担金,"760,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,2,議会活動事業,19,負担金、補助及び交付金,2,補助金,"2,400,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,11,需用費,1,消耗品費,"74,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,11,需用費,2,印刷製本費,"3,500,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,12,役務費,1,通信運搬費,"40,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,13,委託料,17,システム業務等,"4,400,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,13,委託料,25,作成等,"6,526,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,13,委託料,35,配布等,"1,171,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,14,使用料及び賃借料,1,借上料,"440,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,14,使用料及び賃借料,2,使用料,"660,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,18,備品購入費,2,機械器具等,"3,000,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,18,備品購入費,5,図書,"32,000"
2021,1,一般会計,1,議会費,1,議会費,1,議会費,3,議会事務局運営事業,19,負担金、補助及び交付金,1,負担金,"2,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,1,報酬,17,会計年度任用職員,"45,185,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,2,給料,1,特別職,"21,504,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,2,給料,2,一般職,"340,239,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,3,職員手当等,2,地域手当等,"314,415,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,3,職員手当等,3,退職手当組合費,"351,378,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,3,職員手当等,5,会計年度任用職員期末手当,"7,377,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,4,共済費,3,職員共済組合費,"133,229,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,1,職員人件費,9,旅費,3,普通旅費,"500,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,2,総務管理一般事務事業,1,報酬,17,会計年度任用職員,"7,713,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,2,総務管理一般事務事業,9,旅費,1,費用弁償（普通）,"4,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,2,総務管理一般事務事業,11,需用費,1,消耗品費,"199,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,2,総務管理一般事務事業,12,役務費,1,通信運搬費,"9,013,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,2,総務管理一般事務事業,13,委託料,29,配送・搬送等,"2,713,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,2,総務管理一般事務事業,14,使用料及び賃借料,4,受信料,"78,000"
2021,1,一般会計,2,総務費,1,総務管理費,1,一般管理費,2,総務管理一般事務事業,19,負担金、補助及び交付金,1,負担金,"1,572,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,4,共済費,5,公務員災害補償基金費,"3,650,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,4,共済費,6,既裁定年金保険料,"100,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,4,共済費,7,労働者災害補償保険料,"3,292,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,4,共済費,8,社会保険料,"157,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,4,共済費,9,雇用保険料,"10,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,11,需用費,1,消耗品費,"125,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,11,需用費,2,印刷製本費,"92,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,12,役務費,1,通信運搬費,"380,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,12,役務費,2,手数料,"20,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,12,役務費,3,保険料,"71,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,13,委託料,28,事務処理等,"1,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,14,使用料及び賃借料,2,使用料,"150,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,1,人事管理事業,19,負担金、補助及び交付金,1,負担金,"623,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,2,職員研修事業,8,報償費,2,謝礼,"60,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,2,職員研修事業,9,旅費,1,費用弁償（普通）,"10,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,2,職員研修事業,9,旅費,3,普通旅費,"700,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,2,職員研修事業,11,需用費,1,消耗品費,"250,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,2,職員研修事業,13,委託料,54,研修等,"3,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,2,職員研修事業,14,使用料及び賃借料,2,使用料,"46,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,2,職員研修事業,19,負担金、補助及び交付金,1,負担金,"4,676,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,2,職員研修事業,19,負担金、補助及び交付金,2,補助金,"80,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,3,職員福利厚生事業,11,需用費,1,消耗品費,"30,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,3,職員福利厚生事業,11,需用費,8,医薬材料費,"20,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,3,職員福利厚生事業,13,委託料,7,健康診断等,"5,930,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,3,職員福利厚生事業,13,委託料,31,相談等,"1,184,000"
2021,1,一般会計,2,総務費,1,総務管理費,2,職員管理費,3,職員福利厚生事業,19,負担金、補助及び交付金,2,補助金,"4,960,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,1,文書管理事業,11,需用費,1,消耗品費,"1,700,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,1,文書管理事業,11,需用費,2,印刷製本費,"2,100,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,1,文書管理事業,12,役務費,1,通信運搬費,"200,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,1,文書管理事業,13,委託料,25,作成等,"3,789,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,1,文書管理事業,13,委託料,27,収集・処分等,"400,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,1,文書管理事業,13,委託料,29,配送・搬送等,"732,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,1,文書管理事業,14,使用料及び賃借料,1,借上料,"882,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,1,文書管理事業,14,使用料及び賃借料,2,使用料,"159,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,2,浄書印刷事業,11,需用費,1,消耗品費,"5,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,2,浄書印刷事業,14,使用料及び賃借料,1,借上料,"1,800,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,3,情報公開事業,1,報酬,2,委員,"94,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,4,固定資産評価審査委員会活動事業,1,報酬,2,委員,"141,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,4,固定資産評価審査委員会活動事業,19,負担金、補助及び交付金,1,負担金,"4,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,5,オンブズパーソン制度等事業,1,報酬,7,相談員,"100,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,5,オンブズパーソン制度等事業,1,報酬,18,公益通報相談員,"47,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,6,法務事業,11,需用費,1,消耗品費,"20,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,6,法務事業,13,委託料,31,相談等,"660,000"
2021,1,一般会計,2,総務費,1,総務管理費,3,文書管理費,7,行政不服審査会事業,1,報酬,2,委員,"100,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,1,市報きよせ発行事業,8,報償費,2,謝礼,"120,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,1,市報きよせ発行事業,11,需用費,1,消耗品費,"200,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,1,市報きよせ発行事業,11,需用費,2,印刷製本費,"6,805,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,1,市報きよせ発行事業,12,役務費,1,通信運搬費,"125,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,1,市報きよせ発行事業,13,委託料,25,作成等,"600,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,1,市報きよせ発行事業,13,委託料,35,配布等,"7,712,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,1,市報きよせ発行事業,14,使用料及び賃借料,1,借上料,"5,180,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,1,市報きよせ発行事業,14,使用料及び賃借料,2,使用料,"495,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,1,市報きよせ発行事業,19,負担金、補助及び交付金,1,負担金,"24,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,3,市民相談事業,8,報償費,2,謝礼,"1,280,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,3,市民相談事業,11,需用費,1,消耗品費,"56,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,3,市民相談事業,12,役務費,1,通信運搬費,"15,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,3,市民相談事業,18,備品購入費,5,図書,"14,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,3,市民相談事業,19,負担金、補助及び交付金,1,負担金,"158,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,4,広聴事業,12,役務費,1,通信運搬費,"68,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,4,広聴事業,14,使用料及び賃借料,1,借上料,"61,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,5,市民表彰事業,8,報償費,3,記念品等,"250,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,5,市民表彰事業,11,需用費,1,消耗品費,"18,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,5,市民表彰事業,11,需用費,2,印刷製本費,"9,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,5,市民表彰事業,12,役務費,1,通信運搬費,"10,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,6,秘書事業,8,報償費,2,謝礼,0
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,6,秘書事業,8,報償費,3,記念品等,"95,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,6,秘書事業,10,交際費,2,市長交際費,"600,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,6,秘書事業,11,需用費,1,消耗品費,"347,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,6,秘書事業,11,需用費,2,印刷製本費,"5,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,6,秘書事業,11,需用費,4,食糧費,"25,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,6,秘書事業,12,役務費,1,通信運搬費,"5,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,6,秘書事業,14,使用料及び賃借料,1,借上料,"50,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,6,秘書事業,19,負担金、補助及び交付金,1,負担金,"2,148,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,7,車両管理事業,11,需用費,5,燃料費,"33,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,7,車両管理事業,11,需用費,6,修繕料,"46,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,7,車両管理事業,12,役務費,3,保険料,"35,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,7,車両管理事業,27,公課費,1,自動車重量税,"8,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,9,シティプロモーション推進事業,11,需用費,1,消耗品費,"49,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,9,シティプロモーション推進事業,11,需用費,2,印刷製本費,"70,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,9,シティプロモーション推進事業,11,需用費,6,修繕料,"151,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,9,シティプロモーション推進事業,12,役務費,1,通信運搬費,"1,537,000"
2021,1,一般会計,2,総務費,1,総務管理費,4,広報費,9,シティプロモーション推進事業,13,委託料,25,作成等,"2,185,000"
2021,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,1,財政運営事業,11,需用費,1,消耗品費,"80,000"
2021,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,1,財政運営事業,11,需用費,2,印刷製本費,"220,000"
2021,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,1,財政運営事業,12,役務費,1,通信運搬費,"5,000"
2021,1,一般会計,2,総務費,1,総務管理費,5,財政管理費,1,財政運営事業,13,委託料,4,機器等保守点検,"473,000"
2021,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,1,会計事務事業,11,需用費,1,消耗品費,"30,000"
2021,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,1,会計事務事業,11,需用費,2,印刷製本費,"278,000"
2021,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,1,会計事務事業,12,役務費,1,通信運搬費,"115,000"
2021,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,1,会計事務事業,12,役務費,2,手数料,"267,000"
2021,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,1,会計事務事業,12,役務費,3,保険料,"148,000"
2021,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,1,会計事務事業,13,委託料,28,事務処理等,"25,788,000"
2021,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,1,会計事務事業,14,使用料及び賃借料,1,借上料,"26,000"
2021,1,一般会計,2,総務費,1,総務管理費,6,会計管理費,1,会計事務事業,19,負担金、補助及び交付金,1,負担金,"100,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,11,需用費,1,消耗品費,"1,401,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,11,需用費,3,光熱水費,"44,100,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,11,需用費,5,燃料費,"240,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,11,需用費,6,修繕料,"100,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,12,役務費,3,保険料,"138,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,13,委託料,1,庁舎管理業務,"132,021,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,13,委託料,3,設備保守点検,"3,600,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,13,委託料,25,作成等,"10,570,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,13,委託料,27,収集・処分等,"38,693,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,14,使用料及び賃借料,1,借上料,"63,123,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,16,原材料費,2,補修用資材,"132,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,1,市役所本庁舎維持管理事業,18,備品購入費,1,庁舎等器具,"228,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,11,需用費,1,消耗品費,"50,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,11,需用費,5,燃料費,"1,320,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,11,需用費,6,修繕料,"1,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,12,役務費,2,手数料,"4,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,12,役務費,3,保険料,"494,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,14,使用料及び賃借料,1,借上料,"6,901,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,14,使用料及び賃借料,2,使用料,"10,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,14,使用料及び賃借料,3,通行料,"100,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,19,負担金、補助及び交付金,1,負担金,"38,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,22,補償、補填及び賠償金,4,事故補償,"50,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,2,車両管理事業,27,公課費,1,自動車重量税,"98,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,4,公共施設整備基金積立事業,25,積立金,15,公共施設整備基金,"150,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,1,報酬,17,会計年度任用職員,"7,900,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,3,職員手当等,5,会計年度任用職員期末手当,"1,100,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,11,需用費,1,消耗品費,"1,300,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,11,需用費,5,燃料費,"250,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,11,需用費,6,修繕料,"100,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,11,需用費,8,医薬材料費,"10,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,13,委託料,27,収集・処分等,"1,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,14,使用料及び賃借料,1,借上料,"400,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,15,工事請負費,3,改修工事,0
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,16,原材料費,2,補修用資材,"50,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,7,施設等営繕事業,18,備品購入費,2,機械器具等,"500,000"
2021,1,一般会計,2,総務費,1,総務管理費,7,財産管理費,10,施設等営繕事業（繰越明許費）,15,工事請負費,3,改修工事,0
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,1,計画行財政推進事業,8,報償費,2,謝礼,"21,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,1,計画行財政推進事業,11,需用費,1,消耗品費,"5,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,1,計画行財政推進事業,12,役務費,1,通信運搬費,"71,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,1,計画行財政推進事業,13,委託料,25,作成等,"5,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,1,計画行財政推進事業,13,委託料,25,作成等,0
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,1,計画行財政推進事業,13,委託料,52,保育等,"20,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,1,計画行財政推進事業,14,使用料及び賃借料,4,受信料,"654,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,2,清瀬駅南口地域児童館整備事業,8,報償費,2,謝礼,"280,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,2,清瀬駅南口地域児童館整備事業,12,役務費,1,通信運搬費,"8,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,2,清瀬駅南口地域児童館整備事業,13,委託料,25,作成等,"15,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,2,清瀬駅南口地域児童館整備事業,13,委託料,52,保育等,"72,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,3,広域行政圏協議会運営事業,19,負担金、補助及び交付金,1,負担金,"2,084,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,5,多摩六都科学館組合運営事業,19,負担金、補助及び交付金,1,負担金,"53,810,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,6,市民まつり事業,19,負担金、補助及び交付金,2,補助金,"2,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,7,平和祈念事業,19,負担金、補助及び交付金,1,負担金,"2,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,7,平和祈念事業,19,負担金、補助及び交付金,2,補助金,"250,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,11,まちづくり応援寄附事業,11,需用費,1,消耗品費,"5,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,11,まちづくり応援寄附事業,12,役務費,1,通信運搬費,"45,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,11,まちづくり応援寄附事業,12,役務費,2,手数料,"343,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,11,まちづくり応援寄附事業,13,委託料,28,事務処理等,"2,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,11,まちづくり応援寄附事業,25,積立金,13,まちづくり応援基金,"3,610,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,13,新庁舎建設事業,9,旅費,1,費用弁償（普通）,"10,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,13,新庁舎建設事業,11,需用費,1,消耗品費,"130,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,13,新庁舎建設事業,12,役務費,1,通信運搬費,"10,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,13,新庁舎建設事業,13,委託料,10,設計・監理等,"19,901,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,13,新庁舎建設事業,14,使用料及び賃借料,1,借上料,"363,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,13,新庁舎建設事業,15,工事請負費,1,建設工事,"423,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,13,新庁舎建設事業,15,工事請負費,1,建設工事,0
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,13,新庁舎建設事業,18,備品購入費,5,図書,"16,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,13,新庁舎建設事業,18,備品購入費,6,管理及び教科備品,"128,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,14,新庁舎開設準備事業,11,需用費,1,消耗品費,0
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,14,新庁舎開設準備事業,13,委託料,29,配送・搬送等,"9,900,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,14,新庁舎開設準備事業,13,委託料,33,設営等,"300,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,14,新庁舎開設準備事業,18,備品購入費,6,管理及び教科備品,"180,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,16,国際交流事業,19,負担金、補助及び交付金,2,補助金,"200,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,17,市史編さん事業,1,報酬,2,委員,"270,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,17,市史編さん事業,8,報償費,2,謝礼,"11,000,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,17,市史編さん事業,9,旅費,1,費用弁償（普通）,"9,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,17,市史編さん事業,11,需用費,1,消耗品費,"100,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,17,市史編さん事業,11,需用費,2,印刷製本費,"5,685,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,17,市史編さん事業,12,役務費,1,通信運搬費,"100,000"
2021,1,一般会計,2,総務費,1,総務管理費,8,企画費,17,市史編さん事業,12,役務費,2,手数料,"295,000"
